age,income_level,gender,minority_status,job_experience_years,job_training_participation,job_satisfaction
11,7,1,1,10.34147257227747,1,16.967246042691627
7,7,0,0,6.185757069115883,0,4.276038501079936
7,7,1,0,10.736158720434403,1,17.37252045268995
10,5,1,0,10.551302586077767,1,18.185943756395
4,4,1,0,6.6742386755046095,0,4.256482238314764
9,6,1,1,9.2444887011324,0,8.588013897048222
4,6,1,0,9.298910209274911,0,9.545736159926465
12,4,1,1,10.419908109477236,1,17.030660697231017
4,5,0,0,9.83145377734166,0,10.135668015500814
5,6,1,1,6.889409552953428,0,5.048421696942099
7,6,0,1,12.251915189426716,1,18.643614980083765
10,6,1,1,8.822559105518932,0,8.242947734790578
10,6,1,1,9.011317944268333,0,8.557472003950569
9,6,1,0,8.537148306546843,0,7.785966874842841
11,6,1,1,10.11310686442054,1,17.507547558600187
8,7,0,0,10.882071609255872,1,17.72900397562023
9,7,0,1,10.10718951958064,1,16.77494936943488
12,6,0,1,11.774506856955322,1,18.35069746332343
4,4,1,0,12.295343957453532,1,18.679676986562647
5,4,0,1,9.72884945740501,0,10.064647033551337
8,5,1,0,7.227434408221942,0,5.815892458204726
4,3,1,1,8.455403480718084,0,7.770725847504026
6,6,0,1,10.5998479015835,1,17.51338504865863
4,7,1,1,7.065581896003549,0,5.947340970102443
6,3,1,1,7.1195863566392426,0,5.859734578501856
8,6,1,0,11.700531022588263,1,18.90572822799254
7,5,1,0,8.568081829471387,0,8.168171503112378
6,5,0,1,13.971666722672698,1,20.87434971647244
14,6,1,1,10.969216500771251,1,17.928247781043545
6,7,1,1,10.751244797765434,1,17.459963847539466
7,4,0,0,11.396477859506364,1,17.546209335743068
5,6,1,1,8.633666139688005,0,6.8493172352098535
13,4,1,1,12.907584968567118,1,20.475316726339297
8,6,0,1,9.637029460158695,0,8.690638193536666
6,5,1,1,8.209998696444845,0,6.241914373735053
4,7,1,1,12.146546051494948,1,18.079600101472614
7,6,0,1,11.539280927522116,1,18.36123877553087
5,6,1,0,11.981320403229196,1,18.526535708041237
11,6,1,0,13.377341168824044,1,20.225751433805502
9,5,1,0,9.738199406927638,0,9.39394551059716
10,5,1,0,11.840563903244568,1,18.769662917931477
1,6,1,1,11.798324656740927,1,17.346055101045586
7,5,1,0,11.696964773041316,1,18.19185894616876
6,7,1,0,13.883028588633556,1,20.91371594097895
6,5,0,0,11.770439374729325,1,18.40178369309448
5,6,0,1,10.266733508775042,1,17.263966198774895
5,6,1,1,14.42251628827666,1,20.316223606580685
15,7,1,0,10.336848506833237,1,17.93682628017421
2,8,0,1,10.89968696210008,1,17.699334408378185
2,6,0,1,7.508895329188293,0,6.757231532933629
6,5,0,1,9.935590150930675,0,9.752881596385125
5,5,1,1,11.134798710613024,1,18.32940524079968
6,7,0,1,8.415131434802582,0,8.453623754464434
7,5,0,0,13.693131839952532,1,19.74340175900116
6,6,0,0,12.05128892777042,1,19.127433458549536
7,4,0,1,8.808956814875023,0,8.355791053410206
6,5,0,1,8.922654080807202,0,8.954643636741569
3,6,1,1,13.839908281743998,1,19.717685307463448
6,6,1,1,8.97450022540564,0,7.449984459607087
8,6,1,0,7.272776651895242,0,6.414338003004482
7,3,1,0,9.166546667547411,0,9.370810674204971
11,5,0,0,10.779166885136592,1,17.724940483100507
7,5,1,0,13.389473627846524,1,19.71097326607359
3,3,1,1,9.336129552378251,0,9.247596245832286
8,7,1,0,8.471533946774077,0,8.190017649170125
9,7,1,1,10.409228533144512,1,17.704147270632077
6,5,0,1,8.63108118006839,0,8.546094698453254
12,4,1,1,6.402938635875016,0,4.207458696934518
4,3,0,0,6.74193306442864,0,5.000916509361156
10,3,0,1,8.681316448869973,0,8.141590614420117
10,4,1,0,10.064035139254417,1,16.989754616993274
7,4,0,1,12.141680347660287,1,19.32253504532905
5,6,1,1,10.846717965668622,1,17.20164888197179
11,8,0,1,12.735246116851794,1,19.67196916981373
8,5,0,1,10.605010767510116,1,17.969698139102576
8,7,0,1,11.266733033513324,1,18.099896739057563
4,5,0,1,10.188802609086473,1,16.68449886023221
7,4,1,1,9.392597712738125,0,8.685841485231125
8,6,1,1,8.987927335825031,0,9.599655961876625
8,6,0,0,11.326329676168674,1,19.112361739256748
5,5,0,1,12.054109118670253,1,18.96025124425775
14,7,0,0,10.731757350541065,1,18.218829491042555
13,8,1,1,9.255618255515364,0,9.62992831220302
7,4,1,1,11.768541495573238,1,18.436462647930583
11,6,0,1,7.663663124737353,0,8.173642368403746
6,7,1,0,8.375436241041687,0,7.663974821292055
13,5,1,0,13.083914887802926,1,20.118156534166825
6,5,1,1,13.296227961820072,1,19.08369356926588
9,4,1,1,11.439608076839132,1,19.14678435054448
9,6,0,0,10.13530545517915,1,17.567201795786048
1,8,0,1,11.229781334603985,1,17.074989892293768
4,7,1,1,8.770977859334014,0,7.500363289546952
3,6,1,1,8.459192395507324,0,6.873425998138626
3,5,1,1,7.386329226512201,0,5.532783510574557
2,6,0,0,9.980787754033075,0,10.54459038843505
1,8,0,1,9.579105747508976,0,10.090385352976014
7,4,1,1,8.94726960666272,0,9.377806959851618
14,4,1,1,6.158248770666626,0,4.768456330030462
10,6,1,1,9.747302176683586,0,10.941571615724492
12,5,1,0,8.068353005817096,0,7.456810427085298
2,6,1,1,7.544483899713278,0,5.756872438354849
10,7,0,0,9.85493056518774,0,10.131914951976416
6,5,1,0,11.425225623072272,1,18.11229633490252
10,2,1,0,8.68597767159461,0,8.447443825526895
7,6,1,1,10.686083800812217,1,18.44609195493581
8,5,1,1,9.877524001476324,0,10.51496088357626
4,5,0,0,9.140226639314296,0,7.988043284109208
9,8,1,1,12.290374000223853,1,18.62305699402632
10,7,1,1,10.593722904325183,1,17.371976730817437
5,2,0,1,10.027985713446547,1,16.17887239891382
9,9,0,0,13.341587614268734,1,20.03820842650545
6,7,1,0,13.203944573298385,1,20.334916847231973
6,8,0,1,6.545906975681281,0,5.131832163390948
7,4,1,1,9.29250650634276,0,8.672989269840421
11,8,0,1,11.490799241894328,1,18.73404894918641
8,6,1,0,5.313114027829647,0,2.5598541134285817
3,8,1,0,10.544341737129647,1,17.549829998824677
11,7,1,0,14.647896737747471,1,20.720181934166547
1,5,0,0,11.360767291374692,1,17.436437968848814
9,5,1,1,8.324348826319044,0,8.181000726927538
4,7,0,1,9.998585825445575,0,10.640186307082136
5,4,0,1,5.0552518310328285,0,2.819182124250768
4,7,1,1,8.602810851258855,0,7.640191093660178
12,5,0,0,11.905340616273254,1,18.46696297377604
8,6,0,1,11.01988245730909,1,17.827963259156643
11,6,1,0,7.989147836091522,0,6.880309228292246
9,4,1,0,11.589478424419044,1,18.646544924987776
5,7,0,1,14.265685504603727,1,21.15984780695868
8,7,1,1,7.962528331688572,0,7.479394629978433
17,4,0,1,12.309810577340858,1,18.60865505546375
7,7,1,1,9.220588788218649,0,9.212420692888797
5,4,0,0,8.78883271017343,0,8.239457573348291
6,2,0,0,8.997229230084333,0,8.824120313450546
7,4,1,1,12.78792011418032,1,19.165216115191075
9,5,0,0,10.64693087689375,1,17.661082816245194
6,8,1,1,8.871726451829824,0,8.293190655497584
4,5,0,0,9.312020021480814,0,9.408804076980424
10,4,1,1,8.278250044684524,0,7.338913019705544
1,6,1,1,10.120283341615592,1,17.307517348788085
6,7,1,1,8.87922557337499,0,9.078300399232024
6,4,1,1,10.513911687480077,1,17.364256661205193
9,5,1,1,8.282637961811188,0,7.476959844585977
4,8,1,1,9.792961661298593,0,9.822452321823274
9,3,0,0,9.440542713145025,0,9.567240689618457
8,7,0,0,10.33868911882394,1,18.438967028127397
9,6,1,1,5.100795911646316,0,4.287485084232056
7,5,1,0,11.40655356125443,1,17.61160429677474
9,8,0,1,7.8131592624624755,0,5.697679336805148
11,5,1,1,10.671569643346825,1,17.319696392735047
9,6,1,1,6.9191396865691335,0,5.1171111491987
12,6,1,1,9.41952258418186,0,9.049157454176248
11,4,1,0,7.207290227792916,0,5.439569023210331
5,4,0,0,7.846008631109703,0,6.550681983287093
9,6,0,1,7.08273857561319,0,6.921960056709294
1,5,0,0,12.675661565925903,1,19.45116045041856
15,6,1,1,9.813963302545613,0,10.032932718300255
8,5,1,1,14.138616826286688,1,19.620738418443267
7,6,0,1,12.394429518741964,1,19.64969310881106
8,4,1,0,12.004951104429209,1,19.850862808542992
8,4,1,1,7.553401528020693,0,6.052993955543046
13,4,0,0,9.30898288978998,0,8.823090467179519
6,4,1,0,9.540387056170747,0,10.2215055912216
11,6,1,1,11.252841608825744,1,18.39638213629392
11,7,1,0,7.177990713873982,0,6.291493050339173
4,3,0,1,11.810621625781913,1,17.34690043568387
3,6,1,0,10.934072661225104,1,17.810635547494613
9,7,1,1,7.517345020391613,0,6.6587846063251
7,6,1,0,10.667200803814808,1,17.89983216603741
13,4,1,0,9.001827968303388,0,8.681076716600606
2,5,1,1,8.981961789064302,0,8.598551308872187
9,4,1,0,8.753284075801767,0,8.710680588499166
10,4,0,1,10.279330887428074,1,17.56694740993942
10,2,1,0,10.640099596547342,1,17.406681433790244
2,5,0,1,8.64386899284422,0,7.597810307769818
6,5,1,0,7.706999289193135,0,7.132138601865682
6,3,0,0,9.946713786336682,0,10.261883437609354
5,5,1,1,6.89417629158682,0,5.508238649461163
8,5,1,1,9.850506609992252,0,10.412467170952732
6,6,1,1,10.355157222324024,1,18.38278607071593
11,7,0,0,8.844887447773939,0,8.469118408978256
7,4,1,1,9.96763115115049,0,9.5413556277509
3,4,0,1,5.803108647508222,0,3.7020654774611095
6,4,1,1,11.950234712362455,1,17.501321486906317
7,6,1,0,11.331694212484608,1,18.0477682952246
2,6,1,1,6.505437426565235,0,4.621373604327118
9,3,0,0,11.68582087516835,1,18.71946924787311
10,5,1,1,9.07728529170148,0,9.40369008587773
8,7,1,0,6.11602303705021,0,4.96645857667383
6,5,1,1,9.527711583011882,0,9.765623262117195
8,3,1,0,11.973317893952268,1,18.73068849115416
8,8,1,0,14.321928335094228,1,21.490606559954628
2,7,1,0,11.82182743788054,1,17.809466728527717
13,6,0,0,6.5506649910766885,0,5.397709399319055
5,7,1,1,15.30140939974336,1,21.48722634594428
5,5,1,0,11.865883403051374,1,18.182565252132992
6,8,1,0,9.232022949745426,0,9.215284958279591
7,6,1,1,8.993076125236106,0,9.66602895211114
9,8,0,1,9.694038108509128,0,10.24200287170393
10,4,0,1,10.843843503848491,1,16.99254432831523
12,8,1,1,10.034621722421074,1,16.375129276813826
8,6,1,1,10.848926108426856,1,18.14526551184166
8,6,0,1,13.601575980760844,1,19.98621052711761
9,9,1,0,9.584821582307534,0,8.683444402299772
5,5,1,1,8.98279592156872,0,8.561798118628388
5,3,0,0,12.09874028301798,1,19.03342768313304
9,5,1,0,7.590782367866874,0,6.5016474619985845
1,7,1,0,11.169119313559785,1,17.27854005954536
10,4,1,0,11.86156636256683,1,18.414183538717147
6,6,0,0,7.819376560421433,0,6.809861537270538
11,5,1,0,10.133743929856928,1,17.44672781584933
5,4,0,1,11.735126556038596,1,18.33825418066977
12,6,1,0,8.076593134209107,0,6.449938080928148
10,6,1,1,11.888882020176204,1,18.826052269073337
12,5,0,0,11.0806181548194,1,17.582133364435894
6,4,1,0,9.93437346645912,0,9.480416369521784
6,1,1,1,12.491655728696356,1,19.54298968970161
9,7,1,0,14.179245563224525,1,19.70166169164841
8,5,0,0,10.432808725558044,1,17.813903616229204
5,5,1,1,8.047775332270213,0,7.880963548892175
8,7,0,1,8.788409797487367,0,7.867674859378794
4,6,0,0,14.744743197898137,1,20.778921351203817
7,3,0,1,7.342657661893565,0,6.20960671674534
7,6,1,1,7.5827780090000285,0,6.194113656850657
7,6,1,1,10.321188125093869,1,16.816011153177378
6,5,1,0,11.52408976389304,1,18.281548563336585
11,7,1,0,7.122440227726282,0,5.197051748769421
9,7,0,0,9.39901382095656,0,9.065592870049793
7,6,1,0,11.106829512286422,1,17.549738884090754
9,7,1,1,9.062248458993832,0,9.18076097415728
8,3,1,1,12.023123702862382,1,18.64856570919574
9,6,1,1,11.964789020421556,1,19.336338565959284
5,6,0,1,12.01819226734587,1,19.00596200801576
4,9,0,1,11.59316679711872,1,19.037755672556315
3,5,0,1,9.162341609677672,0,9.42769080584282
4,6,1,0,9.813903001685558,0,10.322408287735488
9,6,0,0,10.36891582769523,1,18.43092075618995
5,6,1,0,10.859769229485886,1,17.6706504088224
6,7,1,1,7.203619671366635,0,5.487225529551412
5,4,0,1,6.196736067371032,0,4.355805492078928
12,6,0,1,9.979503953205134,0,10.060399129843898
5,6,1,1,10.353429092870764,1,17.17065626027316
6,7,0,0,11.667732977709097,1,17.600959799419474
13,9,0,1,10.208743952973846,1,16.756580502745503
11,5,1,0,10.66105623380912,1,18.43658314468167
5,4,0,1,13.1148493631279,1,19.80186420063976
11,6,1,0,9.499762152282834,0,10.369601716607397
8,7,1,0,7.529729370717579,0,6.224987605600487
12,6,1,1,11.695162087458748,1,18.69050149006855
10,4,1,0,11.52219283297927,1,18.606406621204616
10,9,0,0,8.884821212125996,0,8.65881462463171
11,6,1,1,9.466858247229505,0,9.209820541537344
8,5,0,1,9.217964384604782,0,8.486582554267551
5,5,0,1,9.800367714722752,0,9.933766518230415
8,7,1,1,12.289571340984953,1,18.660135243048398
6,7,1,1,6.777534273769623,0,6.471639700922653
1,5,1,0,6.941870527894489,0,5.358188082402423
7,4,0,0,10.32150166509223,1,17.111235232355696
3,6,1,1,10.695262332930415,1,17.75570144739413
3,7,1,1,9.953526469312225,0,9.48897350489746
7,4,1,0,8.170066861508456,0,7.523889563469844
-1,7,1,1,10.25973463185519,1,16.79400035878578
9,7,0,1,7.3581067130048705,0,6.059624403031802
14,4,1,1,10.16481553201219,1,17.085801112458448
9,4,1,0,8.927061597107508,0,9.482125488243277
9,7,0,0,13.709975325791545,1,20.85318847460873
3,7,1,1,8.6847861956312,0,7.631339146224589
9,6,1,0,11.344060288621153,1,18.18103229204258
4,5,0,1,8.031121114665936,0,7.3765775586758755
7,8,1,1,9.915178040673608,0,10.466533988694092
9,6,1,1,8.438586508676424,0,8.227043958562936
7,8,1,1,10.865276503110998,1,17.49066047890016
7,5,1,1,9.171459479154816,0,8.714992682465844
3,7,1,0,7.679639974922675,0,6.47785036875201
9,2,1,1,9.979650435803965,0,9.593725574452431
9,7,0,1,8.392659399128163,0,6.982941317138351
8,4,0,1,12.473169787593616,1,18.440697496121317
10,5,1,1,10.423984086353132,1,17.270425449026956
6,5,1,1,10.815404507955732,1,18.036222995961413
5,5,0,1,8.799552370529952,0,8.513056094444512
11,7,0,1,11.914009293579168,1,18.349447065904048
8,6,1,0,9.387271589959838,0,9.667184036747136
12,7,1,1,9.218540549997025,0,9.77887007539714
10,5,1,1,9.028122541141366,0,8.374231252699403
6,5,1,1,13.848549589623268,1,20.06667687970346
10,6,0,1,10.020987654621248,1,17.373087029336943
4,5,1,0,10.998451281565575,1,17.99787719935969
4,5,1,0,9.737410292492305,0,9.219564329143765
9,7,1,1,9.78255229651426,0,10.43261908893847
18,4,1,1,13.544861585795944,1,20.447699919349517
18,6,1,1,9.403764002404282,0,9.64507454526923
8,7,0,1,11.064757347037949,1,18.659713948963063
16,5,1,1,8.178160605026234,0,8.006163404947905
7,7,0,1,9.449088170834198,0,9.891466810166875
5,8,1,1,8.278522004909375,0,6.6732748345348085
7,5,1,1,12.140280536976752,1,18.261729470694146
13,2,0,1,10.89427760485298,1,18.326854096082773
12,6,1,1,9.267315655941776,0,10.024479642506089
6,7,1,1,11.855718094694032,1,18.36695501399472
9,7,0,1,8.672329426875667,0,8.155267506974957
6,6,1,0,9.03140175423002,0,8.85185498065386
7,6,1,1,9.56133649969508,0,8.906875267152317
7,8,0,1,9.32810313698117,0,8.975350707694615
7,6,1,1,9.598548929667787,0,10.117020598853395
6,5,1,0,11.146763404724831,1,18.49018994886029
6,9,1,1,9.26125585042998,0,9.432663331921606
5,7,0,1,6.659315654313093,0,4.417178357438472
8,7,1,1,8.435717186626778,0,7.982745692605825
11,4,1,1,12.010104777344573,1,19.315952133648132
0,6,1,1,8.081136372276369,0,7.134854471387699
11,5,1,0,12.049944550664724,1,18.96411138680227
4,3,0,0,9.552484829458304,0,9.47286155466892
8,4,1,1,5.10720656037978,0,2.920764720555484
9,7,0,1,9.50211866066931,0,10.492905357309208
9,6,1,1,11.863399479074255,1,18.95965641227364
9,5,0,1,8.923063877136059,0,8.53313833675056
9,4,1,1,10.199258219755157,1,16.690212499446055
9,6,0,0,11.210536607360464,1,18.7972963460648
8,6,0,0,9.693173833696978,0,10.81216984270512
5,4,1,0,10.162955912396274,1,16.973960172847953
4,6,1,0,10.455139913343174,1,18.56885663425497
4,7,1,0,6.365842283301904,0,5.449336037911719
8,5,1,0,10.33142105276214,1,18.095447633932437
7,7,0,0,8.37259143346165,0,7.691526330801039
10,4,1,1,11.39060181919633,1,18.72738382878054
8,7,1,1,7.383310452979598,0,7.228949628685116
7,3,0,0,10.12351242818115,1,17.57700171505728
3,6,0,1,8.861719027359864,0,8.378981271784951
6,4,1,1,11.250586524116638,1,18.309287654640997
10,6,1,1,13.170476053249942,1,20.068100768717738
3,7,1,0,12.33745217078472,1,18.68582462750512
9,8,1,1,11.226580701190397,1,17.71359098096549
7,6,1,1,9.221488756152684,0,8.551641601392765
11,5,0,1,11.174792074111988,1,17.96713192607312
5,2,1,0,11.151721491257833,1,18.04625526643806
7,7,1,0,9.533197743797766,0,9.527286845712652
7,6,0,1,9.915332684704993,0,9.801854846842424
10,5,0,0,6.411260257517539,0,5.184094400331547
12,6,0,1,11.79338693570076,1,18.37344158714794
3,6,1,0,11.56700713595096,1,18.35544463837159
7,5,0,1,9.651938604869818,0,9.823653457089929
7,6,0,1,10.714889819397747,1,17.457579699177852
7,6,0,1,10.290305377249414,1,17.45946139016153
14,5,1,1,10.27465921234167,1,17.269752936434568
5,5,0,1,13.080535403358414,1,18.38616290600368
5,5,0,1,9.978283634840244,0,8.961180173733133
6,3,1,1,9.992051994271444,0,10.347649733481136
9,3,1,0,8.836535683132317,0,8.153208913747315
10,7,0,1,8.955155596317951,0,8.472679259366814
12,7,1,1,8.825870625565754,0,8.553544636566143
8,5,1,1,13.625206773133344,1,19.523945240932687
8,5,1,0,6.496023601925732,0,4.660435346729199
3,6,0,0,10.4534398983572,1,17.71063978361928
4,3,0,1,11.272524335419062,1,17.76074028444423
10,5,0,1,8.846354297336578,0,9.122613221250347
6,6,1,0,8.491831664239363,0,7.21900909757397
9,4,0,0,7.043242552845412,0,5.963286761368989
7,5,0,0,9.44451874256544,0,9.252941520082878
