worker_id,survey_year,job_training_program,hourly_wage,education_years,work_experience_years,union_membership,gender
27,7,0,49.75635119458462,7,9,1,1
27,8,0,47.326734086111976,7,9,1,1
27,9,0,46.64543018084675,7,9,1,1
28,0,0,52.449135079397415,4,10,1,1
28,1,0,51.72755803916369,4,10,1,1
28,2,0,54.86121239906212,4,10,1,1
28,3,0,54.87481297055187,4,10,1,1
28,4,0,51.91281390356764,4,10,1,1
28,5,0,54.10054621763367,4,10,1,1
28,6,0,53.80868230559753,4,10,1,1
28,7,0,50.99184469467839,4,10,1,1
28,8,0,51.06115874310275,4,10,1,1
28,9,0,50.27371040377989,4,10,1,1
29,0,0,53.24417042989846,3,10,0,1
29,1,0,52.26543525285261,3,10,0,1
29,2,0,50.450009446963,3,10,0,1
29,3,0,54.09185741258885,3,10,0,1
29,4,0,51.38990546350137,3,10,0,1
29,5,0,55.13923031149601,3,10,0,1
29,6,0,51.71756567735961,3,10,0,1
29,7,0,52.03748811477204,3,10,0,1
29,8,0,50.76363633662699,3,10,0,1
29,9,0,49.99543065994262,3,10,0,1
30,0,0,52.1398570676236,2,8,1,1
30,1,0,50.53768566133594,2,8,1,1
30,2,0,52.712990412141245,2,8,1,1
30,3,0,53.53580490102944,2,8,1,1
30,4,0,51.17250735139548,2,8,1,1
30,5,0,51.66705646282964,2,8,1,1
30,6,0,52.97332823052013,2,8,1,1
30,7,0,49.89348133881909,2,8,1,1
30,8,0,49.99657788525442,2,8,1,1
30,9,0,48.26537060464427,2,8,1,1
31,0,0,54.54592008624963,7,10,0,1
31,1,0,52.39849732419038,7,10,0,1
31,2,0,55.05312719966594,7,10,0,1
31,3,0,54.94049970563823,7,10,0,1
31,4,0,52.84215492348038,7,10,0,1
31,5,0,56.14004492642046,7,10,0,1
31,6,0,53.14643271236647,7,10,0,1
31,7,0,52.193004340906526,7,10,0,1
31,8,0,52.94989854553808,7,10,0,1
31,9,0,50.35612775354004,7,10,0,1
32,0,0,51.52056695690917,3,8,0,1
32,1,0,50.079262679600525,3,8,0,1
32,2,1,58.01794607552309,3,8,0,1
32,3,1,59.29074988100474,3,8,0,1
32,4,1,55.39861718946997,3,8,0,1
32,5,1,56.52755101861894,3,8,0,1
32,6,1,58.77675093878547,3,8,0,1
32,7,1,56.42545202796869,3,8,0,1
32,8,1,57.22038482708643,3,8,0,1
32,9,1,54.57613584941844,3,8,0,1
33,0,0,49.59352169633527,3,5,0,0
33,1,0,47.159413750917615,3,5,0,0
33,2,0,50.79049777967803,3,5,0,0
33,3,0,49.13453448532869,3,5,0,0
33,4,0,47.5709769745991,3,5,0,0
33,5,0,51.96283188324944,3,5,0,0
33,6,0,48.227178634328766,3,5,0,0
33,7,0,47.04318466442916,3,5,0,0
33,8,0,48.04822436854513,3,5,0,0
33,9,0,47.014057844501245,3,5,0,0
34,0,0,52.34328861416121,1,9,1,1
34,1,0,50.98394387627155,1,9,1,1
34,2,1,59.146290936695465,1,9,1,1
34,3,1,59.56357995278409,1,9,1,1
34,4,1,55.84399751374726,1,9,1,1
34,5,1,57.41428568454749,1,9,1,1
34,6,1,57.89412387521314,1,9,1,1
34,7,1,56.33421553478763,1,9,1,1
34,8,1,56.30303602393765,1,9,1,1
34,9,1,56.05259816180529,1,9,1,1
35,0,0,52.29878371010681,7,9,1,1
35,1,0,52.04795452728257,7,9,1,1
35,2,0,53.78829554083413,7,9,1,1
35,3,0,52.22871185204296,7,9,1,1
35,4,1,55.31746684765972,7,9,1,1
35,5,1,57.37347851972892,7,9,1,1
35,6,1,56.37251206706541,7,9,1,1
35,7,1,55.27490323155144,7,9,1,1
35,8,1,56.28226909647534,7,9,1,1
35,9,1,56.38600107587887,7,9,1,1
36,0,0,52.22637465728636,5,7,0,0
36,1,0,50.44097841297391,5,7,0,0
36,2,0,52.09426264339863,5,7,0,0
36,3,0,51.32110978334312,5,7,0,0
36,4,0,51.28680890928484,5,7,0,0
36,5,0,50.56159690208675,5,7,0,0
36,6,1,58.033136042415805,5,7,0,0
36,7,1,58.14675817314186,5,7,0,0
36,8,1,54.80553419563287,5,7,0,0
36,9,1,54.91902686443435,5,7,0,0
37,0,0,50.58025757393005,6,12,1,1
37,1,0,50.19074707375207,6,12,1,1
37,2,0,52.35764582413,6,12,1,1
37,3,0,49.07955922140248,6,12,1,1
37,4,0,49.61133406802757,6,12,1,1
37,5,0,52.68978408433743,6,12,1,1
37,6,0,52.13112643579252,6,12,1,1
37,7,0,49.49988096613298,6,12,1,1
37,8,0,47.811814176351874,6,12,1,1
37,9,0,47.90393274655575,6,12,1,1
38,0,0,52.94515641285853,4,5,0,1
38,1,0,51.31745610079011,4,5,0,1
38,2,0,53.60097572485804,4,5,0,1
38,3,0,51.82853105771735,4,5,0,1
38,4,0,49.94729559429548,4,5,0,1
38,5,0,53.02684832402196,4,5,0,1
38,6,0,52.619135504503184,4,5,0,1
38,7,0,50.59828043827228,4,5,0,1
38,8,0,50.99854192190465,4,5,0,1
38,9,1,54.51258404432041,4,5,0,1
39,0,0,50.03613896451608,3,9,1,1
39,1,0,50.83082719829315,3,9,1,1
39,2,0,50.798063743304176,3,9,1,1
39,3,0,53.528362655337325,3,9,1,1
39,4,0,47.30638525634048,3,9,1,1
39,5,0,53.48888311688644,3,9,1,1
39,6,0,50.98985774844761,3,9,1,1
39,7,1,55.01561637530945,3,9,1,1
39,8,1,53.485325882967885,3,9,1,1
39,9,1,53.95051505987332,3,9,1,1
40,0,0,52.38077453567783,4,5,0,1
40,1,0,50.39013007757886,4,5,0,1
40,2,0,53.39294750336889,4,5,0,1
40,3,0,52.81504164862852,4,5,0,1
40,4,0,49.672407011130645,4,5,0,1
40,5,0,51.73762171594815,4,5,0,1
40,6,0,52.14507872589832,4,5,0,1
40,7,0,52.692194082170005,4,5,0,1
40,8,0,49.75069461929633,4,5,0,1
40,9,0,48.45587070643575,4,5,0,1
41,0,0,52.17435844414294,2,7,1,1
41,1,0,49.90153410527613,2,7,1,1
41,2,0,51.65919001131038,2,7,1,1
41,3,0,51.32794157067722,2,7,1,1
41,4,0,49.96552092111354,2,7,1,1
41,5,1,57.41167707270157,2,7,1,1
41,6,1,57.156919549992686,2,7,1,1
41,7,1,56.33180066663194,2,7,1,1
41,8,1,54.11833104483304,2,7,1,1
41,9,1,54.72825388247177,2,7,1,1
42,0,0,49.86447712665512,2,10,1,1
42,1,0,48.81616116688508,2,10,1,1
42,2,0,50.99935553097978,2,10,1,1
42,3,0,51.34177583756651,2,10,1,1
42,4,0,49.664914146101474,2,10,1,1
42,5,0,50.72644825110237,2,10,1,1
42,6,0,51.477810619556976,2,10,1,1
42,7,0,50.112114318681066,2,10,1,1
42,8,0,49.57639517781605,2,10,1,1
42,9,0,50.19346919432057,2,10,1,1
43,0,0,51.779583104014,5,7,1,1
43,1,0,49.35467769350851,5,7,1,1
43,2,0,52.19474024534578,5,7,1,1
43,3,0,51.90195353729726,5,7,1,1
43,4,0,48.784197345508495,5,7,1,1
43,5,0,52.454075649665896,5,7,1,1
43,6,0,50.85470256053389,5,7,1,1
43,7,0,50.36703557340091,5,7,1,1
43,8,0,47.49430126338062,5,7,1,1
43,9,0,47.50753399354196,5,7,1,1
44,0,0,51.59448325152225,4,9,1,1
44,1,0,50.716620376612106,4,9,1,1
44,2,0,51.80003782116947,4,9,1,1
44,3,0,52.56534401865415,4,9,1,1
44,4,0,50.5418170918022,4,9,1,1
44,5,0,51.65309337098084,4,9,1,1
44,6,0,50.60027184447564,4,9,1,1
44,7,0,51.25210433451049,4,9,1,1
44,8,0,49.95556791456264,4,9,1,1
44,9,0,49.984135468644574,4,9,1,1
45,0,0,50.34898432538012,4,9,0,1
45,1,0,50.03470508263609,4,9,0,1
45,2,0,50.71970574492913,4,9,0,1
45,3,0,52.2746554726827,4,9,0,1
45,4,0,48.23132016254766,4,9,0,1
45,5,0,51.82865843306583,4,9,0,1
45,6,0,52.45215570222954,4,9,0,1
45,7,1,56.000586527993605,4,9,0,1
45,8,1,56.12671279560669,4,9,0,1
45,9,1,55.785590514063166,4,9,0,1
46,0,0,49.978280524591774,5,13,1,1
46,1,0,50.935280826198216,5,13,1,1
46,2,0,50.32620361636386,5,13,1,1
46,3,0,50.88086821230609,5,13,1,1
46,4,0,49.635320195095474,5,13,1,1
46,5,0,50.2581443996605,5,13,1,1
46,6,0,50.77231549818445,5,13,1,1
46,7,0,51.40031532225735,5,13,1,1
46,8,0,48.89057098032277,5,13,1,1
46,9,0,48.195304645889415,5,13,1,1
47,0,0,50.70422366794778,6,8,0,1
47,1,0,50.47108011903244,6,8,0,1
47,2,0,52.59543761662158,6,8,0,1
47,3,0,51.24254903046605,6,8,0,1
47,4,0,50.95120431706909,6,8,0,1
47,5,0,51.74931635876072,6,8,0,1
47,6,0,51.072813629528994,6,8,0,1
47,7,0,51.7407341404282,6,8,0,1
47,8,0,48.48779205363393,6,8,0,1
47,9,0,48.48965212618363,6,8,0,1
48,0,0,53.72118685214201,1,10,1,1
48,1,0,50.34223705453916,1,10,1,1
48,2,0,54.50077483060426,1,10,1,1
48,3,0,53.38805023307148,1,10,1,1
48,4,1,55.790624516857285,1,10,1,1
48,5,1,58.28681708690618,1,10,1,1
48,6,1,57.01934641129661,1,10,1,1
48,7,1,58.22348164241963,1,10,1,1
48,8,1,55.64741250192838,1,10,1,1
48,9,1,55.67987775761032,1,10,1,1
49,0,0,52.88509259795602,3,8,0,1
49,1,0,52.04203881792841,3,8,0,1
49,2,0,51.548318533062975,3,8,0,1
49,3,0,53.07727436591865,3,8,0,1
49,4,0,50.26296973221653,3,8,0,1
49,5,0,51.20596029558011,3,8,0,1
49,6,0,52.06043318359485,3,8,0,1
49,7,0,51.3235150194012,3,8,0,1
49,8,1,56.44761975465772,3,8,0,1
49,9,1,54.98923024192096,3,8,0,1
50,0,0,51.17849746041093,4,8,0,1
50,1,0,50.7029862969226,4,8,0,1
50,2,0,52.58402364107282,4,8,0,1
50,3,1,57.116494237476125,4,8,0,1
50,4,1,56.53584252444486,4,8,0,1
50,5,1,57.65744186675624,4,8,0,1
50,6,1,56.5680266137358,4,8,0,1
50,7,1,55.10780746783304,4,8,0,1
50,8,1,55.20055751030417,4,8,0,1
50,9,1,57.12676997573122,4,8,0,1
51,0,0,53.17272288949375,3,7,1,0
51,1,0,53.041588805695646,3,7,1,0
51,2,0,54.50027776843369,3,7,1,0
51,3,0,55.45147114372692,3,7,1,0
51,4,0,51.152026466505454,3,7,1,0
51,5,0,54.18055088090636,3,7,1,0
51,6,0,52.82259320823096,3,7,1,0
51,7,0,54.119430315764646,3,7,1,0
51,8,1,57.71602097010124,3,7,1,0
51,9,1,58.19458500980072,3,7,1,0
52,0,0,51.885720424485854,2,7,0,0
52,1,0,51.632867285530224,2,7,0,0
52,2,0,52.86536448002786,2,7,0,0
52,3,0,53.718739285786576,2,7,0,0
52,4,0,48.312668271642536,2,7,0,0
52,5,0,51.61826194192168,2,7,0,0
52,6,1,58.51557573502825,2,7,0,0
52,7,1,58.54149661822839,2,7,0,0
52,8,1,57.400071068836255,2,7,0,0
52,9,1,54.54022977288599,2,7,0,0
53,0,0,52.42061383660382,3,5,1,0
53,1,0,51.566223436182455,3,5,1,0
53,2,0,50.77788374519071,3,5,1,0
53,3,0,52.70431323851856,3,5,1,0
53,4,0,48.849193926085874,3,5,1,0
53,5,0,51.45534715612042,3,5,1,0
53,6,0,52.72987959633474,3,5,1,0
53,7,0,49.52630914695985,3,5,1,0
53,8,0,50.25561763146199,3,5,1,0
53,9,0,50.06933320337618,3,5,1,0
54,0,0,51.33988686358202,1,8,1,1
54,1,1,59.25499886419448,1,8,1,1
54,2,1,61.41959535033874,1,8,1,1
54,3,1,58.1511847518014,1,8,1,1
54,4,1,57.99867348641314,1,8,1,1
54,5,1,58.73129595413924,1,8,1,1
54,6,1,59.60343856953095,1,8,1,1
54,7,1,60.290933621691714,1,8,1,1
54,8,1,58.339440233916974,1,8,1,1
54,9,1,57.92462508744836,1,8,1,1
55,0,0,53.30484030175701,4,11,1,0
55,1,0,52.09082738298869,4,11,1,0
55,2,0,54.22623463373865,4,11,1,0
55,3,0,54.1755254868903,4,11,1,0
55,4,0,51.49893323868945,4,11,1,0
55,5,0,53.58594458716822,4,11,1,0
55,6,0,54.1277256927456,4,11,1,0
55,7,0,54.00125511705871,4,11,1,0
55,8,0,51.08334227533077,4,11,1,0
55,9,0,50.55575143693744,4,11,1,0
56,0,0,52.67979590340147,4,5,1,1
56,1,0,51.20136381010971,4,5,1,1
56,2,0,52.30848302096869,4,5,1,1
56,3,1,59.3964203577051,4,5,1,1
56,4,1,56.22632468482824,4,5,1,1
56,5,1,59.42442289665009,4,5,1,1
56,6,1,58.72596192350149,4,5,1,1
56,7,1,57.3475263707302,4,5,1,1
56,8,1,55.214815600155575,4,5,1,1
56,9,1,55.114000849635374,4,5,1,1
57,0,0,51.09164142035208,5,9,1,1
57,1,0,50.82975172965658,5,9,1,1
57,2,0,50.12999542644901,5,9,1,1
57,3,0,52.64502037018887,5,9,1,1
57,4,0,50.20222037919024,5,9,1,1
57,5,0,51.41929496898148,5,9,1,1
57,6,0,50.61141682666218,5,9,1,1
57,7,0,49.99967547091723,5,9,1,1
57,8,1,51.93341635747809,5,9,1,1
57,9,1,55.020227180429366,5,9,1,1
58,0,0,51.680358018126405,5,10,1,1
58,1,1,54.89726779861816,5,10,1,1
58,2,1,59.880596856294645,5,10,1,1
58,3,1,58.99140037052573,5,10,1,1
58,4,1,56.0578478292982,5,10,1,1
58,5,1,56.23381768336152,5,10,1,1
58,6,1,56.33292428092172,5,10,1,1
58,7,1,55.86774770932955,5,10,1,1
58,8,1,55.74481978656201,5,10,1,1
58,9,1,55.01054840252972,5,10,1,1
59,0,0,50.54693745670515,6,7,1,1
59,1,0,51.287148544034686,6,7,1,1
59,2,0,52.9018082546128,6,7,1,1
59,3,0,52.11717838964237,6,7,1,1
59,4,0,49.1636242326998,6,7,1,1
59,5,0,52.763740748308514,6,7,1,1
59,6,0,51.90774476320173,6,7,1,1
59,7,1,56.49613685768467,6,7,1,1
59,8,1,54.10603481064239,6,7,1,1
59,9,1,55.00209347643462,6,7,1,1
60,0,0,55.64092405678548,3,8,1,1
60,1,0,53.64255222058894,3,8,1,1
60,2,0,54.98807913788047,3,8,1,1
60,3,0,54.87663461791915,3,8,1,1
60,4,0,51.471833998789926,3,8,1,1
60,5,0,56.01061111637358,3,8,1,1
60,6,0,55.70102754596364,3,8,1,1
60,7,0,53.42446201363961,3,8,1,1
60,8,0,53.11628085982297,3,8,1,1
60,9,0,51.06074228317075,3,8,1,1
61,0,0,52.14105990646024,3,9,0,1
61,1,0,51.58496656852143,3,9,0,1
61,2,0,53.29637738316507,3,9,0,1
61,3,1,59.13500543107527,3,9,0,1
61,4,1,56.63264083279681,3,9,0,1
61,5,1,58.515022661135774,3,9,0,1
61,6,1,56.6732818156346,3,9,0,1
61,7,1,57.534909292394005,3,9,0,1
61,8,1,57.1134837027963,3,9,0,1
61,9,1,55.912577939682905,3,9,0,1
62,0,0,51.19553699751785,5,8,1,1
62,1,0,48.95825713291734,5,8,1,1
62,2,0,50.79462678931268,5,8,1,1
62,3,0,51.50064635409141,5,8,1,1
62,4,0,48.79012826229962,5,8,1,1
62,5,0,49.24931599256253,5,8,1,1
62,6,0,48.98019901890677,5,8,1,1
62,7,0,50.02728898476622,5,8,1,1
62,8,0,47.60741444047024,5,8,1,1
62,9,0,47.31386541581375,5,8,1,1
63,0,0,51.72722900682886,3,10,1,1
63,1,0,50.69534173356693,3,10,1,1
63,2,0,50.78556494020015,3,10,1,1
63,3,0,52.03876462030184,3,10,1,1
63,4,0,50.58896495116658,3,10,1,1
63,5,0,51.80697375336356,3,10,1,1
63,6,0,51.88724877353759,3,10,1,1
63,7,0,51.02335956679312,3,10,1,1
63,8,1,56.91590867413089,3,10,1,1
63,9,1,54.43909365085968,3,10,1,1
64,0,0,50.41024742651037,3,10,0,0
64,1,0,49.58313341997384,3,10,0,0
