age,prior_convictions,gender,minority_status,offense_severity,legal_representation,sentencing_length
10,7,1,1,26.55632987033136,1,19.622011649975505
5,6,0,0,24.65593759756045,0,9.211585082238578
8,3,1,0,22.84120162017429,0,6.574346884146302
11,3,1,1,26.313822694980427,1,19.08265516078292
9,5,0,0,27.30476487014156,1,19.19543559576895
9,5,1,1,25.78160188720894,1,18.20995227688725
7,6,0,0,26.505502329293304,1,19.34031039197981
11,4,1,0,25.45185742632177,1,18.447936172472893
13,6,0,0,27.451492699440227,1,19.258037906440077
8,6,1,0,24.3117039201697,0,9.318500218553568
8,4,0,1,25.605907352266147,1,17.560488351220755
6,5,1,0,26.975874591080576,1,19.397849279700257
2,4,0,1,25.512968199813574,1,19.511212003145435
9,5,1,0,22.990919768600424,0,6.642829305779349
2,7,0,1,26.72630516346332,1,21.49948918156297
2,9,0,0,27.01579479885937,1,19.43339732223326
7,4,1,1,25.73976425008716,1,18.51861909143688
9,6,1,0,25.106133680061305,1,17.78608829710508
5,6,0,1,26.56740390143536,1,19.964408735886536
2,5,0,0,24.316722201152768,0,9.040439310440023
10,3,0,1,26.17553234124425,1,17.884163338791428
6,6,1,1,22.85729262738197,0,7.103480661338385
13,5,0,0,27.8209155334644,1,19.923162046377207
9,5,1,0,29.37928371840805,1,21.34082084985806
8,3,1,0,28.17049083224626,1,19.962104976849915
12,7,1,1,28.712836293956943,1,19.87772201471192
8,5,0,0,24.015144059343317,0,8.563738432030013
16,5,0,1,23.608200696318796,0,6.665584064842772
2,6,0,0,23.924673981862487,0,8.480049742345546
5,5,0,1,27.51942541277068,1,20.976566201036253
3,6,0,1,26.197767604467657,1,18.68645951758573
12,6,0,0,26.267344006919192,1,18.86726356352386
5,6,1,1,25.60129020209601,1,19.876252311930656
6,4,1,1,29.60666338211002,1,22.304503465775426
1,3,1,1,23.73322585896045,0,7.5220619019855075
11,3,0,0,23.40948657025801,0,6.570790579011418
13,6,0,1,24.482235225647848,0,9.156135092353374
15,4,0,1,26.0987693340838,1,17.68486700898857
8,3,0,1,25.09411626825192,1,18.906301763316677
4,6,0,1,23.723060555272003,0,8.204464214902604
5,4,0,1,25.03511375481439,1,18.507980726375
6,5,0,0,18.99882138451438,0,0.7056148145249492
6,6,1,0,21.346817707364373,0,4.852057962106018
6,5,0,0,26.09392743674933,1,18.702451997398494
11,4,1,0,30.218625835833222,1,21.865973142993365
5,2,0,0,26.629010354148285,1,19.33551904681352
1,6,0,1,22.4069362745333,0,6.836961750905455
10,4,0,1,27.802146385484725,1,19.64362706674259
15,5,1,1,24.32978102971244,0,8.285684258925603
5,6,0,1,24.60195376956372,0,9.808137404076446
8,4,1,1,25.37000412587649,1,18.672437744302545
16,3,1,1,21.90455951411978,0,3.855059262279126
4,4,0,1,22.56388748666865,0,6.690615365244765
9,5,0,0,26.906108860244288,1,19.331020824775884
7,6,0,0,24.91555122656041,0,9.527422593832569
8,7,1,1,27.569847088625167,1,20.937176664618345
8,5,0,0,24.646331180937054,0,8.844831752580186
15,7,0,0,29.020791583891885,1,20.422538008867832
9,7,0,1,24.979180362461783,0,9.40981711882614
6,5,1,0,24.534559641986096,0,9.362675909622205
10,5,1,0,25.81149374236627,1,18.32361963375499
5,3,0,0,22.572311355007837,0,6.202122679728017
9,5,1,1,24.07325753731128,0,7.447136122717981
11,4,0,0,24.140929367630488,0,8.104770467434035
3,6,0,0,21.74998082662069,0,5.302098988690519
8,5,0,0,21.718681134203557,0,4.510578913244025
7,7,0,0,27.149353388353056,1,19.5274374761851
13,8,1,1,24.833432384396463,0,9.12119316793818
6,4,0,0,22.70547528907891,0,6.510232447966455
6,6,0,0,22.294821228530097,0,6.406607739021017
10,8,0,0,25.02706150625096,1,18.271945350023007
4,7,0,1,27.3277117535981,1,19.98216360671692
5,6,1,1,28.900840677898536,1,20.89714838924793
8,4,1,0,23.98743423440608,0,8.020128625713246
10,8,1,1,25.82942628717415,1,18.81533567872261
8,7,0,0,23.36483104393785,0,7.298278451459585
8,6,1,0,21.886909765758165,0,4.431201687729802
4,7,0,1,26.054910209772277,1,19.24942155136146
7,7,1,0,22.58800849419096,0,6.288225055838525
10,6,1,1,22.85361835434188,0,6.309536215531842
9,6,0,0,21.54325838807789,0,3.4508196720492137
2,5,0,0,25.936321575094137,1,18.808487689339305
7,7,0,0,25.346171924200668,1,18.3376123256521
7,6,1,1,25.349018530825077,1,18.47139778152261
10,9,0,0,27.904804970596004,1,19.522652570722432
5,8,1,0,26.096794119732007,1,18.57499193536595
13,5,1,1,22.02837826009988,0,5.267874796254093
15,3,1,1,24.926530255974377,0,10.102742340047982
2,4,1,1,24.16312505065788,0,9.446741267733511
11,6,0,0,28.11350578903728,1,20.21188861105503
11,6,1,1,25.53244798723546,1,19.9698528378179
11,6,0,1,23.40926102945983,0,8.21377188661679
14,4,1,0,25.31849382589169,1,16.99456656597798
7,5,0,0,25.605956099172303,1,17.689946167264633
3,4,0,0,24.992466590740783,0,9.977378800901482
7,2,1,1,24.821907695495607,0,10.342467985418326
8,7,1,0,22.82473360638978,0,5.081666033720454
9,7,1,0,20.935506302146525,0,3.9480427755496015
7,5,0,0,26.774858107478355,1,19.73506566278576
9,6,0,1,24.34994350906201,0,8.337154824623898
2,7,1,1,24.013649035930943,0,7.784081997666326
9,5,1,0,22.253831714665157,0,4.633074144438479
4,6,1,1,24.94283475530032,0,10.08590501896798
8,5,0,1,27.01967428234175,1,19.72492529388837
9,4,0,1,22.17110761836706,0,4.889241752383412
12,6,1,0,24.39936822532718,0,7.760611037387066
6,5,1,0,27.89967261694943,1,20.140739317764243
12,5,0,0,23.06657457749086,0,6.655371619305113
12,4,1,0,24.31830304276573,0,8.524196274368594
9,5,0,1,25.4087590397462,1,17.94611718562192
6,7,0,1,27.037388956140937,1,19.666480197223443
5,6,0,1,28.24705445888217,1,21.055219813038768
6,5,0,0,27.0076661653331,1,18.827481298927108
7,6,1,0,25.864671620063557,1,19.321175609522548
4,3,0,1,24.70614075772609,0,9.338753803718536
5,2,1,0,29.687376956749983,1,21.606579297696285
8,6,1,0,21.91089093154482,0,3.8411863839037528
8,7,1,1,25.021111499000632,1,18.26145778757488
10,5,0,1,26.53701586174963,1,19.73485369262713
11,4,1,0,25.871521538683595,1,17.95472871441679
11,6,0,0,23.94399503377041,0,7.511917159486074
6,8,1,1,25.70784715276804,1,19.046518521172413
7,7,1,1,28.775390725308014,1,21.409344688665225
4,8,0,1,26.69905361615484,1,20.62209259373659
1,5,0,0,26.19391505034935,1,18.798387909603644
7,6,1,1,22.69738173437272,0,5.62644363438378
3,7,1,1,27.799765878509938,1,19.97870648992902
7,7,1,1,24.254215013606533,0,8.085494446052076
9,5,1,1,20.29996038785608,0,3.353831377481588
11,6,0,1,22.28590266213418,0,5.223769258275305
10,4,0,0,23.00297877685599,0,6.958244374937898
9,6,0,1,23.930692182613857,0,8.402790001049823
9,5,1,0,25.091875654278702,1,18.620140945754915
8,4,0,1,29.422452484343747,1,22.089896024266636
9,5,1,1,27.612566443813627,1,21.141686020243693
8,3,0,1,26.17631923376705,1,17.817319461190376
9,9,1,1,26.45897589332556,1,18.780505124264277
10,5,1,1,27.715474732928616,1,20.03097156419826
9,5,1,0,25.436752989632783,1,18.877892529113826
9,3,0,0,22.349041109932163,0,4.456032273117246
8,4,0,0,28.27683650642356,1,19.883244779165967
9,6,0,0,27.33013366985277,1,19.258520460190056
5,4,1,0,25.40216660270896,1,19.31709169925527
8,7,1,0,27.983677703465144,1,19.74221304447069
6,5,1,0,24.92287818955652,0,10.026280216006086
9,5,1,0,28.73810975093221,1,20.845126504351995
7,7,0,0,23.440062613749017,0,6.923804062884283
6,2,1,0,23.07200934082756,0,6.013765566862568
10,4,1,0,26.234718278292974,1,19.028993956312792
3,6,1,1,26.39879325577648,1,20.051757394183635
8,5,0,0,25.79122265586252,1,18.170226302397843
6,4,1,1,29.362167703814585,1,22.61745833124757
5,6,1,0,28.68827065557985,1,21.288047978236666
7,5,1,0,27.714655221087696,1,20.771221383937476
7,8,0,1,26.038282914352894,1,18.29440792447359
6,4,0,0,24.871711940801102,0,9.864298509328007
5,5,1,0,25.32679448370473,1,18.3885353700543
6,6,1,0,20.823409251855654,0,2.5310043172871595
6,7,1,1,22.280694219784124,0,7.05915401668856
9,3,0,0,29.46006719013752,1,21.56261832950052
9,4,1,0,24.820688785424924,0,8.901123151791458
1,6,0,1,22.97201495605576,0,6.677562303683218
3,6,1,1,25.37314506557477,1,18.82683995079989
4,7,0,1,25.64523354150006,1,18.807526610554216
7,5,1,0,23.83568766826372,0,7.549922956479895
8,2,0,1,23.62583939364486,0,7.54293729029646
12,7,0,1,25.79959580346397,1,18.662829086421347
7,5,0,1,25.782116165557245,1,18.11496595646653
1,6,1,0,23.761328614448605,0,8.207679453959203
9,7,0,0,25.337183785643667,1,17.957238558816204
10,6,0,0,21.160591234111838,0,4.522593354810702
8,6,0,1,22.98177586044813,0,6.918415645741027
12,5,0,0,25.91758559313388,1,18.1466133302713
7,6,1,0,27.046791464541315,1,19.32349287393603
11,6,1,0,25.059800200550796,1,16.577407795095855
10,5,1,1,27.871495203035284,1,20.10380841533784
10,3,1,0,26.81381163430961,1,19.101447900295547
6,5,1,0,27.192814022237958,1,19.55953644179889
4,5,1,0,25.161162847170868,1,18.20881101489693
12,4,1,0,25.85435134736878,1,18.348127449085208
8,5,1,1,25.533152391465467,1,18.645622555021923
4,3,0,1,23.512794765010952,0,7.083329276506686
8,7,0,0,23.3484897535423,0,6.848482496810708
10,7,1,1,24.618445542892893,0,8.92698294750584
9,3,0,1,27.28448562185544,1,19.65350550904493
9,5,1,0,25.555301590235697,1,17.570800033910658
8,4,0,1,23.377670979255964,0,6.8845054656149465
5,5,1,0,24.616393458500852,0,8.575466356867517
5,4,1,1,28.148422114668797,1,20.972165688060347
2,6,0,1,25.183829467847325,1,18.90732037502728
2,6,1,1,25.005753971480907,1,18.68387054551404
5,5,1,0,22.673693810980183,0,6.672161142844009
5,6,0,0,26.8442013144786,1,18.48533804550346
10,9,1,1,21.76684363709692,0,4.946145682930688
11,3,1,0,27.00619075044123,1,19.56711886774967
6,4,0,1,24.906697176298565,0,9.532776311237024
5,6,1,1,22.90369929448429,0,7.256042603251886
10,4,1,1,26.506921837405205,1,19.29042876895801
4,4,1,0,26.120367728756843,1,17.93792022755656
6,7,0,0,25.73897094300416,1,18.670519601182782
8,6,0,1,23.901244434224104,0,8.550788772660997
5,4,0,0,25.765270205483883,1,18.60076479668778
8,4,1,1,23.325086371427144,0,7.201159189030232
4,5,0,0,26.40086315241502,1,19.20997313615644
6,5,0,0,23.51842120475144,0,7.464698010498632
10,6,0,0,27.11627687196136,1,18.96698617691247
8,4,1,0,26.2899912498259,1,18.906653886467804
6,2,1,0,24.801900186895995,0,9.721909945791374
8,5,0,0,28.234438490916304,1,20.894542147015
7,4,0,1,24.268327305752955,0,8.275729627749172
10,6,1,0,26.71362201062784,1,19.21495202762924
0,5,1,1,26.11272390927421,1,19.75030591738713
6,5,1,0,21.44448569999318,0,3.4798538144610918
15,7,1,1,21.50185855463845,0,4.274149862192351
8,6,0,0,24.595894525912826,0,8.573656270832398
12,5,0,0,27.12780877047988,1,19.26689754706837
7,6,1,0,24.75634376691221,0,9.163529460569675
10,5,1,0,25.771022715601937,1,19.0006331947223
4,6,1,1,23.38748773384221,0,7.510682288320728
7,7,0,0,23.706930793340256,0,7.15292300019124
8,8,1,0,23.262425955680264,0,7.600623078029034
6,5,1,0,25.19253012837321,1,19.199572906063164
2,7,0,1,25.510177811581705,1,18.82273065907884
13,7,0,1,23.3633993179248,0,6.219804100443821
9,5,0,0,24.555131627240776,0,8.280216094573447
11,6,0,1,29.05488140297693,1,21.325669251536677
10,6,1,1,27.26250052921843,1,20.045643902604
11,7,1,1,27.260090700382214,1,18.866464729844417
6,7,1,0,24.934649022645072,0,10.003027914263033
14,7,1,0,23.834280970450784,0,7.689162735204881
9,7,1,0,23.331480837726453,0,7.130242112936816
8,4,1,1,25.79616134231837,1,19.27355384416108
8,5,1,1,27.221024423158653,1,19.30319997997129
10,4,0,1,22.717045022941463,0,5.163072097465838
7,5,1,1,22.925923701304573,0,7.7125350215718145
6,5,0,0,27.457388009961,1,19.41892635018462
4,5,0,1,23.46515191791993,0,7.344928799264808
8,5,0,1,28.08421567276661,1,20.41884142232961
7,5,1,0,27.744198954870217,1,20.0030789525678
7,7,0,1,26.236601723336417,1,18.626813924869957
8,4,1,0,25.25948317897955,1,17.825956080561483
5,4,0,1,24.604311719563917,0,9.592126832514603
9,6,0,1,26.731937565958223,1,20.12525107765934
8,8,1,0,27.080319452774276,1,18.616217435459724
10,6,0,0,26.487667420723405,1,19.693569287565463
0,4,0,0,24.789084245889185,0,9.104034952388044
7,5,1,0,24.6741816477387,0,8.57100924049319
10,7,0,0,25.847272695738628,1,18.258914380114604
12,5,0,1,25.21943125297505,1,18.36875198658752
11,6,0,1,25.96214002011907,1,20.16968841043514
4,3,0,1,23.70925362020028,0,7.996091657160198
6,6,0,0,20.887431545221236,0,3.63866173588871
10,7,0,0,24.373633926348283,0,8.46813016803574
10,7,0,1,25.13181077144867,1,17.426670146457425
4,5,1,0,21.902571248263204,0,5.95794482200034
11,3,1,0,24.78512560305072,0,9.185918980679974
7,4,1,0,21.716889846754626,0,4.538303720492595
8,4,1,1,25.38367989343766,1,18.290052855424232
7,4,0,0,26.047334243797053,1,19.56983887990241
6,9,1,1,26.901189770370284,1,18.607469837253497
8,7,0,0,20.214387991815265,0,1.4620337388026874
12,6,1,0,28.798642287278213,1,21.067093393997588
12,5,1,0,22.221507401450765,0,4.500331240025005
6,8,1,1,25.342315051948724,1,18.64669931701993
6,7,1,0,27.88022452289003,1,21.15139483676931
7,5,0,1,23.716180115168907,0,7.568165570990388
5,4,0,0,23.017529733802533,0,6.278118933628884
11,6,1,1,22.427977054026165,0,6.5427908255347536
9,6,0,1,23.61537186406714,0,7.701527820950448
9,7,0,0,23.70968794516842,0,7.234350516106299
9,7,1,0,26.37852830448663,1,18.989265390381732
5,6,0,1,22.25958976394508,0,5.852387807272369
6,4,0,0,22.66685940369931,0,6.185720956464262
6,7,0,0,23.723085266104885,0,7.670040801332568
10,6,1,0,24.12634204350524,0,8.633221966749392
3,6,0,1,25.49012560858579,1,18.904926080372757
3,5,0,0,21.480685448524955,0,4.414997842462804
3,8,1,0,24.958132401245123,0,8.753197429190921
9,6,1,0,23.30984153301893,0,6.967553663975617
12,5,0,1,24.09887916460815,0,7.435580792301175
9,3,0,1,28.192946422391348,1,20.07129367707073
10,7,0,0,29.25720296832084,1,21.029230731081544
13,8,1,0,25.33005460838737,1,17.46681629290138
7,4,1,0,21.784449829541288,0,5.015425191425997
11,6,0,0,26.93527239743698,1,19.12854424446198
6,6,0,1,21.67443841828925,0,4.539436599819613
10,7,0,0,26.29763400232796,1,18.86049288798792
7,5,1,0,24.90769105372577,0,8.274198526355947
8,5,0,0,26.46809734901886,1,19.40232494621232
8,6,1,0,24.327537688977003,0,9.39603278160968
8,7,1,1,26.36098458422957,1,19.354174698149517
9,5,0,1,21.19667231943554,0,3.603839576278673
4,5,1,0,23.33173295269152,0,7.309618522048617
-3,8,0,0,25.750717271941653,1,19.573776936061535
10,3,0,0,25.14010537658982,1,17.80909466160864
6,7,1,0,26.19548898840903,1,19.061526105717927
11,5,0,0,22.526328649447077,0,5.729997231177493
11,7,0,1,25.51375595320856,1,18.698150032521983
9,5,0,0,23.171172576736907,0,6.555087902748061
7,5,1,0,21.379360484911903,0,4.340445970700549
8,5,0,0,22.969140305070667,0,6.70372999475532
11,6,1,1,25.300428131633566,1,18.177126850275837
9,5,1,0,23.886701317654115,0,6.725903133787807
5,7,0,1,24.26545342143025,0,9.090549554184271
7,5,1,1,21.271454193193737,0,4.279172083658311
12,4,0,1,24.92661221766753,0,10.274081615731982
5,5,1,0,28.021849765013062,1,21.004294357687645
10,4,0,1,24.281309432747477,0,8.405678329319848
7,5,1,1,23.760493954287703,0,8.27894974358246
8,4,0,0,23.21586348302236,0,7.011173270909958
14,7,0,1,24.32985030285947,0,7.747030504243609
6,6,1,1,25.81474220247352,1,18.739673521093746
4,4,0,1,25.329872946093527,1,18.98430156272976
6,5,1,0,23.09761954852334,0,6.696501552059182
8,6,0,1,25.86325329607815,1,18.95218101749168
10,3,1,0,21.49293730626811,0,3.503406908169435
10,6,0,1,24.53675346473365,0,9.208889179822195
5,5,1,1,23.28963080054737,0,7.275904035497753
13,5,1,0,27.63264853156877,1,19.713930739283448
11,9,0,0,24.99587160473483,0,9.089811577277732
3,7,1,1,23.802939142016257,0,9.5530998720179
5,7,1,0,22.376138031033943,0,5.665868077438752
6,6,1,0,24.274800264072685,0,8.641536046082122
5,6,1,0,27.429396092735207,1,20.491278836667163
2,6,0,1,27.32206504130617,1,20.165954215537862
8,7,0,0,22.20831350702233,0,5.073700710238308
4,4,1,1,22.63308488522336,0,5.990773083582353
9,4,1,0,27.990745292506052,1,20.360986196276432
7,5,0,0,24.46785363747733,0,9.215952796891068
12,4,0,1,25.782463843798936,1,18.817027474026688
