citizen_id,post_policy_period,policy_implementation,voter_turnout,age,income_level,gender,education_level
67,0,0,51.0567126429468,4,3,1,1
68,0,1,51.07501428334301,2,7,1,1
69,0,0,51.05758011882369,2,6,1,0
70,0,1,49.15936409868046,2,5,0,0
71,0,1,51.96682903108172,0,6,0,0
72,0,0,50.31817616183407,3,3,1,0
73,0,1,50.058084210775206,5,9,0,1
74,0,0,50.91134657095632,3,6,1,1
75,0,1,50.35979066594304,0,5,0,0
76,0,0,48.820658810625886,2,6,0,1
77,0,0,48.19161869338221,3,7,0,0
78,0,0,49.86274133806258,3,6,1,0
79,0,1,50.65982657397873,0,8,0,1
80,0,1,49.750462530635794,2,6,1,1
81,0,1,48.34749239703305,2,8,1,0
82,0,0,51.194291669895065,4,8,1,1
83,0,0,49.38671752583101,4,9,1,1
84,0,1,48.28323024455735,2,8,0,0
85,0,0,49.170608655125,0,4,1,1
86,0,1,49.70657082367737,2,6,1,1
87,0,1,49.41509220952226,3,10,1,1
88,0,1,51.69372895686207,3,6,0,1
89,0,1,49.09366161832023,2,8,1,0
90,0,1,49.44787092223505,2,7,0,0
91,0,1,50.288037059893774,1,5,0,1
92,0,0,49.41756276661843,2,7,0,0
93,0,1,52.4543344555985,3,6,1,1
94,0,1,50.13850850762978,2,4,1,0
95,0,0,50.51480128097331,2,6,0,1
96,0,0,51.90985040988994,4,4,1,1
97,0,0,47.4246320554726,2,9,1,1
98,0,0,50.0427111539521,3,8,0,0
99,0,1,50.31011146998059,2,7,1,0
100,0,0,50.91170652066324,2,2,0,0
101,0,1,50.28976307596582,5,6,1,1
102,0,0,47.87105240454947,2,7,1,1
103,0,1,48.67251813707724,1,6,0,0
104,0,0,49.49354992472315,3,9,1,1
105,0,0,49.84372704032889,2,3,0,0
106,0,0,48.104147366118006,3,8,1,0
107,0,0,48.25156896687849,2,6,0,1
108,0,1,50.61700909909511,4,7,0,0
109,0,0,48.9258034755343,5,5,1,1
110,0,1,49.2217267218705,3,6,0,1
111,0,1,51.40679680900162,2,4,0,0
112,0,1,49.44937701848727,2,8,1,0
113,0,0,47.80441988396963,1,8,1,0
114,0,1,50.46757608158231,2,6,0,1
115,0,1,51.25373776937374,4,6,1,1
116,0,1,47.65951271489892,2,9,0,1
117,0,0,49.50922535213189,2,6,1,1
118,0,1,49.901272089860505,4,8,1,1
119,0,1,52.191710079360256,4,6,1,1
120,0,0,48.9977460894457,3,6,0,1
121,0,0,49.03838423653614,3,4,1,1
122,0,0,50.20646549784038,2,3,1,1
123,0,1,48.73007829359958,1,5,0,0
124,0,1,49.47628212204503,1,11,1,1
125,0,0,48.08749148048399,2,7,1,1
126,0,0,48.81955536354652,2,4,0,0
127,0,1,49.53592492545938,3,8,1,0
128,0,0,50.1648596331685,2,7,1,1
129,0,0,51.51393067055275,2,6,0,0
130,0,1,49.3020707346078,4,6,0,0
131,0,0,48.03603195654696,2,7,1,1
132,0,0,49.1912365130332,1,4,1,0
133,0,1,49.35175463789355,3,6,0,0
134,0,0,52.46696015549325,3,5,0,0
135,0,1,50.19050347924835,1,8,1,1
136,0,0,50.37378794750673,1,7,1,1
137,0,0,50.49704661126817,4,6,1,1
138,0,0,49.38774183446346,1,7,1,1
139,0,0,49.37624122056839,3,10,1,1
140,0,0,49.17740395437551,2,7,1,1
141,0,1,49.951580811574274,2,5,1,0
142,0,1,50.5403183480143,2,6,0,0
143,0,0,49.93066968607405,2,7,1,1
144,0,1,50.56785004330197,3,6,0,1
145,0,1,51.11340724294614,3,5,1,0
146,0,1,51.87705345504301,3,4,1,0
147,0,0,49.15308147256665,3,4,1,0
148,0,1,49.80186007252665,2,8,1,1
149,0,1,49.93386295882757,2,7,1,0
150,0,1,51.4084702396242,3,7,1,0
151,0,1,52.70927520228122,3,9,0,1
152,0,1,47.59348119653507,3,9,0,0
153,0,0,48.50909152557553,0,3,0,1
154,0,1,49.644963022655546,3,7,1,1
155,0,1,50.88533468958062,3,7,1,1
156,0,1,48.92509779853906,2,6,0,1
157,0,1,48.69600378680084,1,8,1,0
158,0,0,51.64413551552242,2,7,0,0
159,0,0,48.65607014653729,3,10,1,1
160,0,1,50.85085766305086,3,8,0,0
161,0,1,50.06036733524354,2,4,1,0
162,0,0,49.73149786643204,5,6,1,1
163,0,0,49.34592063708843,3,9,1,1
164,0,0,49.65528834287508,3,7,0,0
165,0,1,50.619637144942565,3,5,0,0
166,0,0,47.39294932952727,2,10,0,1
167,0,0,49.570385472820576,1,8,1,1
168,0,1,49.99934665055234,3,8,0,1
169,0,1,50.69503861919962,2,7,1,1
170,0,1,49.28618117034542,2,8,0,1
171,0,1,50.15643994664399,3,8,0,1
172,0,1,51.59287581189114,1,5,0,0
173,0,0,50.56262262603872,1,1,0,1
174,0,0,48.55042173268323,3,7,0,0
175,0,1,49.34007963679054,3,10,0,1
176,0,0,50.39040839962536,3,5,0,1
177,0,1,50.23116233751578,3,5,1,0
178,0,1,51.56191882373177,3,8,0,1
179,0,1,49.38315720529105,3,5,1,0
180,0,1,48.89849628343444,2,8,1,0
181,0,1,48.60049407100049,2,6,0,0
182,0,0,50.35132625995754,3,7,0,0
183,0,1,48.85656679751571,1,7,1,1
184,0,0,49.86693690941572,2,5,0,1
185,0,0,49.79548684459567,4,5,0,1
186,0,0,49.56261212993019,3,9,1,1
187,0,0,49.87847211529395,3,9,1,0
188,0,1,51.40399818292821,2,6,0,1
189,0,1,50.73880356069223,3,10,0,0
190,0,1,50.32803484871242,3,5,1,1
191,0,1,50.179436885680346,3,8,1,1
192,0,0,50.99746904891053,2,6,1,0
193,0,1,49.34358276403183,2,4,1,0
194,0,0,49.61203420234945,2,4,1,1
195,0,1,49.70139987137605,0,5,0,0
196,0,1,51.02735925818795,3,6,0,1
197,0,0,48.10070113067276,1,8,0,1
198,0,1,49.93507915814887,5,5,1,0
199,0,1,49.11261917301341,1,6,1,1
200,0,1,48.42287358322912,4,8,1,1
201,0,1,50.57013259449523,1,7,1,1
202,0,0,48.46402258996213,3,5,1,1
203,0,1,50.18893966110458,2,7,0,0
204,0,1,49.076127088768,2,7,0,1
205,0,0,47.41486881256695,3,8,1,0
206,0,1,51.37048178836413,4,6,0,1
207,0,1,47.85011678002797,2,6,0,1
208,0,1,48.53943459984573,3,8,1,1
209,0,1,50.12904788855178,4,8,0,1
210,0,0,49.990438536570885,3,6,1,1
211,0,1,49.90896463065135,1,7,1,0
212,0,1,50.51617141223888,3,6,1,0
213,0,1,47.99238665179586,2,9,0,1
214,0,1,48.86481761015143,2,8,1,1
215,0,0,48.74831668758728,2,9,0,1
216,0,0,48.45969548360151,2,6,1,0
217,0,0,51.30502311841251,3,6,1,0
218,0,0,49.18195940310975,3,6,0,1
219,0,0,48.46909489793799,2,6,0,1
220,0,1,48.23992620547407,2,6,1,0
221,0,1,50.47398510476513,2,10,1,1
222,0,1,48.95361636118206,2,6,1,0
223,0,0,48.91864915814125,2,4,0,0
224,0,1,50.32853220502261,3,7,1,0
225,0,1,49.244515251475214,2,7,0,1
226,0,1,48.6104910433776,3,10,0,0
227,0,1,48.86641741099771,2,8,1,0
228,0,1,50.2793192000111,2,8,1,1
229,0,0,48.88183537061176,2,8,1,0
230,0,0,48.91907945063442,3,7,1,0
231,0,0,48.46699280299654,3,7,1,1
232,0,1,49.33101371316231,2,7,1,1
233,0,1,47.70321558826432,2,6,1,1
234,0,1,51.41307945368924,2,5,1,0
235,0,1,50.14837776333671,3,5,0,0
236,0,0,49.56777658661484,3,4,1,0
237,0,1,48.88800453085656,3,6,1,0
238,0,1,49.147685497158825,4,9,1,0
239,0,1,50.117507792550136,0,5,1,0
240,0,1,49.19916882779384,3,6,1,1
241,0,0,49.26452717181118,3,5,0,0
242,0,1,50.65097517377739,4,3,1,1
243,0,0,50.64405015237155,2,5,0,0
244,0,1,49.583275622270335,3,7,1,0
245,0,0,47.77942888864747,2,4,0,1
246,0,1,50.02524475340929,1,6,1,1
247,0,1,49.03464413863805,2,6,1,0
248,0,0,49.2327467979453,2,7,0,0
249,0,0,49.73718026669272,3,5,1,1
250,0,1,50.19414827277853,3,6,1,1
251,0,1,51.53237668735919,3,8,0,1
252,0,0,50.19324092044575,3,6,1,1
253,0,0,49.35181310381609,1,8,0,1
254,0,1,49.121851959186976,1,5,0,1
255,0,1,50.96810967541978,3,8,1,0
256,0,1,50.8994948011042,2,8,0,0
257,0,0,49.82790555609484,1,8,0,1
258,0,0,49.61399493999639,3,7,1,0
259,0,0,49.64827260710593,3,6,1,1
260,0,1,48.830433090620126,4,10,1,1
261,0,0,49.93332012595443,2,5,1,1
262,0,0,48.20641236683563,3,5,1,1
263,0,1,51.28053521538924,1,9,0,0
264,0,0,48.97363076042532,4,5,0,1
265,0,0,48.72429765276392,2,9,0,1
266,0,0,50.30255161323692,2,6,1,1
267,0,0,49.8560394849122,3,8,0,1
268,0,0,46.167849167284906,1,10,1,0
269,0,0,49.36828538289555,3,5,0,0
270,0,1,49.663577952865374,2,4,1,0
271,0,0,49.02361984492083,3,5,0,0
272,0,1,49.78958921713603,2,8,1,1
273,0,1,49.19114953955659,3,8,0,1
274,0,1,50.97491659117304,4,5,1,1
275,0,1,51.42277279330414,3,8,0,1
276,0,1,49.09265139326186,2,12,0,1
277,0,1,51.80939348922512,3,6,1,0
278,0,1,48.48567043645634,0,6,1,0
279,0,1,49.17909107885559,1,8,1,1
280,0,1,50.85367327418836,2,7,1,1
281,0,1,49.81825612710132,3,5,0,1
282,0,0,49.3565219939776,3,7,1,0
283,0,1,50.40636603722917,3,7,1,0
284,0,1,49.10276214471059,3,7,0,1
285,0,0,47.40919899493733,3,7,1,1
286,0,1,49.50569879296595,3,2,1,1
287,0,0,50.328608627869535,3,4,0,1
288,0,1,51.78927297389536,4,4,1,1
289,0,1,47.906463114737456,2,11,1,1
290,0,1,49.62442261239756,3,8,1,1
291,0,1,50.89128238537063,2,7,0,1
292,0,1,49.448629998377314,3,6,1,1
293,0,1,48.81310310845456,2,8,1,1
294,0,1,49.45137586784921,2,9,1,1
295,0,1,51.44056822762198,3,5,0,1
296,0,1,50.33070235200763,3,5,0,0
297,0,1,48.8979448324327,4,8,1,1
298,0,1,49.45076235391299,3,5,0,1
299,0,1,48.92131834150412,4,9,1,0
300,0,1,49.82713253478698,2,7,1,1
301,0,1,50.88139062488738,2,7,1,1
302,0,0,48.96837357944197,1,5,1,1
303,0,1,49.95096650521482,2,5,1,1
304,0,1,49.72534644993295,4,6,1,1
305,0,0,48.408125462314665,1,4,1,1
306,0,0,48.185074000973245,3,4,0,0
307,0,1,51.10086022849114,4,7,1,0
308,0,0,48.05571649816032,4,10,1,0
309,0,0,49.821536756024045,3,5,0,1
310,0,1,49.837522710157984,4,5,0,1
311,0,1,49.569250996441546,1,7,0,1
312,0,0,50.18434525892431,2,7,0,0
313,0,1,49.21831902991,3,7,1,0
314,0,1,49.74981790609488,4,8,0,1
315,0,1,49.8157793067898,2,7,0,1
316,0,1,52.58524380563704,3,8,1,0
317,0,0,50.051614997801856,1,8,0,1
318,0,1,50.22639958427121,5,8,0,1
319,0,1,50.66796399091556,3,7,0,1
320,0,1,49.61672846212183,3,6,1,1
321,0,1,49.58772113155886,2,7,0,1
322,0,1,48.63580619332244,1,7,1,1
323,0,0,49.30275725002487,3,5,0,1
324,0,0,48.41521169079206,2,6,1,1
325,0,0,48.41899800701657,1,7,1,0
326,0,1,49.03904441024582,3,7,1,0
327,0,1,51.69275190848557,3,8,0,1
328,0,1,49.01561946647271,2,8,1,0
329,0,0,47.4670181437258,2,8,1,0
330,0,0,49.04428477217331,1,5,0,1
331,0,1,50.3500989346545,3,4,0,0
332,0,0,49.89792139720727,3,8,1,1
333,0,0,50.495659928793074,2,3,1,0
334,0,0,50.67846853364081,2,8,0,1
335,0,0,49.98572018401263,2,8,1,0
336,0,0,50.91778566574579,3,5,1,0
337,0,1,50.80844582892845,5,7,0,1
338,0,1,49.96855288760649,2,7,0,0
339,0,1,51.16821220442126,3,8,1,1
340,0,1,50.19035924108133,2,8,0,1
341,0,1,50.7143644454072,2,8,1,1
342,0,1,47.88394172211288,1,7,0,0
343,0,1,49.13131411017508,2,7,1,0
344,0,1,49.659293603156605,4,5,0,0
345,0,1,50.5451451710955,3,6,0,1
346,0,1,52.05355292327764,4,6,0,0
347,0,0,49.69318187255053,3,8,0,1
348,0,0,49.16827036651811,2,10,0,0
349,0,0,48.85126002172418,3,7,1,1
350,0,1,49.78525812236904,4,8,1,1
351,0,0,48.067138326503326,0,7,1,0
352,0,1,49.83791610647417,2,9,1,1
353,0,0,49.32996777245847,1,7,0,1
354,0,1,49.07311517984906,3,4,0,0
355,0,0,49.46570768872129,1,8,0,1
356,0,1,51.92537267268374,2,4,1,0
357,0,0,48.889495466881606,2,8,1,1
358,0,1,50.672790595033526,4,7,1,0
359,0,0,48.592654363962126,3,7,1,1
360,0,1,49.64582076220033,3,8,1,1
361,0,1,49.8346428881163,2,7,1,1
362,0,1,50.55704048794478,3,6,0,1
363,0,0,50.06798764045421,3,5,1,1
364,0,1,49.17465650345657,2,6,0,0
365,0,0,49.56448136040782,3,8,0,1
366,0,1,50.08351556933219,4,9,1,0
367,0,1,49.38909272021042,3,6,0,0
368,0,1,50.87754132723814,4,5,1,0
369,0,1,50.7532580425617,3,6,0,1
370,0,0,48.365542769957536,3,5,1,1
371,0,0,47.69658030270896,1,7,1,1
372,0,0,52.25099336880897,3,5,1,1
373,0,1,49.74892081283468,3,10,1,1
374,0,0,47.76170559544072,3,7,1,1
375,0,1,50.61929338313931,3,6,1,0
376,0,1,49.951686733264886,3,8,0,0
377,0,1,50.34004820592956,2,4,1,0
378,0,1,48.71130896528085,2,10,1,0
379,0,1,50.61556828782256,3,7,0,0
380,0,1,51.16949371117151,2,6,1,0
381,0,1,49.90061063475761,2,7,1,1
382,0,0,50.24861127925802,2,7,0,1
383,0,1,48.44868214820546,2,8,1,1
384,0,1,48.60218959537664,3,9,0,0
385,0,1,50.79402666018806,3,5,0,0
386,0,0,48.04854734033719,3,4,1,0
387,0,1,52.00890428094088,3,8,0,1
388,0,0,49.78219085493114,3,5,1,0
389,0,0,49.55662020092545,3,4,0,1
390,0,1,51.28509927805571,1,6,1,1
391,0,1,48.72788083773702,3,9,1,1
392,0,1,49.72427381327627,2,8,0,0
393,0,1,49.62520328001254,0,9,0,0
394,0,1,50.50974483756142,3,8,1,1
395,0,1,48.668785020492855,1,5,1,1
396,0,1,51.53421425290269,2,6,1,1
397,0,1,51.10673789651463,3,7,0,0
398,0,0,49.42488336513191,4,7,0,1
399,0,1,49.59133822061589,4,7,1,0
400,0,0,49.38420925376289,1,5,0,0
401,0,0,49.04756928793393,2,7,1,0
402,0,0,47.02500954193638,1,7,0,0
403,0,0,49.4240249768956,3,7,1,1
404,0,0,49.38139498245525,1,9,1,0
405,0,1,49.99487293336933,1,5,1,1
406,0,1,50.26689695718886,2,7,1,1
407,0,1,50.185903813080174,3,4,1,1
408,0,0,48.842802631281984,2,6,1,1
409,0,1,50.83043901940219,2,7,0,0
410,0,0,48.98190053819408,1,7,1,0
411,0,0,51.22740961915652,3,3,1,0
412,0,1,50.37273431053237,3,6,1,1
413,0,1,50.65403850839078,2,8,1,1
414,0,0,47.483800950552975,3,8,1,1
415,0,0,49.31182151618562,2,6,1,0
416,0,0,49.00970065266597,4,9,1,1
417,0,1,49.58482951067301,3,1,1,1
418,0,0,47.073815481978365,1,5,1,1
419,0,1,49.05011257986984,2,5,0,0
420,0,0,48.80795579602058,2,8,1,1
421,0,1,48.80590081922199,2,8,0,1
422,0,1,49.52990097769677,1,10,0,0
423,0,1,50.18155775006793,1,6,1,1
424,0,1,50.87732537357919,3,8,0,1
425,0,0,49.05721075622848,2,7,0,1
426,0,0,50.49368601603817,2,5,1,0
427,0,0,50.68425515459887,3,5,0,0
428,0,1,49.88846738519084,2,6,1,1
429,0,0,48.82593552588642,4,6,0,0
430,0,1,48.5661481755252,2,4,1,0
431,0,1,50.57801487393221,2,5,0,0
432,0,1,50.14578511728061,2,5,1,1
433,0,1,49.14872175763894,2,4,0,0
434,0,0,49.50964339014465,4,8,1,1
435,0,1,50.32909910240031,3,7,1,1
436,0,1,51.30042834740903,3,5,1,1
437,0,1,49.38149190232718,4,8,1,1
438,0,1,50.22570778822274,4,7,1,0
439,0,1,49.73536336139658,2,5,0,0
440,0,1,49.42323906934604,2,8,0,0
441,0,0,48.4385508422747,2,5,1,0
442,0,1,49.88080941680739,2,7,1,1
443,0,0,49.51133568550984,3,5,0,0
444,0,1,50.041613075130776,3,9,1,1
445,0,1,49.2176281586507,1,9,1,1
446,0,1,49.70080294892357,3,5,1,1
447,0,1,48.78900208795544,1,6,0,0
448,0,0,48.67014360320248,3,6,0,1
449,0,1,50.18100788769286,3,5,1,0
450,0,0,48.67469750577328,3,7,0,1
451,0,1,52.023739178487375,3,6,1,1
452,0,1,49.71928714299421,3,7,0,0
453,0,1,49.93291114333204,4,5,0,1
454,0,0,48.86770958797168,3,7,0,1
455,0,0,49.07835381078029,2,5,0,1
456,0,0,50.24754354456277,5,6,0,0
457,0,1,50.52417354367997,3,4,0,1
458,0,1,49.80212355784583,3,9,1,1
459,0,1,50.58337490159818,1,9,0,0
460,0,1,51.38379003079376,3,4,0,0
461,0,0,50.76355700336536,1,4,1,0
462,0,0,49.56882608683788,3,8,1,0
463,0,1,50.00189733934764,4,5,1,0
464,0,1,52.120362786648016,2,6,1,1
465,0,0,50.44408381795135,4,4,0,0
466,0,0,48.400763301296536,2,7,1,1
467,0,1,50.107431684380295,3,6,0,0
468,0,1,49.589607246852296,2,7,0,1
469,0,0,46.89996241532217,2,7,1,1
470,0,1,47.34012206484858,2,8,1,0
471,0,0,49.494780261852334,1,4,1,1
472,0,1,49.20895541241116,5,8,1,0
473,0,1,50.070356940902926,3,7,0,0
474,0,1,50.20551013748743,3,6,1,1
475,0,0,49.65582816774068,3,9,0,1
476,0,0,51.27496263464484,2,8,0,1
477,0,1,50.10407755691362,4,6,1,1
478,0,1,51.65814716706338,3,7,0,1
479,0,0,49.36515999683712,2,6,0,0
480,0,1,50.06127417993613,2,5,1,1
481,0,0,47.215873824637406,0,10,0,0
482,0,1,49.689540576790826,1,6,1,0
483,0,1,50.80346573245307,3,7,0,1
484,0,1,49.65946377875885,2,8,0,1
485,0,1,49.98539509394112,3,6,1,1
486,0,1,49.500805280410056,2,8,0,0
487,0,0,48.18718520694829,3,7,1,0
488,0,0,49.10092481530049,1,5,0,1
489,0,0,50.214863580282646,5,8,0,0
490,0,0,50.28906865092503,4,6,1,1
491,0,1,51.04224897100615,3,7,0,1
492,0,1,50.83095586549908,3,5,1,1
493,0,1,51.35007953356372,1,5,0,1
494,0,1,50.31081257430772,5,9,0,1
495,0,1,50.740222262063625,2,5,0,1
496,0,1,49.910289268671306,3,5,0,1
497,0,1,49.81864691480346,3,8,1,1
498,0,0,48.86051595562994,2,9,0,0
499,0,0,48.33926424351726,2,9,1,1
500,0,1,50.95032663197551,2,4,0,1
501,0,0,48.53020089528058,1,8,1,1
502,0,0,49.22206260601155,3,6,1,0
503,0,0,48.33400699832339,4,5,0,0
504,0,1,48.96777254149304,1,5,1,1
505,0,0,47.97506079755239,1,8,0,1
506,0,0,48.424394413852646,2,7,0,0
507,0,1,51.5955682831214,3,5,1,1
508,0,1,50.61121867480957,1,6,0,0
509,0,0,46.54227029454836,1,9,0,1
510,0,0,48.81986065819669,3,6,1,1
511,0,1,51.128093006387616,2,8,0,1
512,0,1,49.1388423514455,5,8,0,1
513,0,0,48.12339884579978,2,7,1,1
514,0,0,49.56184254733,1,11,1,0
515,0,1,51.79371731832856,2,7,1,0
516,0,1,50.48210549728282,1,5,0,0
517,0,1,50.501664149573685,3,8,0,1
518,0,1,49.53429407646841,2,5,1,0
519,0,0,48.63096911436608,4,5,1,0
520,0,0,48.968778285574665,2,8,0,1
521,0,1,50.62977566850131,3,5,1,1
522,0,0,51.632974214540894,2,8,0,0
523,0,1,53.71083171461739,3,8,0,0
524,0,1,50.01705803877213,1,7,0,1
525,0,0,48.99588878477034,2,6,1,0
526,0,1,50.3754774815663,4,6,0,1
527,0,0,49.73328672014637,2,9,1,1
528,0,0,48.9246974099125,1,4,1,0
529,0,1,49.35198463200018,2,9,1,1
530,0,0,49.90860209801141,4,3,1,0
531,0,0,51.11372503006273,1,6,0,0
532,0,1,48.96050685206352,4,9,0,1
533,0,0,48.40335703635621,3,8,1,1
534,0,0,48.43866644546699,2,3,1,1
535,0,1,48.97908749684985,4,6,1,0
536,0,1,48.88504742810172,2,7,1,1
537,0,1,51.66496498486953,3,5,1,1
538,0,0,51.357762203071125,3,6,0,1
539,0,1,48.15741080784954,2,6,1,1
540,0,1,48.67439086507648,1,6,1,1
541,0,1,48.82898821725711,4,8,1,1
542,0,0,50.032153587742656,2,7,0,1
543,0,1,49.75467026853064,3,6,0,1
544,0,0,49.67865162464972,3,7,1,1
545,0,0,50.80118820903794,2,6,1,1
546,0,1,50.04497396410688,2,5,1,0
547,0,1,50.26923966909727,2,6,0,0
548,0,1,51.28049408957717,4,7,1,0
549,0,1,50.20109753287864,4,9,0,1
550,0,1,50.03337819100207,2,7,0,1
551,0,0,50.073768148715374,2,4,0,0
552,0,1,48.82528133800899,3,8,0,1
553,0,1,52.17557240256505,2,6,1,0
554,0,0,49.11125807719822,2,6,1,0
555,0,1,49.20010576564798,2,4,0,1
556,0,0,48.20033660710754,3,7,0,1
557,0,0,49.51859566069283,2,5,0,1
558,0,1,48.25109692727037,1,7,1,0
559,0,1,49.01452513889274,2,6,0,0
560,0,0,48.82870250611944,2,6,1,1
561,0,0,48.31928310383692,3,7,0,1
562,0,1,50.72843494932594,5,8,1,0
563,0,1,51.2360424536432,2,4,1,0
564,0,0,50.40307674835228,3,5,0,0
565,0,0,48.62601461415896,3,8,1,0
566,0,1,50.48116213404391,3,5,0,1
567,0,0,48.98223503002276,3,9,0,1
568,0,0,50.63571897840623,0,5,1,0
569,0,0,49.93090793671017,3,5,1,1
570,0,1,50.78347523584866,4,3,1,1
571,0,0,49.87606243033664,2,6,1,1
572,0,1,51.27803371847761,2,6,1,1
573,0,1,49.37148791954396,3,6,1,1
574,0,0,50.036944270054654,3,7,0,1
575,0,0,49.35879942989453,3,8,0,1
576,0,1,50.98735019969875,2,5,0,1
577,0,1,49.41046030221866,3,7,1,0
578,0,1,49.40368252479227,3,7,1,0
579,0,1,49.24081650194056,3,8,0,0
580,0,1,50.105192893637295,4,4,0,1
581,0,1,51.14443642451932,4,6,0,1
582,0,1,50.39129698172884,3,6,1,1
583,0,1,49.91642487469897,3,7,1,1
584,0,1,50.37889202569868,3,4,1,1
585,0,1,50.42531691177437,2,7,0,1
586,0,1,51.81522514262489,4,7,1,0
587,0,0,48.1978464854076,4,10,1,1
588,0,1,50.86160266225134,5,4,1,0
589,0,1,48.88280259845335,1,9,0,1
590,0,0,49.49565989414759,3,4,1,0
591,0,1,50.352563759985976,3,8,1,1
592,0,1,49.43421167999019,3,8,1,1
593,0,1,50.175892262252425,3,3,0,1
594,0,1,48.16550970366052,1,7,1,0
595,0,0,46.688026499168096,0,6,0,1
596,0,0,48.62885408887438,3,8,1,1
597,0,1,48.19342934160106,3,8,0,1
598,0,0,50.21445517093771,3,8,1,0
599,0,1,49.8360696241953,3,2,1,0
600,0,1,49.35759976062592,2,3,1,0
601,0,1,50.53623917198309,1,6,0,1
602,0,1,50.892202824332365,4,8,0,0
603,0,1,49.66170627054792,3,7,1,0
604,0,0,49.3118048154112,2,5,0,1
605,0,0,49.690614077548254,2,7,0,1
606,0,0,48.61709953194174,3,7,0,1
607,0,1,51.76019432631501,3,6,1,1
608,0,1,48.25090659022083,4,7,1,0
609,0,1,50.13491473770064,3,8,0,1
610,0,0,49.56212186607864,1,8,0,1
611,0,0,49.63722291813092,1,5,1,1
612,0,1,50.1283839841526,3,8,1,1
613,0,1,51.65830449679354,4,6,1,0
614,0,1,50.88963069308751,4,5,1,0
615,0,1,51.5174547648653,4,9,1,1
616,0,1,49.10083669318582,3,7,1,1
617,0,0,50.169506207452216,4,4,1,0
618,0,1,48.41435319449388,2,8,1,1
619,0,1,47.8267283400688,1,7,0,1
620,0,0,50.76950550435295,2,7,0,1
621,0,0,50.026849707814655,2,6,0,0
622,0,1,51.281851858465295,3,6,1,1
623,0,0,49.82607906848458,3,8,1,0
624,0,0,49.47366759780139,3,8,1,0
625,0,0,49.18793249254373,1,6,1,1
626,0,1,50.00456219498892,3,5,1,1
627,0,1,50.29710236996582,2,4,0,0
628,0,0,48.39226187597165,2,6,1,0
629,0,1,51.080970169505534,0,8,0,1
630,0,0,49.1007857316019,2,6,0,1
631,0,1,50.14024180244415,2,5,1,1
