years_experience,job_satisfaction,gender,postgraduate_degree,job_performance_score,training_program,monthly_income
7,4,0,0,8.380321183757074,1,13.094785265477984
5,4,0,1,9.188876228395925,1,12.107244684427766
13,5,0,0,7.9689220377587,1,11.410224175226586
12,4,0,1,3.86069186297632,0,2.429538613156785
5,4,1,0,5.095294371774338,0,5.898176135266143
5,4,0,1,9.675240904069318,1,14.66460325481024
9,7,1,0,4.228535161885725,0,3.947917761915606
3,5,0,1,10.961431032237252,1,15.310823074264528
10,6,1,1,8.652578466712598,1,11.019379164949068
7,6,0,1,6.1411238836662605,0,7.024402218291669
12,8,0,1,5.6357011090206,0,5.196028192138043
10,5,1,0,8.323315286819403,1,10.696448873310077
11,4,0,1,4.175328738887622,0,3.525805803059701
8,6,1,0,8.563687862549937,1,12.109417430179626
6,5,0,1,9.452276870260436,1,13.02152746356143
10,6,1,0,7.08868358336307,1,9.6787237459308
7,5,1,1,6.254656278869693,0,7.432778911124658
9,5,0,1,9.654716453212014,1,12.690088340597816
12,8,1,0,4.46121335600435,0,3.484724089769295
6,2,0,0,7.773255954797478,1,12.129034441651052
4,6,1,1,9.108981903581284,1,12.99410501659796
2,6,1,1,6.934530606781308,0,10.304679248611654
7,6,1,1,7.380349052174666,1,11.544873751064143
0,3,1,0,5.394950031135823,0,6.975137645340048
7,7,0,0,3.2445864213854745,0,2.1915765779519525
6,6,0,1,6.276100067980669,0,6.6261834851852885
13,6,0,0,6.641464446036828,0,7.323053947809598
6,5,0,1,5.179225132445888,0,6.788966995311415
8,6,0,1,9.864607317867913,1,12.60728539531112
10,7,0,0,6.701379887987689,0,7.726741726948645
6,4,0,0,2.971819271445068,0,2.9803561054038537
12,5,0,1,6.401727228477748,0,6.706424927040921
9,3,1,0,7.76715914132422,1,11.39744695748031
11,5,0,1,3.55090080355193,0,2.6322930235399347
9,6,1,0,9.11226688861243,1,12.496489664754172
5,7,0,1,4.629461904684827,0,4.743641020092174
3,4,0,0,8.110901732553017,1,12.050610477519012
5,7,1,0,6.10835131327314,0,7.215265938148984
11,6,1,1,7.888576364245385,1,10.3467691994388
10,8,1,1,4.125021958052219,0,3.6938055243287193
7,7,1,0,8.02775499793846,1,11.771263281805542
11,4,1,1,7.660308082298122,1,10.459095710618609
10,3,0,1,5.292867847859785,0,5.793658532880013
4,7,0,0,7.409501640747654,1,11.331560900298086
13,5,0,1,6.062425574863121,0,6.012353321084321
9,5,1,1,3.7457883022261407,0,2.7935863823083644
9,3,1,1,6.131382663777583,0,7.24606881884563
3,6,1,0,8.37520342034335,1,12.68457099076648
7,6,1,1,10.106090087475222,1,13.04775329062119
1,6,0,0,4.952990094472041,0,6.0082224031440745
8,4,1,0,7.334753883177248,1,11.776321407996573
3,7,0,0,6.500056449704665,0,8.697365251558692
10,5,1,1,9.391232641937757,1,11.788063832765856
3,6,0,0,7.152081032882312,1,12.054863818216752
8,7,0,1,5.2866320773601485,0,5.591689695426887
5,6,0,0,5.895074769272949,0,7.750797996126501
4,6,1,0,7.721520076034629,1,12.814067166751965
3,3,0,0,6.264122000562174,0,8.54283205802523
1,6,0,0,7.332581571493875,1,12.679578717154955
9,6,1,1,9.988402933720304,1,11.970213689292198
9,7,0,0,5.40290490262322,0,6.042565011316523
11,5,1,0,8.289443718247941,1,11.061832464891989
4,3,1,0,7.661993448805303,1,12.267414179948746
12,6,1,0,8.509244170622967,1,10.686847105799778
7,7,1,0,8.525838758080777,1,12.436542416723327
9,6,1,0,6.823649100123012,0,7.777584001846039
14,5,0,0,8.226227447905444,1,11.390755521519356
11,4,0,1,8.816941481050442,1,12.551400050276616
10,6,1,0,10.99954203394559,1,13.829971707550488
7,4,1,0,5.589609791226229,0,5.7586393929361135
9,6,1,1,5.694931276225672,0,6.146073383533884
6,5,0,0,4.207545767051241,0,4.324597389749979
8,7,0,0,11.03853629485006,1,13.142733483492652
4,5,0,1,3.3381066438550238,0,2.8537962353399746
7,4,0,0,6.803223749244855,0,8.512522005557958
4,5,0,0,7.7175106007986685,1,12.654284429688468
1,4,0,0,11.596230667257554,1,15.304833868164492
10,5,0,1,7.518790130039648,1,11.071426197222335
2,8,0,1,6.367968975285098,0,7.659055345036611
5,3,0,0,4.918373513100981,0,5.501908507549139
6,8,0,1,6.016261265297958,0,5.576838031740093
12,6,1,1,6.744423483261183,0,8.126495525645096
12,6,0,0,6.900803547258811,0,8.110669629933254
6,7,1,1,6.309980184350247,0,6.961531999776986
7,6,1,1,8.906623475692042,1,11.440515123907916
6,7,0,1,8.93670616375913,1,12.753009633953145
12,6,0,0,8.237604822863672,1,11.305407482083508
6,5,0,1,8.364938376488283,1,11.828171947582232
11,7,0,1,7.522723009858659,1,10.012134354613655
4,4,0,1,4.964639631270652,0,6.171446107427613
9,6,0,1,2.7438781383024446,0,1.6834079576648044
9,5,1,0,7.490571003612065,1,9.88728454169393
10,6,0,0,5.702119494778591,0,6.085683491904112
5,2,0,1,5.940685258882615,0,6.752375378628233
13,6,0,0,2.506049797676413,0,0.3118537241597362
13,7,0,0,5.057905167071667,0,4.599276997486268
2,5,0,1,8.073619675396877,1,12.334599073424782
9,4,1,1,10.169843749063835,1,13.117528426548624
7,6,1,1,7.184032976954474,1,11.715746421181487
11,5,1,0,9.039256876541428,1,12.57637210657549
4,6,0,0,8.259781373428138,1,11.895367372469067
5,4,1,1,10.195961304973748,1,13.68927703779926
4,6,0,0,7.492563422727975,1,11.655349233812553
12,7,0,1,7.734767824439736,1,10.30030953190029
12,5,1,0,8.636151264539638,1,10.798913224021025
12,5,0,1,7.958460296291124,1,10.9056078900192
9,6,1,1,6.795278005271746,0,7.263078201473009
7,5,0,1,8.246834282130981,1,12.159393601307544
4,4,1,0,7.717317902765741,1,11.95159555084975
7,4,0,0,9.810139340217804,1,13.417542746893394
4,4,1,1,4.581758694182115,0,5.828283599249184
5,4,0,0,7.439355750603447,1,11.028325608773292
6,6,1,0,3.921248370683287,0,4.454247779951607
10,6,0,0,4.899127877490041,0,5.1733822183241935
7,5,1,1,6.545531288395961,0,8.220223390909343
10,5,0,1,2.1989240386689044,0,1.1861309407566911
10,6,1,1,6.201317689295682,0,6.473880287558325
10,4,1,1,5.843387505949559,0,5.86789124700728
6,7,1,1,6.195638209457644,0,6.7135825428533735
11,4,1,0,5.260262318729656,0,4.907797458359148
9,7,0,1,8.201705365182631,1,11.535478705115654
5,2,0,0,5.31877404384286,0,6.447766162697983
6,6,1,0,9.43128526229313,1,13.510234519625278
6,5,0,1,4.786589143196242,0,5.275711208374886
12,6,0,0,7.130285966456422,1,10.755932214256656
12,4,0,0,9.052436244546598,1,11.577415729742956
6,7,0,0,5.689962911931813,0,6.560629678361024
7,7,0,0,9.891338384262676,1,13.67222764668788
6,6,1,0,5.72853399806674,0,7.02047232519169
11,5,0,0,8.629715564997998,1,12.24436419759616
8,8,0,1,10.404230935224833,1,12.687697247394404
6,4,1,0,4.99265423685115,0,6.789593441402927
6,4,1,1,4.065121802378384,0,4.199573905858585
1,4,0,1,8.013327657829176,1,13.24679815921367
4,6,1,0,9.673196715163572,1,14.07464790282674
9,6,0,0,5.385383977885267,0,5.865342895779297
9,7,0,0,7.088873517130041,1,10.65149613273642
9,5,0,1,4.614816384542452,0,5.623891646236499
7,4,1,0,3.946566291243958,0,4.59439733884354
6,7,0,0,5.795462790070284,0,6.725189429473584
2,6,1,0,4.917332801319787,0,4.780167339785862
9,8,1,0,4.077858621099134,0,3.889330101004489
5,4,0,1,5.858869785047636,0,7.733316166063696
8,7,1,1,4.208348286661248,0,4.69644189266006
10,8,0,0,10.698084671597226,1,13.36806989915117
0,4,1,1,7.709027991795329,1,11.802722323867698
1,8,1,1,8.708950039518779,1,14.19090542667924
7,5,0,0,7.154189341013983,1,11.841469194379554
6,6,0,0,5.386063226908935,0,6.061950023269928
4,6,1,0,4.962671154347832,0,5.4206344965502575
4,4,1,0,7.0432156250113085,1,11.672761870921244
3,7,1,1,7.545385831141452,1,11.268393350529127
11,8,1,1,8.223352662930784,1,11.404677469847998
12,6,0,0,4.8332515853346285,0,3.154718809091679
7,7,0,0,3.456646884368048,0,3.645267186510575
12,6,0,0,7.822492010947387,1,10.47885236233953
7,6,1,0,8.521958806178507,1,11.278682699910611
3,5,0,1,8.147391050175028,1,12.410910561094935
5,3,0,1,5.579608044791753,0,6.666280742413917
4,6,1,1,9.111827060934196,1,13.511830733891705
12,4,0,0,8.211789753820677,1,11.318694978738208
4,7,0,0,9.686349302507065,1,13.02081432603899
12,5,0,1,8.477952064832955,1,11.993081653822436
10,9,0,0,13.290652124296408,1,15.4741171196998
6,4,0,0,3.214554475254215,0,2.1216506549704075
10,6,0,1,6.508399354146815,0,6.572853120029282
6,7,1,1,3.7233044988582695,0,3.8651936690458273
10,3,0,1,6.243032705893776,0,7.700608923663284
12,7,0,1,8.02478663008389,1,9.81732729443471
14,7,0,1,7.343670748210145,1,8.4633676775027
7,6,1,1,7.078601780189211,1,10.80743145447454
10,7,0,0,10.985786806930776,1,13.14159232063453
7,5,0,1,11.723711702088703,1,14.37483397323132
11,3,0,1,5.413525511016571,0,4.69349419359917
12,7,0,0,4.654982179619068,0,4.380413817201721
11,6,0,1,10.259963527946134,1,12.81745400276758
9,5,0,0,7.099344737679713,1,10.726361186193737
7,5,0,1,10.37651520537418,1,12.995009654639553
5,3,1,1,3.7211803171585114,0,3.741913389765742
11,4,0,1,8.22282261264897,1,10.74172053495863
4,7,0,1,9.096912689379954,1,13.818923680117484
6,4,0,0,7.060217950017861,1,12.030660245888816
5,7,0,0,5.420739379850372,0,6.802634278985887
7,6,1,0,4.336822356044322,0,5.179667102103664
3,5,0,1,4.721385100781579,0,6.124534299518221
7,6,1,0,4.050671714902597,0,3.887982673692913
14,7,1,1,6.362963869951528,0,6.970931546115974
2,5,0,1,4.449265875853339,0,5.832287921852101
9,6,1,0,8.695243664167869,1,12.766754049497315
11,6,0,0,5.437881956717762,0,5.106101139159451
3,4,0,1,10.749829974017526,1,14.855205865544033
10,4,0,0,6.682738335736066,0,7.103935740306946
5,5,0,1,8.705653629074835,1,13.354740743862433
4,5,1,0,6.155938361987269,0,8.45655067350455
8,7,1,1,7.562548732759307,1,11.241388905582935
5,7,0,0,7.408436705646819,1,10.906532278093689
9,9,0,0,3.341719776765923,0,2.402248155449014
12,4,1,0,8.781568608732984,1,11.947111385505394
7,6,1,0,3.811748010798482,0,4.039304408621946
14,4,0,0,7.765201129811515,1,10.70254405254749
6,8,0,1,6.031087968307391,0,6.943320845251102
3,4,0,1,9.572639613069605,1,13.241505216303402
4,4,0,0,6.672024275395351,0,8.572731178563268
6,7,1,1,6.551863426293387,0,7.079759150226326
12,6,0,0,11.968432927821542,1,13.831087651488216
7,2,0,1,10.26865006989356,1,13.829437066350383
11,6,0,0,6.871344813213566,0,7.287247021264515
12,7,1,1,10.529143591750616,1,12.076275277866085
8,7,1,1,8.794583793175274,1,12.548017964752058
4,5,1,0,5.963630303683676,0,6.99734050325264
0,4,1,1,5.136540308481731,0,6.408002800116319
3,4,0,1,8.731523397867566,1,12.759850534485423
8,6,0,0,9.330531648401864,1,13.015882938898285
5,5,0,0,6.548574665672758,0,8.315614308746902
7,7,0,0,10.996782599535546,1,14.106538937382714
8,5,0,0,1.9022783274509736,0,0.2690535663172779
4,5,1,0,3.1987030805913355,0,3.859519518645219
7,7,1,1,6.621041335967779,0,7.049010360496168
3,6,0,0,8.428898563338656,1,13.295721041447583
11,4,0,0,7.114898846649759,1,10.0057262459281
13,6,0,1,4.5637755475511455,0,3.311089671592157
6,6,1,1,8.971346471563947,1,12.81258703770789
6,6,0,0,7.508930192011185,1,11.50555966372692
1,5,0,1,7.019752492619776,1,11.715944680950784
6,7,1,0,5.819780574525562,0,7.311083410272847
9,5,0,1,10.224816968716055,1,12.8989473459426
4,5,0,1,4.334331089717988,0,5.23165255657093
8,5,0,1,4.626731611187189,0,5.292150464178897
13,10,0,1,5.508818093503045,0,4.7767619328021365
5,4,0,1,3.909113196354984,0,3.327342336701435
5,6,1,1,8.339390713394547,1,12.071734516837424
10,6,1,1,8.18113601646768,1,11.154505140957111
4,5,0,0,4.779540846723217,0,6.307656132344496
10,7,0,1,6.117225890423269,0,6.680779129997081
9,6,0,1,7.657072130818907,1,11.269318558258018
6,5,1,0,8.012514062063959,1,11.353665246273527
12,5,0,0,12.857263992438028,1,15.14712794595544
7,6,0,1,10.279651822108704,1,12.773628985012149
15,5,0,0,6.6945550920046255,0,6.795349362517427
3,5,0,0,7.320991430957539,1,11.292963058254596
9,3,0,1,5.461491781719336,0,5.619479303604899
11,2,0,0,5.584099843796776,0,5.906547072307585
6,8,0,1,7.960001775632234,1,11.748543447721344
9,5,1,1,5.187857434180248,0,6.559103236689549
6,4,0,0,6.796165819083826,0,8.233054702605354
5,7,0,0,9.058314466753467,1,13.172723975925722
9,5,1,0,8.412042526058118,1,11.034708734980905
7,4,0,0,5.80562045041253,0,6.946439318392296
11,4,0,0,5.748616660706768,0,6.684397980941808
8,6,1,0,7.396665522421189,1,10.79655874346674
8,6,0,0,9.042112649533774,1,12.20095905009456
3,5,0,0,6.996838806432973,0,8.779843002268052
10,7,1,1,7.083041337618097,1,10.56880123815152
10,5,1,1,9.286773328302395,1,11.487155732552392
3,7,0,0,7.460155364198333,1,11.659674139530278
2,9,0,0,7.030057087681632,1,11.323289310409926
7,7,0,1,7.816662752899985,1,11.416015839349337
10,3,0,1,6.013263770262055,0,5.789581474609906
10,6,0,0,6.9198137690161055,0,7.7323693297456995
6,6,1,1,9.867012023350876,1,12.998362448058511
13,4,0,0,7.33461049230791,1,10.34906048430712
3,4,0,0,8.76958604981255,1,13.436164673543766
4,5,0,0,9.1969893596354,1,13.277207920462333
7,4,0,1,5.504140496949463,0,6.496196512069603
8,6,0,0,4.567264280555993,0,4.006005585455927
7,5,0,0,5.591516000190582,0,5.599012303111815
6,7,0,1,8.153449138290908,1,12.250604359631666
11,6,0,0,5.47539525044783,0,5.850751940945518
11,3,0,0,8.234933381933596,1,11.751401845627202
5,8,1,0,6.504019812378266,0,8.204650515919726
4,6,1,1,10.632152938278738,1,13.376328141334524
6,4,0,1,6.0640804369113015,0,6.844169558314729
5,4,0,0,6.759561412923645,0,8.289745433195508
8,4,1,0,8.01699155397176,1,11.87413910960262
5,8,0,0,5.5974489290981255,0,6.41534890054562
9,5,1,1,7.201969907397517,1,10.043294277583636
9,8,1,0,4.277509209536773,0,4.354416022145134
8,5,1,0,5.436199598689588,0,6.0073860040920914
9,6,0,1,8.758759370097582,1,11.616756308864632
16,5,1,1,6.836813399798222,0,7.433275827074705
10,6,0,1,7.4896178548452,1,10.021822508545894
11,7,1,1,5.3437639450403855,0,4.650581668504664
13,6,0,0,5.126092397545891,0,5.3183668696450015
12,6,0,0,3.234400052770084,0,1.9620432723107064
12,4,1,0,6.18211048469421,0,6.69146306869026
3,5,1,0,5.979799417300715,0,7.233065361272534
5,5,1,0,12.100642092152617,1,14.95427392305216
6,3,1,1,4.315500369624411,0,5.396616595628637
10,5,1,0,7.254343918049508,1,10.66332431557968
12,3,0,0,6.127136113648251,0,7.333978997644627
7,3,0,1,8.661855240312919,1,11.742160717739653
11,5,0,0,7.823217672352916,1,11.590933192233646
11,6,0,0,6.15060801899928,0,6.8452550586852
6,5,0,1,6.491551312353538,0,8.373505616130121
5,5,0,1,4.20391158244853,0,4.437037916757214
10,3,1,0,6.467084422598832,0,7.043702682486938
8,5,0,0,9.402343073649686,1,12.466398316410109
10,6,0,0,2.5490417805797936,0,1.0664621471181128
4,6,0,1,8.541801938561814,1,13.169115735680238
3,7,0,0,5.919069583618397,0,7.743581279018244
7,5,0,1,2.802505927473171,0,1.9132723865388093
4,8,0,0,5.720531188522486,0,6.841798809391538
5,5,0,1,8.096948115338861,1,12.159921277321644
6,5,1,0,6.137218914332696,0,6.150995877535094
