age,income_level,gender,minority_status,health_score,policy_participation,health_outcome
5,4,0,0,18.16894306161696,0,6.027215852592537
4,5,0,1,23.25622741681313,1,21.33963267085789
4,4,1,0,17.821726008308094,0,6.249277715294012
6,6,0,1,20.080536408721212,1,18.82240624571913
6,6,0,1,19.820499797313875,0,8.804320316727297
5,7,0,0,20.367718591466748,1,19.22920548168415
3,8,0,0,17.05633721777025,0,4.178438797258071
8,8,0,0,23.900442850327607,1,20.91450602344254
7,5,0,0,19.03698090168889,0,7.034245223286942
9,5,1,0,17.873585053028425,0,5.605523619543893
4,7,0,0,22.44251629502837,1,20.526601518141984
3,3,1,1,19.88345065920146,0,9.247744664395738
8,8,1,1,20.408771759723127,1,18.32079154976874
7,8,0,0,21.08254768700108,1,17.962399956859045
6,3,1,0,19.1074830703704,0,7.515429829960084
4,6,1,1,22.595290117050038,1,20.19698651970844
9,6,0,0,19.358948049877984,0,7.321848082611629
13,6,0,1,19.58248427333866,0,8.529867485496533
0,8,1,0,18.42955192833409,0,7.344790709706013
11,6,0,0,21.241263541423315,1,17.623254867300485
6,2,0,0,20.385349247902848,1,18.474749361106845
8,5,0,0,18.96804288174135,0,7.205685409185747
14,7,0,1,18.28033752420612,0,5.649069483407557
11,6,0,0,20.379709669353844,1,17.16991203174744
1,4,0,1,21.039060299707756,1,19.5284402181789
8,9,0,0,23.603688201750263,1,20.15078853169928
7,7,0,0,20.69523321755584,1,17.747344276409525
12,7,0,1,21.91469955087016,1,19.77305150775221
4,4,0,0,19.37722202136435,0,8.746321130280666
14,7,0,1,19.982073668743887,0,7.480984664898993
6,4,0,1,18.035919724325176,0,6.877919514397082
4,5,1,0,21.901132405744992,1,19.21842104777074
8,7,0,0,21.17147865749586,1,17.014783982376958
9,4,1,1,17.514329914550878,0,4.927063055397829
6,5,0,0,20.417386899592525,1,17.001586166200465
9,5,0,0,23.957339259904646,1,20.581076727173084
9,7,0,1,20.049566404196977,1,17.539805803753826
8,6,0,0,19.39154821714039,0,7.230908783513444
7,5,1,0,20.060287651464368,1,19.29246085953748
4,7,1,0,19.88284057927288,0,8.139502025786644
10,7,1,1,22.01889818076006,1,19.38939247062557
5,6,0,1,21.950246519882704,1,20.098883661509973
7,6,0,1,21.949287875869267,1,18.682984033458386
2,5,0,0,18.457504489323888,0,7.140765194417934
5,5,0,0,18.86744028932042,0,6.587966487798339
0,6,0,1,22.89994468026738,1,21.439754038111975
10,5,0,0,20.742891792887576,1,18.31097558161837
7,6,0,1,18.353665067898973,0,6.617662270350896
6,7,0,1,21.83805340457192,1,19.596903487711725
6,5,0,0,19.082982804933568,0,7.366049055720131
6,6,1,0,18.661057584710328,0,5.8624843992716364
8,6,0,1,19.74428311559365,0,8.037195027548263
10,7,0,1,19.497442824033037,0,7.417326671080751
11,5,0,0,20.31235699347144,1,17.67748711448305
12,3,0,0,22.75108550414413,1,19.774744866571552
6,3,0,0,20.090396474752144,1,17.99845530401833
7,6,0,0,19.853839535570888,0,8.996930618326125
5,6,0,0,22.210634776616104,1,19.618537025950296
12,3,0,1,20.63777832735572,1,17.087546416102445
9,6,1,0,19.19304712328912,0,8.21709739609075
5,4,0,0,17.330944107442235,0,5.186192537593485
9,4,0,0,20.011328157793937,1,17.53537688525448
5,6,0,0,20.714604963519065,1,18.2163129089326
9,5,0,1,19.807935777626412,0,7.699424108939443
10,5,0,0,18.970582023356727,0,6.609117574178431
5,5,0,0,23.223883786448404,1,19.893245419149025
6,4,0,0,17.891471585225656,0,5.457992834158887
8,4,1,0,19.83789045582038,0,8.976407497896615
12,5,1,0,22.00560513709606,1,19.32633553360044
10,4,0,1,18.97674177306152,0,6.959058812748356
13,8,1,0,15.617241720578736,0,1.5044475406331193
11,4,0,0,19.439767560770097,0,7.612526788133357
2,4,1,1,19.183341982780355,0,7.330033631770287
5,7,0,0,20.407344534277662,1,18.182274534048048
12,5,0,0,20.137521061216933,1,17.162623207304513
3,8,1,0,23.430826425974505,1,20.9201360403883
11,3,1,0,25.752504927136027,1,21.80069312206473
10,4,0,0,18.559401976057604,0,7.031030641835157
-1,6,0,0,19.708598645223116,0,9.098103700694043
5,6,0,0,20.058777332037387,1,18.552207699296773
9,6,0,0,20.11947302321682,1,17.559092932914112
5,5,0,0,20.43862513896604,1,17.524438182497043
4,7,0,0,14.43073762145951,0,-0.4018763805569867
8,5,1,0,20.14545435337545,1,17.483908221648466
6,5,0,1,20.447085475003657,1,19.307779721794795
6,4,0,0,20.084052743878058,1,17.472070502836964
15,8,0,1,21.037394635147464,1,17.86508236529606
7,6,0,0,18.616354392201885,0,7.233521143052359
8,9,0,1,14.485674599108036,0,0.6643343361315609
8,6,1,0,21.14979146854605,1,18.035389039119757
10,8,0,1,20.420043241978327,1,17.68706583532347
12,7,0,1,18.96303971944781,0,6.947194883190663
6,7,0,1,23.542236234085674,1,20.661215460822845
3,7,1,0,18.07178668447565,0,6.093072761020411
11,6,0,0,18.74100026627355,0,5.893916937621103
9,7,1,1,20.14518555416526,1,17.131083790284386
8,5,0,1,18.469141692780678,0,5.696070978559766
11,6,1,1,18.753834431636708,0,5.865925841689925
8,5,0,0,19.87067758508519,0,8.7069942956315
5,7,1,0,20.77242599539545,1,18.48632700005325
7,6,0,1,17.7960546105801,0,6.739720010150868
8,6,0,0,21.154278308415805,1,18.402346121638324
3,5,0,0,19.70331332772358,0,8.253052399918104
11,5,0,0,19.80282422470841,0,7.143261775231833
18,6,0,0,19.702105286584253,0,7.414792571490003
9,7,1,0,21.41752432683673,1,18.464768528136297
11,5,0,0,19.97385948956827,0,8.029395694390924
4,5,1,0,17.88215158890271,0,5.901112955864805
10,4,0,1,15.933975680813278,0,2.837158889311785
13,4,0,0,20.226913426496356,1,16.839210344385872
3,6,0,0,19.72849955889534,0,9.320704957656334
6,4,0,0,20.048835072309213,1,17.99545517405097
6,6,1,0,23.338076212531696,1,21.15576192081626
6,7,1,0,23.414370964904005,1,20.76164733440365
9,6,0,1,18.215953853291403,0,5.717183215431335
5,7,1,0,24.1268775145507,1,21.240995358661845
6,7,1,0,23.777589822901515,1,21.053395610673387
5,6,0,0,20.10152409443926,1,18.135035325761628
8,6,0,0,23.10163648007432,1,20.125389439169552
13,5,0,1,18.58666115299025,0,6.49309792030005
13,7,0,0,20.864035727367916,1,18.18658863370537
8,5,0,0,22.252692286273607,1,19.257275331035927
10,6,0,0,23.599959520794418,1,20.063743368016286
3,6,1,0,19.72733567966629,0,9.40604535986738
9,8,0,1,15.052081965063092,0,2.2395265155538007
11,5,0,0,19.83214410156904,0,7.434546239175574
8,7,1,1,20.727355612128907,1,17.99068153521243
10,7,0,0,20.19076525339352,1,17.243267032509888
6,6,0,1,18.818264709163437,0,7.025261911240068
8,5,0,0,21.534969316491583,1,19.17091491543268
7,6,1,0,20.01788611101845,1,16.891575986680238
3,4,1,0,18.81623033522859,0,8.22884860462003
11,4,0,0,18.23732890444514,0,5.748224970243128
4,7,0,1,16.767658894569216,0,4.178874266571159
10,6,0,1,19.31259901482344,0,7.625528700561116
8,5,1,0,20.9255475664224,1,18.480499656951817
9,3,1,0,20.637261731198823,1,18.068961155298396
12,5,1,1,18.9236175846286,0,7.03209221584592
7,5,0,0,22.44404660749101,1,19.562683162293137
9,5,0,1,21.757687621795768,1,19.0354478209289
3,7,1,0,21.266823429671685,1,18.659194961921607
1,6,0,0,20.27123702195604,1,18.697245439981128
12,5,1,1,18.927784442611145,0,6.185042993346657
9,4,1,1,20.21815702210028,1,17.240368456758056
0,5,0,0,20.582431935296174,1,19.367017660906857
12,5,0,1,21.85315194397132,1,18.413602589744347
11,5,1,0,16.968779973475364,0,4.01361385273096
5,6,1,0,21.89090785105963,1,18.84900903203783
7,5,0,1,20.902974871929324,1,18.71697120498765
7,4,0,1,17.555546897951473,0,5.459612856087716
9,5,1,0,22.300434407758377,1,19.072280540036328
10,6,0,0,18.882101831164107,0,6.854120666971027
9,7,1,0,19.78330525477889,0,7.297583493762412
9,5,0,0,23.82529894217496,1,20.642651944755134
8,4,0,0,17.438919494018904,0,4.306351062985725
6,6,1,1,20.474072287986296,1,17.74704846919991
9,4,1,0,17.379070611046835,0,5.149810382509439
9,8,0,0,21.64146918261758,1,19.00602820319236
3,4,0,0,18.63357716579774,0,7.3848165262843555
13,7,1,0,15.175159367702552,0,0.9338242390977344
9,7,1,0,20.52347544831462,1,17.27287228735491
5,6,0,0,19.00337138658853,0,7.580146719903059
10,3,1,0,23.045031092306544,1,19.603718615826143
1,3,0,0,20.14310359881292,1,18.831159927648702
10,6,0,0,16.470897674299078,0,3.492365054745969
9,7,1,0,23.018972085635177,1,19.46871649828786
5,6,0,1,22.044782352940366,1,19.068700522723628
15,8,1,0,20.33268074137547,1,16.574675953384325
11,6,0,0,15.823064686489646,0,1.903097296340652
8,6,0,1,18.30818142713557,0,5.650250586583535
6,6,0,1,18.609428062721577,0,6.63582109729802
10,5,1,0,19.57069806583105,0,7.313415623671711
5,6,0,0,19.230687661170688,0,7.6342181331282095
7,5,0,1,24.053508774550775,1,20.89095711569821
11,7,1,0,24.3940538394338,1,20.32434418881477
8,4,0,1,20.04657749464431,1,18.902326797494368
12,4,1,0,18.92520918309691,0,6.103665039638786
7,4,0,1,17.160424214851176,0,4.703743278635217
7,5,1,0,18.29493815614589,0,6.285060652240688
4,7,0,0,19.201743844363456,0,7.736402806185078
7,6,0,0,19.82152295427492,0,8.42017884422733
5,3,0,0,23.25013983828812,1,20.731611046020795
6,5,0,0,20.7792190574797,1,19.105278278034767
12,8,1,1,19.89833735050443,0,8.413787818857923
6,6,0,0,21.033635225985268,1,18.634482102501845
9,4,0,1,23.41203107258935,1,19.585433311946925
6,4,1,0,18.28439757295376,0,5.964778976668348
4,7,1,0,19.804286773775864,0,8.389592886809925
0,6,1,0,21.42698879618665,1,19.07312508332755
13,7,0,0,19.86719807073341,0,7.317644730564186
14,6,0,0,19.837140088875483,0,7.812781924148712
12,7,0,0,20.242108715265232,1,15.982920645586898
5,4,1,1,25.38247671325208,1,23.268873646291954
4,4,1,1,18.357509984165866,0,6.721974812920343
6,5,1,0,23.195634491758536,1,21.0789953154576
4,8,0,0,21.60833157417926,1,19.03029603032384
9,4,0,1,21.536066496910564,1,19.165403012798457
12,8,0,0,18.77313278180209,0,5.917879854223466
4,6,0,1,18.10624402098661,0,6.237632704940068
8,9,0,1,21.79425462194157,1,19.84916476626635
10,4,0,1,17.2282913795875,0,4.427423910859806
6,3,0,0,21.07955343507758,1,19.4778074292324
11,8,0,0,20.479738880524145,1,16.862064696588902
8,6,0,0,21.269758625177065,1,18.904955521464903
3,6,1,1,19.478754668984934,0,8.924903519103498
7,5,1,0,21.223231187380744,1,18.828905222717527
8,5,0,1,21.70286429946606,1,18.87608633420022
6,5,0,0,19.541073086222625,0,8.154795021027617
9,8,0,0,21.37116065301293,1,18.773739726724767
10,7,0,0,20.62346812230844,1,17.31244656777334
5,4,0,0,21.19254676045346,1,19.63899837279453
8,4,0,0,22.134269945932356,1,19.160428719103304
9,6,0,0,19.405179433458503,0,8.052507168354122
6,4,1,0,20.79665578857739,1,18.78080494313212
15,3,1,0,20.665665826375594,1,17.862634986041147
12,7,1,1,20.722896152697903,1,18.861660924728795
5,3,0,0,19.672823751258708,0,9.0084852182141
4,4,0,1,23.40904292999725,1,20.91097711636203
3,3,1,0,17.84461557031839,0,5.722546171820215
7,7,0,0,20.36882285776116,1,18.109236510684383
7,5,1,1,14.56019789224666,0,1.1227628620092065
1,5,1,0,20.70789609513129,1,18.61543196265861
8,6,1,0,14.912863261563402,0,1.1138973194868318
8,3,0,0,20.78112569371754,1,18.59507309704734
6,6,0,1,19.356005795391663,0,8.145689106554917
5,8,1,1,16.634555846813644,0,3.181105018530913
5,5,0,0,17.341863963257804,0,4.1279516637338896
3,4,0,0,18.955212214187505,0,7.761476620761971
12,8,1,0,21.62755644777306,1,17.419393389525357
11,6,0,0,18.842906114202165,0,7.041915907570449
5,6,0,0,20.01166282104743,1,17.777481329076714
2,8,1,0,17.91564932018493,0,5.734809045734662
5,4,0,0,21.11466203971737,1,18.43581650971103
14,8,1,0,18.915511926350533,0,5.618050377045077
6,5,0,1,19.562829536495062,0,7.69348810012969
13,7,0,0,18.5907622350818,0,6.131720354314644
4,5,0,1,19.11442994611886,0,8.81655819080721
8,7,0,0,16.100835871130684,0,2.83245379972956
10,6,1,0,21.507272722323385,1,18.4626484334965
4,5,0,0,20.275101963560548,1,18.14614359016714
4,5,1,1,18.307780481870385,0,6.64341320967876
9,5,0,1,22.21585500802412,1,19.42217651192228
10,4,1,0,23.21886694205212,1,19.715681734042946
5,8,0,0,21.96927863900991,1,18.749312014063875
3,7,1,1,22.10260440678269,1,19.52172338384221
7,6,0,1,17.78174535959092,0,5.997574727092978
5,6,0,1,23.34644627265236,1,20.648140118520267
9,7,0,1,21.09661435687708,1,18.879583754522663
3,8,0,1,21.199377413677173,1,19.356161253882608
7,5,0,0,26.458313941299764,1,23.691356895366976
5,6,1,0,21.77408117608786,1,19.556195937795906
14,7,1,0,23.22863144672134,1,19.259774375195857
2,8,0,0,21.00949533235718,1,19.10767487784108
9,5,0,0,20.24826031667131,1,17.294187636960384
2,6,0,0,19.606697406169605,0,8.89092276982585
2,5,0,1,16.676026777000725,0,4.33412293959212
14,6,1,0,19.90013563304116,0,6.900050927188138
3,6,0,0,21.08380292958165,1,18.66102456485654
3,7,0,0,18.74209010034801,0,7.452476096172649
7,6,0,0,23.373860027766707,1,19.69000158312341
5,6,0,0,20.567672826419745,1,18.33153070544182
8,3,1,0,19.95800712568666,0,8.666851209371478
10,7,0,0,19.23595829106481,0,6.891070250953761
4,5,1,0,21.07790052573929,1,19.829848021266265
6,6,0,0,19.37438285177841,0,8.016606182395286
9,7,1,1,20.527250021349914,1,18.05943631552075
2,5,0,1,17.462513949583354,0,5.9017567011713625
3,6,0,0,20.02759253796901,1,17.888723767553053
7,5,1,0,17.688483157678483,0,5.825565086514046
11,3,1,0,21.34426379201821,1,19.059085907300755
3,5,1,0,18.362811737586995,0,7.004577990745748
8,6,0,1,20.07673746594301,1,17.37969558484332
10,5,0,1,16.933208805178307,0,4.099394533176758
10,4,0,0,19.28003506416175,0,7.562422534104557
13,7,0,1,19.99096372573065,0,7.471391008512901
8,4,0,1,17.977595736346654,0,5.1122245635524655
9,5,1,0,20.89614023432526,1,18.02841885255129
10,4,0,0,22.97609154465939,1,19.7696300729907
7,3,0,0,21.119723539876297,1,18.52004493990224
7,4,0,1,19.91232121942058,0,9.546813959020968
9,4,0,0,22.00880803623608,1,19.6347517330312
5,3,1,0,21.42963080353045,1,19.372680712262927
6,5,0,0,20.33624796385457,1,18.36238449535234
11,5,0,0,21.58499793550857,1,18.764137792644096
8,5,0,0,20.6410701102854,1,18.105124400675013
9,6,1,1,18.895009936299864,0,7.461762792992292
7,3,0,0,20.09784275656957,1,19.01708964445224
8,6,0,1,17.71358276222709,0,5.048727526984064
7,9,1,0,23.045282141285465,1,18.967800765679005
8,5,0,1,23.277350679433223,1,20.567771058493012
3,6,0,0,21.3781162605641,1,18.878527589718427
10,3,0,0,20.61737137522467,1,17.354878028521522
4,5,0,0,19.13819514851148,0,7.596886258534446
7,6,0,0,22.977630358073935,1,20.21740723485533
7,4,0,0,20.441783956287352,1,18.2493622248646
17,7,1,0,20.127071794482536,1,16.503005200208502
0,8,0,0,18.63092879527809,0,6.853845735057782
6,7,0,0,19.8012757236847,0,8.164568886680435
9,5,0,0,17.07375620997151,0,4.239682081664317
6,4,0,0,20.3565222481884,1,17.96210778260637
11,5,1,1,19.288762016628223,0,7.158488829578943
7,6,0,1,18.865112306085116,0,7.57995435242351
5,5,0,0,21.80337374736559,1,20.24661265899819
6,5,0,0,21.01624618968441,1,19.61891551861285
10,4,1,0,19.30155628277798,0,7.539523089819114
4,7,0,0,17.85622353133749,0,5.808539774309322
12,7,0,0,19.540850208525388,0,7.164129321729873
6,7,0,0,19.744820972844558,0,7.570786852298863
10,6,0,1,19.20412602049312,0,6.645840259189988
8,4,0,0,23.833816975919785,1,21.34104352475925
6,7,0,0,17.942776880754003,0,6.037775403130553
10,2,1,1,24.26435250785787,1,20.803717686566674
10,4,0,1,19.050261241018195,0,7.463586694079343
3,8,0,0,19.25617619499572,0,6.839203958173542
6,6,1,1,21.020904022340392,1,18.67508565508659
4,4,1,0,17.46489699340724,0,5.076957281190844
11,3,0,0,17.331731168863726,0,3.805204030924695
8,7,0,0,20.144572317123128,1,17.953150340625978
6,6,1,0,22.380919234815497,1,20.368755366770635
12,7,0,0,19.58306651996475,0,7.309937740706346
6,5,1,0,22.701350720622425,1,19.339954724659584
5,6,0,0,22.392189941075756,1,19.734241568271845
14,6,1,0,17.082975685487174,0,3.418821951535407
5,5,0,0,14.962003509675466,0,1.567233215343656
6,8,1,0,20.736047397048544,1,18.590847106236108
11,7,0,0,19.656234356554837,0,7.15788831163182
5,6,0,0,20.70247569460594,1,18.284740708784437
2,7,1,1,17.295522867859997,0,5.305748380011135
6,5,0,0,22.05624636873809,1,19.45859134072944
7,6,0,0,20.180434595286982,1,17.331701273742794
10,6,0,0,20.469904649861647,1,17.415835447066122
4,4,0,1,19.694001060227347,0,8.928807035435259
6,4,0,0,22.83269808695358,1,20.206078727053917
6,7,0,1,16.761937023703698,0,5.28098993700547
5,8,1,0,20.565148225376493,1,17.448432888557495
8,4,1,0,18.134987047314564,0,6.89236280916866
6,4,0,0,19.86917926184584,0,8.473999432752137
15,7,0,0,17.487935085813522,0,3.55719624708894
8,4,0,1,19.967207513310736,0,9.69096458840362
2,7,1,1,16.6429048309138,0,5.589368354381749
9,5,0,0,20.83199571013719,1,17.902743090459094
4,6,0,0,15.741949121427009,0,3.175419166159921
10,5,0,0,20.6329853875248,1,17.426183447138673
2,4,0,0,16.202157755922677,0,3.0172810843224176
2,7,0,0,19.013381401739306,0,8.255814199521957
5,3,0,0,19.61223937856993,0,9.258863102142646
11,6,1,1,23.11859388757194,1,20.083243394118487
6,6,0,1,21.405148833379428,1,18.318814750739858
7,5,0,0,14.750368641323693,0,1.3624806181968836
13,6,1,1,21.52196739425754,1,19.113673322867005
8,5,0,0,21.74471584626577,1,19.34083197411841
10,6,1,0,21.636008309716317,1,18.914469083516515
10,5,0,0,19.613137405293287,0,9.425493854910515
5,4,0,1,18.185752220876672,0,6.328167831604343
3,6,0,1,18.216130048540997,0,6.720914654842814
9,2,0,0,22.54241667864272,1,20.457921630121863
7,7,0,0,21.89632907152495,1,18.98950428035758
11,5,1,0,20.06504939320877,1,17.895797671752366
4,5,0,0,19.581414204153507,0,8.927363179443592
5,6,1,1,22.68892656973312,1,19.953241007526334
12,4,0,0,20.00495932761481,1,17.223087983606494
3,8,1,0,18.45154068028075,0,7.02037054041086
8,7,0,0,21.86676915016721,1,18.78872885070046
5,4,0,0,18.66340256052789,0,6.776064562480271
9,7,0,0,19.471199373442907,0,7.675585140745205
10,4,0,0,24.869300625445263,1,21.64684914417672
3,6,1,0,19.85069899385312,0,9.445279653053364
8,4,0,0,21.04523645981704,1,18.86213262733493
8,4,1,0,19.263116594380456,0,7.967282632227021
7,6,0,1,16.23288382798136,0,3.0476261137523504
8,4,0,0,21.755301719152317,1,18.90739180028204
10,6,0,0,21.118145806079376,1,17.812693918742266
8,4,0,1,21.55617123872344,1,19.46749310220388
4,3,0,0,18.135129520669597,0,6.477183511060729
7,7,1,0,15.894174743245353,0,2.374432231015084
8,4,1,0,19.25346379197101,0,7.455912000313577
5,7,1,0,18.409543682154226,0,7.373496372406432
11,6,0,0,17.077457919602097,0,3.802653163466972
7,2,0,0,20.83893350955973,1,18.86098412317279
3,7,1,0,19.012397715870573,0,7.613935186095226
11,4,0,1,18.088596566425863,0,6.921005827979281
4,7,0,0,19.84105292157668,0,9.070853491122485
7,5,0,0,21.15204344117162,1,18.215736381713924
3,6,0,0,21.398391770137035,1,19.33103329982849
0,6,1,0,23.09638474418632,1,20.536349553759887
10,3,1,1,16.372155428481953,0,3.530426520242128
4,5,1,0,19.474476624214454,0,8.120210753958071
12,6,0,0,20.15749826435005,1,16.356656460016247
11,5,0,0,16.307068946720243,0,2.6639468264136803
0,4,0,1,19.418780862917693,0,8.7087883073927
2,5,0,0,18.609188638877622,0,7.608899558081588
0,3,0,0,19.90565294214793,0,8.98628920241398
2,4,1,1,20.670466970149786,1,19.512605115726647
4,6,1,0,19.37339687729135,0,7.838953667939997
3,6,1,0,19.10862600343551,0,7.675615566962088
9,5,0,0,19.6928064959741,0,8.502537866018294
9,7,1,1,15.634793224634898,0,2.5616991564575446
6,6,0,0,20.84217899994513,1,18.434856073162635
5,6,0,0,21.0359201882428,1,17.818303309993674
9,9,0,0,19.43737073810224,0,7.591848710441457
15,6,0,0,20.90937496996564,1,17.54275216594379
11,3,1,0,18.473519615920612,0,6.813670189675388
12,6,1,0,18.52196857505025,0,5.730860883029955
5,4,0,0,24.184096691040384,1,20.41670290437141
7,3,1,1,22.77262470306185,1,20.225968032323596
9,3,0,1,20.796112561150206,1,18.77713896105977
10,5,0,0,20.92194006553781,1,18.13388453911295
9,7,0,0,19.5829890492948,0,7.786851683532063
5,5,0,0,17.669107180634846,0,5.716283783366655
7,5,0,0,20.79988497933775,1,18.043984969916888
12,8,0,0,17.565947231899038,0,4.302280643011745
6,6,0,1,23.505468632473555,1,20.960724994033004
8,3,0,0,21.889603820491427,1,19.19689743220627
12,6,1,0,20.45415845899021,1,17.295238210548963
6,6,0,1,20.320363621151028,1,18.41212882266438
3,6,0,0,17.714559826205914,0,5.356280463209151
9,4,0,0,18.20193657717467,0,6.307722675193442
9,4,0,0,18.744555399042564,0,6.496692642012395
5,6,0,1,19.04248197516172,0,7.785580523724775
13,6,0,0,20.362599665851764,1,16.142590224754457
2,6,0,0,20.9615031872263,1,19.90550102067454
14,6,0,0,19.849934232869504,0,8.379063209387645
5,6,0,0,17.047914478805193,0,5.0065593581120025
10,7,0,0,19.79000185977636,0,7.866237279984225
6,4,1,1,18.44930267938973,0,6.631674439685071
6,5,1,1,19.92322311186936,0,9.482524670738892
13,4,0,0,17.14545447584447,0,4.506818200877655
11,5,0,0,19.83727458972282,0,7.629039496598112
13,4,1,0,17.820071952198614,0,5.463838579043837
6,4,0,0,25.31404288451148,1,22.359638644366136
9,4,0,0,18.964331691909745,0,7.220503480745017
6,6,0,0,22.06896111292993,1,19.59101717632696
11,4,1,0,18.120808976140392,0,5.905068132896242
12,7,0,0,20.431312999960014,1,17.36423874941302
6,3,0,1,22.98780257381839,1,20.285400281724435
6,7,0,0,19.171421244773857,0,8.026447196312787
9,5,1,0,19.56395154165341,0,7.418863415531033
9,6,1,0,20.323685274896373,1,17.380208826608868
-1,6,1,1,18.514141043340786,0,8.057828450092279
12,6,1,0,21.152939667836208,1,17.480805353677546
10,7,0,0,21.17286087925296,1,18.81778894033848
11,6,0,0,16.597992281289134,0,3.821970044357155
2,6,1,0,20.50499802574191,1,17.507166932579377
10,6,1,1,19.63645124662506,0,8.535853768287938
6,4,0,0,21.002617341955208,1,18.962509747964734
5,4,1,0,17.823034502572877,0,5.676939354035065
6,4,0,0,17.20185069525917,0,4.726772723631775
7,5,0,1,22.034409700925195,1,18.755863203687227
8,7,0,0,21.77764307795333,1,18.590659015782755
4,4,0,1,19.896881302817828,0,8.107934375834363
8,6,1,1,17.84755656733525,0,6.246244630051287
5,6,0,0,17.9063191571063,0,6.362662684248823
16,6,1,1,20.33434415263517,1,17.17556616406151
11,3,0,0,17.14071109015789,0,4.601494247105422
9,6,0,1,17.3070140081662,0,4.359594397729866
11,6,0,0,18.770990353252063,0,6.485533995092292
12,5,0,0,20.76369903764432,1,17.442340766770272
13,4,0,0,21.11304298110897,1,18.36625766216634
3,7,0,0,16.72856046004929,0,4.133748399425259
8,7,0,0,17.1382067248595,0,3.314963569847529
6,6,1,0,19.985250432700425,0,8.904690744647038
5,5,0,0,16.321086104785135,0,3.361250912552508
9,6,1,1,20.795188157448937,1,18.254413170982332
9,7,1,0,20.03212190321169,1,17.882484278171695
10,6,0,1,22.473641694430665,1,19.59360631075925
13,5,0,0,19.026647685458805,0,6.712604081368594
4,5,1,0,18.851675799248056,0,7.782172470697088
8,6,1,0,18.921169852499645,0,7.153150021285785
8,4,1,0,19.58954321822275,0,8.833340283742764
8,7,1,0,22.781101801001,1,19.210007544663803
9,6,0,0,18.38621918005657,0,5.506881930649681
3,7,1,0,21.444505500805747,1,18.70256490965307
7,7,1,0,19.474368173166727,0,7.93009686654806
7,5,1,0,17.28652437798888,0,4.1554728058827655
14,7,0,0,20.731083900984967,1,17.639240810729845
8,6,0,0,20.892791378840936,1,18.6958363887459
6,7,1,1,18.93137637687897,0,7.977653419836104
10,5,1,1,24.27261975939531,1,20.49097109118249
6,4,1,0,20.548622379398783,1,17.954793821530682
7,4,1,0,21.82028155338277,1,19.135648463046437
8,7,0,0,19.20474713785631,0,7.049468750230703
8,2,1,0,20.833713383016764,1,19.001216987442348
7,8,0,0,19.140405647799003,0,7.487168429555659
