age,income_level,gender,minority_status,political_engagement_score,policy_exposure,post_policy_satisfaction
6,7,1,0,15.249112309064715,0,7.383968946704059
2,6,0,0,13.808610156792213,0,6.153173705674623
6,9,0,0,10.951954755931617,0,0.4519602353496602
9,7,0,1,16.34466498767683,1,19.172947424579093
8,5,1,0,17.551757051755892,1,20.033759970085395
3,7,1,1,14.826846144364154,0,7.741826991221771
5,8,1,0,16.115299731305555,1,18.57065017491519
13,6,0,0,14.881784576737902,0,7.157372652917927
9,2,0,0,15.003584349811822,0,7.002223465214423
5,7,1,0,16.51805821526102,1,18.652607935275554
6,5,0,0,16.326562362613977,1,18.10999605926875
14,3,0,1,16.806244832412652,1,19.02557350399629
4,6,1,1,17.640643619071056,1,20.579572415627783
3,4,0,0,17.29487867286483,1,20.44781147692972
14,4,1,1,13.37371398756353,0,4.192800895462162
11,6,0,0,12.269400346874107,0,3.777437627120196
4,5,1,1,15.419018614623042,0,8.71438273910679
9,5,1,1,16.247457297148433,1,18.42006900793645
10,7,0,1,13.852292904515451,0,5.481672644869243
6,9,1,1,17.110645518192637,1,18.696679375992485
4,4,0,0,21.20576994258996,1,23.08720878663016
7,6,1,1,17.73808257982025,1,20.319371265564147
10,4,0,1,17.526563695915904,1,19.908354931597497
7,7,1,1,17.336311506010617,1,20.22699846035536
5,3,0,1,15.012794076149332,0,8.346364264098296
10,7,0,0,17.97704102043798,1,20.29975016806042
7,7,0,0,18.55113464077024,1,20.415572660915416
7,6,0,1,15.842801272523491,0,7.919509694246244
4,7,1,0,11.010716785410372,0,1.889747741830852
10,3,1,0,13.073214890134912,0,3.996488662630591
5,5,0,0,18.00996526218414,1,21.47675393425134
11,7,0,1,12.979882731738588,0,3.801896643718935
2,4,1,0,17.894437942237772,1,20.549757483305957
12,7,1,1,17.463150351442142,1,19.875653229779022
5,6,1,1,14.148361343199296,0,5.789454652199622
7,7,0,0,18.00918095468788,1,20.17235014605121
7,5,1,0,15.013018429256272,0,7.899212870209651
5,4,1,1,17.01295331410222,1,19.7939543907354
6,5,0,1,16.781407293043944,1,19.756468210193667
7,4,1,0,14.393096246663184,0,6.7269333698180365
11,6,0,1,16.82810743656748,1,19.49379511528368
8,3,0,0,16.619711806936035,1,19.602715812481264
0,6,0,1,15.19808234541385,0,8.383259765692134
8,9,0,0,19.28570386741259,1,21.512358808014117
8,6,0,1,15.782612678053637,0,8.778124829538516
8,4,0,0,16.87311159772357,1,19.083952952212574
1,4,0,0,15.191809064477608,0,8.213466215028676
5,5,1,0,14.092849548861132,0,6.99994710111876
14,5,0,1,18.856478805277348,1,20.57830242580921
8,7,0,0,16.268098966232145,1,19.92246965804238
3,6,1,1,13.628094709723024,0,5.152744001732976
5,6,1,0,16.18663499507874,1,18.252022005555485
5,6,0,1,15.251519603449074,0,8.580420423144583
13,4,0,0,15.371566282601616,0,7.958437816132622
6,5,1,0,12.519611585091504,0,4.295764424783116
12,8,1,1,12.934732210294712,0,3.554967987168772
2,8,0,1,20.587207349956667,1,23.26057569916104
8,4,1,0,18.27480227629654,1,20.869673378596563
8,5,1,1,18.80895754294191,1,21.184197461473268
6,7,0,0,12.894082784497588,0,4.549217888125852
6,6,1,1,18.482955648618564,1,19.971075699383626
9,5,1,0,16.716814115492205,1,19.56555663551216
2,6,0,1,16.693307569229237,1,20.315248512168523
6,7,1,1,17.413036195683972,1,19.84279373146209
4,4,1,1,15.00665306786606,0,7.3667907268489214
8,5,1,0,18.067172430498623,1,20.731347950164952
8,5,1,1,18.67144348385098,1,21.141172774554523
8,6,0,1,16.141595077830086,1,18.735790752208416
4,5,0,0,17.349391792777986,1,20.486239648380927
8,5,0,0,18.276914714545335,1,21.086447887488333
8,6,0,0,16.277390873023208,1,19.305920207102144
5,5,1,1,17.906152502913674,1,19.703998260598087
10,4,1,0,17.00894324890373,1,19.33613522465517
11,6,0,0,20.65824203080603,1,22.319437908524563
11,3,0,1,17.406729785503,1,20.826314000509967
3,7,1,0,15.107823841767532,0,7.278068238665921
15,5,1,1,17.667207522679316,1,20.293271308858376
2,5,0,0,15.93451216684912,0,9.831738108534775
4,7,1,0,17.516681564164376,1,20.18886562908206
9,5,1,0,15.855862050546513,0,9.371937810961048
3,7,0,0,15.766347001534854,0,8.59575939342009
12,4,1,1,14.256103369691406,0,6.343801581844813
8,7,0,0,14.265657391555756,0,5.775645767875162
4,4,0,0,16.437523783111054,1,18.799596089858085
2,5,0,0,17.731380869449268,1,21.64065362828982
6,4,1,0,17.02896812706023,1,20.01652971624475
6,8,1,0,16.55377696265278,1,19.53397235814568
7,6,0,0,16.083115915630987,1,19.118107622408623
5,6,0,1,14.471945199041564,0,6.632897773803356
10,3,0,0,15.061180031590084,0,8.163656600152564
9,5,1,0,13.424778720403747,0,4.917455099776487
7,7,1,0,16.121241140741862,1,18.426515339639774
13,6,1,1,19.792294316352805,1,21.72403099714657
8,3,0,1,11.915876374055127,0,2.204244538662725
9,4,0,1,17.44535890340602,1,20.543609200033657
4,3,0,0,15.382100653764294,0,8.259090980822991
10,6,0,0,12.92119449447258,0,3.654391326111951
12,5,0,0,15.836699249105166,0,8.523975909810902
2,6,1,0,17.359747478611805,1,20.507564187755
15,6,1,0,16.972763644390277,1,18.52468164898756
8,3,1,0,18.287986672631032,1,21.30261398225417
4,4,1,0,15.486605805593562,0,8.400688902914693
11,5,0,1,15.740427963133817,0,8.918199966464355
7,3,0,1,15.749423535444596,0,8.805693131811378
6,5,1,1,16.091081926293363,1,19.069673035905605
7,4,1,0,13.491415120769,0,4.46158446928305
5,5,1,1,13.131893610813838,0,4.436147790292431
6,5,1,0,15.032612059902888,0,7.1392351054661205
8,4,0,0,17.199639249331657,1,20.116901309357115
9,7,1,0,16.641854944996943,1,19.205218164651107
13,5,0,0,16.861489473231323,1,19.157180235678805
8,7,1,1,17.16094362994155,1,19.486137505245125
4,4,1,1,14.466225737091486,0,8.239728208430101
3,4,0,1,13.054712428474154,0,4.597003102575228
8,7,1,1,14.974793621302275,0,7.292631739114075
2,8,1,1,19.320490860511583,1,21.783426054204952
1,6,0,0,16.473630230969118,1,19.11481318494932
9,6,0,0,17.419064060597638,1,19.198644661336665
7,5,0,0,16.30006989648491,1,19.14642916611488
14,5,1,0,15.482234645488882,0,7.230793944662121
9,6,1,0,18.901564026277285,1,20.35263656832071
10,6,0,1,14.504307856869469,0,6.866500189543388
9,7,1,1,16.12441577024333,1,18.592678180721137
9,4,0,0,15.322348662594944,0,9.253993754401307
9,4,1,1,14.558485534392895,0,6.379935452430358
12,6,1,1,17.569863840391193,1,20.665695514414992
7,7,1,0,18.44069404186412,1,20.40641634775975
1,2,0,0,14.954757541950022,0,7.682255790942007
12,7,0,0,16.634632025179382,1,18.66016836944712
3,5,0,0,19.264506754327016,1,22.30564033279036
10,5,1,1,15.109787263794738,0,7.654965705136781
8,7,0,0,16.00571721970246,1,19.74367242375824
11,4,1,0,17.320865942088215,1,19.022180199326197
11,5,0,1,15.502976987985749,0,8.090032036993517
7,6,1,1,16.87918077809443,1,20.0210097650754
11,7,1,1,17.99561036780334,1,20.88169808215587
9,6,0,0,17.99860166447245,1,20.82118798836304
9,5,0,0,19.0062783314868,1,21.00756462176628
12,3,1,1,10.022240141543184,0,-0.9788682235893352
7,4,0,0,11.5385985079057,0,2.488326053854104
7,7,0,1,17.23097423138002,1,20.016765013195887
9,7,1,0,19.489570380940773,1,22.0442634316156
10,6,1,1,19.800118327537405,1,22.28015673720021
3,6,1,0,9.561016835324068,0,-0.7908826981824361
5,7,1,0,17.973823590774614,1,20.734855152285093
4,7,1,0,16.230228973082873,1,18.708228479681992
4,5,0,1,16.63534238687077,1,19.16524693311889
7,6,1,1,14.05035179765365,0,6.519031376594548
7,5,1,0,17.180180752557096,1,19.378882861144017
9,5,0,0,16.45861486589096,1,19.570782883052
6,5,0,0,15.635580047138273,0,7.555551353338178
4,6,1,1,16.750576843097427,1,19.904264596329785
7,7,0,1,14.149687265461,0,6.550603457724021
4,7,0,0,18.371576882755164,1,20.80458117985967
8,7,0,1,17.756805320993298,1,20.079217819196646
2,6,1,1,15.221034951494923,0,8.277751838054453
11,3,0,0,16.293702752085427,1,19.68583217331341
11,7,1,0,14.95896114048956,0,6.581488906889574
14,4,1,0,15.017713496498262,0,7.822562947664485
4,5,1,1,14.410358515373035,0,7.142038191799434
5,3,0,0,17.26816914685429,1,19.552165734749718
9,5,0,1,19.56862691510509,1,20.64990011336063
9,4,0,1,12.39810105762794,0,3.909422564054082
4,6,1,1,15.462576977603778,0,7.628996071099753
6,4,1,0,14.211419452941865,0,6.637951105685835
4,6,1,0,15.641240676265756,0,8.217613801769456
4,4,0,1,17.337209065627412,1,19.86779851486338
9,6,0,1,16.108295324523883,1,18.497928582735927
8,5,1,1,15.230579492614158,0,6.904260983402688
10,7,0,0,12.764103248846892,0,4.384418360196655
11,5,0,0,16.774638320805376,1,19.17607545973453
10,4,1,1,16.715097304394778,1,18.844616684522283
8,7,1,0,16.60964305760612,1,19.23923427059257
11,5,0,1,16.263798349676804,1,18.11621092605364
8,4,0,0,18.837995363682072,1,21.770090579602687
5,6,0,0,15.923359636261026,0,9.204376189340287
5,7,1,0,15.139163074526014,0,8.437168468431963
7,5,0,0,15.49844712093585,0,8.424993993218038
7,8,0,0,19.39793527012524,1,20.951074373953876
4,5,1,1,13.749029541733192,0,6.918758018132563
7,7,0,0,14.380151359178866,0,6.939053333089303
8,4,0,0,13.132450576645834,0,4.628981801233177
7,9,1,0,18.521481096058547,1,20.11753798494881
6,7,0,1,15.179216978659827,0,7.344689588122321
11,6,0,1,16.34415686105528,1,19.393642645863
5,6,1,1,15.669783942834208,0,8.435377907038824
9,4,1,0,17.843828109080235,1,20.69258562125064
8,6,1,0,14.399627551661505,0,6.661481405042524
8,2,0,0,14.88680024031671,0,7.559768076197326
4,5,1,1,20.70956376482156,1,22.65629064173943
6,8,1,1,12.933481377601291,0,4.2187410971121695
4,8,1,1,14.85108824610212,0,6.799054340417981
5,5,0,0,16.72738039582694,1,19.76675933264273
1,5,1,1,13.084586892992558,0,4.637384449315096
7,6,1,1,14.45716486840896,0,6.6947466963457725
8,7,1,0,16.13468023919702,1,19.148720945838477
4,5,0,1,14.912088093505162,0,7.497969951770522
4,4,0,1,17.046490872059692,1,19.688233888093343
5,5,0,1,16.017090999276157,1,19.59752528373495
11,5,1,0,15.875432321839735,0,8.612249115610455
8,6,0,1,20.272037640637468,1,21.432224079200008
10,6,1,1,13.974689518156431,0,5.112085199842248
9,5,0,1,15.143983079034529,0,7.134295456409903
5,6,1,0,14.371334502929155,0,6.581125874208272
6,6,0,1,13.24748276990703,0,4.431163936688083
4,7,0,1,18.445629811281112,1,21.341467886209543
11,7,0,1,16.51274112341495,1,18.53467990474729
6,7,1,0,13.792542132228704,0,6.167283423704293
5,6,0,0,17.35860125444721,1,19.60654797566205
12,6,1,0,15.26009467734452,0,7.992571356711748
9,7,0,0,12.739024779537887,0,4.9018415238526085
6,3,1,0,19.543156976579294,1,22.065998959631017
7,5,0,1,11.346920800392605,0,2.107017501936152
5,4,0,1,16.793424238461906,1,19.58652604819053
1,5,1,0,15.179519977920672,0,8.224306266528957
8,6,0,0,18.33666112592004,1,20.456792189253747
8,7,0,1,17.1999984427041,1,19.72043089587651
6,5,0,0,18.64459007033128,1,21.592111865611106
12,6,1,0,16.67406075907618,1,19.026018490278418
10,4,0,1,10.554476285871452,0,0.6062792048725423
6,7,1,0,13.926835847175354,0,5.318220557546709
8,6,1,1,13.68073990712512,0,5.99394272368041
12,8,0,0,17.088050225071765,1,19.641538297773494
2,4,1,1,15.853490154168565,0,8.637056234784188
10,7,1,0,15.167249340931988,0,7.409810763769076
9,7,0,1,17.925329058692462,1,20.221755485462413
3,4,1,0,14.060414167305494,0,7.00310373135779
2,6,0,1,14.269795938232775,0,6.458700215781643
12,5,0,0,16.63015519179224,1,19.66482988701393
15,6,0,1,14.643808950761487,0,6.56865610366432
4,6,0,0,15.41195507618642,0,8.720941060721575
7,4,1,1,10.561894621515352,0,0.4757645752567449
10,5,0,0,17.024908789619825,1,20.45387650836199
7,7,0,1,14.333395197996914,0,5.475669117723647
2,5,0,0,13.082428208278651,0,5.099324545740887
4,6,0,1,14.5965456244095,0,7.499193668484574
8,4,1,0,15.64529828181212,0,9.029868573180645
0,7,0,0,13.756637993164412,0,6.136225663183233
3,6,1,1,16.80068366462359,1,20.11875146242333
14,7,0,1,16.112798273969343,1,18.66492991259616
6,5,0,1,17.735384818520632,1,19.97789738245395
7,2,1,1,17.445449854820964,1,19.670091174759023
8,5,0,1,13.143608316867798,0,3.74158211066208
1,5,0,0,15.418335533428944,0,8.715757680412144
3,6,1,0,14.642796900373744,0,6.977718571504936
6,6,0,1,20.01893302509545,1,21.97066743920499
5,3,1,0,15.184178062144836,0,8.108349319409522
8,5,0,0,15.653025609688353,0,8.950585675325422
9,3,1,1,16.14536207564797,1,19.683057222456934
11,6,0,0,13.797111076570904,0,5.025124607569352
6,9,0,1,19.496864634034623,1,21.739861577034848
6,5,1,1,17.259368028705637,1,19.923816460260618
13,7,1,0,17.608223340537492,1,18.87907393209617
10,4,0,1,15.221957329176655,0,7.833859033928764
8,3,0,1,19.954623923818893,1,22.552342122668904
9,7,0,1,17.358003652831616,1,19.765779552132415
8,7,0,1,15.60660743551247,0,8.081429561333184
3,5,0,1,16.228419842277674,1,20.378987607454988
9,6,0,1,17.042165798306172,1,19.476061183604465
10,6,0,1,15.621514199107567,0,7.479176510178353
6,2,1,0,18.982222273971463,1,22.20382235834713
6,5,0,1,18.64358937356915,1,21.52089305846224
7,5,0,0,16.304776424984503,1,18.871435073402186
6,3,1,0,16.738007701028714,1,19.69497772099371
4,6,1,0,15.19559131970639,0,8.835093197851354
9,6,0,0,16.952041747696065,1,19.41835325978556
5,4,0,1,13.676012325559794,0,5.231578963922233
9,5,0,1,16.272748630824058,1,20.22146838376427
13,8,1,0,17.43396068586706,1,18.688965501210923
3,4,0,1,18.19795081801453,1,20.253058351183824
9,7,0,0,14.742303261100693,0,6.111023285887801
5,4,1,1,12.122229950538442,0,2.9934918044478778
10,6,1,1,19.475909843525347,1,21.29522200410246
7,5,1,1,12.282552735857408,0,3.009941552137208
11,7,0,0,14.987453015973696,0,6.579235142686592
6,3,1,1,16.24718570311084,1,19.030664797232077
7,5,1,1,16.193432396265386,1,18.78774225716509
9,6,0,1,17.740047443636712,1,21.31926482588993
5,5,0,0,19.03236955469872,1,20.28627626996097
6,6,0,0,20.10061536220114,1,21.897551227848133
9,6,0,0,15.290333169709523,0,7.898250168454975
7,5,0,0,17.124444084760604,1,19.714704006604236
9,5,0,0,12.026151591326752,0,4.103074332904312
7,3,0,1,14.202514732544252,0,7.070129177459104
14,6,0,0,18.763351660927636,1,20.51854123629628
9,3,1,1,16.262304287361857,1,19.27819640068938
9,7,1,1,14.924386406369068,0,7.079387140506279
12,2,0,1,18.8609375358093,1,21.057729013977124
1,6,0,0,17.386170590704722,1,20.1840562886696
6,7,1,0,17.92278173035077,1,20.527944843356817
6,5,0,1,14.275252798625186,0,7.382563827079454
8,5,0,1,14.143226359619057,0,6.2832625358320895
12,7,0,0,15.861344232829548,0,8.33673545109452
10,8,1,1,16.075628962071477,1,18.871599113313525
11,5,0,0,13.483396857610629,0,4.675347957242396
12,4,0,0,16.231252036402687,1,19.40122144565212
14,6,0,1,14.728067536384629,0,6.714321238468244
1,6,1,1,13.367332478556866,0,5.574166858152318
8,4,0,1,14.353134473756745,0,6.9394893438454055
12,3,0,0,16.353278371070168,1,19.0295601358034
9,6,0,0,19.271732724269647,1,20.942415554335
13,7,1,1,13.403471111717204,0,4.714104124480014
11,5,1,1,16.035884668874374,1,17.98644632023953
5,6,0,1,17.153189609808457,1,20.134844162761485
11,6,0,1,19.17838346720128,1,21.3451233079546
7,4,0,0,15.74200678366696,0,9.04995497710022
10,9,1,0,14.960486978792654,0,7.15410469834083
6,7,0,0,14.271663029159289,0,5.613953849505974
7,4,1,0,15.213604807580303,0,8.597647330442697
10,6,0,0,15.112787159534516,0,7.801626905027908
11,4,0,0,14.55321880313669,0,6.234766511907471
4,6,0,1,15.15505615887207,0,8.026756143346157
9,6,0,0,18.1630364859877,1,20.336845279692163
8,7,0,0,15.402403652562054,0,7.117251322117841
7,8,1,0,12.086639022911555,0,3.9633063768531738
11,6,0,1,15.799184898574648,0,7.705222273448365
4,5,1,1,15.291598608496722,0,8.562157018191325
8,4,0,1,15.284630473698035,0,8.17529251751236
12,4,0,1,16.18558230509885,1,18.762316924440285
9,7,0,1,14.846062121798957,0,6.991023338471903
12,6,0,1,17.14978880860887,1,19.97475964061996
5,7,1,0,14.74394221355614,0,7.692855798022683
4,6,1,1,17.98061334451065,1,19.67102913486184
7,7,0,1,15.082416244992435,0,8.038920589468203
8,6,1,1,17.974021813111932,1,20.2913392343266
7,6,1,0,13.328048797385188,0,4.509582007272711
2,6,1,0,13.62952964216021,0,6.131398713099609
7,4,0,1,14.876609335997866,0,7.877885533311093
6,5,0,0,12.249422280024746,0,3.177090745263943
9,5,0,1,16.128000088815757,1,18.67818230150641
6,5,0,0,12.882146928756756,0,5.744361019331889
5,3,0,1,18.134766236861243,1,21.032622115202297
10,7,0,0,11.027204489423534,0,1.108504159903158
6,3,0,0,15.234081658237038,0,7.583438166588581
2,4,1,0,15.264381201997429,0,8.502665962207193
11,6,0,0,18.381856913436632,1,21.486044637856377
7,5,0,1,16.719670565658923,1,19.268184243771227
5,6,0,1,14.526424408322322,0,6.098643087638069
15,5,1,1,15.14972337871648,0,7.704233674340794
8,7,1,1,14.99969094538401,0,7.4454549379442225
6,5,1,1,16.211646044590406,1,18.92850115834003
0,5,0,0,16.842992269740215,1,19.81724688544794
9,6,1,1,15.506491595948065,0,9.408718894982009
12,5,0,0,15.97172066883339,0,8.00341312655401
7,7,0,0,15.637451443394442,0,8.387138772035554
9,8,0,0,14.231893403704987,0,6.674035046084131
5,5,0,0,17.813127223829753,1,20.67622658837572
8,6,0,0,17.630769839429167,1,20.509858718714224
8,6,1,0,14.533201404445297,0,7.716432534865312
9,8,0,0,15.944397212024365,0,9.345512872374318
8,6,0,0,19.10533796245756,1,21.06952512145113
2,4,0,0,18.61924772298129,1,20.76541656508953
8,6,1,0,16.67220090577426,1,19.731953116215145
9,4,0,0,15.769968316640648,0,8.62261454559418
9,5,1,0,13.156762456343523,0,5.517030497527565
8,8,0,1,19.75081241670976,1,22.725712486326863
4,5,1,1,17.226649956522465,1,19.79912380545485
11,6,1,1,16.860181341130343,1,18.785255962284147
8,4,1,1,16.78454337077016,1,18.734248308934813
5,7,0,0,16.00197622461466,1,19.2782327649372
7,6,1,0,17.157009653224623,1,19.674745664517943
10,6,1,0,14.377216231473136,0,5.771626854738455
2,4,1,0,17.36625325460537,1,20.305831887480124
6,3,0,1,16.85152272327765,1,19.42959699439737
3,6,1,0,17.42097215369185,1,20.61936382476688
3,6,0,0,14.264508897619509,0,6.5975791865749365
5,4,0,0,16.59734038687534,1,20.15362675103484
12,5,0,1,15.774306398784832,0,8.611164089907891
5,7,0,0,13.812789268481346,0,6.276381760789407
9,5,0,0,13.955637749235224,0,5.630818287876151
6,6,1,1,15.32163404710332,0,8.695654749592967
3,8,0,0,13.61453489197295,0,4.78579444104033
2,5,1,0,15.4589117517467,0,9.263388603823016
11,5,1,1,14.86577401014625,0,6.359183861396498
6,6,1,1,16.253550901222795,1,19.49724404536475
8,7,0,1,15.061332911951794,0,6.943562860832725
13,5,1,1,13.573181503870924,0,4.681775032399339
7,5,1,1,14.664753445057205,0,8.160639419169526
6,4,0,1,15.913062159301935,0,8.431562912217066
3,4,0,0,16.22150666815148,1,19.117268372178927
9,4,0,0,15.899569561600511,0,9.079543683658606
4,4,0,1,19.73671519111085,1,21.904839964763745
11,5,1,1,18.86147481061917,1,20.252249342681377
13,5,0,1,16.85230214072327,1,18.392929487592085
6,3,1,0,15.400020471479165,0,7.941178620337561
9,5,1,0,16.033387229364813,1,18.679110617230545
2,8,1,0,13.549320407872022,0,5.958561097017425
8,8,0,1,14.673527266573158,0,7.247383334048715
8,4,1,0,16.177938303641625,1,19.574365523488044
11,4,0,1,15.404362549173294,0,7.254208132394456
8,4,1,0,12.529827052986272,0,3.779577264780861
10,3,1,0,14.595803487311006,0,7.354181836233773
18,6,1,1,16.81817823182049,1,18.3352093161378
6,8,1,0,13.53256722090507,0,5.091891461852358
8,7,0,1,17.159965699743854,1,19.57300620501574
1,6,0,0,15.784670320987937,0,8.701792341923506
7,7,1,0,13.10225045418437,0,4.956217715987443
10,5,0,1,16.07416929010273,1,17.732574138301814
5,5,0,1,11.071742171104912,0,1.4973723962016174
9,5,0,1,17.910526062677988,1,20.09379749536225
7,6,1,0,17.60521945724204,1,19.035291132897672
14,7,1,0,13.255659789688412,0,3.873800113908769
6,6,1,0,15.209973611580049,0,7.980492361491193
6,6,0,0,14.035821369186351,0,6.888911537647459
2,6,1,0,16.973688720624214,1,20.00888524783482
9,4,1,1,15.361237163084356,0,8.701052417251812
13,4,1,1,15.51123404954381,0,8.8268862848239
10,5,1,0,18.175908978950837,1,20.04951357553912
6,4,1,0,15.847588755411408,0,9.175011478283178
2,4,1,0,19.082353108072173,1,22.212897101453382
9,10,0,1,18.679591708560324,1,21.01638918547817
14,4,0,1,17.488939285645188,1,20.513238522432207
2,5,0,1,14.458570009701347,0,6.768494571512131
7,8,1,0,17.376330172096754,1,20.501817117872545
8,7,0,1,14.433257957890255,0,5.9578031336709865
3,8,1,0,17.44055824922329,1,19.69198118384633
9,6,0,1,15.77861284738656,0,8.678172567027104
8,3,0,0,14.012919536649123,0,6.348117793694433
7,4,0,0,15.390221439209457,0,8.547662305967794
4,7,1,0,12.870877346194431,0,4.158113871676025
12,7,0,0,14.445692236710949,0,6.443644332651573
12,5,1,1,16.435983699050762,1,18.92576595124472
8,5,1,0,17.290389464059476,1,20.397307516617875
12,2,1,0,13.912362020588784,0,6.001782351818673
7,5,0,0,14.347211611313906,0,7.092039921866276
8,5,0,0,16.87238938755945,1,18.827171794204222
7,6,0,1,14.166858819493694,0,6.5412600256020665
8,4,0,1,19.680475777081163,1,21.636094319162083
10,4,0,1,14.505986810885627,0,7.346436561446065
14,5,0,1,15.938990664762269,0,8.584663537089485
7,5,0,0,19.989698828522314,1,21.314055702433947
9,4,0,0,14.441003544367836,0,6.902308922410179
7,5,0,1,14.655592788475628,0,6.731563795388262
7,5,0,0,13.86768041792709,0,6.134934855835952
4,6,0,0,16.52769673675841,1,19.745750368933304
7,5,1,0,17.13872854017403,1,20.164469119529965
6,3,1,0,19.266280415344937,1,21.481062446864684
9,6,0,0,16.683886940159194,1,18.800133981799465
4,6,0,0,14.708012999702923,0,7.0773669046310905
5,5,1,0,16.854091732647802,1,19.637181257697858
11,4,1,0,16.211005258539956,1,19.60800211365784
9,8,0,0,14.099380863483066,0,5.775834166086269
10,5,1,0,16.411833828648255,1,17.861371577710287
9,6,1,1,17.206213824711458,1,19.647677699253038
10,6,0,0,19.52256092667225,1,22.22102265223372
7,5,0,0,16.590829088426894,1,19.209943852033483
7,8,1,1,16.61398273752171,1,19.02024510912257
4,6,0,1,16.18709398774517,1,19.053964711368774
12,4,0,1,13.640621643404495,0,5.47723833152704
8,7,1,1,15.720739834698715,0,8.525368642361112
3,5,1,0,16.491050087047256,1,19.775716498311656
6,3,1,1,15.217614293267758,0,7.426217794067237
8,6,0,1,11.633226959256106,0,2.3458863603881346
6,6,1,0,16.16841295980546,1,18.75127011885065
7,6,1,0,18.22221530735073,1,20.33280631190722
11,5,0,0,16.696779988970366,1,18.658717339876585
11,5,1,1,19.3669424144336,1,20.914115623874533
12,6,0,1,17.304843128910637,1,19.64482140546837
7,6,1,0,15.132289678741277,0,8.16402252181463
6,6,1,1,13.541129810364856,0,5.2222288839763005
1,6,1,1,17.89136766574898,1,21.55056077636189
7,5,0,1,15.741069887181702,0,8.65229732769978
4,8,0,0,14.433803391276776,0,7.579480960869847
6,5,1,0,18.335087249414062,1,21.392965617959184
12,5,1,0,13.538441773382647,0,5.455597557254047
8,7,1,0,13.0260733952197,0,5.310545786064389
8,4,1,1,18.534689281582896,1,20.97703510649401
5,5,0,1,14.152366020905372,0,6.755140495569297
6,6,0,1,17.29331726971981,1,20.720690140100576
6,5,0,0,14.787146296828064,0,6.654537078729677
10,3,0,0,15.0275966160945,0,7.305678163165525
3,4,0,1,18.550157554560545,1,21.432544945388823
8,6,0,1,14.843536242681417,0,6.82598435065588
6,6,0,1,14.489958192062986,0,7.0621050224420605
8,3,0,0,15.561146610176706,0,8.419270063167552
9,8,0,1,15.315229285812023,0,8.139960123836072
6,6,0,0,16.397907797283228,1,19.078306621501586
5,8,1,1,19.60709935883182,1,22.231363085244496
9,8,0,0,14.32394405628987,0,6.513997040464557
7,6,1,0,15.814600604947092,0,8.833499072561258
4,7,0,0,16.85817211103249,1,20.962458485443392
6,7,1,0,17.999678056663097,1,20.53690364272253
9,6,0,1,12.966637586295455,0,3.394249833029087
3,8,0,0,11.136787657473311,0,1.6016483459488886
7,8,0,1,15.110265616798808,0,8.78574801504214
8,5,0,0,15.062252855871208,0,7.117894868177773
9,4,1,0,14.60505582603552,0,6.95830760537632
7,7,0,0,20.548159296055697,1,22.861557350968997
