individual_age,individual_income,gender,minority_status,credit_score,housing_subsidy,home_ownership_rate
7,4,0,1,22.726925428377903,0,6.39160333433126
7,5,0,0,25.681365665922723,1,16.706232173170225
4,7,0,0,26.367131957947148,1,16.88555360772354
9,5,1,0,26.238871841736188,1,17.359811968742495
5,3,0,0,25.985108681456733,1,17.10618887719237
6,4,0,0,24.907268003664463,0,9.401734435414964
8,7,0,0,23.29232060014457,0,7.116233662291287
8,7,0,0,26.835239629605528,1,18.13926594927313
8,7,0,1,29.200006727628967,1,20.441770161545488
9,9,0,0,23.469170390276112,0,7.758358734340447
9,4,0,1,25.957185925096525,1,18.14383004306784
8,6,0,0,28.019859435109463,1,18.210232770469435
7,4,0,0,28.157264612097343,1,18.52732289188096
0,5,1,1,23.07928877052378,0,6.791569735596707
6,5,1,0,25.43317780277457,1,17.221192933954754
3,5,1,1,23.866508534917465,0,8.697396146502644
5,4,1,1,28.36189771574834,1,19.636313895268867
3,5,0,1,25.08096332722021,1,16.456194990842025
9,5,1,1,25.32103882682208,1,16.534762517244346
7,8,0,0,23.357057760816417,0,8.242920861429454
9,7,0,0,21.196286246019127,0,3.4174098393065133
5,6,0,0,23.826502359169595,0,8.524510613871099
8,8,1,0,26.24137122563472,1,17.511817648542205
4,6,0,0,25.245120136819143,1,16.816289179484162
7,7,0,0,24.721201266140643,0,9.357535709207314
9,5,0,0,22.71908570516076,0,6.251505909604023
4,8,0,1,28.9657040035527,1,18.927310438862616
14,4,0,0,23.65535474007,0,8.649252758995965
4,6,1,0,25.541820859958328,1,17.034498800387123
6,5,0,1,27.08242900051087,1,18.14012110816761
7,6,0,1,27.538649782098176,1,18.228845504434943
5,7,0,0,26.806943288125545,1,17.797037161134853
9,4,1,1,24.217018505122407,0,8.921454627460628
5,3,0,0,26.78881254977777,1,17.864802336230042
9,7,1,0,27.13141572526348,1,17.96041965033717
8,6,0,1,21.93684332875917,0,5.000971547565367
10,7,0,0,27.540334310904143,1,18.62235530311299
8,5,0,0,23.7825439453964,0,8.647609828617409
4,7,0,0,25.27505687847624,1,16.363885593413585
10,5,1,1,23.87558604238017,0,8.497261402194054
8,6,0,1,24.42192990214781,0,8.880257379569665
9,6,1,0,26.114603086821223,1,18.052509557762864
9,2,0,0,29.23965406575905,1,19.853256746006306
3,4,0,0,24.85191199610223,0,9.579690033572437
10,5,0,0,25.75270602719209,1,17.507389736973547
7,6,1,0,21.988698340221223,0,6.025925589530304
3,2,1,1,26.69214490996575,1,17.174785351195098
3,2,0,1,24.00909333442264,0,8.043333204083078
4,6,0,0,24.90136910107894,0,9.799418811262267
8,7,0,0,23.0476668864752,0,7.384114055251435
6,7,0,0,23.15362326462186,0,7.071534910415036
11,5,0,0,27.347619153945367,1,18.004110309517365
5,7,0,0,23.70471822155791,0,8.350148263986574
6,5,0,0,21.68279680625374,0,4.812301154023127
10,5,0,0,24.106884336792945,0,8.387253784160466
13,6,0,0,22.59506202199983,0,6.22631066312212
10,6,1,1,29.59015831840638,1,19.34792472073256
6,6,1,0,20.827752313475763,0,4.103590425464809
12,4,0,0,22.763838010224102,0,6.623697932128657
11,6,0,1,26.836680093905965,1,17.846820268329353
4,4,1,0,25.049967966241084,1,16.54289796642074
4,5,1,0,26.004532716679435,1,16.8112334129457
9,5,0,0,24.910721042878457,0,9.784893238846749
7,3,0,0,22.566463991118965,0,5.839716317500262
8,5,0,0,25.445811464328496,1,16.697929919091152
3,5,1,0,24.89176499418545,0,9.536317695633716
5,7,0,0,26.29013531721313,1,17.143413063834814
7,7,0,1,24.91293177974088,0,9.44399484312144
6,8,0,1,24.96103002234287,0,9.181455871890591
6,5,0,0,24.684527422681125,0,9.18842337586069
11,6,0,0,27.999506091868984,1,18.6426715708006
3,4,0,0,21.91318377405084,0,5.0938209960582
5,6,0,0,21.68840189557703,0,5.328614139538753
8,7,1,1,27.628363461649037,1,18.666887344910418
8,4,1,0,24.130286056956876,0,9.216621178594172
7,4,1,1,22.28113427325818,0,6.761491980993386
10,6,0,0,24.032214821102517,0,8.602160626454777
12,5,0,1,28.2154354339222,1,19.585643299161283
12,5,0,0,27.35485900855109,1,18.879229032736408
8,6,1,1,23.109647486355524,0,6.986596794034761
11,6,0,0,27.961677567649545,1,18.19595276948282
5,8,1,0,25.44817477298631,1,17.363729364069147
9,8,0,0,23.287058722693928,0,7.623462897118301
10,6,0,0,22.58939255746781,0,7.779851899603128
7,7,1,0,23.89285054070848,0,8.41718453702226
12,3,0,0,24.42125245683309,0,9.906260655832837
4,6,0,0,27.37460429004446,1,17.660402743231707
10,3,1,0,26.374273515177748,1,16.750557815141704
9,6,0,1,25.510948889664338,1,16.658438813715975
4,6,1,0,21.97883621886055,0,5.240611902664303
6,4,0,0,24.292294823221365,0,8.895944919404727
6,5,0,1,28.303256753069316,1,18.43697438360014
8,4,1,1,25.44261814504034,1,17.17008764510748
5,7,0,0,25.458374131045947,1,16.41357117556348
9,8,0,0,24.387671128569,0,8.99316977428611
12,6,1,0,24.60847639902524,0,8.548352891794158
13,6,0,0,26.091666162002827,1,17.85159572305206
11,9,1,0,25.6624886471666,1,16.551912200537952
7,5,1,1,24.74015957346816,0,9.752539595729182
8,5,0,0,26.588831760108643,1,17.98000182461244
5,3,0,0,25.228476665908357,1,16.461453634838954
1,4,0,1,24.327961432451914,0,9.056708825471922
8,5,1,0,24.160127135505245,0,9.266388534564705
7,6,0,0,24.85896637787465,0,10.661297239726505
5,6,0,1,24.377687826694157,0,9.166548233107935
8,4,1,0,25.334270732851472,1,16.65716911125948
4,4,0,1,24.08493973992476,0,8.718585513721514
7,3,1,1,22.57409833266341,0,6.714454912814139
6,6,0,0,27.469158311431404,1,18.20361607819177
5,7,0,1,24.61920685852006,0,9.022738643296114
7,8,1,1,23.63899349737825,0,7.659627676453093
6,5,0,0,25.65275332398623,1,17.00216267310175
13,4,1,0,26.267325220930708,1,18.260014520364237
2,4,1,1,26.028254834543866,1,17.09867036703354
6,7,1,0,24.30653108650206,0,8.425518283920624
8,5,0,0,25.30113402734184,1,17.27244879617759
6,6,1,0,27.726358833102005,1,18.743043067371865
9,7,0,0,25.67745149519394,1,16.75821623217018
3,5,0,0,24.471729183629463,0,8.802095686617186
5,5,1,1,28.00796038906716,1,18.527326055566533
11,8,0,0,26.088555977466992,1,17.975185134740055
10,7,0,0,25.395722979723683,1,16.82634909521371
9,3,1,1,24.534549907448596,0,9.107540374927016
4,4,0,1,23.868323033793175,0,8.202458122978227
9,7,0,1,25.925984809789444,1,17.227021150589646
6,5,0,1,25.248533668227303,1,17.12576268843764
13,6,1,0,26.578031738400096,1,18.451336540159808
10,4,0,0,26.27760772536303,1,18.34118759995885
9,4,0,0,24.16377761691884,0,8.98246114206692
7,3,0,0,27.08151406494768,1,17.651571280585824
8,6,1,1,25.957997529612477,1,16.64527173200649
7,6,0,0,22.266118308878,0,5.993486936017323
5,2,0,0,26.10758530003645,1,16.735552955157818
10,6,0,0,27.674152964045263,1,19.179838424415543
8,8,0,0,24.825453132686096,0,9.646510189100718
4,5,0,1,26.98082314802997,1,18.37513143838638
11,7,0,1,24.60734462893972,0,10.009229967444409
10,6,0,0,20.91464013865197,0,3.922004122919981
14,4,0,1,27.01268744690989,1,18.07726695845133
9,5,0,0,26.382516822838877,1,17.59867344691915
13,3,0,1,22.956081611314808,0,7.920960768442219
10,4,1,0,23.96450865709047,0,8.944859975056941
10,6,0,0,28.57685226086192,1,19.72768567171525
5,4,0,0,24.27254895111581,0,9.902348526848067
3,5,1,0,28.99458434017675,1,18.83835477027661
2,8,1,1,20.4573511561795,0,2.8099596857388898
9,4,0,1,20.128845801024543,0,2.853497024840152
10,5,1,0,22.489040840488972,0,7.068789948522465
11,5,0,0,23.55924365202879,0,8.901954622156676
9,5,1,1,24.58786999667407,0,9.771856737954003
9,6,1,1,27.09576886308814,1,18.046709224725305
8,4,1,0,24.615460344932384,0,9.86817035586992
12,5,0,0,27.589688419461663,1,19.163434796441354
8,6,0,0,25.132289124834266,1,16.077154130713506
0,5,1,1,26.94318948469146,1,17.631001388845547
8,5,0,0,25.210800524011663,1,16.834444826476094
2,5,0,1,27.20860728837957,1,17.68246432315889
7,4,0,1,25.505739038875504,1,17.605924292139193
4,4,0,0,25.799307420498607,1,16.58212826250668
11,6,1,1,26.43816445655321,1,17.31666466683148
2,5,0,1,23.90091200813433,0,8.522526036930874
10,4,0,0,27.40712368598537,1,19.645583082000247
10,4,1,1,25.254859323463275,1,16.51792426710787
6,6,1,0,28.16986350278572,1,19.30081702012859
5,7,0,1,23.169485524714737,0,7.251657569472637
13,7,0,0,24.149206147065712,0,8.717776715743424
11,7,1,0,24.414601635914277,0,8.538901896566463
4,6,0,1,24.99647553563411,0,9.734812241064658
10,7,1,0,22.687326621866035,0,7.156876630550496
4,6,0,0,25.344081803312434,1,16.7375084881065
8,7,0,0,26.260513862834586,1,17.078950557166987
14,8,1,1,25.33659996851961,1,16.893673679463905
9,2,0,1,22.91134014475016,0,7.441159582443813
6,8,1,1,24.241524119206016,0,9.336963246838687
3,8,0,0,26.839126261114764,1,16.97971830257936
9,2,1,0,21.54706465243174,0,5.6430511204388045
6,7,1,0,24.810701673788454,0,10.031511751390154
4,5,1,0,23.824051274505354,0,7.551805573412925
14,7,1,0,27.92857037985722,1,19.16417574224497
9,6,0,0,21.677348819881523,0,5.564261277693296
11,5,0,0,27.389834019500874,1,19.191418350690917
4,3,0,0,23.572323481501087,0,7.410690919953777
4,3,0,0,23.693882941954087,0,7.361081455959069
3,5,0,0,21.41065607873744,0,4.128596708230226
8,6,0,0,23.45115770809656,0,8.005014802328343
9,6,1,1,25.39189248060629,1,17.10458883898816
9,5,0,0,25.66257362903196,1,16.90620124925666
6,6,0,1,25.871693894858133,1,17.00272471144129
7,3,1,1,26.33024757890371,1,18.14515081757205
8,5,0,0,23.43310598492547,0,8.112322627965073
2,7,0,0,25.80121069079692,1,16.92936204484171
13,5,0,0,23.03437594721161,0,7.517441895968629
6,3,0,1,24.306072367047825,0,9.440006553191228
7,6,0,1,22.240784787754468,0,6.224209021225764
8,5,1,1,25.2868658323134,1,17.047995772768328
6,4,0,0,23.063884112731994,0,7.73889591548186
16,6,1,1,22.611283234557877,0,6.877155360356633
2,5,0,0,24.350049855951724,0,9.715439210838763
3,4,0,1,26.12581578200732,1,16.423171324959384
7,5,0,0,26.41970851813404,1,18.088469721619383
12,7,0,0,22.93129552513449,0,7.180908668455347
7,3,0,0,24.36961693773232,0,9.997264652780228
6,5,1,0,26.794611669044027,1,17.65893232372654
4,6,0,0,24.533081335536338,0,9.82462240386644
9,5,1,0,27.30844631312971,1,18.93029078193793
9,2,0,0,24.917211079664646,0,10.73311391466454
11,5,0,0,25.0672185814214,1,17.000482437595686
10,5,1,1,25.3125330703926,1,16.009472997249922
8,7,1,1,23.837669352493336,0,7.682884263446335
7,5,0,1,24.974842282330226,0,10.374053194135108
1,3,1,0,23.63784778027341,0,7.4773534212921025
8,5,1,0,20.56826539449537,0,3.9771837856762
7,8,0,1,28.10646108457392,1,19.89588658989665
10,6,1,0,23.98586214455709,0,7.550628873113926
10,5,0,0,27.57988531298559,1,18.24219457182803
11,6,1,0,23.92092755629137,0,8.281281780222354
4,3,0,1,20.934739489807058,0,3.454473350405229
9,5,1,0,23.521788977439854,0,7.907906905384226
9,5,0,1,24.38783388592254,0,9.2363763070045
4,6,0,0,23.07818272374956,0,7.470015971728542
1,4,0,0,23.68888212201681,0,8.18938949186853
7,7,0,1,25.611131138008098,1,17.12353101889862
7,6,1,1,20.926088217754604,0,3.964676045219319
5,7,0,0,23.65320794945104,0,7.700807173672022
8,8,0,0,23.705634486942312,0,7.496673704702753
9,7,0,1,26.040669710945878,1,18.155585199602108
3,6,0,0,25.1961411951887,1,15.522668837569125
6,5,1,0,21.88031314308863,0,5.024678444406759
7,5,0,1,25.271907623166285,1,15.982554698361204
15,5,0,1,27.456384403236285,1,19.07722201502157
5,7,0,0,21.069938723532577,0,4.656072034947095
8,7,0,0,25.81493780789971,1,17.232678068085722
5,5,1,1,22.32818698139788,0,5.983736908829665
7,9,0,1,25.016570210411352,1,16.531019280791938
6,3,1,0,24.502273247393216,0,9.80578924139709
11,5,0,1,24.700601911143437,0,9.608642928575629
5,5,0,1,24.196510862479027,0,8.379697622109761
8,7,1,0,21.658057064537008,0,4.967159939717766
7,4,0,1,27.24222040486588,1,18.39511317244722
5,7,1,0,22.81078054373258,0,6.26431322384453
11,6,0,0,21.538988351396117,0,4.70362843782908
7,5,1,0,28.01392346597748,1,19.330825531024416
0,6,0,0,24.868883323006813,0,9.498464220193457
8,7,0,0,26.574640310493358,1,18.274992486473167
1,7,1,0,25.43040685597355,1,16.22599668796697
4,2,0,0,25.508370342306424,1,17.530751279518793
6,6,0,0,27.957903903009083,1,18.86287645049166
7,3,0,1,23.33115776637797,0,8.048172355087432
2,6,0,1,25.774969332005668,1,15.867231525073375
13,5,0,1,21.60713777045998,0,5.662440607064035
9,3,0,0,24.87880106931073,0,10.469404574039926
11,4,1,0,26.32002829921,1,17.78329636159692
8,5,0,0,28.182652806967297,1,18.51095591240225
7,4,0,0,23.538765913294483,0,8.50168817952679
12,6,0,0,26.260066592286154,1,18.18365835773608
10,7,0,1,23.2370347138079,0,7.167922817559005
10,5,0,0,25.4970215300819,1,16.829573941677744
6,6,0,1,25.63696308258245,1,15.70154300759248
4,8,1,0,26.352826086689177,1,17.138653247725923
6,3,1,1,23.678245512771134,0,8.033291107985427
8,4,0,0,26.810533499036158,1,18.558071409621743
8,4,0,0,25.948244480716607,1,17.878050185018722
5,2,0,1,23.9995072350958,0,8.51550008474005
15,8,0,0,22.71308570408576,0,7.053478399638852
10,5,0,0,23.1995184983456,0,8.431213448789423
5,7,0,0,26.706236909698447,1,18.14460778028242
9,5,0,0,21.793170462639026,0,4.968210306394093
7,8,0,0,25.940864296357187,1,16.973888249176213
8,6,0,0,24.7343597347354,0,9.840665871562246
10,4,1,0,27.47777877153452,1,18.17397796293668
4,6,1,0,23.172472814156155,0,7.189731647648042
6,3,0,0,30.274661114213835,1,21.03664542330734
12,5,0,1,24.14374426162213,0,8.789465383854148
6,5,0,0,25.027014093322595,1,16.776480985046916
6,5,1,0,26.29160568808052,1,17.4881357547189
3,4,1,0,24.57343805717191,0,9.625205435078335
13,5,1,1,23.708531867626988,0,8.231402302691468
7,5,1,0,25.61974763766717,1,16.139621492244963
11,5,1,1,28.455652169058627,1,19.789987116197587
6,7,0,0,26.222210047302337,1,17.244218648894975
5,7,0,1,24.309919003534908,0,9.36761966203826
9,3,1,0,26.178625146016717,1,18.26960419939624
4,4,0,0,27.855048896479147,1,18.9511118327985
8,4,0,1,24.287471156781294,0,9.194411616254074
5,6,1,0,27.985651072447027,1,19.472874925988105
12,3,1,0,24.300267055980463,0,9.146595625534117
10,7,0,1,24.780175297989224,0,10.91710860922448
5,5,0,0,26.920187768593383,1,19.006566972567075
10,4,1,0,23.911810185166058,0,8.594292547588763
10,6,0,1,24.98443018441807,0,10.555787556232826
12,4,1,1,23.560079959420698,0,8.402431743469336
10,6,1,0,24.1501807895362,0,9.169976377201204
12,5,0,0,24.19187274545336,0,9.503671824164492
11,4,0,0,26.678197356933538,1,18.18064701875825
10,4,0,0,23.11188443977125,0,7.726833599371146
9,5,0,0,25.432978358782044,1,16.97400758007676
8,4,0,0,21.01182002235203,0,4.3244622152677685
9,4,0,0,28.081336422950592,1,18.56451239681078
7,4,0,1,23.441232327062394,0,8.866063175386603
6,6,1,0,27.219793596542704,1,18.720921191228665
6,8,0,0,27.3191860754022,1,17.163988712211687
10,5,0,0,25.63010271973344,1,16.273705061148117
8,4,0,0,25.669052154006657,1,17.258142191778656
10,5,0,0,24.95736738968917,0,10.695148660262388
6,5,0,0,22.469939524661967,0,5.785732560842924
10,6,0,1,24.7800211978772,0,9.686768871662723
13,3,0,0,23.34289577647404,0,8.273365287400022
4,6,0,1,28.149871617405097,1,18.6528613207276
8,6,1,0,27.56922170489664,1,18.13380264371976
9,4,0,0,24.824660510531437,0,10.5238716307783
14,8,0,1,24.94697193416755,0,10.840172671568036
6,6,0,1,25.14353271802086,1,15.955820016093933
3,6,0,1,24.28737789911597,0,7.907802054538846
8,4,0,0,24.70489315897783,0,9.667889743959623
8,5,0,0,23.75564897388716,0,8.275393211843603
10,4,1,1,24.8414538478708,0,10.588036781704892
13,5,0,0,23.76354945232535,0,8.970316504716614
3,5,1,0,20.84776786456284,0,3.692506682037892
3,6,0,0,26.57539643262035,1,17.091713302099375
10,6,1,0,25.54628236991528,1,17.98718008791261
10,6,0,0,25.372723984261235,1,17.090642215254675
10,8,0,1,29.94126239162704,1,19.87233437314204
14,5,0,1,24.73456113826177,0,9.819368054131946
6,7,1,1,26.260686595354883,1,17.525436263350084
4,5,0,0,27.256290149824054,1,17.780795369069818
7,8,0,1,25.519842958410244,1,17.139180242838354
8,5,1,0,25.124246860006945,1,16.50921070652094
10,4,1,0,21.62534265925503,0,5.724958597678647
6,5,1,0,29.115767201577697,1,19.494742840939832
7,6,1,0,24.422390468161083,0,8.756728425393602
6,7,0,1,24.93897165988777,0,9.139881305168782
7,6,0,0,25.85680612317425,1,16.978821652854148
7,6,0,0,23.15927752106824,0,7.672004741182355
14,7,0,0,27.050601217127973,1,17.803137965064018
7,6,0,0,25.52378448413578,1,17.724278219391973
7,5,0,0,23.01650391546205,0,6.823823213754346
13,6,1,1,29.594478971163905,1,20.685298106990757
5,5,1,1,20.240820350623466,0,3.487405329491248
5,6,0,1,24.62636695358537,0,9.63486809102636
9,5,0,0,23.197464363249907,0,7.425845572075023
8,5,0,0,23.728285546695297,0,8.245823555076479
15,6,1,0,26.745357479815123,1,18.613027300836062
12,7,1,0,21.853519200406232,0,5.19873666483906
7,5,0,0,24.878815085655397,0,10.540920481081024
5,6,0,0,25.424622829705434,1,16.850934255750712
5,5,0,0,25.49654616856211,1,16.72064435602606
5,4,0,0,28.17807852530152,1,18.773317342792467
10,6,1,1,24.338901357699385,0,9.05475853618464
12,7,0,0,24.538024173081443,0,9.593910965368568
13,7,0,0,25.73296922478521,1,17.306343590564992
4,6,1,0,22.880594509695246,0,7.313767933996597
4,6,1,1,26.479644358550008,1,17.445914996502328
9,4,0,0,30.005987924242103,1,20.151460924217428
9,7,0,1,21.77089760181728,0,5.455051002313643
6,6,1,0,23.02373883952656,0,7.700760976687577
4,5,1,0,26.046151224342044,1,17.92796956779893
6,5,0,0,22.95850995973734,0,6.374239694489646
9,8,0,0,24.8845525990225,0,9.872756830406114
13,4,0,0,25.68964057274556,1,17.819141188645837
5,5,1,1,23.68885264576898,0,8.428120140617146
10,6,0,0,22.8641447956436,0,6.141221978463559
7,5,0,1,25.298324440631564,1,16.987776069003573
9,5,0,0,22.06857601087909,0,5.101754139673279
9,6,0,1,25.270351707761133,1,16.731580239627142
9,6,0,0,25.084032515103807,1,16.496317122581843
6,7,0,1,25.03354673709519,1,16.565048845411376
6,7,0,0,22.85020643885882,0,6.758890428035326
5,7,0,1,25.059375373738263,1,15.900406157653492
9,5,1,0,26.365736975696777,1,17.29309602441417
14,6,0,1,31.02056606715061,1,21.43637398093077
7,4,0,1,23.200098369763637,0,7.229437207672586
13,6,0,1,23.37825197960312,0,7.944188133307888
12,7,0,0,19.94989408852912,0,2.918676212887345
4,6,1,1,26.483356830791145,1,17.566369345747653
8,4,1,1,23.43709198885196,0,8.12177393990904
10,7,0,0,26.37456130104684,1,17.102384618723892
4,5,0,1,22.13994763678956,0,6.074969830306639
5,6,0,0,23.34095779982364,0,7.725710013803181
7,7,1,1,30.16178525057635,1,20.10483743331692
7,5,1,1,24.44673006358834,0,8.813485906055318
7,4,1,1,28.71853935274508,1,19.3422758195128
4,5,1,0,24.26833312589964,0,9.26350083568417
6,6,0,1,22.42825934319898,0,5.892947597777079
8,4,0,0,25.960733239784027,1,16.488441642330915
3,7,1,0,25.34349720745128,1,16.240418837101398
11,3,1,0,23.24327955050423,0,8.13358284240529
11,4,1,0,26.9451937412408,1,18.00963423677394
9,7,1,1,25.274900319253533,1,16.067189232911602
9,3,1,1,23.73946133651839,0,8.0435864510682
9,9,1,0,25.434488896405615,1,16.23598059846382
6,6,0,0,26.704036415629524,1,16.965609530492394
10,6,0,0,25.28476291389541,1,16.321339713558682
3,3,0,0,23.340728010163595,0,7.288660764290175
8,5,1,0,28.27640157539393,1,19.09827398010066
5,4,0,0,26.910422915354133,1,17.707427592099098
8,7,1,1,24.105552529591264,0,8.35892807506335
6,6,0,0,25.552110671816287,1,16.679911499551956
10,8,0,1,24.44548520086475,0,9.661000879480952
9,5,0,0,26.23160929647724,1,16.79422736096388
6,5,0,1,27.606225676002136,1,18.973220498927752
6,7,0,1,25.99579043491688,1,17.981657048264733
11,3,0,0,25.954646054302124,1,17.329141086074827
13,2,0,0,25.51883214803868,1,17.12415187068325
6,8,0,1,25.30636346665464,1,15.155678085804968
8,5,1,0,25.176998429691423,1,16.83084519031361
6,6,1,1,23.539566240017017,0,7.7284134047737885
5,5,0,0,28.70997756648529,1,19.663506151365063
16,7,0,1,24.693971731493665,0,10.63300014738974
5,4,0,1,26.40653053385684,1,17.040450346241453
-1,6,0,1,25.58291918684289,1,16.292691619684675
12,5,0,1,27.13297606392617,1,18.006430573396432
3,5,0,1,22.263368162964312,0,5.294580887592349
4,5,1,1,25.913819515941057,1,17.201291043407263
11,6,0,0,27.14543384073391,1,18.21766860242629
8,3,0,0,27.36187350951722,1,17.56041319122078
8,5,0,1,24.359871285989957,0,9.398976663404165
12,3,0,0,24.894611305876225,0,10.136671405865547
9,4,0,0,28.010901931111043,1,18.15005146996435
11,8,0,0,25.7816300863841,1,17.040355850788288
12,7,0,0,25.47506578721193,1,17.370326280433222
2,6,0,0,23.23948132866985,0,6.773497905351975
8,4,1,1,24.898310630143627,0,10.628072236119603
10,7,1,0,24.65505681243445,0,9.439196670997442
10,4,0,1,23.99761374525977,0,8.085517438446722
11,5,1,0,26.86072405502357,1,18.073109077834964
12,8,1,0,22.38358115762872,0,6.146029157393048
1,5,0,0,24.02211719266867,0,8.289791816166503
11,8,0,1,23.379756218881926,0,7.737857692695299
3,4,0,0,24.149178499179527,0,8.646901040059943
10,6,0,0,24.28330426316651,0,8.653670630804756
7,6,1,0,25.21745541745899,1,16.51645539320975
6,5,1,0,24.01565190555428,0,7.951254333721775
5,3,1,0,29.090589765612787,1,18.835207055123227
6,7,0,1,24.4097489521127,0,8.348691431843985
10,5,0,1,24.859184806913724,0,10.143866147691318
0,7,0,0,27.856826426379005,1,19.00839294407364
8,3,0,0,24.34780590093392,0,8.685295543832405
9,4,0,0,28.21758458252114,1,19.05697442617853
14,5,1,0,26.6549176100831,1,17.897105095424468
2,5,1,1,25.257835590055063,1,16.63807024466026
5,6,1,1,25.95018480327235,1,16.93133490833813
7,8,0,0,22.87647942356968,0,7.057150508945928
7,3,0,0,25.18571873235189,1,16.484455752327218
7,7,0,1,28.871420789182643,1,19.78354330211488
10,8,0,0,26.203665899359784,1,17.046218826229538
8,3,0,1,23.28735972845187,0,9.08988593633337
10,7,1,0,29.46836984057128,1,19.701493081264573
8,5,0,0,26.9660900631243,1,18.549791191754384
9,6,1,1,22.214937421983198,0,6.483790543721845
6,7,1,1,26.31656305475474,1,16.805537955363405
10,3,0,0,24.8556112068484,0,10.642234295201169
7,5,0,0,25.159847183598984,1,16.619227816021695
6,5,1,0,26.317093109977453,1,17.28293389358577
1,7,1,0,24.73029217028438,0,9.57403148264936
10,4,0,0,28.584001212957705,1,19.38432027053319
3,6,0,0,23.23965149105828,0,7.228297156852213
8,7,0,0,25.28279477387825,1,16.586378761840002
10,5,0,1,26.47076256150932,1,18.46414834300412
7,6,0,0,21.20464240829141,0,4.42022531316933
8,5,0,1,23.67642519221936,0,8.237566225067727
5,4,0,0,24.54567215734406,0,9.479075979872704
10,7,0,1,21.08743869551333,0,4.115331164730137
14,7,1,0,26.298087120164773,1,18.12579345035896
4,6,1,0,24.82848708660753,0,10.652623082913523
11,5,0,1,25.99851093324536,1,17.104786818056077
10,8,0,0,23.79214395554966,0,8.90868261018256
4,4,1,0,24.232320151679488,0,8.870700385570478
6,3,0,0,24.781993222710025,0,9.982380652152072
9,6,0,0,27.827452199571795,1,18.01067799736815
10,4,0,0,23.653172913214476,0,8.316633034871122
10,6,1,0,24.430800182299112,0,9.527805269955609
4,7,0,0,27.62746975122404,1,17.598086661311513
9,6,0,0,29.612047496947643,1,20.398300063272007
6,4,0,1,24.149881946898407,0,9.58453528242314
5,7,0,1,28.09394344157064,1,18.831485707540576
4,6,0,0,29.527259874396385,1,19.77367762675173
7,4,1,0,23.39058973802747,0,7.420184965173436
4,6,0,0,25.34247969703904,1,16.215592247778478
3,6,0,1,23.87172791953226,0,8.883433309710933
