age,income_level,gender,minority_status,political_engagement_score,policy_participation,post_policy_satisfaction
13,3,0,0,10.122698790059788,1,20.787353003339103
12,3,0,1,11.075764840040412,1,21.19181006357812
9,9,1,0,7.108901774737005,0,8.162964704073051
4,7,1,0,10.64721743784315,1,18.830223595433484
3,4,0,0,11.08208843136871,1,18.511521922015064
3,4,1,1,11.10343690871099,1,20.367754714708084
5,4,1,1,11.819302347759596,1,20.563334717299835
5,6,1,0,8.000495733477583,0,9.229027262180107
8,7,1,1,9.842284947047512,1,19.6562793851554
7,5,1,1,9.657359891122264,1,20.175227814394248
8,5,0,1,10.040228976581348,1,19.585088665738844
2,6,0,1,7.306463734083839,0,7.349521206381935
5,8,1,0,9.603120979994722,1,19.035138661215303
6,7,0,0,8.91125010989077,0,10.856185669377108
8,5,1,1,12.596719265025024,1,22.460335699976454
9,5,0,1,10.446487771803245,1,21.19529325207104
2,6,0,1,10.861816345825757,1,19.35263094348066
10,7,0,1,10.794776335671283,1,20.94309766792308
6,6,1,1,9.3924271978523,1,19.31625937069145
6,7,1,1,7.413581929741326,0,8.777857232912464
2,5,0,0,10.357129215045024,1,19.164784052023386
2,4,1,1,7.90189248800179,0,9.379087565875407
8,6,0,1,7.461828343192367,0,8.865208251552186
8,5,0,0,11.598197129843474,1,20.820144642262715
6,4,0,1,7.606087337880282,0,9.274576768486009
8,6,0,1,6.421134826349473,0,8.124994555065227
6,7,1,1,8.10102188190589,0,9.56230752307228
7,4,1,0,5.717596651445417,0,6.78949774836081
10,8,0,1,7.516278291470441,0,9.304539528424469
9,4,0,0,7.342382586954184,0,8.295331053940354
3,4,1,0,11.438862289029055,1,20.52287793958595
9,5,0,1,8.137547008027244,0,10.043007001423172
4,7,1,0,7.729684442786767,0,8.994325978448407
9,5,1,1,5.237441080560098,0,5.239418576239547
7,5,1,0,8.434708574346947,0,9.267157351674054
6,5,0,1,14.97682678614026,1,23.142767334731893
7,5,1,0,9.73415444293748,1,18.781694177245253
13,2,1,1,9.396523671315697,1,20.81414337435235
8,5,1,1,9.87559477576404,1,20.45533756352337
16,8,0,1,11.448466828085545,1,22.516259948382544
8,5,0,0,5.700341672590994,0,5.955541940945922
10,4,0,1,8.642201607564157,0,10.649093571621998
11,7,1,1,3.4703099393611865,0,3.9822825213947306
8,5,1,1,6.1784936806664295,0,7.16395466030522
6,4,1,0,5.052134211412197,0,3.904316920734676
9,4,0,0,5.216587962627615,0,4.561648951641439
8,5,0,1,9.15166334561737,1,19.567039824296067
7,6,1,0,10.19521165513599,1,19.201502744164596
7,4,0,0,10.974579238439814,1,20.71717133291742
12,6,0,1,8.2530132755627,0,10.151333481884436
8,5,1,0,8.868559843101798,0,10.32184286144596
9,6,0,1,8.7683358536892,0,11.048425372884376
8,5,0,1,10.685230713206632,1,20.886792584035557
10,4,1,1,10.219353030139263,1,20.798177132873917
12,4,1,1,9.908342675237227,1,20.637585936231364
10,7,1,1,7.641609778523812,0,8.773224035911408
6,6,1,0,5.546411093097454,0,5.668405784597888
4,5,0,1,8.701604715245873,0,10.276547840394349
5,8,1,0,7.629400906530589,0,8.592993096079232
7,6,1,0,7.862121926598763,0,8.235095753491407
9,7,1,0,10.051800069392224,1,19.03518524493648
7,7,0,1,8.871449719805389,0,10.5642135398528
8,5,1,1,12.810115709043137,1,23.003386298172305
5,4,1,0,9.879372699514542,1,19.8938199160361
9,4,1,1,9.965041040003024,1,19.782601003499902
9,7,1,1,8.924665814813114,0,11.023083788199646
6,7,1,1,8.413486202025743,0,10.379655632020167
9,5,0,1,8.118127309727104,0,9.0378831679372
9,8,0,1,7.547172040521932,0,9.167723317992458
10,6,1,1,7.234278428433939,0,8.79595877111443
12,4,1,1,7.215548587364369,0,8.356963823254375
5,3,1,0,10.412069699172408,1,19.805933310698084
11,4,1,0,8.225020999366876,0,9.813331832015368
2,5,1,0,8.424230429199909,0,9.43338193387934
2,6,1,0,7.508362746365551,0,8.843661093176573
7,5,0,1,12.611927868869056,1,21.863633162516216
5,5,1,1,6.842119105051951,0,7.831422210629018
11,8,0,1,11.820908169813478,1,21.87272370236201
8,3,0,0,8.52982523769379,0,11.113809553860666
9,5,0,0,11.200069834475803,1,21.498946594021923
13,6,1,0,8.65135294465458,0,11.462788968341965
6,5,1,1,10.97707808787068,1,20.225105249281945
10,6,1,0,11.237413171487598,1,21.645838106779944
9,6,0,0,8.670527856838365,0,10.484536016119351
10,4,1,1,7.910851179591936,0,9.668224138783655
1,5,1,0,8.151666346549051,0,10.230003941036928
6,7,0,1,7.1237488937538815,0,8.791529330941348
9,10,0,0,6.5175538856369934,0,7.42443695189451
3,5,0,0,8.627678563695222,0,9.511448104360142
2,6,1,1,10.07045845824237,1,19.170031640113518
10,7,1,0,9.512630656149089,1,19.50780550405592
3,6,1,1,10.679993919955242,1,20.209684031910022
9,4,1,1,7.424954271518632,0,8.528246699808463
12,4,1,1,7.090885146818357,0,9.282918505184638
10,7,1,1,9.476314652493333,1,20.740403695000506
7,8,0,0,8.000377891516932,0,9.721770585478223
5,4,0,0,8.140988388514991,0,8.324483975545782
9,7,1,0,10.901708307593106,1,20.39897730619522
8,4,1,1,10.658676099020118,1,19.691427190429888
3,5,1,1,9.997006883108076,1,18.871587935271585
10,5,1,0,8.99408894682402,0,12.146596086640608
10,8,0,1,8.620858507590857,0,10.80655751579235
7,6,1,1,5.679581803287356,0,6.643374991938554
8,5,0,1,10.03985304376549,1,20.524930067391693
9,5,0,1,12.648328870767072,1,21.579992463000988
8,6,1,0,12.519941999643985,1,22.028723627974436
1,4,0,0,7.411199048305786,0,7.127260502564165
6,5,1,1,9.589883550160314,1,19.392482514183797
4,4,0,1,11.775751058779177,1,20.364641349190844
4,6,0,0,6.90105745951537,0,8.122805570051803
8,5,1,1,8.610646483311383,0,10.87452777810005
6,7,1,1,9.15865221299958,1,19.43354473528021
12,5,1,1,12.413775210158922,1,21.86784282168208
7,3,1,1,7.828517330339992,0,9.60286256874118
11,4,0,0,10.28040487826381,1,20.47015769787275
7,6,0,1,6.321142041600776,0,7.103133136564324
4,4,1,1,6.563285675908544,0,6.672343745121366
5,4,0,0,5.918568247550303,0,6.288252225764327
11,6,1,0,7.322902322139164,0,9.186254153838592
7,6,0,1,8.269519647252263,0,10.565179810139725
11,5,0,1,7.778894339093564,0,9.37166132871443
9,6,1,0,9.382467161560513,1,18.82935493074763
10,5,0,1,10.20284785114463,1,20.81415209618408
6,6,1,1,11.791218733878711,1,20.530312317152035
11,5,1,1,7.624430420097743,0,9.77701220186393
7,7,1,1,9.776121663124046,1,18.41526361589526
5,4,1,0,8.447679293586772,0,9.798986070199314
11,7,1,0,9.454228442930663,1,20.07903422857649
6,4,1,0,6.390966269531617,0,5.912980028037733
4,8,0,1,11.32705027854217,1,20.52194317993654
4,6,1,1,6.301436333030615,0,6.91151466707792
9,4,1,0,7.517422283768511,0,8.608786561670021
12,6,1,0,11.982450642396024,1,21.131537992935467
7,4,1,1,10.973965255379674,1,20.48281714521078
1,5,0,1,10.784108803307817,1,19.57205641786893
3,5,1,1,8.406069135257283,0,10.025600796704335
7,5,1,1,11.399448903167018,1,21.50726670886649
4,5,1,1,8.889656639963846,0,11.020672870107584
13,6,1,0,10.162038148932186,1,20.750960646966103
6,6,0,0,8.541589663494065,0,9.990270332169509
2,6,0,1,9.686488290737548,1,19.42625665121085
8,4,0,0,10.702757005567191,1,19.190627875612805
7,7,0,0,5.763649398203908,0,6.934709388507857
4,7,1,1,11.787959504466723,1,21.66715725922051
10,8,0,1,8.083101332850239,0,10.02034813892927
8,6,0,0,5.858860501278691,0,5.695622206335831
11,7,0,1,11.239111946848311,1,21.103361331614572
7,5,0,1,8.43659129330467,0,10.062987715392778
8,10,0,1,10.23611189134624,1,20.291881083922316
10,8,1,1,7.802223210689053,0,9.368033925125674
1,5,0,1,8.80898130083158,0,10.687003178571109
15,5,1,0,5.2705499413078645,0,5.473427571485706
10,4,1,1,9.274917268005805,1,18.375019382770503
5,7,0,0,10.052532696371827,1,18.513145851486144
12,6,0,1,6.60797016294368,0,8.21502730542186
11,7,1,0,8.578344149584646,0,11.074047125101323
10,6,0,1,10.51758947368404,1,19.9609667936151
0,3,0,0,6.799102730655921,0,6.998035432762824
8,5,0,0,10.157685507515042,1,20.139583455869747
6,7,0,1,7.1732910857506935,0,8.111161948914914
8,6,1,1,5.149155956883988,0,6.301011847054225
12,6,0,0,9.103764760603717,1,19.39198527866535
6,3,1,1,9.5766738182072,1,19.70791804099317
8,7,1,0,11.703976636813708,1,20.750955582809464
6,2,1,1,10.409152213318896,1,20.823919149369637
7,6,0,1,8.798795361661943,0,11.236242367242916
12,5,0,0,10.531477461755024,1,20.22523854285838
6,4,1,1,11.085672996159746,1,20.72843971643956
1,6,0,1,6.436354072803564,0,6.041831806617709
4,8,0,1,8.238582168802314,0,10.43644791928158
4,5,0,1,8.738133163673472,0,10.555192773099236
8,4,0,1,11.009420154502356,1,20.665556859392453
7,7,1,1,9.67094258440556,1,19.22312406583989
12,3,0,0,9.666578842043975,1,20.030083471928847
1,5,0,1,10.1671173408237,1,19.216856879301897
10,6,1,0,7.668560006939474,0,8.87386909548928
9,7,0,1,11.573876969736707,1,21.701704502759803
13,5,0,0,11.259252358542051,1,20.19326540398587
0,8,1,0,11.19658302732673,1,20.50595522802813
4,7,0,0,11.88088356988784,1,20.50572574264057
7,5,1,0,8.631151616111396,0,11.285516380999894
7,6,1,0,5.880578277315347,0,5.776911765394673
9,2,1,0,8.20681716078392,0,11.174837224482529
7,4,1,1,9.122925992068977,1,20.068243357466255
9,4,1,1,11.99637187736395,1,21.338162286444337
9,5,1,0,4.308592558762659,0,4.9137691968095085
7,6,0,1,7.987519522828923,0,9.980305501729442
10,5,0,0,7.213218332917124,0,9.295322564346105
3,3,0,0,9.701255475035598,1,19.38595890320853
9,7,1,0,11.2375804815833,1,21.66283723287378
2,5,0,1,7.676262341825089,0,8.368732418144637
8,4,0,0,10.741745198171486,1,19.69539266901601
9,4,0,1,7.0156058164745,0,7.897218817947649
9,6,1,0,8.889112213399926,0,11.555078659132596
10,5,0,1,6.668963786463278,0,7.663518168272088
6,4,1,1,10.26276812713934,1,19.19178049607498
6,7,1,0,5.010924941810785,0,5.8409348683598425
7,8,0,0,6.268959383974185,0,6.989536723527518
7,4,1,1,12.513260674758538,1,23.27476863327905
17,7,1,1,8.911726060846203,0,11.905493722291364
12,6,1,0,7.573265062397916,0,9.088229614677134
11,7,1,1,8.200451914395671,0,10.317672002935623
8,4,0,0,9.796239888009865,1,19.05232151007779
6,6,1,1,7.459412714320623,0,10.115940032694697
6,6,1,0,8.06270043286548,0,10.439057211156983
10,7,0,0,7.620089270674454,0,9.329864758806966
11,6,0,0,12.045028425451942,1,21.203195853748227
5,6,0,1,9.645471890309894,1,19.41510924117885
8,4,0,1,8.591535962217206,0,11.02186668981468
10,3,1,1,7.802391941924436,0,9.353718004118782
7,5,0,0,7.723068972956952,0,9.350122139460794
15,5,1,0,7.392918868928233,0,9.475003937606887
8,4,0,1,10.326613879492982,1,20.65528582493561
9,5,1,1,5.337684715166271,0,6.076083640310214
2,8,1,1,8.394660909280597,0,10.227292291019296
4,5,1,1,5.958386877845145,0,6.076998009752312
9,5,1,1,5.133225100270067,0,5.311322782926485
5,5,0,0,9.143694051537212,1,18.84374314137113
3,4,1,0,12.24298645444441,1,20.600274567898875
11,7,0,1,10.4577877750244,1,20.179624475520583
15,5,1,1,9.59579337235263,1,20.35845701949967
2,7,0,1,12.172091937888949,1,21.93049373948708
8,4,0,1,8.278145324788555,0,10.180528182698376
8,6,1,1,10.24439963381333,1,20.368294441453138
15,7,0,1,10.697754777541148,1,22.050651356841488
12,5,1,0,7.569797816212519,0,8.43960444511098
4,8,1,0,10.398749615139716,1,19.34094866265372
9,5,1,1,9.659070094724289,1,19.234307828571232
11,6,0,1,8.027384876516923,0,9.661972728259892
10,8,1,1,10.382592329419587,1,20.831467459541432
3,6,1,1,7.168544442628729,0,7.547926475120443
3,4,0,0,11.22077619006814,1,20.021314042515883
7,6,0,1,8.465429371125358,0,9.92494549728756
12,7,1,1,9.141106808651186,1,19.2901548173436
10,5,1,1,11.144943256459465,1,19.94549505053171
1,5,0,1,8.713334150764334,0,9.80533164508852
7,4,0,1,10.293899045908562,1,19.318396948225537
14,6,1,1,8.409596551632816,0,11.544996734174788
7,3,0,1,5.340275849968362,0,6.071367899786763
6,6,1,1,9.248222000336652,1,18.817706836297685
5,5,1,1,7.523828482052553,0,8.853737009105048
15,4,1,1,10.474919293740202,1,20.87533315437312
10,5,0,1,9.217702965840608,1,20.295310033373
11,6,1,1,10.137753774486946,1,19.675548732269117
5,3,1,0,8.147145112070284,0,8.899917230740835
9,4,1,1,7.821239659572478,0,9.145797569384422
9,8,0,1,9.044868206793248,1,18.155774361135897
1,2,1,1,9.692579765590889,1,18.84115249671336
5,6,0,0,7.902969356475198,0,8.875395063956542
2,5,1,1,8.384626998781963,0,9.780963866006088
6,6,1,1,10.280589625376663,1,19.46794512239535
10,5,1,0,9.318165870371876,1,19.90037051339059
6,5,1,0,12.643149431568093,1,21.248446813843486
9,6,0,1,7.674142925147569,0,9.771678030505528
1,5,1,0,6.103576144058868,0,6.39774757349298
9,4,1,0,9.851135363944977,1,19.49716388255465
10,6,0,1,11.00834115154251,1,21.077921923877103
12,5,1,0,7.720199351691569,0,9.90667340004273
9,6,1,0,6.281937511381724,0,5.816693273567289
4,5,0,1,7.343018102717719,0,8.334882971117976
7,7,0,0,10.05129485526984,1,19.060237428005536
11,6,1,1,9.955090997613132,1,19.76343422357603
9,4,1,0,8.264430354411923,0,10.49371267386726
9,3,0,1,3.927431293388911,0,3.5033143623026457
7,5,1,1,7.556033395500731,0,9.753490602624616
7,5,0,0,9.577898206550511,1,19.27619478825933
7,6,0,0,8.853356446061492,0,10.411754714214696
7,7,1,0,7.93998132707538,0,9.627042802734472
4,5,1,0,7.682815887226456,0,8.836267743829138
2,6,0,1,9.973765514067937,1,18.74091914065168
10,4,1,1,8.756831560008678,0,12.032166955856352
9,7,1,0,9.990329060973076,1,19.835159472807263
13,4,1,0,9.438714732805533,1,20.289224583532537
14,6,0,0,7.463423808180567,0,9.916254863982296
6,7,1,1,11.21429260803809,1,19.674791410075848
5,5,0,0,7.808865619080816,0,8.666379520241888
7,4,1,1,8.724069492066283,0,10.173702133371002
8,3,1,0,11.814795046248545,1,21.345836266834063
13,3,1,1,6.347749379655704,0,7.235249638928468
6,5,1,1,9.960075740179112,1,19.648939833068344
6,4,1,1,11.098634883372398,1,20.752132176420336
14,7,0,1,8.51128191391228,0,10.625132659504972
9,6,1,1,9.111698629688464,1,19.45867827434078
6,5,1,1,11.56396210288534,1,21.020773986209903
12,7,1,0,8.68280483035273,0,11.02991072834086
3,5,0,1,8.888555957081783,0,10.866615322999198
11,6,1,1,10.491883630367385,1,20.261105074092928
4,8,1,1,9.754206540284825,1,18.710490474953463
7,4,1,0,6.971193654423113,0,8.301379935201055
5,7,1,1,5.8702102754311785,0,6.840489749015176
11,4,0,1,9.017874769618624,1,19.070639400738937
5,8,1,0,8.716218097625667,0,10.174013396270816
8,2,1,0,11.435529813621187,1,20.868829311038443
11,4,1,1,11.02913618100149,1,20.530003790408458
5,5,0,1,10.297786023144235,1,20.29698502901626
7,6,1,1,9.440388251121428,1,20.677477577266767
10,5,1,1,9.32517851432683,1,19.30189112151553
13,3,0,1,5.599016980196412,0,5.921177142374058
12,6,0,0,10.552209859001923,1,20.948400207762376
1,3,1,0,10.235721100099044,1,19.888788483044536
8,4,0,1,7.643915071352004,0,9.792834643904545
11,4,0,0,9.821062170488975,1,20.68560081417429
8,3,1,0,8.993009168571318,0,10.999006545226786
9,6,0,1,14.31967113848367,1,23.15287129451265
12,7,1,1,8.054758804752888,0,10.032100542059654
3,7,1,1,7.298293610063333,0,7.617048183563758
6,6,1,0,8.385248050179493,0,10.242933304026
10,5,0,1,6.798077586752839,0,8.802999205712876
8,7,1,1,9.385783916260875,1,20.38885537935468
10,3,0,0,6.940067175805024,0,7.367417076441305
7,4,1,0,9.267727099248187,1,19.54869703530401
9,7,1,0,8.900025500500163,0,10.557214517666909
11,8,0,1,9.400378237614158,1,18.72438561002907
6,5,1,1,7.625631793637698,0,8.493998234036866
11,5,1,1,7.93264386231811,0,10.151312667557912
13,5,1,0,8.308385535196583,0,9.902992003510342
11,6,1,1,9.213557265702448,1,20.079560397593745
5,5,0,0,9.688752860611505,1,19.506127724977627
5,6,0,1,11.206765078700704,1,20.42514866616431
8,7,0,0,10.225628551979264,1,19.64119149816704
7,6,1,0,6.7892905064769575,0,7.311748034857825
5,5,0,1,8.355482622087598,0,8.715774468273404
9,7,0,1,10.701203497229082,1,20.78767859365121
7,6,1,1,12.606115913058217,1,21.77329850017564
9,6,0,0,11.282264294940894,1,21.31691810403138
2,5,1,1,7.310969628953116,0,8.68670104296659
12,4,0,1,9.818395415306217,1,19.64052494671181
3,8,0,1,14.576659557051313,1,23.57324425324453
7,8,1,1,11.017788324942112,1,20.55336392485322
7,7,1,0,11.11588850069488,1,21.148215534512104
5,5,1,1,9.24343077861537,1,18.801835044352963
5,5,1,1,11.265123820136122,1,19.24618176587645
3,5,1,1,7.816622143192095,0,8.394707712969636
5,2,0,0,13.360250012156296,1,21.558937251907807
12,5,0,1,10.55989263301721,1,20.45798856344932
7,5,0,1,7.659845451345113,0,9.391362070533727
4,5,1,1,3.3749278307798942,0,2.324313111019852
14,7,0,1,11.880954433945195,1,22.26108066271986
7,7,0,0,7.469460897892802,0,8.74921699692092
12,3,1,1,8.358827230436594,0,11.279751409936324
3,8,0,1,6.489136893261616,0,7.525899221828638
5,9,0,0,5.989210202129163,0,7.34643976440543
3,4,1,1,8.729656626901079,0,9.73326202810872
16,4,1,1,8.869018686835751,0,12.219421702860252
11,4,1,1,9.396005667744111,1,20.137229478471813
6,4,1,0,9.0053592026741,1,18.411460488424503
6,7,1,1,4.692167790309347,0,4.212579623373905
1,5,1,1,7.734262625285098,0,8.293683319769741
5,7,0,1,9.775309301443514,1,19.728851696339618
7,4,0,0,6.019706797374528,0,5.813385837761605
4,4,1,1,9.594806459778985,1,19.34867357860016
4,5,0,1,8.928889730652529,0,10.499918624862593
8,9,0,1,10.109979751911766,1,19.712826132328832
11,7,0,0,9.614395253162416,1,20.21294340074764
5,5,1,0,7.186613054785806,0,8.504121047461435
6,3,1,0,9.188246975241007,1,19.322387477413457
7,7,1,0,10.986285510374186,1,20.58592530238206
4,5,1,1,6.7634973204801145,0,8.136558247639416
5,5,1,1,9.876427182059029,1,19.631132043586355
9,6,1,0,11.13166335745034,1,20.438203540612896
15,5,1,0,8.152580658598197,0,11.21935692496962
7,2,1,1,5.256495151325016,0,5.110157993878202
13,6,1,1,12.96017487483359,1,22.594291912224943
7,5,1,1,8.226878270691493,0,9.857364303900273
5,4,0,0,11.62398196671975,1,20.978551349941597
8,5,0,0,8.357340382809054,0,10.026248189143375
11,6,1,0,11.069249106763344,1,21.06826479870092
7,5,1,0,9.3109299488772,1,19.69100744914745
9,8,0,1,10.916850764809386,1,20.24313263318793
5,5,1,1,8.326674161259898,0,9.628994846723431
2,8,1,1,7.761514610330979,0,8.812233840575987
11,5,0,1,10.3231870600569,1,20.26433390555352
3,3,1,0,9.067818224143014,1,19.19654386799657
9,6,1,0,7.028219096362038,0,8.138618150301978
10,5,0,1,5.884621958108752,0,6.833448575621123
9,9,0,1,7.787543008232271,0,10.227766343239445
4,8,1,0,6.230636293651077,0,5.918521342624194
5,5,0,1,9.8621286259495,1,18.926005952917507
8,1,1,1,5.361464614850491,0,5.926849820790558
11,5,0,0,9.269167170798656,1,18.15558083954669
6,6,0,0,13.513405232545672,1,21.15880748730125
13,4,1,0,9.17601406251736,1,19.43567268873672
12,6,1,0,12.444088750312606,1,22.572554785795266
9,4,0,1,7.283528200936299,0,8.416297938660758
5,4,1,1,7.926538327335521,0,8.944123740775838
10,7,0,0,7.163333159170799,0,8.539328272102997
8,6,1,0,11.226921200747444,1,21.115026621115003
11,3,0,0,6.7869106981317815,0,7.643826165878289
8,8,0,0,12.442112543938428,1,21.478448810606444
7,4,1,0,7.914431347429104,0,10.028683382228516
9,5,0,0,8.769547912433705,0,10.713566029984303
6,7,0,0,9.20180343768861,1,18.619364819166066
8,4,0,1,9.320832835748543,1,19.118130114871537
7,6,0,0,9.786554298883996,1,19.96894217672766
3,2,1,1,7.285478432460835,0,7.993351505167627
3,7,1,1,6.146709149129325,0,6.531064908663124
12,3,1,0,8.498279641350281,0,11.53736607562225
6,7,1,1,8.504311556070494,0,10.240471891039078
13,8,1,0,9.1058358659189,1,20.049927526744828
9,4,1,1,7.9312170417324594,0,10.064034460847358
14,3,0,0,6.818101361495053,0,8.331893587129311
11,5,0,1,8.284899254981951,0,9.948288708299197
6,7,1,0,14.51162463921307,1,22.709154260823667
6,5,0,1,8.205126643258303,0,8.887299130938203
8,5,1,1,13.309188657117655,1,23.175351508793103
5,4,1,0,10.348445111862562,1,19.39425142400898
6,6,0,0,7.478587807121518,0,8.001227289358173
5,5,0,0,8.807970445252622,0,10.37971470304863
6,6,1,0,11.468956420140811,1,20.194285680409827
8,4,0,1,9.11620701281465,1,19.52540488017441
6,6,1,1,10.510118158538452,1,19.66064724655516
9,4,1,1,5.860666671557876,0,7.65573892249421
10,4,1,0,11.41755448895583,1,21.03072286159996
9,4,1,0,8.385039472452984,0,10.549951869579752
6,3,1,1,9.463053541534851,1,18.46348665388241
7,4,1,1,12.372533659588054,1,21.10036378317168
11,6,0,0,11.832655787817275,1,20.73014626401212
10,5,1,1,6.459787055364446,0,7.713355235748688
2,6,1,0,6.9872214002117365,0,6.388705673373251
8,6,1,1,10.64066597536928,1,20.12111387602848
12,6,0,1,10.027427482745177,1,20.381746913444932
6,4,1,1,7.124227360106477,0,7.708867624462189
6,4,1,1,6.593693714970659,0,7.548550871186079
2,5,1,0,10.286031597023488,1,19.3276009501421
18,5,1,1,9.861609181143413,1,21.5113834124396
10,4,1,0,4.918946289064662,0,5.398289017773467
4,7,1,1,7.193269250835126,0,8.834266643536592
13,6,1,1,8.834896122633998,0,11.610616289247565
6,4,1,0,7.548618289475199,0,8.612577147434948
2,6,1,1,7.253196955587834,0,7.6770059400180894
7,2,1,1,9.561803019630156,1,19.20610720945697
7,7,1,1,12.642064162162304,1,21.86807998775984
4,6,1,1,8.742195871806176,0,11.17390038948074
10,2,1,0,8.234737456399879,0,8.93080764461002
7,4,0,1,9.800238853353571,1,19.444862901153837
4,8,0,0,8.24143609810913,0,7.974853983671539
8,5,1,0,8.950926142453941,0,11.338794286802273
8,6,1,1,9.35289867995397,1,19.2249559568772
9,5,1,0,6.627160265560664,0,7.717917292681364
8,5,1,0,12.554081436939011,1,21.986584122755016
2,5,1,0,8.89874777478744,0,10.06467830020894
3,5,0,1,7.619635400505578,0,9.223398785543443
8,5,0,1,2.977555463807115,0,0.9117731107159692
8,4,1,0,6.977121023309091,0,8.27563360833156
9,7,0,0,6.762982920385708,0,7.707665973799496
2,5,1,1,9.620896512356548,1,18.104363575294755
7,5,0,0,8.08851596663017,0,10.393953378059384
10,6,1,0,8.337430734544295,0,9.710768000775278
7,4,0,0,6.21908617865169,0,6.24383720446632
10,7,0,1,10.779554097583244,1,21.142562140011563
2,2,0,1,8.084473124585374,0,8.850747774955776
9,6,1,0,8.23469790931596,0,9.363691493991013
11,8,1,1,7.06314665887908,0,9.039062003766343
10,3,1,1,7.976585032056453,0,9.854526203272082
8,5,1,1,12.576709496790125,1,21.82384276628878
5,5,0,1,8.609231906689914,0,10.759702376090797
9,7,0,1,10.7486660624005,1,20.91793191927597
1,7,1,1,8.659603354618202,0,9.544596139756916
7,2,0,0,9.864888647791773,1,19.164951501560644
11,5,1,1,10.019907609153998,1,20.509748164430363
10,3,0,1,10.099445162152993,1,20.203745978683035
12,3,1,0,6.278815078314251,0,7.278601421420857
3,4,1,0,8.12837176030572,0,9.25538265458168
7,7,1,0,8.311208677323142,0,9.877889651925944
5,7,1,1,6.931732732798309,0,7.27393976607226
4,4,1,1,9.460640863488528,1,19.500699509907616
10,6,0,0,5.0483211824936,0,5.456717736616512
4,4,1,0,12.586622559366903,1,21.64103920453538
9,5,1,0,8.637281010540967,0,10.630361274710616
4,5,0,0,10.511753396894948,1,20.11636171630865
6,7,1,1,7.008956471103756,0,8.208757550412221
15,5,1,0,7.933002225825698,0,9.219484537729134
12,4,1,0,9.575089118448297,1,20.4201801743675
8,6,1,0,12.0099423151906,1,21.654633630416598
7,2,0,1,11.265386862177344,1,19.727827764216705
7,7,0,1,10.346723750376023,1,19.99921205286373
4,4,1,1,5.643860542227413,0,6.876002793794889
7,5,1,0,8.232947178068489,0,10.30528363480582
9,3,1,0,4.244140589668239,0,4.1079339442986775
4,8,1,1,7.030768188829815,0,6.607066695126809
5,5,0,1,8.054836675760015,0,9.833425279328395
2,4,0,0,11.036807741505278,1,19.195916818597752
6,5,1,0,5.285824630750543,0,5.776790297770906
11,4,0,1,3.22158068334671,0,3.0935727787261005
0,4,1,0,7.923866627685576,0,7.990516224791487
10,6,1,0,9.832633815091096,1,19.75164107727946
7,8,1,0,13.85313840565173,1,23.47143655634954
2,6,1,1,7.427204645950417,0,9.063868813509911
3,6,0,1,8.54820938236564,0,8.733534875160988
1,5,0,0,8.866859650890612,0,9.742523486956658
5,4,1,1,8.157834746650769,0,9.853216409773236
7,6,1,0,12.141774271578315,1,21.24311817285274
