student_age,parental_education_level,gender,low_income_status,pre_treatment_score,intervention_status,post_treatment_score
6,7,0,1,22.717981746030866,0,10.481833128963684
14,6,1,0,22.916075249182214,0,11.712832448529376
10,7,1,1,23.967942580147724,1,14.435839433932708
7,7,0,1,23.799299797867512,1,12.843973754393918
13,6,0,0,22.148139750047644,0,10.06833427097148
11,8,0,1,18.95468312338271,0,5.281224804747202
7,8,0,0,24.630395787328567,1,13.5900605961933
11,5,0,1,22.99144630230636,0,10.78623537753444
6,7,1,0,25.875407248107017,1,15.541467037014511
6,8,1,0,20.174873740261447,0,7.156980352017907
4,8,0,1,24.52399275497863,1,13.011354942168335
10,7,0,0,25.32714578715227,1,15.512615747158064
7,5,0,0,19.50056499374532,0,5.061021326644364
8,5,0,0,22.938845113773468,0,10.739922559838156
7,5,0,0,23.29876038978957,1,13.191248033557876
7,6,0,0,22.991843621345545,0,10.48337476192776
7,5,0,0,22.006409358179607,0,9.459083844823256
6,4,0,0,24.74571401226981,1,14.38738463349841
5,7,0,0,20.514265475697783,0,7.113021002645869
5,5,0,0,24.1587248633338,1,13.085624520266302
6,6,1,1,17.560309055660987,0,2.653519020281225
10,5,1,1,21.736590830934244,0,9.479675172428037
9,3,0,1,22.678823146442127,0,10.275681517604868
2,6,0,1,20.87781911437292,0,7.8028629644197345
9,4,0,1,26.47270677960454,1,16.24982953200317
7,4,1,1,21.21986412420848,0,8.050054865911768
3,6,1,0,24.632797885106694,1,14.012881490891695
1,8,0,0,24.484553117387325,1,13.91982469764604
8,6,0,0,20.69667336610693,0,8.291487710743427
7,7,1,1,24.939362297213183,1,14.495041666717796
6,5,0,1,25.72769813050379,1,16.04981206404946
4,6,0,0,19.93507377601161,0,6.097018001348081
4,9,1,1,25.697709910368825,1,15.840346908602934
10,7,0,1,22.785455151577462,0,10.775353246036843
7,4,1,1,22.129980114001302,0,10.216966504570424
9,4,0,0,23.46480819111189,1,13.223101657890805
2,3,1,0,20.742127173131905,0,7.283902435798027
7,6,0,0,22.518903021047656,0,11.175844553080282
8,7,0,0,21.375691407604524,0,7.352064708996319
8,7,1,1,19.5027306443497,0,6.045946320588647
6,5,0,0,22.200297814627884,0,8.556585197263248
6,6,1,0,20.719905996619325,0,7.725119326070365
5,5,0,0,24.488036231106754,1,14.091433873053138
16,6,0,0,20.707569271409817,0,7.882195736505638
10,9,1,1,22.45821351636476,0,10.235147970807713
14,7,0,0,20.97436012970913,0,7.416497951600125
5,5,0,1,26.89133144099488,1,16.028725613206074
7,4,1,0,19.60737713210965,0,6.443295288814668
2,6,0,0,22.26880488856349,0,9.252949407663724
7,7,1,1,23.344727043077672,1,13.959672837202492
11,5,0,0,23.312824433156894,1,12.887675357131746
3,7,1,0,22.096636690457515,0,9.447498997471303
8,8,1,1,22.67142407936897,0,11.766188807842669
10,7,1,0,19.76282910910085,0,6.368730463400577
4,5,1,1,19.822974995589437,0,6.280216108082095
8,7,0,0,22.700416101700224,0,10.456716342525612
10,6,1,1,20.66563726518357,0,7.625237850936715
10,4,0,0,24.590442600506265,1,14.053096879352038
16,4,0,1,21.227691510281307,0,9.649284541697332
6,5,0,1,22.18364676361013,0,9.00271624625921
12,6,0,0,23.874955904564217,1,13.26529239798981
7,6,1,0,22.27488113114301,0,10.22862023264893
6,6,0,0,22.456815815011264,0,9.573824155090358
12,7,0,0,18.5907332583198,0,4.014949235939293
4,4,1,0,23.20788201914589,1,11.65384278974117
10,5,0,0,21.198967307883137,0,7.689486713340353
10,4,0,1,20.02770597277189,0,7.324476854084713
10,6,0,0,24.91203435587826,1,14.49959657373625
9,5,0,0,24.04327359644442,1,13.21352391565646
3,6,1,0,19.195994452916004,0,4.904491475873739
7,6,0,0,20.57601748064704,0,7.024218696493305
7,5,0,0,22.78773559014928,0,11.024488062391727
9,6,0,0,20.899418519850737,0,7.2841469196856625
12,5,1,0,23.76600820394025,1,14.570322330547851
8,4,0,0,22.303392529774698,0,10.406631013038885
8,8,0,1,25.995494840225223,1,15.34250104701076
7,5,1,0,21.024980292346743,0,7.349155345626101
4,5,1,1,21.498837049432087,0,8.472132286885152
11,6,0,1,21.944857786145157,0,10.213964233828367
16,4,1,0,21.935630339239776,0,10.484626867968482
5,3,0,1,26.242981904642107,1,15.817116698625751
11,4,0,0,19.449547154424263,0,5.785175860480363
6,7,0,0,24.93706125945157,1,14.514564708862228
9,6,0,0,22.62355372107552,0,10.372999641030574
5,4,0,0,22.71617489022199,0,9.764083406883746
9,4,0,1,20.08517905844305,0,6.611721534744062
9,4,0,1,24.02802097435896,1,13.003034105997951
5,5,1,1,22.60682459187004,0,9.853926063835702
10,6,1,0,21.290285225624007,0,9.5297802964883
11,5,0,0,21.475285832208144,0,9.18695167912734
4,7,1,0,20.40972807538628,0,7.263413737456548
12,4,0,1,21.46994835256711,0,8.896636941552012
6,4,0,1,22.843432627252653,0,10.200448881758664
1,5,1,0,23.82960830961016,1,13.79453499478065
6,4,1,1,19.56203083055349,0,5.330691917015782
5,7,0,0,22.45668036807088,0,9.591951850618958
7,6,0,0,25.67911355526475,1,15.001555095136162
7,6,0,0,21.956678034554532,0,9.72108527069332
11,5,0,0,23.640086063976096,1,14.401438249393015
2,5,1,0,23.647431547033754,1,13.1189801528175
4,6,0,0,21.30683728141839,0,7.871771302316137
8,4,0,0,25.32097550487513,1,15.219108220583426
11,7,0,0,22.485178102809407,0,11.054077963472352
8,7,1,0,23.897265098453936,1,13.938646553704787
14,5,0,0,25.39636464112972,1,14.7536665893259
5,3,0,1,22.055762854197525,0,8.8118876296293
12,7,1,0,21.548791293899363,0,8.752366876026203
9,5,0,0,23.751940540948823,1,12.902451656656892
3,6,1,0,24.360738582999797,1,13.615104185434868
7,6,0,0,24.05944367302333,1,13.835997885019774
8,5,0,0,23.940559717830546,1,14.107898495001972
11,6,1,0,23.87273425462033,1,13.783453637192196
8,6,1,1,22.294143234010456,0,9.789548204381251
10,6,1,1,25.6751590103423,1,15.51610578318461
7,4,0,1,22.768769378509848,0,10.86575017315784
8,8,0,0,25.786164410107197,1,14.823050466834642
13,5,0,0,22.119867109306803,0,9.891995228184634
8,5,0,0,26.588506207411918,1,15.696496752307633
6,7,1,1,22.84615112010463,0,10.635890844492504
4,5,0,0,21.136185812632185,0,8.640006423178157
10,3,0,1,24.29446693994121,1,14.906394844704533
9,7,0,1,24.182608319743505,1,13.80744722688734
7,6,0,1,24.552624742963488,1,13.981710737580686
9,6,0,0,22.268390032159648,0,10.064289194962443
6,7,0,0,22.18699407192805,0,9.705876937848627
3,7,0,1,21.672836874778437,0,9.005388441283515
8,6,0,0,21.667050356920903,0,9.855482662112538
9,3,0,0,27.876285276901054,1,17.45237550571789
3,6,1,0,22.075616655801923,0,8.662349167368582
11,7,1,0,23.35009570114849,1,14.452688126812255
5,7,1,0,23.12005714929108,1,12.578255028353922
8,7,0,0,25.286226340447364,1,15.363921055551051
9,6,0,0,22.966744121853377,0,9.991973212200566
7,7,0,0,24.67893176219148,1,14.471530727614208
8,6,0,0,23.666506953742736,1,14.114027514202784
2,6,0,0,21.08304394478358,0,8.230321842836215
14,5,0,1,21.50215685919947,0,9.484783541538045
7,6,1,1,24.45397813998477,1,14.456203180896278
10,5,0,0,18.564791802790623,0,3.589732101467249
7,5,0,0,24.56472598742891,1,14.470106706745112
4,7,1,0,22.64626060217116,0,11.125787008072717
7,10,1,0,23.68378183778518,1,13.708851985744278
5,3,0,0,23.88847003392437,1,13.535950765220708
6,3,0,0,24.906192166558576,1,13.885911959528984
7,5,1,0,20.28379336178184,0,6.8273325434440535
5,6,0,0,25.529176738426425,1,15.15999458827772
3,6,0,1,22.5739501648106,0,10.03445825404508
2,4,1,1,23.386289552862948,1,13.351500016988858
9,3,0,0,21.640079116816747,0,8.573962844088294
6,7,0,0,25.35410782431551,1,15.254716305868964
8,6,1,1,23.12580465515413,1,13.533813806499754
1,5,1,1,22.164599438968267,0,9.054764957552337
11,6,0,0,22.55031524949811,0,10.57592414134444
12,6,1,0,25.48260161476149,1,15.601420572033312
10,5,0,0,21.658975803334258,0,9.13137317707686
9,5,0,0,23.793799814660773,1,13.874202091232302
8,5,0,0,25.10248550812005,1,14.821260924213558
7,8,0,0,20.752271847710944,0,7.012907353066408
3,6,0,1,25.612715985693196,1,13.95908511316011
3,7,0,0,22.75091849084956,0,10.78821527447469
10,6,0,0,20.34647518393308,0,7.464267360539701
8,7,0,0,23.98485473328312,1,13.978183905499591
11,5,0,0,24.693797279496888,1,14.382403840776789
9,6,0,1,21.75675534882213,0,9.526516195143037
4,7,0,1,22.50481115382452,0,10.405464068946303
5,5,0,0,21.743405459912463,0,9.459125577570674
9,8,0,0,20.03701891280776,0,7.144429951562049
11,5,1,1,23.819539775466,1,13.945747544558746
9,6,0,0,23.421800613942946,1,13.379495658894342
7,6,0,0,19.253311188617023,0,5.183008812071323
8,3,0,0,21.662874108013543,0,9.02340817608138
9,6,0,0,18.422023988046305,0,5.2156012070745135
9,5,1,1,20.826880024027123,0,8.070794098602683
8,6,0,1,23.305675444225542,1,13.695207061968969
9,6,1,1,22.83954225170348,0,11.570079961105922
6,5,0,0,26.957411698203863,1,15.937956755182784
7,5,0,1,21.228961987211253,0,8.21183241707857
10,4,1,1,23.34438118157236,1,13.099122910606882
5,3,0,1,21.694026025674948,0,9.157238874314212
9,6,0,0,21.8563974317521,0,8.992593664734352
8,5,1,1,20.31276853485431,0,7.187453845217586
8,6,0,1,20.73376350635541,0,7.999319735546398
8,8,1,1,24.07140170974425,1,14.386609892399552
5,5,1,1,21.07084586458256,0,8.275091525691316
9,6,0,0,23.40522572669053,1,13.624064825485894
12,3,0,0,25.25972682317997,1,14.495941256117444
9,4,1,0,21.82572401092738,0,9.048953962399258
5,5,1,0,20.931451565873644,0,7.783056229097719
8,6,1,1,22.47273916986518,0,10.385470777386704
7,4,0,1,23.385665443905907,1,12.779692096671692
7,5,1,0,24.88116389543677,1,14.212629787868392
6,6,0,0,21.65328297453088,0,9.812720896199862
11,5,0,1,24.10559414111578,1,13.3395518900311
4,5,0,0,21.14721498975728,0,8.66089235301422
0,7,0,0,22.350256303431834,0,9.56476575991384
6,7,0,1,24.74770843372825,1,13.686700531698628
13,4,1,0,21.658502798387826,0,9.790062216472698
2,6,0,0,21.13677169162923,0,7.934842552333852
3,3,1,0,22.24758895958809,0,9.056834972318592
12,5,0,0,21.437173117858283,0,8.890477286493368
12,4,1,1,22.82352303017438,0,11.308992819121473
7,4,0,1,18.747001031158653,0,4.244106625127122
11,4,0,1,24.55995660842342,1,13.76232528117564
9,5,0,0,23.2540293108039,1,12.620586636147094
9,5,1,0,26.81146193914025,1,15.790618035497497
12,5,0,0,22.67296738140721,0,10.629522560166052
10,4,1,1,21.937537211288472,0,10.008520132686886
12,5,0,0,23.53980961034976,1,14.537329869965593
8,6,0,0,24.40190974717416,1,13.622877599678176
8,6,1,0,21.47498976324867,0,8.873466113715915
10,6,1,0,21.39362690108505,0,8.744323369720451
9,4,1,0,20.30548709516316,0,7.227084557729387
8,6,0,0,21.580922830910172,0,9.10370579399974
10,6,1,1,20.062872426204493,0,6.608061408184614
7,2,0,0,22.772525288817896,0,10.212064886198243
8,7,0,1,20.725685311951104,0,7.143383408452219
6,7,0,0,22.50762619948872,0,10.643601276747791
12,8,0,0,21.32447161616829,0,8.686885483196727
11,7,0,0,25.653327486304637,1,14.66935750726172
9,4,1,0,22.054153235192075,0,9.109134349830509
8,6,0,0,23.724704438916167,1,13.005067610568345
5,6,0,0,25.46372261672253,1,14.628048067459194
10,5,0,1,25.15708592691867,1,15.13717405002064
9,5,0,1,23.749484243421232,1,13.329144944055608
11,5,1,1,21.091179893937458,0,8.544319303511802
14,5,0,1,21.330797657676747,0,9.21494117332418
5,5,1,1,23.70468886154195,1,13.593996188303771
4,8,0,0,21.11379122607126,0,7.573861893607964
9,4,1,0,25.36236749906785,1,14.19501238005997
12,4,1,0,24.64104766437502,1,13.929614776149164
7,7,1,1,22.93098142435868,0,11.209997045567556
9,7,0,0,25.753223044616306,1,14.744183883940847
7,5,0,0,20.764290592741418,0,6.674802358859504
11,6,0,1,26.294687485824205,1,15.52733860544967
6,5,1,0,20.34953423533572,0,6.023432992377484
6,4,1,0,22.496788045493798,0,10.816266032428809
8,5,0,0,25.527769022644847,1,15.160600052227684
12,7,1,1,19.60786222390989,0,6.160709122376043
6,6,0,0,21.45852513577333,0,8.982194155887887
9,5,1,0,24.878578795511057,1,14.399963777892104
14,8,0,0,23.83497542570858,1,14.099954841471106
6,5,0,0,23.16812229951277,1,12.29519116441396
10,6,0,1,22.25176018244712,0,10.9014389502157
4,6,1,1,20.23093214229869,0,6.846763098065823
7,7,0,1,22.81394675434528,0,11.247831935513352
3,3,0,0,21.25149073453419,0,6.94258784536717
8,4,0,0,26.66137443576648,1,15.819322262805484
6,5,0,0,22.61409503819637,0,10.094383293028155
10,4,1,0,25.543457008509392,1,15.357744831949091
8,6,0,0,23.82294149759828,1,13.975956426208366
8,4,1,1,24.005127151582816,1,14.136499401363114
7,8,1,1,23.360459164507876,1,13.5594788430396
5,6,0,1,25.115479553811525,1,14.473683204466226
6,7,1,0,25.290549950077672,1,15.095485314797855
8,5,0,0,22.763781270171343,0,10.361438696221809
10,5,0,1,22.14511772702201,0,9.41809324527627
7,6,1,1,28.37573590255872,1,17.62138159105415
8,5,0,0,21.106991119620577,0,7.140268421954529
8,6,1,0,25.28004127211324,1,15.244216323035076
7,4,0,0,23.71006917545228,1,12.849122988517626
13,6,0,1,23.77585870435952,1,13.18777291830415
11,6,0,1,25.480362573481216,1,14.79990633847794
2,5,1,1,26.49031456704135,1,15.58019125836432
2,7,1,0,22.07562201812991,0,9.389395442482147
6,3,0,0,21.378257310047804,0,8.883461409007172
10,4,1,0,22.59155940626067,0,10.72560680563541
6,6,1,1,20.92361147410527,0,7.836196993402189
10,3,0,0,23.389263897925368,1,12.728934332691422
6,6,0,0,21.01228278719124,0,8.106246285012668
12,5,0,0,21.597720134212786,0,8.74469900764353
5,5,0,1,24.42354357200267,1,13.79443923528869
5,3,0,1,21.74743308909088,0,9.145873095056547
11,6,0,0,25.068914478349495,1,14.642319043066776
6,4,0,0,22.9939428224888,0,10.576639046093955
11,8,0,1,23.937886196915287,1,13.913495157915674
10,6,1,1,23.345543682208987,1,13.42955807002386
6,7,1,0,24.89100062934808,1,14.148365031273627
14,6,0,0,21.58862080378353,0,9.453870653410796
11,5,0,0,24.023220080624338,1,13.982382864183544
8,7,1,0,22.78495068275041,0,10.748120093454023
7,7,0,0,23.39689711351568,1,13.180021468024188
7,6,1,1,21.606043999035325,0,9.604583033986929
9,5,0,0,23.098824106067568,1,13.23677457280781
2,7,0,0,23.12216265445901,1,12.257720060792176
7,7,0,0,23.37076356364894,1,14.208877376764203
3,5,1,0,24.94689368952041,1,14.400439002385497
7,6,0,1,24.949732561440342,1,15.573001988893836
5,6,1,0,27.115968227080465,1,16.58685681049262
8,8,0,0,22.81987687065291,0,11.973059988571343
6,7,0,0,23.41307361593027,1,13.617071598817798
8,5,0,0,24.8867142434239,1,14.401506768044634
9,5,0,0,24.47993129129751,1,14.545997887217062
18,6,1,0,20.94212613195663,0,8.172046125518323
9,7,0,0,23.543630954752555,1,14.272828999843716
6,7,0,0,25.19395411289406,1,13.868635498805444
8,6,1,0,20.579199887506665,0,8.329608708849449
8,4,1,0,28.36486362959244,1,16.255793626916528
9,5,1,0,21.57506789999497,0,9.287757289579217
10,7,1,0,23.44054861718613,1,14.376232663498728
4,5,1,0,26.98273486885271,1,16.913691498727903
5,5,0,0,23.8144971374588,1,14.627308325895084
7,7,0,0,24.00290461192233,1,13.811230650959628
7,4,1,0,25.54746983729011,1,15.385938439656234
9,6,0,0,22.07986375087492,0,9.657118229428676
10,6,0,1,24.053474321746144,1,14.098363252885022
13,9,1,1,25.484551801312637,1,16.19512258236965
11,5,1,0,24.379538785677543,1,14.92127336290602
7,6,0,0,22.293971890925697,0,9.800730481720077
13,6,1,0,21.881682463906703,0,10.940996158128746
10,6,0,1,23.90603767750241,1,14.4353507301811
6,5,1,1,20.494910493702317,0,7.327354713245127
10,4,1,0,23.52795064165805,1,13.00012450295509
4,6,0,0,23.75995242493251,1,13.151091823361051
7,6,0,0,23.930984421073816,1,13.57872105816778
11,6,1,0,24.90969402577874,1,15.008866512650204
10,4,0,0,23.355375140889823,1,13.66270364666964
6,5,1,0,18.389482553182503,0,4.17790249157177
2,5,0,0,21.46249802320749,0,7.942977883021043
8,5,1,0,23.923680208525678,1,13.985594358314408
10,5,1,0,21.86220550388383,0,10.175461275571305
10,7,0,1,27.37025140078298,1,16.15189124454185
7,7,0,0,20.163970948274137,0,5.87727988300108
4,7,1,0,24.598179940101367,1,14.301650696900504
5,5,0,0,26.475104891231855,1,15.173962366310004
7,7,0,0,23.35653604697287,1,14.04926173974976
6,6,0,1,22.79264807827714,0,10.52564711107763
5,5,1,0,25.510418708751157,1,14.730676941907388
11,4,0,0,22.98208967180914,0,11.024905490498758
7,6,0,1,23.24838306588411,1,12.75971231954484
7,7,0,0,21.08144846357025,0,8.14433759919088
2,8,0,1,23.763578769359277,1,13.914948952524618
7,5,1,0,19.671267974883182,0,5.840083375685529
3,7,0,0,20.500298987659576,0,7.857941817305633
11,8,0,0,24.60341333178565,1,14.71614738558013
8,5,0,0,22.688745574627404,0,10.05684043936455
9,8,0,0,22.676791524972742,0,10.244726445014308
12,4,0,1,21.65709861629905,0,9.6178349800349
6,7,1,0,23.715365184975703,1,13.134855004423198
9,4,0,0,21.660578985374038,0,8.2674294457874
5,4,1,0,22.247137169945265,0,9.84071199275197
12,6,0,1,18.98809562096768,0,5.293083462902411
10,3,1,0,23.367883751625573,1,13.921580453277256
10,8,0,0,23.08581315342294,1,12.926246136887212
9,6,0,0,22.76385923521081,0,11.173948701744685
9,5,0,0,26.7638712338062,1,15.5646925184193
13,5,0,0,20.32359676719494,0,7.41989054667753
8,3,0,1,20.489708192786285,0,6.926066597912761
6,7,0,0,24.2693137264723,1,14.268891692513114
9,5,1,0,24.91816968007437,1,14.320527227335493
5,5,1,1,21.62692204656895,0,8.783544550297135
10,6,0,0,22.9657270763217,0,10.684560639433004
7,6,1,0,23.04879507159841,1,13.26991054200488
4,5,0,0,23.462402740872932,1,13.182514229347984
7,3,1,0,22.536313809521843,0,10.840036146981582
7,7,1,1,25.890534043414533,1,15.570429396177168
9,6,0,1,24.12669999430988,1,14.737734489166582
8,6,0,1,25.18270440538207,1,14.440044605558748
1,6,0,0,20.88642096013359,0,7.436006234565015
3,4,1,0,27.346549947824865,1,16.660985763523577
12,7,0,0,23.841971333351985,1,14.437665404227944
10,9,1,0,22.41330768117851,0,10.86166493578498
8,6,1,0,27.71894853028471,1,16.433752201594064
4,7,0,1,23.060009986490368,1,12.71509357702047
3,7,1,0,19.8499390075048,0,5.936729264257158
7,4,1,1,22.626580743777584,0,10.725348065735565
7,6,0,0,17.936270163901444,0,2.649990471796906
7,5,0,0,23.641793887427845,1,14.599903162988571
4,7,1,1,24.617740841705693,1,13.34111137636468
9,5,0,1,22.32034077537123,0,9.21630055649178
7,5,1,0,24.94213204076821,1,14.398643012583443
4,5,0,1,21.311714128582125,0,8.3840614954429
3,5,0,1,21.114390548875363,0,7.532401781781475
4,8,0,0,25.19681097387917,1,14.63187260884764
9,6,0,1,23.034185079347477,1,12.777517426720086
11,6,0,1,22.375864430785207,0,10.98554373046978
6,5,0,0,24.843929208737045,1,14.326830297230352
13,6,1,1,20.6426407990281,0,8.972417220378434
6,7,0,0,22.334281890555328,0,9.472543917369574
10,6,0,0,23.813376331556057,1,13.63179005499197
9,6,0,1,25.66580830525093,1,15.538128069832862
9,8,0,0,25.75971604877328,1,14.279266164793391
4,6,0,1,24.65409548322554,1,14.647728196168364
1,6,0,1,23.83325475381005,1,13.308012307772357
9,7,0,0,23.64168803692715,1,13.321614068143912
5,5,0,0,22.670440203775705,0,10.707012435668837
12,8,0,0,22.190702317645584,0,9.988702866205662
8,6,0,1,25.33004993677814,1,14.842270756254884
9,5,0,1,21.7227855794868,0,9.458789595038228
6,7,0,0,20.512466381162465,0,7.250411336690123
7,6,0,0,21.45339952919368,0,8.458037111127744
2,7,0,1,23.58984440511512,1,13.168506178171356
3,6,0,0,22.715735829025583,0,9.345770380485648
9,7,1,0,22.281104700257405,0,9.671686035002766
3,6,0,0,22.34180546713421,0,9.66975031140445
12,7,1,0,26.47651298282151,1,15.804011000767163
4,7,1,0,21.364323041545354,0,9.08851084478437
11,3,0,1,22.32786747629756,0,10.357754968117211
4,5,1,1,22.99596170802997,0,10.141771977222314
6,4,0,1,24.059169964881217,1,14.854155508675335
6,5,1,1,23.732403019202582,1,13.53663349389856
10,5,0,0,21.45639143556166,0,9.373731193939877
10,2,0,0,22.749976697063367,0,11.052196948801775
9,6,0,0,23.6778852402518,1,13.141050910130671
8,7,0,1,25.18161284577167,1,15.75825085497968
7,7,1,0,21.38403393040384,0,8.58239678469965
2,8,0,0,26.721795085393914,1,15.092258565198314
10,5,0,0,23.9822033840762,1,13.905725501673656
11,3,0,0,26.007360724929907,1,15.220491125538096
8,5,0,0,22.62307262833198,0,10.41351050028792
2,3,1,1,21.2662609326856,0,8.904856024789108
8,6,0,0,26.562013649246115,1,15.510365178377604
4,8,1,0,26.60815438745504,1,15.873863399832592
13,2,1,0,22.42828546360669,0,10.570446191671932
7,7,1,1,26.07787663092378,1,15.025385019768589
5,6,1,1,22.383012141896945,0,10.357803290644837
7,6,1,0,21.913415739928983,0,9.8184492161452
3,5,1,0,22.512439058223315,0,9.589036318365224
10,6,0,0,24.13985003695003,1,13.604774399678826
12,3,0,0,20.82486771761872,0,7.84034753174918
4,4,0,0,24.26756195094977,1,13.762916270928011
6,7,0,1,24.23363200651487,1,13.6262423311834
11,6,1,1,22.34899408648233,0,9.29223784298253
10,6,0,0,20.796981242652848,0,8.148628892074116
6,8,1,1,21.276007805684888,0,9.077943880696164
7,4,0,0,25.2893993425188,1,15.608102178360507
15,7,0,0,25.192753786346263,1,14.296680483808675
10,5,0,0,19.74679926307744,0,6.227050248405538
7,5,0,1,21.477787322564065,0,8.900260448026668
12,6,0,0,24.78897597728084,1,15.117631297851087
11,4,0,1,23.23418693958113,1,13.198928659290502
9,3,0,0,22.55501646950148,0,9.290549601650616
2,1,0,0,20.81762910147388,0,6.840427848479615
11,5,0,1,23.817978720941092,1,13.134996656414064
6,4,0,1,21.817460082379423,0,9.161458062298726
10,5,0,0,23.645324216456384,1,12.76021139555339
7,5,0,0,20.91615738449708,0,7.173550930696951
6,6,0,0,23.59461147708613,1,14.929453307227616
8,5,0,0,25.25241362294821,1,15.621154122410395
5,6,0,0,23.63463238908641,1,14.20125163843806
9,7,0,0,21.77811440154657,0,10.60257836757541
3,6,0,0,21.94733080916137,0,9.105287348725698
9,3,0,1,20.94608292385885,0,7.421181164217095
7,4,0,0,23.71043675097232,1,12.938974165623051
1,5,0,0,22.62647677997214,0,9.426851206717718
13,5,0,1,21.6877113084985,0,9.537033412584028
6,6,0,0,25.500413041181798,1,15.582532321488756
5,5,1,1,19.20616612160477,0,5.32254496376015
4,5,0,0,21.815865953360845,0,10.329815121915198
14,4,0,1,21.64439666272096,0,9.44379323127732
1,6,0,0,21.46348455448341,0,8.425888982857858
7,5,1,0,24.772000753378386,1,15.051290790821469
4,8,0,0,20.750560855179543,0,7.521931874624885
1,4,1,1,23.88703830300937,1,13.569112131894018
9,8,1,0,21.264406046873187,0,8.531389846675978
11,6,0,1,20.281917511702723,0,7.273962721732189
4,6,0,0,22.523792280262885,0,10.713947445312227
5,6,0,1,22.4374934601126,0,9.898689228458672
5,6,1,1,21.604765651591237,0,9.357777835410564
4,5,1,0,23.22361378087914,1,13.272890020261086
3,6,0,0,22.739892420795613,0,10.338716043841446
10,7,1,1,22.370040620460237,0,10.763790758361488
8,4,1,0,25.19915290542972,1,14.125262357153396
9,5,1,1,22.829222330567465,0,11.231307521208336
9,6,0,0,22.12148148106746,0,10.015205121793128
13,5,0,0,19.743687666384325,0,5.869956681602217
6,6,0,1,23.949476381131955,1,13.44279565566742
8,4,1,0,20.330545052597643,0,6.741674405847448
8,4,1,1,28.86441644148904,1,18.424448431468143
9,6,0,0,24.34200739992969,1,13.91320479311582
