age,political_engagement_score,income,gender,minority_status,campaign_exposure,voting_behavior
27,9,12,0,0,0,33.26669885834523
34,17,15,1,0,1,38.83378861796165
31,22,1,0,1,0,34.072164925402795
27,22,12,1,1,1,45.14457253172774
35,15,12,1,0,1,36.302893193488686
16,27,11,0,1,1,55.24669923354065
23,9,5,1,1,0,36.25817081286511
20,20,11,0,1,1,50.321011030175214
26,22,11,0,1,0,38.80742129481869
28,19,14,1,0,0,36.19186011491509
22,29,10,1,0,1,49.010412707740834
23,25,7,1,1,0,40.6351570711682
25,18,7,1,1,0,37.59119298440483
37,19,10,1,1,0,28.823982576878763
29,16,8,0,0,0,34.28697998517102
35,20,9,1,0,1,37.274883826683485
18,21,11,1,0,0,42.84837206775909
29,25,7,1,0,1,41.719075893186094
30,11,12,1,0,0,33.976360772321506
33,21,12,1,1,1,38.99494981381693
12,24,10,1,0,1,54.51941099162469
37,20,7,0,1,0,28.6296234443005
42,28,9,0,0,1,33.04215771201566
34,22,7,0,1,1,40.919488315918166
31,14,11,0,1,0,31.824714234200616
28,11,7,0,0,0,31.494840406082456
24,20,11,1,1,1,46.474803978972126
39,18,9,1,1,1,34.16623533985039
39,27,9,0,1,1,35.74574031841671
40,18,6,0,0,1,33.494826455828814
25,17,10,0,1,0,37.00463168076224
30,21,5,1,0,0,33.79364373271087
25,19,10,1,1,0,37.8061745460757
18,11,7,1,1,0,40.53621114276918
23,33,9,0,1,1,51.10531391220415
22,7,12,0,1,0,36.58931002735364
13,24,14,1,1,1,56.50751965210572
37,16,9,1,0,0,27.42455303070653
26,32,6,1,1,1,49.051774304249406
29,6,7,1,0,0,29.066452019339188
7,21,5,1,1,1,58.547361455347286
33,23,9,1,0,1,39.49634589435597
20,9,12,1,1,0,39.35889959872902
29,20,9,1,1,0,33.781623493205
33,23,7,1,0,0,32.435334905272846
32,12,4,1,0,0,29.39605328712273
37,16,8,0,0,0,28.74961541147052
11,20,10,1,1,1,58.748272589738654
32,12,12,0,1,1,38.148466470613656
22,19,5,1,1,0,39.08937826581397
25,17,9,1,1,0,38.4770130419361
30,19,16,1,0,1,43.70285546155742
26,8,8,1,1,0,33.54179386399622
40,11,11,0,0,0,25.704576562030702
31,24,10,1,1,1,41.84745134459536
39,12,13,0,0,0,25.28943144188636
34,16,12,1,1,0,30.12561782103426
29,26,15,0,0,1,45.07705764739456
24,10,3,0,0,0,33.5581911401711
41,25,7,0,0,1,35.31007815822397
32,16,2,0,0,0,29.31759630282928
29,10,8,0,0,0,34.331898526945885
25,21,15,1,0,1,47.27088445122488
34,17,7,1,0,0,30.924161718696595
39,21,8,1,0,0,25.16268114721888
36,17,8,1,1,1,35.93642471461472
13,23,5,0,0,0,46.89874647182604
33,23,9,1,0,1,42.22858836061508
35,20,12,1,1,1,40.286032916259046
39,22,6,1,1,1,33.97724002313177
22,20,5,0,1,1,48.70651720493551
19,29,8,1,1,1,52.04191646307122
34,19,9,1,1,1,37.29819189613687
21,26,14,1,1,0,43.96666352941569
31,17,14,0,0,0,32.45982672819869
30,23,11,0,0,1,42.85383573165829
31,22,5,1,1,1,41.1064882726923
33,16,5,0,0,0,29.46853287026588
21,14,11,0,1,0,39.74786191823056
28,14,11,1,0,0,33.70683871186208
21,18,10,0,1,0,40.33081107701535
35,22,12,0,0,1,37.999287717117525
21,20,10,1,0,0,42.652855199383175
36,22,12,1,0,0,30.043014402609906
44,17,8,1,0,0,24.308286215360027
26,24,9,0,1,1,45.91438642003407
29,22,12,1,1,0,34.04327667669466
22,22,2,0,0,0,40.522191491832615
39,23,7,0,0,0,26.974138432466624
31,13,8,0,0,0,31.871254181802307
20,18,9,0,1,0,40.75546907829023
31,14,9,0,1,0,31.695608778857864
35,26,8,0,0,1,38.88578372694288
40,14,14,0,1,0,26.58971169185173
6,17,9,1,0,0,51.17930339214295
30,23,12,0,0,1,43.24856945222631
41,18,9,1,0,0,25.46605797404026
28,22,11,1,1,0,38.01681016644957
30,18,7,0,0,1,40.53992118125779
39,24,9,1,1,0,27.9361482787228
37,17,11,0,1,1,36.293082194524295
18,4,11,0,0,0,39.7913937201554
20,22,12,1,0,1,48.68215171611923
35,18,13,0,1,1,37.3733879980503
28,14,9,1,0,0,34.35823122381164
30,22,6,1,0,1,41.07808073098449
15,20,10,1,0,0,45.13067423967326
21,21,11,1,0,1,47.9541389427097
30,20,14,0,1,0,34.527856302760185
32,17,13,0,1,1,40.69017517281996
18,16,7,1,0,1,48.93362911668481
23,17,17,0,1,0,40.51829866092145
19,19,11,0,1,0,42.820689580888576
28,16,11,0,1,1,42.07769084228543
25,25,13,1,0,1,48.137478034739694
36,13,10,1,0,1,35.26682722457717
31,25,9,1,0,1,41.86926700756185
46,22,10,1,1,1,29.41968521788269
35,19,13,0,1,1,38.5655158164072
29,20,11,1,1,1,43.50427174325196
26,21,8,0,0,1,45.63259698085228
32,24,12,1,1,1,40.41694068786279
48,15,13,1,0,0,18.28057449742272
27,21,4,0,1,1,44.72351646103697
31,23,10,0,0,0,35.17429036188333
14,17,4,0,1,0,44.90493726069706
21,21,10,1,0,0,41.25422299693408
28,23,10,0,1,1,46.87084887715282
38,29,10,1,0,1,39.6003870346256
20,23,9,1,0,1,51.36206255027018
32,26,10,1,1,1,41.34789955774819
27,14,8,1,0,0,36.39517136110901
37,19,10,1,1,0,29.10108411729895
40,20,9,1,0,1,34.42381000132622
41,15,12,0,0,1,32.34168978857687
19,14,2,1,0,0,38.97962930201376
25,24,2,1,0,1,45.18963828549415
38,19,8,1,1,1,35.47967744649923
44,23,5,0,0,1,32.59675707604394
30,16,8,0,0,0,33.418855254201965
33,15,13,0,1,1,37.649672578799965
14,20,13,0,0,1,54.07589414934802
35,30,11,0,0,0,33.383968668456426
28,20,9,0,1,0,36.03968111693743
29,26,9,0,0,1,43.788629964195664
38,13,8,1,0,0,24.6862263080258
26,13,5,0,1,0,36.96322553791923
33,26,7,1,1,1,40.22442588508166
31,26,9,0,1,0,36.44833628073536
40,16,15,0,0,1,32.83113350049324
29,12,4,1,0,0,32.371646459166456
32,21,11,0,0,0,32.418551001158995
30,18,10,1,0,1,39.05937775966177
31,29,12,0,0,1,43.23146929768807
24,22,6,0,1,0,37.72984519363494
31,25,11,1,0,1,42.08040657762572
23,14,8,0,0,0,38.44035158672063
30,8,12,0,1,0,30.81114729174227
34,13,7,0,1,1,37.57462340602881
34,19,10,0,1,1,38.60040326295532
29,17,5,1,0,1,42.11954083937525
36,21,7,0,0,1,39.21079752342316
23,16,10,1,1,0,39.11270492263187
31,13,7,0,0,1,38.23127069373672
37,22,10,1,0,1,35.87621910566759
30,7,9,0,0,0,30.59010985058492
25,28,12,0,0,0,40.67713842996693
34,20,6,0,0,1,38.74440452931257
45,23,15,0,0,0,23.19034265462825
30,24,4,0,0,1,43.16501337414867
37,14,9,0,1,0,27.80304633672886
29,12,12,0,0,1,41.77342524601895
36,18,7,1,1,0,27.688496637908347
35,25,8,1,0,1,37.81718169368924
26,14,7,0,1,0,36.294963655309736
34,18,10,0,0,0,31.037140562682595
26,18,10,1,1,1,43.26163411186749
24,14,6,0,1,0,35.35831416626867
38,7,14,1,0,0,26.42267690113525
37,31,5,0,0,1,39.4385351925316
38,28,9,0,0,0,30.478353140300253
27,7,6,1,1,1,40.15416823998941
16,25,8,0,0,1,54.643123482667015
23,11,10,0,1,0,36.62195541516026
21,33,7,0,0,1,51.67896419757304
23,12,4,0,1,0,36.469435519021886
32,14,9,1,0,0,31.058235064160968
54,22,8,1,0,0,13.47173750572595
27,26,8,0,0,1,44.7234558228174
32,12,11,1,0,0,30.95676842151221
42,10,11,1,1,1,28.62453286524009
30,18,9,0,1,1,41.89912413301796
28,10,13,1,1,0,33.02423797869622
35,16,2,0,0,0,28.25338823477237
22,8,6,1,0,1,42.52485031842454
27,24,9,1,1,1,47.03675215068242
42,25,11,0,0,1,35.08932892262367
31,20,11,1,0,0,35.20715718631675
23,21,9,1,0,1,46.62449797279164
27,27,9,0,0,0,36.36557359690525
21,19,5,0,0,0,41.37553633735688
37,26,10,0,0,1,37.38961673936605
19,36,13,0,0,1,56.627744838360215
37,19,11,1,0,0,27.898973896415423
29,24,11,0,1,1,44.31489227735042
20,28,14,0,0,1,51.70524190136164
29,29,9,0,0,1,44.63849321648325
31,24,5,0,0,0,33.513573128763376
38,27,11,0,1,1,36.524334606915644
12,25,12,1,1,1,57.31022300932814
36,28,7,0,0,1,39.35651125072738
25,14,14,1,0,1,41.031573787398486
31,9,7,0,1,1,38.39346591336692
21,7,7,1,0,0,36.51854351332074
43,28,13,1,1,1,35.80749263925639
33,16,8,0,0,0,30.87713843182621
27,16,12,0,0,1,43.59272537640417
28,23,7,1,1,0,37.356560188761634
16,10,9,1,0,1,48.43750761536699
30,15,13,0,1,1,41.75873037571386
21,27,9,0,0,1,50.07140751250942
33,16,11,1,0,1,38.150056184355456
39,28,9,1,1,1,36.90392819180266
21,14,4,0,1,0,37.83003049786856
37,27,16,1,0,1,39.77337517327653
38,23,12,1,1,1,37.25775156025015
24,27,6,1,1,1,49.139925011279246
31,22,10,0,0,0,34.86195397375727
35,9,11,0,1,0,29.164358675762355
27,18,9,0,0,1,42.50424674968202
35,27,13,1,0,1,40.32887647618507
31,22,7,1,0,0,31.617180225339997
20,31,9,1,1,1,53.65210849658724
31,31,9,1,0,1,43.42023028616691
29,33,3,0,1,1,46.69824080032728
34,24,14,0,1,1,40.996624806238856
30,19,8,0,1,1,42.18423782162242
25,25,12,0,1,1,46.160843452494255
40,13,7,1,1,0,24.71207641215637
31,17,9,0,0,0,32.58488993846061
41,10,12,0,0,0,21.95333198786913
24,25,9,1,1,1,46.50877749143738
29,19,9,0,0,0,35.05309144230078
20,25,0,0,0,0,44.54698354068809
23,24,7,0,0,0,41.96723767542257
30,24,6,0,0,1,42.98820033991212
39,20,12,0,1,1,35.53516572219154
43,25,10,1,0,1,32.908350602832186
34,15,13,0,0,1,36.15111151539826
26,24,7,1,0,1,44.84587084528963
29,14,11,1,0,0,33.266356374662955
39,11,14,1,0,1,32.2960630281201
42,15,10,0,1,0,23.990111303110115
23,25,8,0,0,1,47.56245364894404
27,15,13,0,1,0,36.288066256956256
22,18,8,0,0,1,45.44421913842348
33,28,8,0,0,0,34.937580280182374
38,21,7,0,0,1,34.99842934063446
42,28,13,1,1,0,28.8417831029086
15,5,14,0,1,1,49.51136652622611
32,21,15,1,1,1,40.66287566441379
29,22,17,0,0,0,35.580658075311
21,3,16,0,1,0,36.13337439985282
26,10,6,0,0,0,34.28000154666443
30,25,8,1,0,1,41.41790844926029
28,14,11,0,1,1,41.20028937616473
24,19,17,1,1,1,48.59442684638245
25,14,12,1,0,1,43.78377982797444
43,17,6,0,1,1,31.56737991351462
28,14,8,0,1,1,41.40670617908578
30,14,10,0,0,0,33.28393145035364
25,25,9,1,0,1,45.3147923137595
27,17,8,1,1,0,35.777157063101846
37,30,10,1,1,1,40.7817566457846
41,19,6,1,0,1,31.73025150255968
19,13,9,0,0,0,40.39856436357425
35,9,4,1,1,0,27.31393409085289
29,18,10,0,0,1,41.56297169393587
41,10,5,0,1,1,31.44984340245627
19,21,3,0,1,1,49.59569327299032
30,14,9,0,1,0,31.50839823259046
32,19,8,0,0,0,31.36830298997294
44,28,7,1,1,1,32.483839083306606
31,8,10,0,0,0,30.0783563060005
34,29,9,0,0,1,41.53460384578514
23,10,13,0,1,0,37.03056314526155
35,9,12,0,0,0,27.73724846384909
39,13,14,0,0,0,25.64291992434889
27,25,9,1,1,1,47.12740563361346
24,26,6,0,1,1,47.28711758438644
28,17,8,0,1,0,36.12592286356117
33,20,10,0,1,0,32.961067708875625
39,19,9,0,1,0,27.53413368666769
28,16,14,1,1,1,42.48328178313641
34,18,10,0,1,1,40.82774830735879
21,19,8,0,0,0,40.37527483614743
15,20,10,1,0,1,53.60379976734888
34,7,10,0,0,0,29.526686438709135
25,23,12,1,0,0,39.37896667410413
27,18,10,1,0,1,43.70061487877429
33,18,10,0,0,0,32.03350333141927
25,29,12,0,1,0,41.13317305695784
15,7,11,1,1,0,40.50949047383474
35,15,9,0,1,1,37.16396190899273
33,16,8,0,1,1,37.914558177865
24,16,5,0,1,1,45.52444809365181
45,43,5,0,1,1,35.623819375753115
15,22,9,1,1,1,52.93192784853923
21,17,10,1,1,1,46.85238615107397
43,28,8,0,0,1,34.60519534829389
25,21,10,0,0,0,40.66313424635552
9,13,6,0,0,0,46.8467596008469
21,21,7,0,1,1,49.312604537115405
33,8,8,1,1,0,29.142831756393427
29,16,7,1,1,1,41.34189609828813
28,18,16,0,0,0,34.575192197341714
31,15,10,1,0,0,32.352567756527485
32,22,6,0,0,1,39.98864796539728
27,28,9,0,1,1,46.4987761275714
44,16,12,1,0,0,22.184735923518257
26,31,12,1,1,1,49.0332337919026
27,15,6,1,1,0,35.00942553506832
36,25,11,0,0,0,30.57868550719935
26,23,7,0,0,1,45.77275064635194
36,32,4,0,1,1,40.6935781663797
54,25,10,0,1,0,19.243284317780063
27,21,8,0,1,0,37.302701204430285
37,23,15,0,1,0,31.640618126215536
45,14,9,1,0,1,28.80597052127761
45,13,6,0,1,1,28.496138635596918
37,17,15,0,1,1,38.14742151304574
29,9,8,0,0,0,32.579038739072224
38,12,11,0,1,0,27.33997459285956
30,12,6,0,0,0,32.23720508808549
33,16,15,0,0,1,36.70384930161239
31,22,12,1,0,1,40.82338507470504
26,23,13,0,0,0,37.19349302667502
21,12,9,1,0,0,38.26523867680216
38,28,15,1,1,0,31.640511022720727
29,18,7,0,1,0,34.02280225383243
29,15,11,0,0,0,32.10030975385711
39,19,16,0,0,0,28.20026216477244
22,23,11,1,1,1,47.67115891193792
11,19,7,1,1,0,46.3597519503043
40,20,7,0,1,0,24.24609828352224
33,16,13,0,0,1,39.023720106805214
35,32,8,0,0,1,40.11306427435096
23,12,1,0,1,0,36.56052250244824
36,19,11,1,0,1,36.885143076354254
19,23,9,1,0,1,50.89850880427044
22,22,8,1,1,0,39.870386971208696
31,31,7,1,0,1,40.58668228881595
29,17,12,1,0,0,33.95683154746259
31,28,6,0,1,1,42.792450773699
26,21,11,1,0,1,43.67603983179536
26,24,13,0,1,1,46.10455661475119
21,18,12,0,0,0,40.90118503146508
24,14,10,1,0,0,35.68822713827993
32,15,10,1,1,1,39.509240764492425
36,15,10,1,1,1,35.07343652425147
29,22,11,0,0,1,43.80387801902393
35,19,12,0,1,0,31.24024793603657
23,6,11,1,0,0,35.685418061211166
40,12,2,0,1,0,25.705226119677548
22,21,11,1,1,0,39.77570432861148
34,13,6,0,0,0,29.3322322528589
27,20,17,0,0,1,44.94535914868572
28,15,10,0,0,0,36.88337795618574
43,7,8,0,0,0,21.729268966371432
43,12,8,0,1,0,21.32854333152948
25,13,12,1,0,0,34.71422002946218
33,12,12,1,0,0,31.590413499898112
37,26,10,0,1,1,39.5302402818462
27,27,9,0,1,1,44.95205107237113
23,12,11,1,1,0,36.80261978620453
23,21,8,0,1,0,39.69358609424834
38,16,16,0,1,0,26.467784313681065
29,17,10,0,1,0,33.111755336015975
30,23,12,1,1,1,43.62741439402952
42,13,9,1,1,1,31.886054165856187
20,20,7,1,0,0,43.08701369830546
21,10,15,1,0,0,39.7217457546791
36,19,10,0,1,0,30.702666205490907
37,17,8,0,1,1,35.39354466130589
33,21,6,1,0,0,32.03698043856026
23,14,9,0,1,0,38.66650926461961
50,22,11,1,0,1,26.808939126664256
41,13,7,0,1,0,24.315608182359824
37,20,8,1,0,1,34.51576588749818
23,29,8,0,1,1,49.38150727683978
23,11,7,0,0,0,37.5047457131793
29,23,10,0,1,1,41.1689136539686
31,19,7,0,0,0,32.98711493474751
29,18,9,1,0,1,42.65968722530203
32,20,7,0,1,0,34.570583888800336
35,19,5,1,0,1,37.34345973666766
30,20,10,1,1,0,32.94295879059258
32,25,9,0,1,0,32.73756132170804
26,23,7,0,0,1,45.83254740710221
41,28,12,1,0,1,37.53290350175695
40,24,6,1,0,1,32.893772130119785
29,30,4,0,0,1,44.757565312159
35,16,15,1,1,0,29.36538673244276
35,24,10,1,1,0,31.44107101644925
28,19,8,0,1,1,41.21134098543048
33,20,11,0,0,0,32.89774292275965
23,16,11,1,0,0,39.938028998169365
5,22,10,1,1,1,61.356385726036585
35,12,13,0,0,1,35.277965923520625
32,29,15,0,0,1,43.7298922520367
39,15,8,0,1,0,25.65188828611852
22,25,9,1,1,1,48.39002607644745
30,15,11,0,0,0,34.983540753198405
29,16,13,0,0,0,35.571422515339925
33,31,6,0,1,1,41.59125189161825
24,12,10,0,0,0,36.26643870461713
28,16,6,0,1,0,34.2626184630323
22,19,9,1,1,1,48.18589674612281
34,10,16,1,1,1,38.18795593961307
24,20,4,1,0,1,45.09013782044852
24,22,6,0,0,0,38.325808427966585
26,20,7,1,0,0,36.8278461534664
32,20,10,1,1,1,40.85086638581643
28,19,8,0,0,0,33.50809636135644
39,20,9,0,1,0,29.32938870920831
18,17,13,0,1,0,44.046821560502224
32,11,5,0,0,1,36.8861468611661
20,23,7,0,0,0,41.73375599624509
28,16,8,1,0,0,33.80736217210372
14,26,11,0,1,1,55.91620083515056
20,20,4,0,0,0,41.64244520175192
26,15,11,0,0,0,36.892321613885805
34,25,11,1,0,1,40.15343604378815
37,20,10,0,1,0,26.76179805297423
27,22,8,1,0,1,44.24642005665055
24,25,7,0,1,1,47.4437259671615
11,20,9,0,1,0,49.56388796010408
29,18,13,0,0,1,44.70715509082719
13,18,8,1,0,0,43.67062725782347
17,13,11,0,1,0,41.95204749433023
41,21,13,0,1,0,25.681629480628104
31,28,11,0,0,1,43.583670889650335
25,17,14,0,0,0,35.244890854284904
27,22,7,1,0,1,43.86524165457531
41,18,9,0,0,1,31.31338552591931
35,16,14,1,1,0,28.21859502692783
38,19,11,1,1,1,33.059579279508554
32,21,6,0,1,0,33.893988476269705
30,33,5,0,0,1,45.70669737499375
33,25,11,1,0,1,41.07561140861274
33,15,9,1,0,0,32.33852801106215
37,16,8,1,0,0,27.07798009531888
42,24,14,0,1,1,34.51875694713321
27,22,7,0,1,0,34.72899069608646
28,12,7,0,0,0,34.70256343303397
41,17,14,0,1,0,25.888843626050672
33,21,8,1,0,1,40.29728735213446
46,19,7,0,0,1,29.757201692133496
43,15,9,0,1,0,24.056974086245663
29,18,8,0,0,0,34.55793496878983
28,23,11,1,1,0,36.31341728951427
24,25,10,0,0,1,48.35116901174934
25,23,7,1,0,0,38.27405221583606
8,26,9,1,1,1,60.78403232258838
22,18,8,0,1,0,38.36851097291574
25,17,3,1,0,0,36.19554779138591
24,17,13,0,1,0,37.738544238731
27,22,7,1,1,0,37.55064788226862
33,13,11,1,0,0,30.05168969352148
29,19,12,1,1,0,34.97928301961105
25,16,11,0,0,0,37.3822755693006
25,24,8,0,1,0,38.064043219522965
36,16,13,1,0,0,29.88786015762968
29,21,11,1,1,1,43.2904132088003
39,18,9,1,0,0,25.64256602939717
28,28,11,1,1,1,45.43554830448984
28,17,8,0,0,0,34.30457142504045
33,26,10,0,0,1,39.38612797732082
35,21,10,1,0,1,36.00648454253694
24,23,10,1,0,1,45.889170686401656
36,18,10,0,0,1,37.66748532830807
14,19,5,0,1,0,45.370556390098336
20,33,10,1,1,0,44.77867903073834
31,26,11,1,0,1,42.1524303609836
25,20,14,0,0,1,45.256014398766176
33,25,8,1,1,1,40.21770388523958
21,24,9,0,1,0,42.81431078561587
29,27,7,0,1,1,44.55453923747623
37,20,8,1,0,1,36.10738822860077
23,19,9,1,0,1,47.58715614367694
33,15,14,0,1,0,31.540359021913957
30,20,6,0,1,1,43.16365041907539
30,18,9,1,0,1,40.90430032900419
44,17,11,1,0,0,22.56463722217001
30,17,11,0,1,0,32.32394368586287
26,11,10,1,1,0,34.674697541210634
28,17,8,0,0,0,35.222384781555114
24,10,12,0,1,0,37.02696048646175
19,21,9,1,0,0,43.07102445311919
38,21,11,0,1,0,30.148857586372493
23,14,9,1,0,1,46.57960972898884
35,19,9,1,1,1,37.61901157057062
19,17,4,1,0,0,39.41572961270954
40,15,13,1,1,1,33.08140910178142
28,18,9,1,1,0,35.8977585465085
31,24,15,1,0,1,43.101339199394246
21,19,11,0,0,0,40.57357098957409
21,23,8,1,1,0,40.765016631912026
20,20,12,1,0,1,50.02125024652381
33,29,9,0,1,0,33.11345159857094
31,18,6,1,0,1,40.29119261005017
40,21,10,0,1,1,36.45920549616662
14,18,16,0,1,1,54.59942179356148
36,16,12,1,0,1,38.57777300380263
42,31,4,1,0,1,35.13071121973508
45,15,19,0,0,0,23.09166964911931
22,12,12,1,1,0,37.91260191783157
29,19,7,0,1,0,32.68277842300788
31,17,11,0,0,0,32.29758138927937
31,23,11,1,1,1,40.49173006699655
35,15,9,0,1,0,28.41149627797548
37,18,8,0,0,1,37.22777832327389
37,36,9,1,1,1,39.80041222780552
40,23,8,0,0,0,26.87962201987152
27,18,6,0,1,1,44.634909016097225
31,22,14,0,1,1,43.02611952643105
23,17,10,0,0,1,47.02726563723974
21,13,6,0,0,0,38.28412769271792
31,24,7,0,1,0,34.89353478033499
13,17,9,1,0,1,53.90859905633344
25,18,2,0,1,0,36.35844623080668
50,24,14,0,0,1,28.067424717297893
35,31,11,1,0,0,32.05506413840651
25,20,11,0,1,0,37.54024625257114
40,19,13,1,0,1,34.96155018776548
42,22,13,0,1,1,34.628917595141644
13,26,8,1,1,1,56.02195379050566
36,13,10,0,1,1,37.25770237466912
34,3,16,1,0,0,26.30444472237512
27,18,13,0,0,0,37.75023372935442
28,26,12,1,1,1,46.3250921949595
20,14,9,0,0,0,40.56319713524186
36,11,4,0,0,0,26.18955607346084
32,24,8,1,0,1,39.71166186222072
24,28,9,1,1,1,48.3934730065326
36,16,12,0,1,0,29.044006927796083
42,10,11,1,0,0,23.47502479341724
33,21,8,0,1,1,39.35537601105767
32,24,12,0,1,1,39.56956626211555
28,26,14,0,1,1,45.33654816822094
39,25,9,0,1,0,27.97758273736026
23,22,13,0,1,1,48.3503387879754
19,25,8,0,0,1,52.436845307924784
10,17,8,0,0,0,48.60974839559915
41,17,9,0,0,0,23.01308298296696
45,20,13,0,0,0,23.28452254578314
27,25,15,0,1,1,44.19097786653991
29,19,11,1,0,0,33.76933280786182
24,27,8,0,1,1,48.41547647498642
23,13,11,1,1,1,44.82608937726533
33,13,2,0,0,1,36.76992999893808
32,27,14,0,1,1,40.82101234209308
24,23,5,1,0,1,45.66033242369031
27,21,11,0,0,1,42.88400359617387
19,27,8,1,1,1,51.34238677612024
31,23,15,0,0,1,44.68350765708895
16,12,13,1,1,0,41.88551844555816
20,20,10,0,0,1,48.70321670903011
19,14,13,1,1,1,48.22046168235109
29,18,13,0,1,1,42.78709939973668
23,19,9,1,0,0,39.66276593256625
32,21,10,1,0,0,32.10455759340993
37,20,12,0,0,0,31.021320429014253
21,21,10,1,0,1,49.76990715996757
9,16,14,1,0,0,48.9647210023082
30,21,10,0,0,1,40.58925375275846
14,19,8,1,1,0,46.90996638783818
30,23,7,0,1,1,42.200004346685766
31,25,15,1,1,0,33.59887366412771
41,20,11,1,0,0,24.298945575975203
33,20,4,0,0,1,40.96399402907443
15,28,16,1,1,1,54.81029487436205
25,25,6,0,1,1,48.5230061072556
28,28,10,1,0,1,43.72625162053205
33,33,9,0,1,0,33.73337401849824
41,12,8,0,0,1,31.054431957682095
27,24,13,0,1,1,47.3279156228526
35,18,6,1,0,0,28.88243401554564
31,20,11,0,0,0,33.98698330809745
52,25,12,0,1,1,27.016225594719234
28,17,8,0,0,1,42.35195642715178
16,30,11,1,0,0,45.955781851070974
20,18,13,1,0,0,39.93025226563246
33,38,8,0,0,1,44.98270013594736
30,18,9,1,0,1,40.15044625508327
38,26,9,0,0,0,29.927793933421725
34,13,14,0,1,0,27.961200982420355
