household_id,post_microloan_period,microloan_received,business_growth_rate,age,income_level,rural_residence,previous_loan_status
147,0,0,54.24709801260555,1,11,1,1
148,0,1,52.6189837640395,2,7,1,1
149,0,0,53.03022497763735,2,10,1,1
150,0,0,53.58340077655093,3,6,1,1
151,0,1,53.25553890128696,3,6,0,0
152,0,1,52.46702565890164,4,4,1,0
153,0,0,51.9355512585153,3,6,0,1
154,0,0,53.04881834877775,3,6,1,1
155,0,1,51.938105649360665,2,6,1,1
156,0,1,54.19463302862176,2,5,0,0
157,0,1,52.23686274363395,2,2,1,0
158,0,0,52.106408059099216,2,10,0,0
159,0,1,51.94019697675951,2,6,1,1
160,0,1,52.00968948980643,2,8,0,1
161,0,0,50.48248409410507,4,6,0,1
162,0,0,51.5504818362393,3,8,1,1
163,0,0,50.490386917260416,3,9,0,1
164,0,1,52.81432922013792,4,2,1,0
165,0,1,54.18148079778643,2,6,1,1
166,0,1,52.79508690163328,3,6,0,0
167,0,0,53.638378856644806,3,5,0,1
168,0,0,52.7320818063296,3,5,1,1
169,0,1,52.43680994611197,5,7,1,0
170,0,1,54.05821082332459,1,10,1,1
171,0,1,53.48325232304901,0,6,1,0
172,0,0,53.25118802339526,3,4,1,0
173,0,0,52.1045072206768,4,5,0,1
174,0,0,52.66561071112524,2,7,0,1
175,0,1,51.99618034556256,2,8,0,1
176,0,0,51.899405043561295,2,4,1,0
177,0,0,52.423563146972285,3,3,1,0
178,0,1,53.43766913556098,2,3,1,1
179,0,1,53.579263653233205,2,8,0,0
180,0,0,52.67723759560128,2,5,1,1
181,0,1,53.58750653834824,3,8,1,0
182,0,1,54.16571855974481,1,6,1,1
183,0,0,52.50598655726991,2,9,1,1
184,0,0,52.01122410187993,4,4,0,1
185,0,0,53.425548217523406,2,9,1,1
186,0,1,51.97766636147362,4,7,0,1
187,0,1,53.65327073399764,3,6,1,1
188,0,0,52.65065569691834,3,5,1,1
189,0,0,50.89171166669881,2,6,0,1
190,0,0,52.41287927897099,0,8,1,1
191,0,0,51.80623416612701,1,11,1,1
192,0,1,52.870712790956325,3,7,0,1
193,0,1,52.072033392752,4,6,0,0
194,0,0,52.53089563663973,0,7,0,1
195,0,1,53.79023565310461,3,6,0,1
196,0,0,52.05215729564215,2,8,0,1
197,0,0,51.27271774660788,4,6,0,1
198,0,0,52.97627880295654,4,7,1,1
199,0,0,52.25450302909428,2,5,0,0
200,0,1,53.03334844843116,3,4,0,1
201,0,1,51.798398928623065,1,6,1,0
202,0,0,50.91463704192634,1,8,0,0
203,0,0,52.136973284343405,3,7,1,1
204,0,0,53.14103731280899,3,8,1,0
205,0,0,51.56286421248733,3,8,1,1
206,0,1,51.92677586560252,3,7,0,0
207,0,0,53.22343921039486,2,4,1,1
208,0,1,54.25454678409943,1,7,1,1
209,0,1,53.59207465778783,2,6,1,1
210,0,1,52.13936885944565,1,8,1,1
211,0,1,51.69993268113168,4,8,1,1
212,0,1,53.24305354781258,1,4,1,1
213,0,1,51.56246051418987,2,5,0,0
214,0,0,52.30204647239637,3,4,1,0
215,0,1,53.058006633742174,2,5,1,1
216,0,1,52.85331728663901,3,5,1,1
217,0,0,53.24408739929297,4,6,0,0
218,0,0,52.63096460383081,3,6,0,0
219,0,0,52.39800430312841,3,4,1,0
220,0,0,50.93416917302462,2,5,1,0
221,0,1,52.38368179907939,2,8,1,1
222,0,1,51.0871695381818,2,5,1,1
223,0,0,51.91010759521273,2,6,0,1
224,0,1,53.710342780968894,0,7,1,1
225,0,1,53.07707683476623,2,8,0,0
226,0,0,52.40165210495214,3,7,0,0
227,0,0,53.901884545665816,4,4,1,1
228,0,1,54.06157321334892,2,9,1,0
229,0,0,53.25815277643093,2,5,0,1
230,0,1,51.244525299234006,5,7,1,1
231,0,0,53.13071898759006,2,4,0,0
232,0,1,51.97459739159528,4,6,0,1
233,0,0,51.34164751766843,3,10,0,1
234,0,0,52.969037473612815,2,5,1,1
235,0,1,52.79880037372626,1,9,1,1
236,0,1,52.84146423843194,1,7,1,0
237,0,0,53.0980182405442,3,10,1,0
238,0,0,52.97980365020744,2,8,0,1
239,0,0,52.41826054436526,4,6,1,0
240,0,0,51.25053557402909,4,4,1,1
241,0,0,52.301560502852894,2,5,0,0
242,0,0,53.30555073955516,3,2,0,0
243,0,0,51.79835067571611,3,6,1,0
244,0,1,53.92157148475047,5,6,0,1
245,0,0,52.80196415905038,1,7,0,1
246,0,0,51.36139962418183,4,5,0,0
247,0,1,52.99612949480263,2,6,1,1
248,0,0,53.67502650186148,3,7,0,1
249,0,0,50.54398613169151,4,5,1,1
250,0,0,52.54102857682384,2,5,0,1
251,0,0,52.44185854697288,1,7,1,1
252,0,1,52.96020557533866,1,7,0,0
253,0,1,53.43863701833049,4,7,0,0
254,0,1,53.27915433275746,2,9,1,1
255,0,0,52.22368767588423,1,5,0,1
256,0,1,53.34851932422605,2,8,1,0
257,0,1,50.973402939818406,3,8,0,0
258,0,1,52.65386276961435,2,8,0,0
259,0,1,52.870670444262025,4,7,1,0
260,0,0,52.60572166504164,2,8,1,1
261,0,1,51.87919002926976,3,8,1,1
262,0,0,52.70230637070532,0,7,0,1
263,0,1,53.046775362320986,3,7,1,0
264,0,0,53.65117740093679,3,5,1,1
265,0,0,53.22023036355569,3,4,1,1
266,0,0,52.598354267428846,3,7,1,1
267,0,0,53.1383036160167,2,8,0,1
268,0,1,51.77296249398661,4,8,1,1
269,0,0,52.67001284342651,2,4,1,0
270,0,0,54.34904984808329,2,6,1,1
271,0,1,53.33980992252568,3,4,1,0
272,0,0,53.55260449036224,4,7,1,0
273,0,0,52.45236437033195,3,7,0,1
274,0,1,54.06302981493465,3,7,1,1
275,0,1,50.93791971897333,4,3,1,0
276,0,0,51.36957456409216,2,11,0,0
277,0,0,51.054406848598745,4,8,1,1
278,0,1,53.232387617864006,4,7,1,0
279,0,0,52.06588388458651,2,9,1,0
280,0,1,52.225163685964986,4,6,0,0
281,0,0,50.96897995638694,4,9,1,0
282,0,1,52.30161866848587,3,7,1,0
283,0,1,53.916419352479714,3,2,1,0
284,0,1,53.96864786481543,2,6,1,1
285,0,0,53.86820107591391,2,7,0,0
286,0,1,54.34547031058034,3,4,1,1
287,0,1,52.61909402071423,2,7,0,0
288,0,0,52.24326448276701,3,8,1,1
289,0,0,53.16983437317973,3,5,0,1
290,0,1,54.16040760144854,2,6,1,1
291,0,0,51.19469657739063,2,6,1,1
292,0,1,53.99074951734198,2,3,0,0
293,0,1,53.01350221189394,4,8,0,1
294,0,0,52.61728987303399,2,5,1,0
295,0,0,51.66025426795895,4,8,1,0
296,0,1,51.45054623593068,2,2,1,0
297,0,1,53.71361209459481,4,9,0,0
298,0,1,51.75232055291467,3,7,0,1
299,0,1,51.93245042755572,2,6,0,1
300,0,0,52.288007833286805,3,9,0,1
301,0,0,53.09344629998568,2,5,1,1
302,0,1,52.92581685384282,2,7,1,0
303,0,1,52.884783238211256,3,4,0,0
304,0,1,54.04306326133159,1,4,1,0
305,0,1,53.87933711439122,2,9,1,0
306,0,1,52.63023793582698,2,4,0,1
307,0,0,52.66490576414097,4,8,1,1
308,0,1,52.16945768540423,3,9,1,0
309,0,1,53.6997420224447,0,7,0,0
310,0,1,53.952770724741455,4,6,0,1
311,0,1,50.321717197071216,2,7,0,1
312,0,0,52.63504669910329,2,5,0,1
313,0,0,50.15852229713997,2,8,1,0
314,0,0,51.57191980945019,3,7,1,0
315,0,1,53.66738877895564,4,6,0,1
316,0,0,52.34377511195458,3,4,1,1
317,0,1,53.04532539703506,4,6,0,1
318,0,1,53.56019519344836,2,6,1,1
319,0,1,53.19282827031132,3,6,1,1
320,0,0,52.71530859333401,4,7,1,1
321,0,1,52.0202423960918,3,8,0,1
322,0,0,52.108084089893865,2,8,1,1
323,0,0,53.051478921188135,3,9,1,0
324,0,0,55.35550419556074,2,6,1,1
325,0,0,53.89546097039037,2,3,0,1
326,0,1,54.00264311800918,3,9,0,1
327,0,1,51.79940805854336,2,6,0,0
328,0,0,53.97228708836318,2,6,0,0
329,0,0,50.60807780351157,4,6,1,0
330,0,0,53.37785856094933,3,4,1,1
331,0,0,51.01690556081415,1,9,0,0
332,0,1,50.555338572399336,2,7,0,1
333,0,0,52.02694700613223,5,5,1,0
334,0,1,52.83427180685831,2,5,1,0
335,0,0,52.77707140565997,0,7,1,1
336,0,1,52.76521268841886,3,4,1,1
337,0,1,50.95224861200824,2,6,0,0
338,0,0,51.77992823689731,5,8,1,1
339,0,0,53.54566245980809,4,6,0,1
340,0,0,52.47337945508443,2,7,1,1
341,0,1,52.56738150188658,3,8,0,0
342,0,0,51.56825735360753,2,6,0,0
343,0,0,52.27375849441764,3,8,1,1
344,0,1,52.575050827919455,2,3,0,1
345,0,1,52.89738992186565,3,4,1,1
346,0,1,54.71131825342841,1,4,0,1
347,0,0,52.71349884387077,2,4,1,1
348,0,0,53.22089281094634,3,9,1,0
349,0,1,53.84194615577988,3,6,1,0
350,0,0,52.53825661035809,1,7,0,1
351,0,1,50.88901819576357,4,6,0,1
352,0,1,51.38394097868785,2,8,0,0
353,0,0,52.19162082342821,2,5,0,1
354,0,1,52.94357922167784,2,8,1,1
355,0,1,51.52840655745522,2,6,0,0
356,0,1,51.92230225088191,3,9,0,1
357,0,0,50.77145151536124,3,5,1,1
358,0,0,52.28444374570175,3,7,0,1
359,0,1,52.660411703708,2,7,1,1
360,0,1,50.87978169184686,3,6,0,0
361,0,0,52.20221348138869,2,8,1,0
362,0,0,51.93730511360085,1,7,1,0
363,0,1,55.43732749930736,3,8,0,0
364,0,1,52.96470715958944,3,10,0,1
365,0,1,52.352204701148864,1,11,0,1
366,0,1,52.327712880843706,1,5,1,1
367,0,1,51.69543090733188,2,7,0,0
368,0,0,51.97357543475134,4,4,1,1
369,0,1,52.21470617244663,4,7,1,1
370,0,0,51.3685591754576,3,9,0,1
371,0,0,51.21203972955229,4,4,1,1
372,0,1,53.309202238091615,2,10,1,1
373,0,0,53.412100470730365,2,8,1,1
374,0,1,51.39758678886204,2,9,1,0
375,0,0,51.75786047996544,4,2,0,0
376,0,1,54.79172289196087,2,7,1,1
377,0,0,54.376710420915465,2,3,1,1
378,0,0,50.78901355895234,2,6,0,1
379,0,0,53.17220014048705,3,6,0,0
380,0,0,51.7943562322847,3,5,0,1
381,0,0,53.19174515085274,3,6,1,1
382,0,0,52.48332891875505,2,6,0,0
383,0,0,51.13410144614391,1,5,1,1
384,0,0,51.941807167425374,1,9,1,0
385,0,1,52.69520535802651,3,6,1,0
386,0,0,53.22905587191895,2,6,1,0
387,0,1,52.60665807643377,2,8,1,0
388,0,1,51.93367226356538,2,5,1,1
389,0,0,53.70898392474929,4,8,1,1
390,0,1,51.58528098150492,4,5,0,0
391,0,1,52.19836226480791,2,5,1,0
392,0,0,51.45602491125193,2,8,0,0
393,0,1,53.823844675258606,3,9,1,1
394,0,0,52.49040154937807,2,5,1,0
395,0,0,52.74450132512437,2,11,1,1
396,0,1,53.27425122500105,3,9,1,1
397,0,0,51.92658112269643,3,4,0,1
398,0,0,50.80328795749924,2,7,1,1
399,0,0,52.71724051817066,3,6,0,1
400,0,1,52.54325036903803,2,5,1,1
401,0,1,53.09349220238891,3,7,0,1
402,0,0,52.05022875847716,1,7,0,0
403,0,1,53.48051918328195,2,6,1,1
404,0,0,51.84928038724842,2,7,1,0
405,0,1,53.51987648732673,4,6,1,0
406,0,0,51.36428152811805,3,6,1,1
407,0,0,51.73594420388928,2,7,1,0
408,0,0,53.06909458578618,2,5,1,1
409,0,0,50.85543221629153,4,3,1,0
410,0,0,51.86141443379291,3,8,1,0
411,0,0,52.7038861657186,2,6,1,0
412,0,0,52.646874518757706,3,7,0,1
413,0,1,53.02564314696132,4,4,0,1
414,0,0,51.446536897309926,4,6,0,1
415,0,0,53.547253765510455,1,7,0,1
416,0,0,51.977434361335966,3,6,1,0
417,0,1,54.340602625494704,4,10,0,1
418,0,1,52.60288507501885,2,5,1,1
419,0,1,51.94017386066055,4,9,1,0
420,0,0,52.78315830901631,2,7,0,1
421,0,0,50.28462832284207,5,6,1,0
422,0,0,53.27284480587947,1,4,0,0
423,0,0,52.53316683004387,3,6,0,0
424,0,0,52.33436275587504,3,6,0,0
425,0,0,52.29863454320149,2,8,0,1
426,0,1,52.68465259563916,1,7,0,1
427,0,0,52.48877471700369,3,8,0,0
428,0,0,52.448159103391845,1,6,1,1
429,0,1,53.614445747634825,1,4,0,1
430,0,1,50.50905695820365,2,7,0,1
431,0,1,52.31837829293015,3,6,1,0
432,0,1,52.22002021020424,2,6,1,1
433,0,0,51.16954880702772,3,4,1,0
434,0,0,52.33361424653693,2,10,1,0
435,0,0,51.54671565813531,3,5,1,0
436,0,0,50.15407571918198,3,7,1,1
437,0,1,53.55489887891211,3,6,0,0
438,0,0,54.08504770752919,2,9,1,1
439,0,1,53.15552249536992,2,7,1,0
440,0,1,51.556230842613815,0,8,1,0
441,0,1,52.56936500898488,3,9,0,1
442,0,1,52.46598797247263,5,1,0,1
443,0,0,53.218933558896296,3,7,0,1
444,0,0,52.634610986279725,3,6,1,1
445,0,0,52.8866384437176,3,6,0,0
446,0,0,52.76473003292173,3,8,1,0
447,0,0,52.72988939868183,2,6,0,1
448,0,1,55.0667057114002,2,5,1,1
449,0,0,52.4374143251058,3,6,0,0
450,0,0,51.8066422992479,2,8,0,1
451,0,1,53.42478072670943,1,6,1,1
452,0,1,54.10116069649175,1,5,1,1
453,0,0,51.53392893724914,3,3,1,0
454,0,1,51.9461027732258,2,8,1,0
455,0,1,53.082693685671465,2,6,1,0
456,0,0,51.73867416710414,3,7,0,0
457,0,0,51.16384873603579,3,3,0,0
458,0,1,52.44883522987429,5,6,1,1
459,0,1,52.10466915790108,3,5,1,0
460,0,1,53.17270713874796,3,6,1,1
461,0,1,51.785954802396674,0,7,1,0
462,0,0,52.37238535569502,3,6,1,1
463,0,1,53.37048305060247,3,6,1,0
464,0,0,52.70604778902816,1,7,1,1
465,0,0,52.85375458571475,2,7,1,1
466,0,1,54.32765293923785,2,3,0,1
467,0,1,53.33631145322136,3,6,0,0
468,0,1,52.260173806205664,2,3,1,1
469,0,0,51.92279960011171,4,8,0,0
470,0,1,53.35824232598856,1,8,1,1
471,0,1,54.31019583044748,3,6,0,0
472,0,0,53.24609470948996,3,7,0,0
473,0,0,52.187315013627305,1,8,1,1
474,0,1,54.08982365360279,1,6,1,0
475,0,1,51.31656688367663,2,6,1,1
476,0,1,51.19200901852354,2,4,1,1
477,0,1,52.39863168453771,5,8,0,0
478,0,0,52.49469347749485,3,7,0,0
479,0,0,52.18175139930178,1,9,1,0
480,0,0,52.110854348304265,2,5,0,1
481,0,1,53.14407293225224,4,7,1,0
482,0,0,53.06662314439688,3,6,0,1
483,0,0,51.3093626380736,2,4,1,1
484,0,0,50.95741228154492,2,6,0,0
485,0,1,53.630386138230925,2,6,1,0
486,0,0,52.050777421405066,1,6,1,1
487,0,1,52.33099834041417,0,8,0,0
488,0,0,51.17369635119124,3,5,0,0
489,0,0,52.38550796590106,3,5,1,1
490,0,1,52.69420640552619,1,8,1,1
491,0,1,52.39426288812468,3,8,0,1
492,0,0,54.28562686070031,5,5,1,0
493,0,1,51.32326521348318,2,4,1,0
494,0,1,53.07118713831043,2,10,1,0
495,0,0,52.271285961705374,3,8,0,1
496,0,0,53.13445285077755,3,5,1,0
497,0,1,52.15247371968968,3,8,0,0
498,0,0,53.11789973637694,2,5,1,1
499,0,0,52.83801152211509,5,9,1,1
500,0,0,53.14956801748729,2,7,1,1
501,0,1,51.71630354066573,2,6,0,0
502,0,0,50.56929753224952,3,7,0,1
503,0,1,51.74036496267637,4,6,1,1
504,0,0,53.55544490421929,2,4,1,0
505,0,1,52.97474438930082,4,5,1,1
506,0,0,52.56014232915799,2,6,1,0
507,0,0,53.401059619792754,3,7,1,1
508,0,0,51.387799728700735,2,4,0,0
509,0,1,56.0448108660881,2,5,1,1
510,0,0,53.56239453397765,4,7,0,1
511,0,1,54.8181535661118,3,7,1,0
512,0,0,52.94583475715034,1,6,1,0
513,0,0,53.5056160180043,2,6,1,1
514,0,0,52.00492552054733,3,7,1,1
515,0,0,51.42825086142316,3,10,0,1
516,0,0,52.77993535993063,3,7,1,0
517,0,1,53.23341986951633,2,6,1,1
518,0,0,52.980755749791626,2,7,0,1
519,0,1,53.04669553014713,3,4,1,1
520,0,0,53.38177953221509,1,8,0,0
521,0,0,52.544141677136,3,8,1,1
522,0,0,52.65537449732306,4,9,1,1
523,0,0,51.692717817677575,2,7,1,1
524,0,0,50.28146642610096,3,10,0,1
525,0,0,53.564156881510826,3,8,0,1
526,0,0,53.435752970589625,2,8,1,1
527,0,1,49.65766606864783,4,8,1,0
528,0,0,51.89442416387942,3,5,1,1
529,0,0,49.61371074242227,4,5,1,1
530,0,0,53.90341536639333,2,6,1,1
531,0,1,50.73722733576346,3,8,1,0
532,0,1,53.13370255844893,3,6,1,1
533,0,0,53.184755963470366,3,7,1,1
534,0,1,54.1302118939094,2,8,1,1
535,0,0,50.96456239429522,2,5,1,0
536,0,1,54.04306715290837,2,4,1,1
537,0,1,52.28104156089688,5,6,0,1
538,0,1,51.2176356651042,1,7,1,0
539,0,1,53.24327113531464,2,6,0,0
540,0,0,52.65225644411964,2,8,1,1
541,0,1,53.01326608182255,2,4,1,1
542,0,0,51.34354093928219,3,4,1,0
543,0,0,52.68765064135718,3,6,0,0
544,0,1,52.88480147656094,2,9,1,0
545,0,0,52.053022522002976,2,8,1,1
546,0,0,52.03783232269721,5,8,1,1
547,0,0,51.13986325363009,3,9,0,1
548,0,0,51.131115212469794,2,7,1,1
549,0,0,51.8246532101246,1,8,1,1
550,0,0,53.45602734968373,2,7,1,1
551,0,1,54.42057159805472,3,7,1,0
552,0,0,52.15224190137175,0,5,1,1
553,0,0,51.58548936191775,1,8,0,1
554,0,0,52.557254903505786,4,7,1,1
555,0,1,53.57159330718692,2,7,0,1
556,0,0,53.91140551907378,4,7,1,0
557,0,1,54.01831832022517,0,7,1,1
558,0,1,52.44045683129135,3,4,0,1
559,0,0,52.43589993625037,3,8,1,0
560,0,1,52.21258879392925,1,8,0,1
561,0,0,51.97521025735535,2,7,1,1
562,0,1,49.95004067606055,1,5,0,0
563,0,1,52.9985180252425,2,7,1,0
564,0,0,52.20212878731643,3,6,1,1
565,0,0,51.72672369742526,3,5,0,1
566,0,1,53.12463040973119,3,5,1,0
567,0,0,51.053735084373926,2,9,1,1
568,0,0,52.63083982263005,1,5,0,1
569,0,0,51.93248277002088,1,8,0,1
570,0,0,53.30174231030777,3,5,0,1
571,0,0,51.21461340938873,3,8,0,0
572,0,0,52.85568364644465,3,6,0,1
573,0,1,52.24169704524518,2,5,0,1
574,0,1,53.197401109424106,3,5,1,0
575,0,0,51.31635768126633,2,7,0,1
576,0,1,53.76034616651308,2,10,1,1
577,0,0,52.31037447067068,4,3,0,1
578,0,1,53.16968372431852,2,7,1,1
579,0,1,51.67835714111262,3,5,1,1
580,0,1,52.39826069029702,3,6,0,0
581,0,0,52.44799622510302,4,3,1,0
582,0,1,53.0669540141996,2,5,1,1
583,0,1,53.5749192015648,2,6,1,1
584,0,0,52.14599268257312,2,8,0,0
585,0,0,52.18074442786746,4,6,1,0
586,0,0,53.28429121986591,4,8,0,1
587,0,0,50.492025075604666,1,6,1,0
588,0,0,53.499747646942296,1,6,0,1
589,0,1,54.17784382152495,3,4,1,0
590,0,1,53.12648224961631,1,7,1,0
591,0,1,53.420361015458994,0,11,1,0
592,0,0,52.503221858170846,1,7,0,0
593,0,0,51.67198839788786,1,7,0,1
594,0,0,50.79673672777602,4,6,0,1
595,0,0,52.52880082217177,3,6,0,1
596,0,1,51.80318990256131,4,6,1,0
597,0,1,52.945356115432126,1,8,1,0
598,0,0,53.43487485703801,2,6,1,0
599,0,1,54.05467584379546,2,4,0,0
600,0,1,51.97156768672837,3,5,1,1
601,0,0,51.54474654271336,2,7,0,0
602,0,1,54.04750998220363,2,6,0,0
603,0,0,52.731154620177605,4,6,1,0
604,0,1,53.801565118294256,2,8,1,1
605,0,1,53.4091747543276,3,6,1,1
606,0,0,53.42049132099333,3,4,1,0
607,0,1,55.00047583666298,4,4,1,1
608,0,1,53.3677563236495,2,5,1,0
609,0,0,53.579817502085056,2,8,1,0
610,0,0,52.62682359105766,1,5,1,1
611,0,1,53.06753153625803,2,9,1,1
612,0,1,52.782012158771295,4,7,0,0
613,0,1,51.317735635299854,1,9,1,1
614,0,0,54.41650414347635,4,6,0,1
615,0,1,52.18818926899039,2,9,0,0
616,0,0,53.0492170699675,2,3,1,0
617,0,0,54.37514987286647,5,5,1,1
618,0,0,50.773694227393634,3,7,0,0
619,0,0,52.487966735583065,4,4,1,1
620,0,1,52.93636395835474,2,7,1,0
621,0,0,51.4648159448,2,4,1,0
622,0,0,53.4148322981662,1,6,1,0
623,0,1,52.08315173882559,0,6,0,1
624,0,1,50.74577687740263,2,9,1,1
625,0,1,51.64840438660128,4,6,1,1
626,0,1,52.904975787723686,4,7,1,0
627,0,0,52.93090244427535,2,7,1,1
628,0,1,53.29101557504498,2,5,1,1
629,0,0,52.71380953503847,2,3,1,1
630,0,1,55.585347066247024,2,5,0,1
631,0,0,52.04820860778271,5,6,0,1
