household_id,after_policy,received_subsidy,housing_affordability,annual_income,job_experience_years,rural_residence,previous_subsidy
50,0,1,51.58639901138502,1,6,0,0
51,0,1,49.01989403665048,0,8,0,0
52,0,0,51.2112452481051,2,6,1,0
53,0,0,50.0176811923087,2,6,1,1
54,0,0,50.32362862760327,3,7,1,1
55,0,0,53.46855295862843,1,6,0,0
56,0,1,50.13403942149873,2,8,1,1
57,0,1,49.87339925998538,3,9,1,1
58,0,1,48.94167119547626,3,9,1,1
59,0,1,51.4432426243423,4,7,1,1
60,0,1,51.10434110349779,2,7,0,1
61,0,0,52.703602121018704,1,4,1,1
62,0,1,50.85265049968679,3,7,0,1
63,0,0,49.561344925434895,2,9,1,0
64,0,0,51.19213808404242,2,5,1,1
65,0,1,49.693999235954415,2,6,1,1
66,0,1,49.808060121747125,3,6,1,1
67,0,1,48.11924436435475,3,7,0,1
68,0,1,49.120976753672096,3,8,1,0
69,0,0,50.590360023149366,4,7,1,1
70,0,0,51.89489501247768,3,6,0,1
71,0,0,51.349258326282126,3,6,1,0
72,0,1,48.30251172028149,0,7,1,1
73,0,0,49.41499783459111,2,6,1,1
74,0,1,49.69250998764382,1,6,0,0
75,0,1,49.35977081278945,2,8,1,0
76,0,0,49.77291694428197,3,9,1,1
77,0,1,50.68186575739052,2,7,0,1
78,0,1,50.57319705381879,4,6,0,0
79,0,1,50.4587081141326,3,5,1,1
80,0,1,48.672983436262506,4,9,1,0
81,0,0,50.731514920069735,2,9,1,1
82,0,1,48.64271978830033,2,6,1,1
83,0,1,49.32008035835263,2,5,1,1
84,0,0,52.03624527115663,2,3,0,1
85,0,0,51.11014803647706,2,6,1,0
86,0,1,50.09773954758919,2,7,1,1
87,0,1,50.3431988654406,3,8,1,0
88,0,1,50.94014842062953,3,8,1,0
89,0,1,50.807342004469554,3,4,1,0
90,0,1,50.09644331253652,2,5,1,1
91,0,0,51.74039652237226,3,8,1,1
92,0,1,51.36997572199308,2,4,1,0
93,0,0,50.21746167383659,2,6,1,0
94,0,1,49.24414273486023,3,5,1,1
95,0,0,51.7595957251854,3,4,0,1
96,0,0,50.40807286280361,2,6,1,1
97,0,0,50.41616500939291,3,6,0,1
98,0,1,52.18021143447339,1,6,1,1
99,0,1,50.35505640296704,3,3,1,0
100,0,1,51.4705476260144,3,5,1,1
101,0,0,48.706682877789305,5,6,1,0
102,0,0,51.30194993749642,4,6,0,1
103,0,0,50.726051963954674,1,10,0,1
104,0,0,49.89491472227101,3,9,0,0
105,0,1,48.68539133111817,4,9,1,1
106,0,1,49.88678149161064,4,7,0,1
107,0,0,50.34386633850244,2,5,0,1
108,0,1,50.90294164277383,3,9,0,1
109,0,0,51.96525889311628,4,4,1,1
110,0,1,50.79056755184779,3,6,0,0
111,0,0,49.197286081889686,4,8,1,1
112,0,1,51.58126721821336,4,6,0,1
113,0,0,51.67067779381278,3,7,1,0
114,0,0,50.61290341049802,0,7,0,0
115,0,1,49.03429651521267,1,6,1,1
116,0,1,49.45508963206292,1,6,0,0
117,0,1,49.68647697765194,3,10,0,0
118,0,1,50.445303583217374,3,6,1,1
119,0,0,48.28912463430567,3,7,1,1
120,0,1,50.22235094694984,4,7,1,1
121,0,0,51.39183674353646,2,7,1,1
122,0,0,47.58443347827091,3,4,1,0
123,0,1,51.64099608425872,4,6,1,1
124,0,1,50.180848370904805,2,2,1,0
125,0,1,49.685925807823786,3,7,1,0
126,0,0,49.78952893444108,2,8,0,0
127,0,1,49.6840592632253,2,9,1,1
128,0,0,50.42709160196235,2,6,1,1
129,0,1,50.35338006228061,2,7,1,0
130,0,1,51.358595304277614,3,7,0,1
131,0,0,50.116314464938725,4,10,1,1
132,0,1,50.06539999884628,4,6,0,1
133,0,0,50.15405364297249,1,6,1,0
134,0,1,49.72758143004248,2,3,1,1
135,0,1,51.47590739728946,2,7,1,1
136,0,1,49.88823755935431,3,4,1,0
137,0,1,51.09598254932458,3,2,1,0
138,0,0,50.25276868100783,2,5,1,0
139,0,1,50.87875246064478,4,8,0,1
140,0,0,50.74208478178886,5,9,0,1
141,0,1,48.37498493249549,2,7,1,1
142,0,1,50.76666895162035,4,7,1,1
143,0,0,50.06238547504319,2,4,1,1
144,0,1,50.875942325816,2,8,1,1
145,0,0,50.85329203477067,4,6,0,1
146,0,0,49.72495506514222,2,4,1,0
147,0,0,49.70867724041079,1,9,1,1
148,0,1,51.30638005166218,2,10,1,0
149,0,1,49.239965088355824,2,5,0,1
150,0,1,49.04668421685202,4,5,0,1
151,0,0,49.51890385156162,3,8,1,1
152,0,1,50.67030993371707,2,3,1,1
153,0,1,50.915843620734414,5,7,1,1
154,0,0,48.90974183832595,5,5,0,1
155,0,0,52.18998662500165,2,7,1,1
156,0,1,49.75293262015063,1,8,1,0
157,0,0,52.49515838044632,3,7,0,1
158,0,1,50.237069467264895,2,6,0,1
159,0,0,50.12019819646339,3,7,1,0
160,0,1,49.37665609178921,2,6,1,1
161,0,0,49.86344174526754,2,5,1,1
162,0,0,52.580216958875816,3,3,0,1
163,0,1,50.17555317995429,3,5,1,0
164,0,1,50.73323641018906,1,3,1,0
165,0,1,50.356795994044006,3,4,0,1
166,0,0,48.86974299472397,4,8,1,0
167,0,1,49.88938142723373,3,5,0,1
168,0,0,51.00766676758376,3,8,0,1
169,0,1,50.47887140041495,4,5,0,1
170,0,1,48.620439017328174,4,8,0,0
171,0,0,50.074806734093855,2,6,1,1
172,0,1,49.77507112956598,2,5,1,0
173,0,1,48.24475462384073,2,8,1,1
174,0,1,50.241527590255,3,5,1,1
175,0,1,49.56519275516881,3,4,0,1
176,0,0,50.26013296730496,4,2,1,1
177,0,1,51.86579028304163,2,5,1,1
178,0,1,50.92189506454277,3,6,0,0
179,0,0,51.66919859120142,3,9,0,1
180,0,1,49.24471135490124,2,7,1,0
181,0,1,49.57440378390255,4,7,0,0
182,0,1,49.53217368315882,3,7,1,1
183,0,1,50.92183378706371,3,5,1,1
184,0,1,48.52943532795507,1,6,1,0
185,0,1,48.959051366267566,3,6,0,0
186,0,0,49.30069917748748,1,7,1,1
187,0,0,49.05309730893799,1,4,0,0
188,0,1,51.02987858955871,3,6,1,0
189,0,0,51.72726336771801,3,7,1,1
190,0,1,50.43552037446061,2,8,1,0
191,0,1,50.81772010311216,2,7,1,1
192,0,1,49.39241469389809,3,8,1,0
193,0,1,49.66342803223612,3,8,1,0
194,0,1,49.66112627568573,4,7,0,1
195,0,1,48.9935032562588,4,7,1,0
196,0,0,50.85332073059909,2,5,1,1
197,0,1,49.514115783062095,4,6,1,1
198,0,1,50.02334622841121,1,8,1,1
199,0,0,50.48226285529351,2,8,1,0
200,0,0,51.16830129045044,3,9,1,1
201,0,0,50.23667675574375,4,8,1,1
202,0,0,52.330259603007775,2,5,1,1
203,0,0,51.05105495979478,3,5,0,0
204,0,1,51.32038750067082,3,8,0,1
205,0,0,49.45329589905424,2,5,1,1
206,0,0,51.81302322235689,1,4,1,1
207,0,1,49.23101055684948,1,7,0,1
208,0,0,50.72977020617215,2,7,1,1
209,0,0,53.044414023459495,4,6,1,1
210,0,1,49.49196702656716,3,7,1,1
211,0,0,49.59197295252864,3,8,1,1
212,0,1,49.388365437175246,2,7,1,1
213,0,1,50.274523425601416,3,5,1,1
214,0,0,48.85737189198365,3,8,1,0
215,0,0,50.17789149797193,2,10,1,0
216,0,1,48.67449671873942,5,7,1,1
217,0,0,49.58004224803834,0,4,1,1
218,0,0,51.11286534301159,2,5,0,1
219,0,0,51.69517062661333,1,6,0,1
220,0,1,49.21096120200489,3,5,1,1
221,0,1,51.30363072450987,3,5,1,1
222,0,1,50.16982717651686,3,4,1,1
223,0,0,50.136657942847975,3,6,1,1
224,0,1,48.659273898527445,4,9,1,1
225,0,0,50.58837350986591,1,7,1,1
226,0,0,51.299332364299566,3,7,1,1
227,0,1,52.4168519124552,3,5,0,1
228,0,0,51.18390860356252,3,6,0,1
229,0,0,49.64666034993741,0,10,1,1
230,0,1,51.45040980787065,1,6,0,1
231,0,0,50.97395294552316,2,7,1,1
232,0,1,49.66707291427911,3,5,0,1
233,0,1,49.23460111036538,3,8,1,1
234,0,0,48.29509697150887,1,7,1,1
235,0,0,50.3207913555837,2,5,1,0
236,0,1,51.33680638613082,3,4,1,1
237,0,0,51.96984647255742,2,8,1,0
238,0,1,49.78278228395768,4,9,0,1
239,0,1,51.08637293871641,3,9,1,1
240,0,0,49.734186268579286,2,8,1,1
241,0,1,49.34192619274262,2,5,0,1
242,0,1,49.99484606599287,4,7,0,1
243,0,1,49.86888514719563,2,6,1,1
244,0,1,50.70850395705032,2,6,0,1
245,0,1,51.78338786577701,0,5,0,0
246,0,0,50.82273438140127,2,9,1,1
247,0,0,50.7836443865935,1,7,0,1
248,0,1,49.216194785250586,2,5,0,1
249,0,0,50.66062789162331,3,8,1,1
250,0,0,50.17559094972967,2,8,1,1
251,0,1,51.45172718110477,1,7,1,1
252,0,1,50.64359955500286,3,7,0,1
253,0,1,51.68776036064475,2,4,1,1
254,0,1,51.02946659886141,3,6,1,0
255,0,0,50.38110354194996,3,6,1,0
256,0,0,49.47813501023428,2,8,1,0
257,0,1,49.961207954785614,4,8,1,0
258,0,1,49.20204117466978,3,8,0,1
259,0,0,50.003995675941766,2,6,0,1
260,0,1,49.26849375662834,3,7,1,0
261,0,0,50.87514182949987,3,5,1,0
262,0,1,48.743400896885625,2,8,1,0
263,0,1,50.04297050515797,3,8,1,0
264,0,1,49.78093127895023,2,5,0,1
265,0,1,52.14733528766208,2,4,0,1
266,0,0,49.238866095491225,3,6,1,1
267,0,0,49.99264372773484,3,7,1,0
268,0,1,47.95011777918818,4,8,1,1
269,0,0,49.09492017478615,2,8,0,1
270,0,1,50.56512837821292,4,6,1,1
271,0,0,51.16850852300268,2,7,0,0
272,0,1,48.613615773987455,2,9,1,1
273,0,1,49.98115715335853,1,6,1,1
274,0,1,49.488949639628935,1,6,0,0
275,0,1,49.485270210750535,3,5,1,0
276,0,0,51.51908699180421,3,5,0,1
277,0,1,49.55850653850764,3,8,1,1
278,0,0,50.67095917233173,3,2,1,0
279,0,0,50.980008772119895,1,3,0,1
280,0,0,52.0623281878321,2,4,0,1
281,0,0,50.698415507144105,3,6,1,1
282,0,1,49.37828026731942,1,10,1,1
283,0,0,49.32527695280472,4,9,1,1
284,0,0,50.86557266083379,3,6,1,1
285,0,1,49.6835926123013,1,7,1,0
286,0,0,51.181073202839045,2,7,1,1
287,0,1,49.56813095454343,2,4,0,0
288,0,0,50.59799534926409,3,6,1,1
289,0,1,49.41114316012924,4,6,1,1
290,0,1,49.10082965453505,2,7,1,1
291,0,0,51.13753042956177,2,8,1,1
292,0,1,49.98082967410087,2,6,1,1
293,0,1,50.51423496855028,3,7,1,0
294,0,1,49.09587693375026,2,3,0,1
295,0,1,50.2246999692541,1,8,1,1
296,0,1,50.86509969986922,4,9,1,0
297,0,0,48.8869441358419,2,12,0,1
298,0,0,48.52977686363954,3,5,1,1
299,0,1,47.983062084896765,3,5,1,1
300,0,1,51.13613380063075,2,4,0,0
301,0,0,50.71230361012262,2,7,0,1
302,0,1,50.3029823510228,3,9,1,1
303,0,1,50.02800682686209,3,9,0,1
304,0,0,51.53039783687005,3,6,0,0
305,0,1,50.28415223942096,1,3,0,0
306,0,1,48.88125284987982,2,9,0,0
307,0,0,51.46094210128343,3,6,0,1
308,0,1,51.314030411158015,2,6,1,0
309,0,0,50.94214706904526,3,7,0,0
310,0,1,49.3927216107549,3,6,1,1
311,0,1,50.48095182864049,3,6,0,1
312,0,1,49.87045101827666,3,7,1,1
313,0,1,49.59435370938031,3,4,0,0
314,0,0,51.3356897290236,2,8,0,0
315,0,1,48.2823182437024,2,9,0,0
316,0,1,48.732473948369446,2,4,1,1
317,0,1,50.10923880905202,3,5,1,1
318,0,0,52.77073101459269,1,11,1,0
319,0,1,49.59627939225989,2,4,1,1
320,0,1,52.19155980114416,2,6,1,1
321,0,1,50.82861592383053,2,8,1,1
322,0,1,50.82362174369585,3,5,0,1
323,0,1,49.80361541204379,3,9,1,0
324,0,0,49.29559370361375,3,6,0,1
325,0,1,50.99021420731019,2,6,1,0
326,0,0,49.00791479507548,1,9,1,1
327,0,1,47.6063016462449,2,11,1,1
328,0,0,49.98397636255599,1,8,1,1
329,0,1,49.92997539566044,3,6,1,1
330,0,1,51.29794736422624,4,8,0,0
331,0,1,48.75280982659613,3,9,0,1
332,0,1,50.31240381937403,3,6,0,0
333,0,0,51.60823279581189,4,4,1,1
334,0,1,51.27076918666729,3,7,0,1
335,0,0,50.75870802137033,3,6,1,0
336,0,1,50.09334376483438,3,3,1,1
337,0,1,50.904083185562,0,2,1,1
338,0,1,48.88125477686949,2,11,1,1
339,0,1,48.4552691845703,3,5,1,1
340,0,1,50.23185220302074,2,4,0,1
341,0,1,49.24809684610811,3,4,1,1
342,0,0,50.74570816339125,4,7,0,0
343,0,0,50.548116176825935,2,7,1,1
344,0,1,50.4921720840248,2,8,1,1
345,0,1,50.41489865700803,3,7,1,1
346,0,1,51.04724782417823,3,8,1,0
347,0,0,50.82739145153159,3,7,1,1
348,0,0,49.2265678672264,2,5,1,1
349,0,1,51.46614795950229,3,6,1,1
350,0,0,51.01003727415326,2,7,0,1
351,0,0,49.1205911467891,2,7,0,1
352,0,1,50.65283105670289,3,5,1,0
353,0,0,50.09587919051712,2,5,0,1
354,0,0,52.1191371792112,3,3,1,1
355,0,1,49.25456649672419,1,6,1,1
356,0,1,49.69662376172116,3,9,0,0
357,0,0,50.08504877755406,2,5,1,1
358,0,0,49.03160310934532,1,8,0,0
359,0,0,51.748968123705154,3,5,0,1
360,0,1,48.24317149445434,3,4,0,1
361,0,1,49.69659221069769,4,5,1,1
362,0,1,50.51403714351021,2,9,0,1
363,0,1,50.26174011412584,2,4,0,1
364,0,1,51.5646651211741,3,5,0,0
365,0,0,49.95531433318337,3,8,1,0
366,0,1,49.35523332784493,3,8,0,0
367,0,0,51.94814891762074,3,8,1,1
368,0,0,50.63724196376377,2,8,1,1
369,0,1,50.34331211313231,3,6,0,1
370,0,0,49.08506794349404,2,4,0,0
371,0,0,49.71585793379105,2,7,1,1
372,0,1,50.13722418369211,5,6,1,1
373,0,1,48.76256505827703,2,7,1,1
374,0,0,50.83342999439194,4,5,1,1
375,0,0,48.82569182034552,3,6,0,1
376,0,1,48.87204246016957,2,7,0,1
377,0,1,49.83263004170168,2,6,1,0
378,0,1,47.66242261684625,4,9,1,1
379,0,1,51.71539688479087,3,9,1,1
380,0,1,48.93703752287658,1,7,0,1
381,0,1,49.88294270403283,2,8,1,0
382,0,0,50.069253561008,2,7,1,1
383,0,0,48.685107176258775,1,7,1,1
384,0,0,50.7507371221505,3,3,0,1
385,0,1,50.079507918804616,3,5,1,1
386,0,1,49.24459580034121,4,8,1,1
387,0,1,49.77564438179389,2,8,1,1
388,0,0,51.06891148494839,2,9,0,1
389,0,1,49.30484385076216,3,6,1,0
390,0,0,49.25787474045098,4,7,1,0
391,0,0,51.12586642788804,5,7,1,1
392,0,1,49.23907661908142,4,9,0,1
393,0,0,51.44494424125019,2,7,1,1
394,0,1,49.81299306721771,3,6,0,1
395,0,1,49.32585716461843,1,6,0,1
396,0,1,49.433478898370495,2,3,1,1
397,0,0,51.94574229182967,2,6,1,1
398,0,1,50.1476543422596,2,4,0,1
399,0,1,49.66841024715889,4,8,1,1
400,0,0,47.87684511832868,1,7,0,0
401,0,1,50.44730745097347,3,6,0,1
402,0,0,49.439540307841256,3,7,0,0
403,0,1,50.05683548439159,3,6,1,1
404,0,1,48.03707865406503,2,7,0,1
405,0,1,50.53035070218438,2,5,0,0
406,0,0,50.0848494783161,2,7,1,1
407,0,1,49.66662939854197,2,9,1,0
408,0,1,52.26057012238863,4,4,1,1
409,0,1,49.48946143396587,1,8,0,0
410,0,0,50.11533178639486,2,6,1,1
411,0,0,48.351187804291925,3,11,0,1
412,0,1,50.59201418947548,3,5,0,1
413,0,0,51.05875465767959,3,5,0,1
414,0,1,50.88110122198236,3,4,0,1
415,0,0,50.81223160697756,4,7,0,1
416,0,1,49.675893194174165,1,7,1,1
417,0,1,50.595240926391945,2,6,1,1
418,0,0,48.42341011219633,2,6,1,1
419,0,1,50.02725847532128,3,7,1,1
420,0,1,51.566774867296175,3,5,1,1
421,0,0,51.185945861409145,5,6,1,1
422,0,0,51.27477206971758,2,7,1,1
423,0,1,49.24230278288191,4,3,1,1
424,0,0,52.32253871079647,5,5,1,1
425,0,0,50.29296128511179,1,5,1,1
426,0,1,49.88839020607215,3,5,0,1
427,0,1,49.50366989530697,2,8,1,0
428,0,1,48.13873034670549,3,6,0,1
429,0,0,50.88716238259578,1,6,0,1
430,0,0,50.43124906839188,2,7,0,0
431,0,0,50.26031704796479,3,8,1,1
432,0,1,50.57087144399728,3,9,1,0
433,0,1,49.62524818377318,4,7,1,0
434,0,0,50.88910861728076,2,8,1,1
435,0,0,51.27997188081128,3,4,1,1
436,0,0,50.4095537287884,3,5,1,1
437,0,1,50.393968143004045,4,5,1,1
438,0,0,50.190698778794825,3,5,0,1
439,0,1,49.343325031771926,2,8,1,1
440,0,1,50.45673126017379,3,7,0,0
441,0,0,50.99538676344437,2,6,1,1
442,0,1,50.5717003384574,4,7,1,1
443,0,1,50.83118428035172,1,7,1,0
444,0,1,50.27144574121727,1,5,0,1
445,0,0,50.33712822033946,1,6,1,1
446,0,1,49.32907654756775,2,9,0,1
447,0,1,49.30277313270752,2,11,1,1
448,0,0,51.651717250476686,3,6,1,1
449,0,1,48.66961918084613,3,7,1,1
450,0,1,50.29665011639435,2,8,1,0
451,0,1,48.93217257959917,4,8,1,1
452,0,1,50.6637521836244,2,3,1,0
453,0,1,52.62980979643908,3,6,1,1
454,0,1,50.2804143079968,1,10,1,1
455,0,0,50.74720290298339,2,4,1,1
456,0,1,49.93829710175307,1,5,1,1
457,0,1,47.764906451765455,2,7,1,0
458,0,1,49.59020785748948,3,9,1,1
459,0,1,51.048047248715406,2,6,0,1
460,0,1,49.90199875259155,4,11,1,1
461,0,0,50.96955272588024,4,11,0,1
462,0,0,51.1106618007392,2,6,1,0
463,0,1,49.84687674603225,3,6,1,1
464,0,1,49.89244478340986,4,9,1,1
465,0,1,49.65354197538191,2,4,0,1
466,0,0,48.812525045139004,3,6,0,1
467,0,0,51.635421981545065,3,8,0,1
468,0,0,50.074294654728114,4,9,1,1
469,0,0,48.67182910380459,2,8,1,0
470,0,1,50.835691114959765,4,8,1,1
471,0,0,50.79971485924828,1,7,1,0
472,0,1,50.29677678470621,2,5,1,1
473,0,0,51.337836440930936,2,6,0,1
474,0,0,50.44155528677274,2,4,1,1
475,0,1,51.20871844612881,3,7,1,1
476,0,1,51.216764437230246,2,8,1,0
477,0,1,49.76852903882475,3,5,1,1
478,0,1,50.425600454453935,2,7,0,1
479,0,0,50.74454547415603,1,5,1,1
480,0,0,48.75084193327753,4,8,0,1
481,0,0,52.06389744716853,2,5,1,1
482,0,1,48.58937858228212,2,5,1,0
483,0,0,51.22964020563404,4,6,1,1
484,0,1,51.45232994428582,2,3,1,1
485,0,1,49.28908016208546,0,4,1,1
486,0,1,50.0680803290684,2,4,1,0
487,0,1,51.02804258303944,2,6,0,0
488,0,1,50.36971361927735,2,6,1,1
489,0,1,50.67796774254492,3,9,0,1
490,0,0,50.82536568014443,3,6,0,1
491,0,0,49.92222951173749,3,4,1,0
492,0,1,49.97641060741246,5,6,1,0
493,0,0,50.53972907478149,2,7,1,1
494,0,1,50.1766508657811,4,5,1,1
495,0,1,49.76450694151471,3,8,0,0
496,0,1,50.11794206132979,3,10,1,1
497,0,0,50.64044685557583,2,5,1,1
498,0,0,49.79577850859253,3,10,1,1
499,0,1,51.51970498930022,2,5,0,0
500,0,1,49.03046647848944,1,10,1,0
501,0,0,50.67727038466303,1,1,1,0
502,0,1,50.15842899688112,3,5,1,0
503,0,1,48.84397365888836,4,7,0,1
504,0,0,49.18610070601617,5,6,1,0
505,0,0,51.44261156843007,3,6,0,0
506,0,0,49.74655605479026,1,9,1,0
507,0,1,49.795829960405,4,8,1,1
508,0,1,49.29362276191216,2,7,1,1
509,0,1,50.47034791255581,4,8,1,1
510,0,1,50.34879045843248,2,10,0,0
511,0,0,51.66123236781481,2,9,1,1
512,0,0,49.9260494573507,2,8,0,1
513,0,0,50.88986632258515,3,10,1,1
514,0,0,50.44158458247253,3,5,1,1
515,0,1,50.41369986376685,4,7,1,1
516,0,1,50.18648352091958,0,7,1,1
517,0,0,50.26980128045944,0,7,1,1
518,0,0,50.08192185292661,3,8,1,1
519,0,1,50.19693005930693,3,9,0,0
520,0,0,52.7429917745954,2,6,0,1
521,0,0,51.58694005917753,2,5,1,0
522,0,0,50.21927711598645,1,8,1,1
523,0,1,49.03641501685458,3,8,1,1
524,0,1,50.45962099365967,3,4,1,0
525,0,0,50.84370110415525,4,6,1,0
526,0,0,50.29731736893631,2,7,1,1
527,0,0,50.99070484666429,2,3,1,1
528,0,1,50.30803673981217,2,7,1,1
529,0,1,49.11056683138149,2,5,1,1
530,0,1,48.93305083144048,4,9,0,1
531,0,0,49.45964692934123,1,6,1,0
532,0,0,50.31629798712161,2,9,1,1
533,0,0,48.97299881444459,3,6,1,1
534,0,1,51.98749918512206,4,2,1,1
535,0,0,50.16687093755109,3,9,1,1
536,0,1,49.6561378841052,2,8,0,1
537,0,1,48.52877902736094,2,8,0,1
538,0,1,48.885053881832654,3,9,1,1
539,0,1,49.78676361485957,3,8,1,1
540,0,1,49.34670801433517,2,9,0,0
541,0,0,51.0862559184826,2,7,1,0
542,0,1,49.79374791618056,3,6,1,1
543,0,0,51.58601354362727,3,6,0,1
544,0,1,50.99760878340049,3,6,1,1
545,0,0,50.48299203615997,2,10,1,1
546,0,0,51.2705382257797,2,8,1,0
547,0,1,50.48334823129936,1,8,1,1
548,0,1,51.63771900027673,3,5,1,1
549,0,0,50.35505502937444,4,9,0,1
550,0,0,51.17863532569425,2,6,1,0
551,0,1,48.19234232236442,2,4,0,1
552,0,1,49.07949055798069,3,7,1,0
553,0,0,50.263163460735896,2,5,0,0
554,0,0,50.76809455652904,2,6,1,0
555,0,1,50.25731752210684,2,8,1,1
556,0,1,50.157900792439264,2,3,1,0
557,0,1,50.58856071473478,4,7,0,1
558,0,0,50.01485161990156,3,5,1,1
559,0,0,50.89590970999589,3,5,1,1
560,0,0,48.502143857526576,1,4,1,1
561,0,1,48.87669503154872,3,10,1,1
562,0,0,50.236041921877295,1,6,1,1
563,0,1,51.056383240678905,3,6,1,1
564,0,1,49.35810737434472,0,6,1,1
565,0,1,50.42287481981116,3,7,1,1
566,0,0,51.051667656347526,4,5,1,1
567,0,0,51.11312121785778,4,3,1,1
568,0,1,50.39630739138143,3,8,0,1
569,0,1,52.716666712865454,3,7,1,0
570,0,1,49.616557062435525,2,3,1,1
571,0,0,49.266108555336345,2,4,0,0
572,0,1,50.209717923471885,1,8,1,1
573,0,0,50.23032218662964,1,6,1,1
574,0,0,51.03531298777774,2,7,1,0
575,0,1,47.77284935130661,3,8,1,1
576,0,0,49.76686758093136,2,10,1,1
577,0,1,49.317122224089175,3,9,1,1
578,0,0,51.1399163279168,5,8,1,1
579,0,0,48.370275324742096,3,6,1,0
580,0,0,53.14842407952055,1,9,1,0
581,0,0,50.58062367930864,5,5,1,0
582,0,1,49.66224069658804,2,6,1,1
583,0,0,49.86979855061047,3,6,1,1
584,0,0,49.88204139364472,4,8,1,0
585,0,1,48.887243335619054,3,6,1,1
586,0,0,51.13895044760209,2,5,1,1
587,0,0,50.30191222137224,1,6,1,1
588,0,0,49.84375580493133,2,8,0,1
589,0,0,50.86521835075689,2,5,0,1
590,0,1,49.04862871562903,2,10,0,1
591,0,1,49.32248245903872,2,4,0,1
592,0,0,50.70704296549887,0,4,0,1
593,0,0,50.921300130622086,2,9,0,0
594,0,0,52.03296602170813,3,4,1,0
595,0,1,50.37187288626022,2,6,0,1
596,0,0,50.4761895098346,2,6,1,1
597,0,1,50.12520311361013,1,5,1,0
598,0,0,50.53991456870892,2,7,1,1
599,0,0,49.247266567233694,2,4,0,1
600,0,0,49.97395224193348,2,9,1,1
601,0,1,49.93565750281537,1,7,1,0
602,0,1,51.56539672930311,1,9,1,1
603,0,1,49.65609582980905,2,5,1,1
604,0,0,51.4431387323708,4,3,0,0
605,0,1,47.59830705974519,1,6,0,0
606,0,1,50.0048426958196,2,9,1,0
607,0,1,49.513781079881696,2,7,0,1
608,0,0,50.84538078693746,2,8,1,0
609,0,0,49.799900561274406,3,6,1,1
610,0,1,50.19253558837792,3,5,1,1
611,0,1,49.20511134934245,2,9,1,1
612,0,1,52.07377865530047,5,6,1,1
613,0,0,48.49728962913862,4,8,1,0
614,0,1,49.41148503359378,3,7,0,0
615,0,0,49.339022225016095,4,7,0,0
616,0,0,50.27415249170216,4,7,1,1
617,0,0,48.238185318979575,2,7,0,1
618,0,0,51.39186191186403,1,7,1,0
619,0,0,51.729602240973456,1,6,1,0
620,0,0,49.46826869750561,1,5,1,1
621,0,0,50.59978458001579,2,6,1,1
622,0,1,51.0577607386736,1,8,1,1
623,0,0,51.228674283711264,4,7,0,0
624,0,0,52.01133412932857,3,8,0,1
625,0,1,49.487742862012766,2,9,1,1
626,0,0,50.17796567699002,4,7,1,0
627,0,0,50.08466013707933,3,9,1,0
628,0,1,51.669286568386646,2,9,1,1
629,0,1,49.538665872941145,4,8,0,0
630,0,1,50.53701047975549,2,8,1,0
631,0,0,51.17808895517712,2,7,0,1
