household_id,post_policy,new_subsidy,housing_affordability,age,income_level,gender,previous_subsidy
81,0,0,46.88697275391023,1,5,0,0
82,0,0,44.3411771986128,2,4,0,0
83,0,1,45.39202195293253,3,4,1,0
84,0,1,43.62461383775939,1,10,0,0
85,0,0,45.742021468585776,1,4,0,1
86,0,0,44.08796065648504,4,6,0,1
87,0,0,47.316146966537886,2,6,0,1
88,0,1,44.05024459331579,3,7,1,0
89,0,1,45.92293686549243,3,7,1,0
90,0,0,45.38580038618392,3,4,1,0
91,0,1,44.877304180881104,2,10,0,0
92,0,1,44.63892055450393,3,8,0,0
93,0,1,44.68459578782452,4,7,1,1
94,0,1,45.43844955802943,3,6,1,0
95,0,0,44.65069305297715,1,7,1,1
96,0,0,45.0986753545545,2,6,0,0
97,0,1,44.939281635542,3,7,0,1
98,0,1,43.70766425279129,5,7,1,1
99,0,1,43.95312018593642,2,6,0,0
100,0,0,46.163080664527385,5,6,0,1
101,0,1,44.78649682681257,2,5,0,0
102,0,1,44.80650310271537,2,9,0,0
103,0,0,46.1584964795249,2,8,0,0
104,0,1,46.025869626900935,1,6,0,0
105,0,0,44.34126240951007,2,6,1,0
106,0,1,45.11565111363328,3,4,0,0
107,0,0,45.3653714930165,2,7,1,1
108,0,1,45.12248739423198,1,6,1,1
109,0,1,46.80425010201941,2,9,0,0
110,0,0,44.68721672501003,3,5,0,1
111,0,1,44.07271046079091,4,8,0,0
112,0,0,44.05193696322884,3,6,0,0
113,0,0,45.77752034915444,3,7,1,1
114,0,1,45.4234523105168,3,6,1,0
115,0,0,45.28483839653818,4,4,0,1
116,0,1,44.8145931917207,4,6,1,1
117,0,1,46.91847284094654,1,8,1,1
118,0,1,45.54935656072333,3,4,0,1
119,0,1,44.26399944232897,3,7,0,1
120,0,1,44.02861727699176,4,8,1,0
121,0,1,47.57172451216927,1,7,0,0
122,0,1,45.98504867512116,3,6,1,1
123,0,0,46.3826943460673,4,7,0,0
124,0,0,45.59612204181348,1,8,1,1
125,0,1,45.26268192743984,1,5,0,0
126,0,0,45.81510457912245,2,4,1,0
127,0,1,43.9651496478936,3,7,1,0
128,0,0,45.66062768592349,1,8,0,1
129,0,1,45.21364849266398,4,8,1,1
130,0,1,44.86725953123655,4,7,1,0
131,0,1,45.14609071759591,3,5,0,1
132,0,1,43.81447683180717,3,10,0,0
133,0,1,45.4996625481533,3,6,0,0
134,0,1,44.52153669316048,3,7,1,1
135,0,1,45.63775772039247,4,6,0,1
136,0,1,43.49151153679125,3,6,0,0
137,0,1,45.85497891585409,4,5,1,1
138,0,1,44.69553428063735,4,7,0,0
139,0,1,45.8656125796656,1,7,0,0
140,0,0,46.09724187887757,4,4,0,0
141,0,0,46.75027253383534,1,6,0,0
142,0,1,46.4910165072321,1,6,0,0
143,0,0,44.63843929094911,2,9,0,0
144,0,1,45.49234322048711,3,5,0,0
145,0,1,46.13628507304425,1,7,0,1
146,0,0,44.03172929278229,3,7,1,0
147,0,0,45.278056156835575,4,5,0,0
148,0,0,45.71944010085084,2,5,0,0
149,0,1,43.82276938831486,1,7,1,1
150,0,1,47.781599670821,3,5,0,0
151,0,1,43.33095652757048,3,7,1,0
152,0,1,45.3818473380559,4,4,1,0
153,0,1,42.72824312673698,4,10,0,0
154,0,1,47.03364880217944,1,5,0,1
155,0,1,44.69230053716682,3,7,0,0
156,0,0,46.71715832529001,3,10,1,0
157,0,0,45.60628386651322,3,9,1,0
158,0,1,46.41141354825451,3,8,0,1
159,0,1,43.60106954826272,3,7,0,0
160,0,1,43.883921003489895,2,7,0,0
161,0,0,44.153060880403736,2,8,0,1
162,0,1,44.15504048395104,3,7,1,1
163,0,0,44.90149653744845,3,10,0,1
164,0,0,44.91977952180797,3,7,0,0
165,0,0,45.38151790007065,2,6,1,0
166,0,0,44.84229410352319,3,8,1,0
167,0,0,45.41381301628036,2,6,1,1
168,0,1,43.60869845115084,2,5,0,0
169,0,0,46.6674252027985,4,5,0,0
170,0,0,45.49365626964773,1,4,0,0
171,0,0,44.52856198050439,4,8,0,1
172,0,1,44.82163775651711,1,8,1,0
173,0,1,46.38944601568874,3,7,0,1
174,0,1,43.50139815986175,4,5,0,0
175,0,1,45.03828366178298,3,4,0,0
176,0,1,46.16643992959128,2,7,0,0
177,0,0,45.02572280348703,4,6,0,1
178,0,1,46.86716118845698,3,5,0,0
179,0,0,47.84986205374295,3,6,0,0
180,0,1,45.36898527395288,3,7,0,1
181,0,0,46.879565470977326,2,7,0,0
182,0,1,43.863499992614685,3,7,0,1
183,0,0,44.77362605490958,2,6,0,0
184,0,1,43.58160357924822,3,9,0,0
185,0,0,45.9144889772299,3,7,0,0
186,0,1,45.55522233836649,3,4,1,0
187,0,0,46.04392359221182,3,7,0,1
188,0,0,44.53136435499901,2,5,1,1
189,0,0,44.37166706618435,2,10,0,0
190,0,1,46.217295164618434,3,6,0,0
191,0,1,45.515541666373785,3,7,1,0
192,0,0,43.90442395437734,3,5,0,0
193,0,0,45.9803820510376,1,6,0,0
194,0,1,45.21236762149386,2,10,1,1
195,0,1,45.81230981930549,3,7,0,0
196,0,1,42.99656692184482,2,7,0,0
197,0,0,46.74624894975113,3,8,0,0
198,0,0,44.15889298167684,4,10,1,0
199,0,0,45.57728267004121,2,6,0,0
200,0,0,45.77826591426586,3,5,0,1
201,0,0,45.908969232733945,1,8,0,0
202,0,0,45.790973040747126,2,9,1,0
203,0,1,46.29405805076517,3,3,0,0
204,0,0,46.92958688177551,4,8,1,0
205,0,1,45.72045109370126,3,7,1,0
206,0,0,46.67440287276416,4,9,1,1
207,0,0,45.76871878467297,5,9,1,0
208,0,0,45.517708376284574,3,4,1,0
209,0,1,47.20951314428698,3,7,0,0
210,0,1,44.871742913833394,2,5,0,1
211,0,1,45.74165081117992,0,2,0,0
212,0,1,46.63365976123473,1,7,1,1
213,0,1,46.61198226731064,1,7,1,1
214,0,1,47.31492705825118,3,6,0,0
215,0,1,46.90603350824586,1,5,1,1
216,0,1,44.05626619508279,3,7,1,1
217,0,0,44.98833336697799,3,4,0,1
218,0,1,45.52119387381996,3,9,0,1
219,0,1,45.35481835594033,2,5,0,0
220,0,0,45.6557180498932,2,7,1,1
221,0,1,45.31803559694195,2,7,0,1
222,0,1,46.08730619413234,0,9,0,1
223,0,0,46.83393306479463,3,4,1,1
224,0,1,44.58418381424092,2,3,0,0
225,0,1,45.53550159151951,5,7,1,0
226,0,0,44.64055010144275,2,9,0,0
227,0,0,45.49646681247993,4,7,1,0
228,0,0,46.681854292925614,3,5,1,1
229,0,0,45.05958493076569,3,8,1,1
230,0,0,46.24381071201066,3,7,1,1
231,0,1,45.48270584441018,3,9,0,1
232,0,1,44.67325777976486,4,9,0,0
233,0,0,46.53964844172017,2,8,1,1
234,0,0,44.390944107456136,3,6,0,0
235,0,1,43.79690058698053,3,6,0,0
236,0,1,46.457751497476096,2,8,1,1
237,0,1,45.26088508812098,2,5,1,1
238,0,0,46.72181359099407,3,7,0,0
239,0,0,44.6270943926496,2,6,1,0
240,0,0,46.06987669250572,1,8,1,1
241,0,1,44.31730545163565,3,8,0,0
242,0,1,42.83985830416894,4,6,0,0
243,0,1,45.21105193569535,2,6,0,1
244,0,1,47.44615665448588,2,6,1,0
245,0,1,46.49754275864228,2,5,1,1
246,0,0,44.518471626919485,3,8,0,0
247,0,0,46.42915302770586,5,5,0,1
248,0,0,44.76629654049636,4,7,0,0
249,0,1,46.09787220490742,2,5,1,1
250,0,0,44.49937869784893,2,6,0,1
251,0,1,44.32596878362182,3,7,0,0
252,0,0,46.0029098987993,2,4,0,1
253,0,0,47.32307657375603,4,8,0,0
254,0,1,44.262487479366186,2,9,0,0
255,0,0,43.286653328801606,4,8,1,0
256,0,1,44.97931071130687,4,6,0,1
257,0,0,45.34023649187868,3,4,0,0
258,0,0,46.67704390405418,1,6,0,1
259,0,0,43.69960131027007,2,8,0,0
260,0,0,45.68089332357472,4,6,0,0
261,0,0,46.166179020165735,1,6,0,1
262,0,0,46.91246094276085,2,7,0,0
263,0,0,45.77626143019844,5,7,0,1
264,0,0,45.56284651731646,5,6,0,0
265,0,1,44.41346711776031,2,7,1,0
266,0,0,47.47821854887052,0,3,0,1
267,0,1,43.98635064228138,4,7,1,1
268,0,1,46.334459609813656,2,5,0,0
269,0,1,44.97791853119072,2,7,1,0
270,0,1,45.28148794073236,4,6,1,0
271,0,0,44.19558257828752,4,7,0,0
272,0,0,45.66906811646084,2,4,0,1
273,0,0,45.24087864162206,2,7,0,0
274,0,1,45.79881348244428,1,8,0,0
275,0,0,44.385667864622285,3,10,0,1
276,0,1,44.19829283740955,4,9,1,1
277,0,1,44.00989069365436,4,8,0,0
278,0,0,45.193339017046505,1,9,0,1
279,0,0,44.14017145361888,3,8,0,0
280,0,1,44.76361837941546,3,7,1,0
281,0,1,46.075099790372725,2,6,0,1
282,0,1,44.40855774897577,2,7,0,0
283,0,1,46.36593360841584,3,6,0,0
284,0,1,45.72390349877866,0,5,0,0
285,0,0,44.81971053157852,4,9,0,1
286,0,1,44.38535812079427,3,6,0,1
287,0,1,45.25715041832223,2,8,0,1
288,0,1,43.83760452177238,4,9,1,0
289,0,1,45.03312787053631,1,6,1,1
290,0,0,44.82299712992685,4,8,0,0
291,0,1,45.07365535092635,3,8,0,1
292,0,0,45.10149722650782,2,8,0,1
293,0,1,44.53990534787245,2,7,0,1
294,0,0,45.03177878881885,1,9,0,0
295,0,1,44.74325657791164,2,5,0,1
296,0,0,47.59129396461583,1,6,1,1
297,0,1,44.41630515977579,3,10,0,0
298,0,1,43.05772227716847,4,8,0,0
299,0,1,43.6880627887092,4,8,0,1
300,0,0,45.10309971592859,4,6,0,0
301,0,0,44.921906406768095,2,5,1,0
302,0,1,45.63653480254601,2,10,0,1
303,0,1,46.43769218124656,3,5,0,1
304,0,1,46.39728962690888,1,4,0,0
305,0,0,43.28623090576708,1,9,1,0
306,0,0,46.52410260072494,3,6,1,0
307,0,1,43.76022005448008,2,7,0,0
308,0,0,44.69347157825994,2,6,0,0
309,0,1,45.84243195056143,2,5,0,0
310,0,1,44.5871934747107,3,5,1,0
311,0,1,43.32998229484491,3,7,0,0
312,0,1,48.60194628598827,2,5,0,1
313,0,0,45.17310845780377,4,7,0,1
314,0,1,44.76768718522232,1,8,1,0
315,0,1,45.11679725074579,3,8,1,0
316,0,1,46.071191796927096,4,6,0,0
317,0,1,44.4258874256317,2,8,0,0
318,0,0,45.58766613269974,1,5,0,0
319,0,0,44.40112193954188,4,10,0,0
320,0,0,45.88266128131245,2,6,0,0
321,0,1,46.16623750114413,1,4,0,0
322,0,1,44.14396801195947,3,11,0,1
323,0,1,45.54515606273834,1,4,0,0
324,0,1,46.38488414233076,2,5,0,0
325,0,1,46.46169906184698,3,4,1,0
326,0,1,44.33887068138867,2,5,0,0
327,0,1,47.265011774182064,1,6,0,0
328,0,0,45.44620069619338,3,7,0,0
329,0,1,45.75309077588845,4,9,1,0
330,0,1,44.62130973983701,2,4,0,0
331,0,0,45.11095717932783,4,9,1,0
332,0,0,44.75278800436352,3,8,0,0
333,0,1,45.651207805794606,3,7,0,1
334,0,1,42.20203532894089,4,8,1,0
335,0,0,45.11950120514283,3,7,0,0
336,0,0,45.16468173688752,3,4,0,0
337,0,1,46.7756293755839,2,6,1,0
338,0,0,43.448499898958296,4,7,1,0
339,0,1,44.568649278546246,3,6,0,1
340,0,1,44.63741495349784,4,4,1,0
341,0,1,43.20810571223303,3,7,0,0
342,0,0,44.14494636621371,1,8,1,0
343,0,1,44.39201556242791,2,8,1,0
344,0,0,45.69472586132088,2,5,1,0
345,0,1,44.65859873316302,3,7,1,1
346,0,0,46.162251000899936,3,7,0,1
347,0,0,45.21227095546277,2,6,1,0
348,0,0,45.60261813768669,1,4,0,1
349,0,0,47.70639247720032,2,7,0,0
350,0,1,44.81876424758191,3,8,0,1
351,0,1,44.49755261582423,2,6,1,1
352,0,1,45.19232872910879,3,8,0,0
353,0,1,45.86301164539629,2,4,1,1
354,0,1,44.130700143081135,2,10,0,0
355,0,0,46.4657918869896,1,5,0,0
356,0,0,43.7032602709009,3,7,1,0
357,0,0,47.57973554445532,2,6,1,1
358,0,1,44.623870800633874,0,8,0,0
359,0,0,46.39418565915957,2,9,0,0
360,0,0,46.87331524248219,4,5,1,0
361,0,0,43.29178906579986,2,10,0,1
362,0,1,44.242135050593376,2,9,0,0
363,0,0,45.82847649282426,2,6,0,1
364,0,0,45.638711371620815,3,8,0,1
365,0,1,44.16289773983027,4,7,0,0
366,0,0,45.8582832141693,2,4,0,1
367,0,1,45.86650766898032,3,6,1,0
368,0,0,46.87446735952568,1,4,1,0
369,0,1,44.1038978258493,2,6,1,0
370,0,1,44.854175680928535,3,7,0,0
371,0,1,44.55103852898684,2,6,0,0
372,0,1,46.64896188599976,3,7,0,0
373,0,1,44.644682011709456,3,8,1,1
374,0,1,45.427364466927486,2,7,1,0
375,0,0,45.335563756118006,3,7,1,0
376,0,1,43.483584268405416,3,6,0,0
377,0,0,44.00892384531315,2,4,1,1
378,0,1,44.34310606891156,3,6,0,0
379,0,0,46.53944978895969,3,4,1,1
380,0,1,44.25319062723242,4,7,0,1
381,0,1,45.10135908444326,3,6,0,0
382,0,0,44.63031524267705,3,6,0,0
383,0,1,45.23328452957911,2,3,1,0
384,0,1,46.44711216301855,0,5,1,0
385,0,1,45.96604621367818,1,8,0,1
386,0,1,45.38129184289379,1,8,1,0
387,0,0,45.21644448404693,3,7,0,1
388,0,0,46.16769383869018,2,1,1,1
389,0,1,46.07319401664289,1,6,0,1
390,0,1,47.395538411854425,0,7,1,0
391,0,1,44.23783316187596,2,8,0,0
392,0,1,43.92459634701017,4,8,1,0
393,0,1,45.228782017743065,3,2,1,0
394,0,1,47.18871547094214,1,7,1,0
395,0,0,45.43277617524325,3,8,1,0
396,0,0,43.35950131587637,2,8,0,0
397,0,1,45.91403286485079,1,5,0,0
398,0,0,46.017389001183865,2,10,0,0
399,0,0,46.50254879671213,4,5,0,0
400,0,0,45.65189490902171,3,8,0,1
401,0,1,46.6740792945806,1,3,1,0
402,0,0,46.31547291481139,2,5,0,1
403,0,1,44.00757678670468,4,4,1,1
404,0,1,43.66398917415676,2,11,1,0
405,0,1,43.13489223019966,2,7,1,1
406,0,1,45.74168184577662,2,5,1,0
407,0,0,46.18034090043695,3,5,1,0
408,0,1,43.2021114698227,4,7,1,1
409,0,0,44.38161183539889,4,6,0,0
410,0,0,44.42132319132743,2,7,1,0
411,0,1,45.222939554885535,4,7,1,0
412,0,1,45.12939657207621,3,6,1,1
413,0,0,44.28453946536919,3,7,1,1
414,0,1,44.59130565265173,0,8,1,0
415,0,1,44.10135329542469,2,5,1,0
416,0,1,45.68200194917172,2,5,1,0
417,0,0,46.07310925906005,3,7,1,0
418,0,1,45.61916580091968,3,5,0,0
419,0,1,43.77088402061047,4,7,1,1
420,0,1,46.34790127843187,3,6,1,0
421,0,1,44.55707428885902,4,6,1,0
422,0,0,44.36348248977828,3,8,1,1
423,0,1,44.39933130752926,3,6,0,0
424,0,1,44.498680938089045,3,6,0,1
425,0,1,45.15717429566016,1,4,0,1
426,0,0,44.13827872294051,3,11,0,1
427,0,0,44.89423578496334,3,6,0,1
428,0,1,44.36821887142195,5,9,0,1
429,0,0,46.22679940374279,3,5,1,0
430,0,0,45.03020925570196,3,6,1,0
431,0,0,43.77626034320974,4,7,0,0
432,0,0,46.71807341555008,4,8,1,0
433,0,0,44.79082909149017,4,6,0,1
434,0,1,46.337121639668,2,5,0,1
435,0,0,43.26587682137773,0,8,0,0
436,0,0,47.67417099124916,1,3,0,0
437,0,1,44.90530079209741,2,5,1,0
438,0,1,44.19841119647434,1,7,0,1
439,0,1,44.29232658069986,3,7,0,0
440,0,1,45.07372896585346,4,6,0,0
441,0,0,45.756118367309135,3,5,1,0
442,0,0,45.88229105866038,3,9,0,0
443,0,0,47.01443523623439,1,4,1,0
444,0,1,45.88255364341457,1,10,1,1
445,0,1,44.76979708579581,3,7,0,0
446,0,0,46.48245263994444,2,5,1,1
447,0,0,44.106557860272765,2,10,1,0
448,0,0,46.51557945393848,3,5,0,1
449,0,1,46.04768546961769,3,8,0,0
450,0,1,44.91258699939995,5,5,1,1
451,0,0,43.9353021071338,3,3,0,1
452,0,1,45.76969987667032,1,5,1,0
453,0,1,42.49682487796272,5,10,1,1
454,0,0,45.03950881517522,2,6,0,0
455,0,0,46.44037170089795,2,6,0,1
456,0,0,46.21745320387627,3,4,1,0
457,0,0,47.354391263291895,3,4,1,1
458,0,0,45.52767813061888,3,7,1,0
459,0,1,47.15431059095705,2,7,1,0
460,0,1,44.78423260881872,2,5,1,1
461,0,1,43.21256610350533,3,10,1,0
462,0,0,46.15537204060229,3,6,0,0
463,0,1,42.75664737415664,3,6,1,0
464,0,1,44.64883176914008,3,5,0,1
465,0,0,44.64826150913473,3,11,1,1
466,0,1,45.19231367442828,3,6,0,0
467,0,1,45.67972031701488,2,5,0,0
468,0,0,45.40340852452221,4,6,0,1
469,0,0,45.61025121640282,1,6,0,0
470,0,0,46.68774176496934,4,5,0,1
471,0,0,47.7052111744051,3,6,1,1
472,0,1,46.180370509634194,3,7,0,1
473,0,0,45.932898841059135,1,7,0,1
474,0,1,46.74683229702366,2,6,1,1
475,0,0,46.98538264762123,1,6,0,0
476,0,1,45.52864845193604,4,4,0,0
477,0,1,45.954618465672205,3,7,0,1
478,0,1,45.66396551717023,4,4,0,1
479,0,1,44.601515823531,1,6,1,0
480,0,1,46.40269024738471,2,4,1,0
481,0,0,45.02095717846688,3,6,1,1
482,0,1,43.21831337743819,4,7,0,0
483,0,1,45.47045680539723,3,6,1,0
484,0,1,46.79459510424332,2,3,1,1
485,0,1,45.252585805715135,3,7,0,1
486,0,0,46.49575365348889,4,7,1,0
487,0,1,45.61047024005794,3,7,0,0
488,0,1,43.19177950830096,2,8,0,0
489,0,1,44.16043587805012,2,6,0,1
490,0,1,44.88409378515809,1,9,1,0
491,0,1,43.83696476825161,3,9,1,0
492,0,0,43.65887083562316,3,10,0,0
493,0,0,46.1704982326338,2,5,0,1
494,0,1,45.45695797509099,3,6,1,0
495,0,1,46.27114626993075,3,6,0,0
496,0,1,43.62340900247032,3,6,1,0
497,0,1,43.76001271446413,4,7,1,0
498,0,1,45.51252197391299,3,5,1,0
499,0,0,44.01895660058969,4,9,1,0
500,0,1,45.77759502831338,3,2,0,0
501,0,0,46.3671546553873,2,7,0,1
502,0,1,45.8509548303023,3,5,0,0
503,0,1,45.6684051059099,3,4,0,0
504,0,0,45.45844396185152,2,7,1,1
505,0,1,46.12045676689092,3,3,0,0
506,0,1,46.40106788650638,3,5,1,1
507,0,1,44.18726755323729,4,11,1,0
508,0,0,45.093290776027,1,4,0,1
509,0,0,44.79639943481899,2,6,0,1
510,0,1,46.279795963822274,2,7,0,1
511,0,0,45.33384904446058,3,7,0,0
512,0,0,42.4879416599156,5,8,1,1
513,0,1,45.37375797641253,2,7,0,1
514,0,1,43.91816327194442,2,7,0,0
515,0,0,43.53128699449574,3,7,0,0
516,0,1,45.92046187758085,3,5,0,0
517,0,1,45.709284366149525,3,8,1,0
518,0,1,45.25785676551235,4,6,0,0
519,0,0,45.35108664644763,2,7,0,0
520,0,0,44.51703426366704,2,6,0,1
521,0,0,45.18947206423431,3,5,0,1
522,0,1,46.430539192185336,2,7,0,1
523,0,1,45.69103246566148,4,9,1,0
524,0,1,44.36334934404782,2,7,0,1
525,0,1,45.02565833305826,3,6,0,0
526,0,0,45.565575368723344,2,9,0,0
527,0,1,43.05952074844661,4,8,0,0
528,0,0,47.39121755408071,2,7,0,1
529,0,0,45.39395207848527,3,6,0,1
530,0,1,44.46796579172241,0,9,1,1
531,0,0,45.30249307840955,3,8,0,0
532,0,1,47.27803736143811,2,6,0,0
533,0,1,44.931462590105696,4,7,1,1
534,0,1,45.63171666094812,1,5,0,0
535,0,0,46.09215367677469,2,4,0,1
536,0,1,44.63613458616893,3,8,0,1
537,0,1,44.10304594826472,2,11,1,1
538,0,1,44.502052623246186,3,8,1,1
539,0,0,45.6305402378724,2,6,1,1
540,0,0,45.9565097593016,2,3,0,0
541,0,1,43.71040542442475,3,6,0,0
542,0,1,45.79657220820565,1,8,1,1
543,0,1,45.6962100640437,3,5,0,0
544,0,1,44.91119609350888,3,6,1,0
545,0,0,45.84781302417517,2,7,0,1
546,0,1,44.267495344222496,3,9,0,1
547,0,1,45.49777022665364,3,6,0,0
548,0,1,45.25298590022182,3,9,0,0
549,0,0,46.114995945755325,3,6,1,1
550,0,0,46.80691689681044,2,6,0,0
551,0,1,43.990920428344,3,5,0,0
552,0,0,43.431130956910216,3,10,0,1
553,0,0,44.9238628069346,2,5,0,0
554,0,1,45.57084878080114,3,9,1,1
555,0,1,44.26450256544967,3,8,1,0
556,0,1,42.55969033922353,3,8,0,0
557,0,0,45.90668729170998,3,3,1,0
558,0,1,45.39356693159502,3,4,0,0
559,0,1,44.3457969363322,2,8,0,1
560,0,0,43.97344590288802,3,8,1,0
561,0,1,44.39936923819494,3,5,0,0
562,0,0,44.49586095776655,3,6,0,1
563,0,0,45.88675240474318,2,7,0,0
564,0,1,44.75529449628427,2,7,0,0
565,0,0,46.57801618488981,3,3,1,0
566,0,1,45.86031630693692,5,5,0,0
567,0,1,43.88095673372949,3,7,0,0
568,0,1,43.15768247457049,2,9,0,1
569,0,0,47.34905844505408,1,5,0,0
570,0,1,45.8109892138916,4,6,0,0
571,0,1,44.91992559950804,3,7,0,1
572,0,0,45.93055522241469,2,9,0,0
573,0,0,46.038345101386405,4,7,0,1
574,0,1,43.25553654121019,3,6,1,0
575,0,1,45.85712502551766,3,6,0,0
576,0,1,43.48228407308568,3,8,0,0
577,0,0,47.45694483503088,1,6,1,0
578,0,1,44.65422678476965,2,7,0,1
579,0,1,44.02768285366113,4,6,1,0
580,0,1,44.92953292380934,1,7,1,0
581,0,1,44.67059442662442,3,4,0,0
582,0,1,43.68254361446503,3,9,1,0
583,0,1,46.853385369975314,2,6,0,0
584,0,1,44.26635141274328,2,6,1,1
585,0,1,46.60522483058065,2,4,1,0
586,0,0,45.14885272306691,1,9,1,1
587,0,1,45.10463673927871,3,7,0,0
588,0,1,45.808468810777086,1,8,1,1
589,0,0,45.23442261434578,1,6,1,1
590,0,1,44.07336552666121,3,8,1,1
591,0,1,46.59497215967648,4,5,1,0
592,0,0,44.98068622191366,2,6,0,1
593,0,0,44.47462530862023,2,8,0,0
594,0,0,46.75542869756288,1,6,0,1
595,0,1,46.00227811585896,3,5,0,0
596,0,1,45.63196552188691,4,9,0,0
597,0,0,49.01214669596209,0,5,0,0
598,0,1,45.36011218457986,3,6,0,1
599,0,1,46.77909199602141,3,5,1,0
600,0,1,46.29505817794443,3,4,0,0
601,0,1,46.70875762913254,3,6,1,1
602,0,0,46.82080964343768,3,7,0,0
603,0,0,43.34292155092823,3,6,0,1
604,0,1,46.12310763902596,1,6,1,1
605,0,1,45.49783424152695,3,8,0,0
606,0,0,45.84956079615725,1,7,1,0
607,0,0,45.854840553880855,3,7,1,1
608,0,1,44.36445975553129,2,9,0,0
609,0,0,46.64568532686816,1,5,0,1
610,0,1,45.730690519704254,3,8,0,1
611,0,0,45.63163797727875,2,5,1,1
612,0,1,43.925630151241975,2,8,0,1
613,0,1,44.93773965877698,2,5,0,0
614,0,1,45.62327538257679,4,5,0,1
615,0,0,45.20187159191893,1,4,1,1
616,0,1,46.42890026344208,2,7,1,1
617,0,0,44.97055033125731,2,6,0,1
618,0,1,45.68753209515256,2,5,0,0
619,0,0,43.47965623821619,4,6,0,1
620,0,0,44.2821857393708,2,8,0,1
621,0,1,43.82613469833522,2,10,0,0
622,0,1,43.850385050379,1,7,0,0
623,0,0,45.21132217266669,4,8,0,0
624,0,1,43.82428676025492,3,7,1,0
625,0,1,44.94229416867804,3,8,1,1
626,0,1,46.55308177839535,2,7,0,1
627,0,1,44.44315987940554,1,5,0,1
628,0,0,43.37181277323214,2,6,0,1
629,0,0,45.850124675473005,3,4,1,0
630,0,0,45.38639571767947,1,6,1,0
631,0,1,44.62180370140214,3,6,0,0
632,0,0,45.21154007723101,3,7,0,1
