worker_age,income_level,gender,minority_status,job_satisfaction_score,on_the_job_training,promotion_rate
3,6,0,0,22.749973952890883,1,15.671489852109811
9,3,1,1,23.057310171994672,1,17.85602244306113
13,4,0,1,22.9825448353448,1,17.368174981352535
8,5,0,1,22.09198966526764,1,16.592126652573004
8,7,1,1,25.56955612926768,1,18.322129081128992
9,6,0,0,20.808143377778837,0,8.489982296669059
9,4,0,0,19.992696386650707,0,7.523319374031692
5,4,0,0,18.86733082487558,0,5.233991471356286
10,6,0,0,19.044749913539484,0,6.088435491113016
10,7,0,1,25.76798795509481,1,19.054761977478904
9,5,0,0,24.033363614609836,1,16.993315086249158
11,3,0,1,16.974425805896395,0,2.59858563076355
7,5,0,0,20.8631427551019,0,9.265997253173987
12,5,0,1,18.19420167582259,0,5.639509793376926
6,6,0,0,25.49665344724097,1,19.7209929966824
5,5,0,0,22.60891796743231,1,16.142097431137607
4,4,0,1,21.518513529610075,0,9.8715002223579
7,7,0,0,23.070680566615128,1,16.877166527542155
13,7,1,0,23.66941771953056,1,18.17934394667808
11,6,0,0,24.290420067376058,1,18.701686434531585
7,4,0,0,25.423522134612234,1,19.600893416254312
11,6,0,0,22.64669533828452,1,17.344296993478395
10,5,0,1,21.673343399726544,0,9.362092963512858
5,6,0,1,26.82067577466143,1,19.22684495784912
8,5,1,0,19.62845932868156,0,6.103639951815556
12,6,0,0,21.17698877927218,0,8.74556767750137
8,7,0,0,23.436029148276635,1,17.90849370887035
2,4,1,0,19.86421854172756,0,6.048365046668519
7,8,1,0,24.332532620420213,1,17.197585995785577
15,4,0,0,23.61631184865162,1,18.16405451915776
8,6,1,0,21.578643652139583,0,9.265419711097945
8,4,0,0,24.58474699371289,1,18.08897930771227
8,4,0,0,24.32166552055019,1,17.758822809746025
7,8,0,1,22.08803265452672,1,15.092793263916665
7,5,0,0,17.694310433145436,0,3.169468950274939
11,5,0,0,23.530108349910854,1,18.09875237167021
3,7,1,1,18.808717519065357,0,4.805704019460522
7,5,1,0,21.95300484933812,0,9.884471407015807
6,6,0,1,23.84714363350089,1,17.938939568557984
5,4,1,0,21.342813879725316,0,8.838055049034967
10,5,0,0,20.910930839308072,0,8.803667614460252
5,5,0,1,26.673340716395074,1,19.697281783805455
3,3,1,0,20.86618910799292,0,8.097371629780005
9,4,1,0,23.034312478535536,1,17.312693031926226
1,5,1,0,23.09317669004819,1,17.035036770819353
8,5,0,1,18.122500287884098,0,3.8207502974702656
6,9,0,0,24.421612060026717,1,17.59463330924716
10,6,0,0,23.098430727254247,1,17.05313444889859
8,5,0,0,21.23561517493539,0,10.315048544171152
9,6,0,1,19.001911096994085,0,5.45989748460489
8,2,0,1,22.76611410287731,1,16.260110840488267
7,7,0,0,22.637610830983384,1,17.165990213121848
11,6,0,1,20.91391153843512,0,9.023754084458025
13,4,1,1,23.29092270788265,1,17.983874198304814
9,6,1,0,24.10365562970953,1,17.494287835046258
12,7,0,0,19.54378285348809,0,6.458101789333588
9,4,0,0,21.216031234393057,0,8.79707926030765
11,5,0,0,23.931762771332316,1,18.010465816956085
8,5,0,0,22.605446531720887,1,16.358586138526576
9,4,0,0,21.080664299259524,0,8.649020769855204
3,6,1,0,21.708318416947755,0,9.02522602578968
11,5,1,0,23.51966595644769,1,17.32179712180694
1,8,0,0,20.714706468926625,0,6.640308810756384
9,7,0,0,25.016513155641302,1,18.642679430838957
11,5,1,0,22.861482989384044,1,17.650955332976956
12,7,0,1,20.02864624911876,0,7.679116273798049
12,8,0,0,19.960324959435876,0,7.736457621272152
0,6,0,1,21.15689844002123,0,8.417272605794595
6,7,0,0,25.86150423407066,1,19.64625985319269
12,5,1,0,22.18284368920905,1,15.72767579001174
0,7,0,1,24.50970909957952,1,17.303719448947085
11,5,1,0,19.627972602458332,0,7.210666545683802
6,8,0,0,25.644150505338924,1,18.77485262007867
11,4,0,1,21.68660340884917,0,9.439063066912585
4,6,0,0,20.296022748618533,0,7.274885578477893
7,5,0,1,23.527625879138856,1,17.076879322339913
9,6,0,1,22.745170302147866,1,17.66544081399717
12,6,1,0,23.945510434159043,1,18.843727848569557
11,7,0,1,21.91630529723376,0,10.15352650209425
7,7,1,0,19.30391982402628,0,4.950370966300746
8,4,0,1,25.273929305651738,1,18.43339304582178
7,4,0,0,20.32075976936041,0,8.780172126825573
11,4,1,1,26.077794099359657,1,19.74590033146844
7,5,0,0,23.21455874222732,1,17.18537489879691
7,4,1,0,22.52671505119889,1,17.31990768510858
6,5,1,0,21.338254433917548,0,9.661492811501224
7,5,1,0,22.540687153010698,1,16.840427420832462
7,5,0,1,21.81541050220764,0,9.574375026780524
2,7,0,1,23.23143252236059,1,16.74284079762531
8,7,0,0,17.085011070319712,0,2.843781399193156
8,7,0,1,20.22539243073761,0,6.991769334924142
8,7,0,0,22.75805047936009,1,17.04641826369424
7,4,0,0,26.107977923469257,1,19.1861086483351
6,9,0,0,21.121249933623574,0,8.848458097022114
8,6,0,0,23.122457459808405,1,17.557046503036666
9,8,0,0,20.665711095896665,0,7.352816825344275
11,6,1,1,23.01905905378151,1,16.780675837454478
7,6,0,0,22.20992952933876,1,16.12604464502593
13,4,1,0,24.168345378072427,1,18.366207824055785
6,5,0,0,21.71439440875978,0,9.693053669334896
7,7,1,0,25.217552233119093,1,17.66098301215745
6,5,0,1,20.41652621730853,0,7.863029536240234
3,2,0,0,23.149241914416773,1,17.037927714569122
9,5,0,0,24.336391782880277,1,18.182665923449576
0,8,0,0,19.81041288962252,0,5.465849923793834
9,5,0,1,18.355797981228893,0,5.452747235788918
11,6,0,0,23.470733026443124,1,17.164262977309498
7,10,0,1,22.318131218363245,1,16.79856425646864
9,5,1,1,21.3334505569507,0,8.786231389507249
6,4,0,0,22.119805211277527,1,15.886060714788144
7,4,0,0,20.01870892168357,0,6.724012678199013
10,8,0,0,25.01944159684641,1,18.864139097972817
9,5,0,1,23.70978697768142,1,17.779657989811422
11,6,0,0,25.37607722071013,1,20.092944785755805
1,5,1,0,22.14932168496632,1,15.647765908283544
10,6,0,0,24.18545954178575,1,17.997096592196815
6,6,0,0,21.891874480353643,0,10.318972871623515
9,6,0,0,19.42323387654744,0,5.386331604798216
4,6,1,0,19.802588237415502,0,5.918122459724489
5,7,0,0,24.349964540691,1,17.506046415388827
8,6,1,0,21.026416350024107,0,8.35397648458727
8,7,1,0,23.98983610252811,1,18.164559493541148
7,4,1,1,24.46275510091424,1,17.885989761923643
8,7,0,0,21.18883076513429,0,8.851730376415311
11,3,0,1,21.641754710700525,0,10.205930724218728
10,4,0,0,20.116373831934347,0,7.372202010202868
6,3,1,0,18.76829716684878,0,5.350837935370192
10,4,0,0,21.929669180675305,0,9.825547381512513
8,4,1,0,24.62007612447585,1,18.439738698952432
15,6,1,0,22.147140767223345,1,17.32498297408099
10,4,1,0,19.97507853917345,0,6.919935919680352
1,6,0,1,19.581470941961115,0,6.681794438275051
9,6,0,0,21.772418001540192,0,9.44326885292189
7,3,0,1,25.85740150667004,1,19.39688157072607
2,5,1,0,21.45751135136325,0,8.913082919493371
11,5,0,0,23.79286835643417,1,18.323090099998197
12,8,0,0,22.423597747885932,1,17.48515340379019
9,8,0,1,22.030314546866027,1,15.55858461011805
10,6,1,0,21.18403266664487,0,9.779853057254696
12,5,1,0,19.756001438923576,0,7.73820220758973
6,5,0,0,19.673884728582173,0,6.0500658669201695
7,8,1,0,18.27380842968159,0,3.6118908790881954
10,5,0,0,18.582681343722676,0,5.838973161137708
9,6,1,1,17.739204060790332,0,3.4552691187323723
6,6,0,1,25.464961566713477,1,18.959819992927656
7,3,0,0,22.3525904535699,1,17.838473959382586
3,7,1,1,18.80115966726111,0,5.827091205536734
10,5,1,0,22.83246708615533,1,17.136500561816142
7,3,1,0,22.420883724724906,1,17.795430795353017
4,4,0,1,22.64642560717225,1,17.142269497250112
4,2,0,0,23.458470371334823,1,17.718372529296357
6,4,1,1,24.36737559686945,1,18.843714565067685
11,6,0,0,25.18476003758842,1,19.67094298681365
4,8,0,0,20.73740452026,0,7.522969649919328
6,7,0,0,24.73100986091659,1,17.737503966456575
8,6,0,0,20.81732177978981,0,8.86370609544255
6,5,0,0,21.22240908751345,0,9.125111854630648
7,5,0,0,21.780441774508777,0,8.8356506799316
3,5,0,0,21.566305895433743,0,8.929654542100211
4,6,1,1,24.50944757661001,1,17.971583970622238
4,4,0,1,23.27447081645295,1,16.029234873957105
6,7,1,0,25.54075210459621,1,18.10317256199045
0,5,0,1,21.249606681385483,0,7.2524198836733875
8,6,0,1,21.665252842529554,0,8.940754798996494
10,6,0,0,21.71040552167344,0,10.1004281523981
12,7,1,1,23.47275050735496,1,17.535225893934232
6,7,0,0,22.043520216028053,1,15.779838878666222
4,7,0,0,21.28711516693376,0,8.896114568469205
7,7,1,1,24.9055626117098,1,18.507665277733675
10,6,0,1,18.03815137299284,0,4.136252516696681
6,5,0,0,18.20404536856765,0,3.155331814507705
9,3,0,1,25.40860549990788,1,19.33697369903526
3,2,1,0,21.220428385377016,0,8.903359393969092
3,5,1,0,21.66180969162002,0,8.983194179065347
8,6,1,0,17.653399106975826,0,3.094936605168051
15,5,0,0,14.640855532435234,0,-0.6489453682940967
6,5,0,0,22.09993024734644,1,16.501571671979114
9,5,0,1,24.40103394391724,1,17.43273123912057
10,7,0,0,20.37386846460084,0,6.87956838765504
12,5,0,0,21.83562687539497,0,10.458332414798452
11,7,0,1,27.07020281907074,1,20.594717317111968
5,6,0,1,23.2544118770599,1,17.64126269723598
7,6,1,0,19.84144592696268,0,7.176284051946621
6,5,0,1,21.19389586230084,0,9.114937121411687
10,7,0,0,22.719232852935832,1,17.222101147936254
2,7,1,0,19.32562692570358,0,4.653686487067979
6,6,1,1,20.96441823826813,0,8.739985679186429
11,5,1,0,24.607267487851853,1,18.66275905020285
4,5,0,1,23.73648348282648,1,16.84441046488067
5,7,0,0,22.35255388781533,1,16.766141106464175
13,5,0,0,20.436694613904784,0,8.537294337954815
5,4,1,1,19.642441324861288,0,6.115393959467864
13,4,1,0,20.62764083591687,0,9.141622333096066
6,5,0,1,20.851626997069925,0,8.060689400737392
7,4,0,0,18.325357200579923,0,5.14008268988615
10,8,0,1,22.657540793259795,1,16.878042905247874
7,7,0,0,23.571762885692905,1,17.822355614903124
9,6,1,0,23.21375347606152,1,17.183414842811754
5,4,1,0,18.14484993640149,0,4.158286295281426
5,7,0,0,21.18409816077083,0,8.48697594338376
8,4,1,0,24.487564741949207,1,18.450077448786026
9,4,0,0,22.75585435751203,1,17.357670788751655
8,7,0,1,21.70814847489314,0,9.924955181614148
8,3,1,0,21.270275832510688,0,9.947538655880974
15,6,1,0,23.17576541161043,1,17.520114866081496
6,3,0,1,21.97888239043761,0,9.731100987947892
6,5,0,0,21.54748724351488,0,9.439294207375346
5,7,1,0,24.13062719376704,1,16.843721794125607
13,5,0,0,21.621907525282385,0,10.854140104074226
9,5,0,0,19.77642383051077,0,7.064502979663724
5,5,0,0,21.31049800358286,0,8.68217071184582
5,6,0,1,20.6743187660102,0,7.912274598759702
9,7,0,0,23.7113836573287,1,17.298394571974562
11,6,1,0,20.853840004182636,0,8.71161022974025
2,6,0,0,20.942062200907102,0,8.689212453983242
9,5,0,0,26.994450555142127,1,20.7355346676284
10,7,0,1,20.95676906559183,0,7.6730699394019775
12,4,1,1,17.273179048385483,0,3.040717450337255
4,6,0,1,21.855924742613407,0,9.114102397414724
10,5,0,0,20.247270589704293,0,7.531214312156724
10,6,0,1,22.933764533907013,1,16.669508414177546
9,4,0,0,20.95927870966514,0,8.79938792002162
1,4,0,0,20.328708739976783,0,6.791946984437264
9,4,1,1,22.18934377084013,1,17.37788229987342
7,8,0,0,24.071870681190592,1,17.567784761575414
11,6,0,0,20.97087283080913,0,8.62601868197437
6,3,0,1,20.92529485959641,0,8.770484095907985
12,8,0,0,20.46381797181319,0,7.845102953722766
5,5,0,1,21.682944725833316,0,9.816534767623596
4,4,0,0,22.67952031904981,1,16.240385397013053
6,4,1,0,23.185477081058558,1,16.83738494355971
12,8,0,0,24.954783721208575,1,18.73006636619194
12,5,1,1,21.71315573163816,0,9.270094895132525
16,7,0,0,22.413309791785256,1,17.51538251834822
4,5,0,1,23.34171194674972,1,17.37472179805986
8,7,0,0,20.09383094354618,0,7.449926283283064
3,3,0,0,20.557223682403084,0,7.405371688516574
7,4,0,1,23.69940128367281,1,17.47723442237505
8,4,0,1,20.553776776526565,0,6.737774587721532
13,8,0,0,21.703252488205024,0,10.250515379478545
3,5,0,0,24.886123884670617,1,19.45495162656676
5,6,0,1,23.01758004917909,1,16.525553994449847
5,6,0,0,23.20830833947562,1,17.05720239979831
9,6,0,1,23.300258064840115,1,17.910185687888983
12,2,0,0,17.78461211107295,0,3.816466036239866
7,7,0,1,22.67671863399672,1,16.95393607625904
9,5,0,0,24.55684090146877,1,19.564410901943333
10,4,0,0,20.752349371193265,0,9.037850453443026
11,5,0,1,23.41298398212062,1,18.38752014024788
1,6,0,0,20.2883656483931,0,7.321604465829344
0,4,0,0,23.49239412836883,1,16.892685843930828
2,6,0,0,24.920499564880025,1,18.095846914481
11,4,0,0,23.308202524790907,1,18.025485616446048
9,4,1,0,25.052004451428584,1,18.84046633747673
8,4,1,0,25.166657307120897,1,19.32011681945312
10,6,0,0,22.154373408282808,1,16.554093521915796
10,6,1,1,23.372670550250373,1,17.617312849099903
11,4,0,1,26.35732940931058,1,19.93420610023869
6,7,0,0,19.21911540561347,0,5.707164027806098
9,6,0,0,22.10678559492664,1,16.649952750820457
13,7,0,0,21.46468812750567,0,8.924999117125259
7,6,0,0,21.06515474648036,0,9.202488117288334
13,6,0,0,19.30644795727788,0,6.720261190358008
0,7,0,1,20.43092840541583,0,7.232430135971833
7,7,0,1,19.984767982195194,0,6.081634436891865
7,7,1,1,21.72211921447961,0,9.776441595219016
5,7,1,0,23.23101615734238,1,16.339665100353667
5,6,1,0,23.27265735124428,1,17.43246534516807
7,7,0,0,21.708332042913064,0,9.572007588014293
11,5,0,1,22.547088712731,1,17.57646923557285
7,7,0,1,24.85633816879258,1,18.986367152033367
9,6,1,0,23.06339633652904,1,16.67835922834493
3,6,1,0,23.657490956933408,1,17.531879477641436
9,6,0,0,21.910573206628666,0,9.998103130551232
4,4,0,0,21.907560738176677,0,10.156664099940071
11,7,0,1,22.196636051078727,1,17.38519752617671
9,6,0,0,18.39369715468405,0,4.59157111124093
7,5,0,0,19.91626814208579,0,7.1065855216496345
13,6,1,0,23.06757575748937,1,17.48053630560686
5,5,0,1,23.447590097366305,1,17.610239075249755
12,5,0,0,25.50720859223924,1,19.477921013478312
13,6,0,0,22.31069633015853,1,16.439281232945163
0,5,0,0,21.08584198336021,0,8.60518507890785
5,8,1,0,23.69619645486261,1,16.848539367378933
4,5,0,0,20.883021629337826,0,8.412366493194037
7,7,1,1,21.31671760809899,0,9.23315802113964
4,6,0,1,18.502361665267085,0,4.753193699371373
1,6,0,0,21.18100363400246,0,8.35830577790114
9,7,1,0,22.59734846163793,1,17.153874935587872
10,7,0,0,23.71971998146344,1,16.958165441415204
12,4,0,1,22.42477898527128,1,17.493935475091327
7,4,1,1,21.29094476026013,0,8.832767114624195
9,6,1,0,19.0114651928306,0,5.681433758624838
4,5,0,1,21.13561016475262,0,8.214873365551242
7,5,1,1,18.394229784847425,0,4.447269158904965
8,7,1,0,21.832866539252475,0,10.14139839142929
10,4,0,0,20.24462562510628,0,7.7186255538369934
11,4,1,0,21.36963650208066,0,9.713287069995108
7,7,1,0,21.951456059603803,0,8.915610607474125
9,6,0,0,24.93607876266089,1,18.862449010994983
5,3,1,0,22.596434992793647,1,16.148134446458933
11,5,0,0,23.304669799891183,1,17.3298210971468
4,5,0,1,25.370243160003422,1,19.27451064797242
10,4,0,1,21.495141236018377,0,10.2783752380171
16,5,0,0,24.73367382765069,1,19.64562347764894
5,7,0,0,20.44825048254358,0,7.301449767518932
14,5,0,0,23.36186877151432,1,17.891692493721365
5,6,1,0,23.063957547766957,1,17.54448464633049
9,6,0,0,22.05975050042293,1,15.700682213215314
8,6,0,1,18.551992056643357,0,5.155884812274865
8,5,0,0,20.604329988719627,0,7.987296288711238
9,5,1,1,24.20313496425448,1,18.104602582737705
2,4,0,0,19.70578918901613,0,6.686956071640509
7,6,0,0,22.272700115438685,1,16.689775919185966
7,4,0,0,21.069144497276568,0,8.66592479594125
6,7,0,0,20.84923412256273,0,9.067089059837098
9,6,0,0,21.25269994113437,0,9.21164926102675
8,7,0,1,23.70744403045981,1,17.441845457725
3,5,1,1,19.79249957598481,0,6.257836839023423
8,7,0,0,19.93887610342536,0,6.953530979065529
10,6,0,1,20.34331323515379,0,7.417714862326484
4,6,0,0,22.07516115981867,1,16.67502979786933
12,6,0,0,21.791370227854944,0,10.554494074057493
5,6,0,0,23.80031827818697,1,17.94397050022743
11,7,0,0,23.08996465247277,1,17.250102000027418
7,7,0,1,17.949306831513095,0,2.962526394838036
7,6,1,0,22.811760840658785,1,17.092622571131262
5,7,1,1,23.27271868985368,1,17.405069134354555
7,5,0,1,18.48155935520889,0,5.013560263938149
7,7,0,0,21.770323517567714,0,8.288023963703424
9,6,0,1,24.91009542774949,1,19.36360120337247
8,6,0,0,18.919671823889303,0,5.213526968461968
6,5,0,1,22.511377563043418,1,15.893189086943067
4,4,0,0,23.755778214349487,1,18.213811741773803
10,4,0,0,24.222331062597583,1,18.684090349112985
5,5,0,0,20.714695800857783,0,8.29468789449363
9,8,1,0,23.72603333316772,1,17.965280184497686
7,6,1,0,23.34931858273804,1,16.782047650017333
8,5,0,1,19.525912359358838,0,6.307946721325445
6,9,1,1,22.286786882560488,1,15.734328258005952
10,4,1,0,23.46767404704398,1,17.117065666096707
7,3,1,1,23.69251475242096,1,17.794652756565558
12,7,0,1,20.097803235592536,0,7.174559085332024
13,4,0,0,18.26282170431872,0,3.95014659682099
5,5,0,0,19.38210188472527,0,6.508653066349686
10,8,0,0,23.22613704282435,1,16.928315706710027
13,5,1,0,22.03209930150819,1,16.89090947627529
11,6,0,1,21.133348413032525,0,8.92520290197882
13,4,1,1,26.34977954048931,1,21.24772718412693
7,7,0,1,23.41374453797316,1,17.439900622915996
4,5,1,0,21.95632756787584,0,8.942816155342227
7,6,0,0,21.637518091346315,0,9.10005331702882
13,4,0,0,22.53910883008792,1,16.655416951320277
8,6,0,0,22.47065762796131,1,16.31697939319735
4,6,1,0,23.6138227076885,1,17.98641377344729
11,6,1,0,20.30705357068585,0,7.391414523626599
5,6,0,0,20.38549921088745,0,6.223091853066142
4,4,0,0,19.35161704981993,0,6.746228378282472
9,6,0,1,21.02659965000197,0,8.633084434178583
12,4,0,1,26.30941826354143,1,20.84068836569288
6,7,1,1,21.59405220557022,0,8.806770783082946
7,7,0,0,19.41569423278085,0,5.807163883748968
8,4,0,1,21.96206992440172,0,10.144864476463454
7,3,0,1,21.572346880632608,0,9.761508421456552
4,5,0,0,23.962766990085587,1,17.310775418394538
5,4,0,0,22.40989558446626,1,16.34396292992884
5,7,0,0,22.083730364180944,1,15.545517132339022
5,6,0,0,18.07503912586485,0,4.189898620355643
10,5,1,0,22.119215865346344,1,17.03291112449947
6,5,0,0,23.45264148697059,1,17.305330255411313
5,4,0,0,21.70033573448721,0,9.506448509676348
16,7,0,0,19.85757070027493,0,7.322262455551811
7,5,0,0,21.7737996860294,0,9.454303932954137
9,6,0,0,22.313216458901927,1,16.961809479201076
9,6,0,0,23.839062615618037,1,18.23906776949831
7,4,0,1,22.72016791503004,1,17.298614103907223
7,6,1,1,23.553239000621115,1,16.98641905550976
7,5,1,0,22.70602422272072,1,16.399580253365837
5,7,0,0,23.637541626776816,1,17.686185039354058
9,5,0,0,24.924451581494623,1,19.375160669730924
14,7,1,0,20.322741061095066,0,8.215110714437166
10,6,0,0,23.5721151064282,1,17.19632682039912
8,5,0,0,21.496619748571995,0,10.256090382855994
9,5,0,0,17.96533677702853,0,3.4681946529080423
7,8,1,0,22.347709163891132,1,15.689459645982865
7,6,0,0,20.51252647638256,0,8.201380234795035
9,6,0,0,22.16615354749865,1,16.877290829225686
11,6,0,0,19.71775239978806,0,6.9310258822346205
3,6,0,0,21.98959231071955,0,10.087336961709443
3,7,0,1,20.912058718583594,0,7.395310096453794
8,4,0,0,21.805233936785815,0,9.925386963290167
4,6,0,0,20.29835710572277,0,7.259586936722365
7,4,1,0,21.64867571256762,0,9.55351173633524
13,5,0,1,23.533320563695625,1,18.368363434380388
12,6,1,0,21.415747714032523,0,9.910446943271117
9,6,1,1,18.801968384754083,0,4.649470290797534
7,5,0,1,20.543958731128143,0,7.039659374663567
9,7,1,1,21.86526045742936,0,9.83396248940758
9,7,1,1,24.152716615110872,1,17.707719123285848
9,5,0,0,21.07382146654655,0,8.378224001145552
9,6,0,0,22.307974634721614,1,16.248587304308106
4,3,1,0,21.513737766115728,0,8.566630504491352
2,6,1,0,22.50160655785078,1,16.799186119572827
11,3,0,0,17.52963198548085,0,3.9648206945804425
5,3,0,0,21.66869900665703,0,10.233958206621566
10,5,0,0,20.136284166959136,0,8.311935760500958
11,6,0,0,20.685627873400037,0,8.156520860543994
8,5,0,0,22.13806394914914,1,16.52355926960843
12,3,0,0,21.567167438970987,0,10.20722618644952
6,6,1,0,18.53332938856258,0,4.235032245541573
10,7,0,0,20.02473591407591,0,6.693885794793911
9,6,0,1,23.249257559132587,1,17.28874832230978
6,6,0,1,22.81485013560053,1,16.09776195441152
8,6,0,0,25.658549192299496,1,19.688231381325757
11,6,0,0,22.138768149044544,1,16.31924325384287
8,8,0,0,19.610575110651524,0,6.016403359229252
7,2,1,1,20.388764661378275,0,8.091828016373945
3,6,1,0,17.286753288205034,0,1.983016003688616
8,7,1,0,23.74869591386566,1,18.23643981430004
10,7,0,0,24.135401710942524,1,18.627405266738275
11,4,0,1,21.134710157054062,0,9.306160299324992
13,6,0,0,19.354832342831354,0,6.216623158997489
2,6,0,0,22.40334363512214,1,16.13192159710995
8,6,0,0,23.08770848200044,1,16.852038371885268
7,5,0,0,25.73271665859352,1,19.21303201247819
13,8,0,0,23.17569954670378,1,17.69854692694136
7,8,0,0,23.572785642068844,1,17.275809477973784
4,6,0,1,21.155770460448984,0,8.350045495634141
6,8,0,0,20.079440675850574,0,6.202918847006495
9,6,0,1,22.240239923909964,1,15.958657935948796
2,8,0,1,22.61517939455941,1,16.49454765275272
8,6,1,0,20.773700957460605,0,8.604150932442089
9,4,0,0,20.5290093707258,0,8.691626201837726
7,7,1,1,20.23976730501824,0,7.519972670039075
4,8,0,0,23.942929419950985,1,17.469979805760534
5,6,1,0,19.773989990687568,0,6.1483246248262144
7,5,1,0,24.445609838601168,1,18.67284787000596
8,7,1,0,20.284315266027992,0,7.418687707449965
12,5,0,0,21.181737362838305,0,9.89123659952577
10,5,0,0,22.305203539908987,1,16.735409614588253
4,6,0,0,19.74865496680512,0,6.749755913841106
8,8,0,1,25.38628041662817,1,19.46376946025499
10,6,1,1,19.932003378614443,0,6.660688584376725
7,5,0,0,19.07651330874224,0,5.950038586625015
4,5,0,1,20.499054813164207,0,6.928419084129145
7,6,1,0,21.679711545517492,0,9.496944102941606
16,4,0,1,23.33871630724009,1,18.675210511892985
9,4,0,0,24.22007502106339,1,18.27542220242716
7,5,1,0,19.23687173838754,0,5.005258077179833
10,3,0,0,18.97965578737921,0,6.321934722875981
7,8,1,1,19.68822680231917,0,6.011395716436579
12,7,1,1,20.432098384206537,0,7.930959614729425
13,3,1,0,21.64830701410175,0,11.047694097883236
9,5,1,0,21.27226538786769,0,9.855373433676768
7,5,1,0,21.11476985883273,0,8.399067111723985
10,5,1,0,21.663280681131607,0,9.256841314226811
1,5,0,1,22.31459750571315,1,16.237839335679077
5,4,0,1,19.89002507427652,0,6.98043300150673
8,4,0,1,19.9262882524768,0,7.31103738367745
7,5,1,0,22.961033801551636,1,17.954361394826858
1,6,1,0,24.524755186243603,1,18.22829364522753
12,4,0,0,23.913832676212717,1,17.50406117801608
10,4,0,0,21.73652928838222,0,9.984310474712004
1,5,0,1,19.5887829827058,0,6.503142098785031
6,7,0,0,19.15526301789737,0,5.8436715364655045
3,5,0,1,22.61514008058389,1,16.186393427376967
8,7,0,0,17.895146035179796,0,4.4504363199586985
7,7,1,0,22.61361361858661,1,16.744391290288895
8,4,0,1,20.94202654556278,0,7.818997922034362
7,6,0,0,26.70265204784858,1,19.726512743900216
9,5,0,0,26.554797953911923,1,19.79909742850562
3,3,0,1,21.050639346162637,0,8.603721220936485
7,6,0,0,20.50507444341984,0,7.719109469589632
6,4,0,0,23.494752387790683,1,17.769601810808066
4,7,0,1,19.380020975764147,0,6.1983803244575935
14,7,0,1,20.11897004485252,0,7.14491505197426
8,5,0,1,22.288856157436115,1,15.993942275093085
2,6,0,1,19.62429847987461,0,5.613596559999333
