age,previous_experience_years,gender,minority_status,job_satisfaction_score,job_training_program,income_change
6,4,1,0,19.405719417536474,1,15.218150184254176
8,3,1,0,17.525606255934637,1,13.02660078024506
16,5,1,1,15.72839252023388,0,5.436690788471526
9,8,0,1,15.891821897848256,0,5.585703223534972
10,5,0,0,19.43364611904393,1,15.08296075487836
10,6,0,0,17.036124342634253,1,11.82119171531012
5,8,0,0,19.813628552424305,1,15.652360212657795
5,3,0,0,14.609613851727158,0,5.587944517235723
8,2,1,1,18.18869268086075,1,12.887781319018568
9,5,1,1,19.0788421816674,1,15.023207516531505
10,10,0,0,14.223986765907034,0,4.411706876218091
7,5,0,0,17.978579890829963,1,12.907856675478683
9,8,0,1,17.81500694230157,1,13.847261813970896
5,5,1,0,18.64898052078608,1,15.492213104651828
10,4,0,0,17.271552965856976,1,12.974782338850332
11,5,1,0,15.698538417800057,0,6.127853858044611
9,3,0,0,14.208804040574906,0,4.654341993145942
4,6,0,0,20.976407134092675,1,16.429951924871705
8,7,1,0,17.238475235868346,1,12.741081791652098
7,5,1,0,17.565513758090063,1,13.750004675978232
5,5,1,0,16.12095357899179,0,7.38045196118024
4,5,0,1,21.550497706843885,1,16.567741525649858
11,6,1,0,17.954374224107404,1,12.824091839922977
0,5,0,1,13.973677040397156,0,5.646386674038197
5,5,1,1,16.28395479633995,0,8.76086748458329
6,5,1,0,20.275517563106103,1,16.834400368969675
7,6,1,0,13.916838356887606,0,5.548296951739615
10,5,0,1,18.300458315109186,1,13.146584946027032
12,7,1,0,17.317680049209986,1,12.38421767144866
6,7,0,0,18.55121343606683,1,13.860913850486362
14,4,1,0,16.39303088876943,0,6.169725340518399
4,4,0,0,18.3827972419094,1,14.840956637086874
10,5,0,1,19.896235707005044,1,15.171015320943743
5,7,0,0,21.299683142386684,1,17.51586222324431
5,5,1,0,16.16523499339738,0,7.8300660564370705
6,5,1,0,17.59981335749969,1,13.623959428011435
6,5,1,0,18.37840035634589,1,14.332304807405173
6,4,0,1,16.747270396087778,0,8.710613870856488
12,6,0,0,17.826674826819964,1,13.160121314224256
7,6,1,0,16.69040710802197,0,9.237996067902948
10,5,0,0,17.139141929782483,1,11.602595536584538
0,8,1,1,14.645677881834915,0,6.328782821324838
5,7,0,0,19.02283478888625,1,14.548137424389209
14,6,0,0,14.833544133950362,0,4.166619939430748
7,5,1,0,16.81191747844219,0,8.853011268175086
10,6,1,0,17.16860777282075,1,12.190786228347593
13,4,0,0,15.002995002690367,0,3.6967608223789874
10,7,0,0,17.72077156557536,1,13.98150943789764
2,6,1,0,18.992658281716928,1,16.06119803738008
5,5,0,0,19.18904416357575,1,16.12221517345948
2,7,0,1,15.544348051762396,0,7.87865859774964
10,6,0,1,16.168281527217257,0,6.909300351623232
8,7,0,0,20.800440771626835,1,15.976639561370208
9,6,0,0,15.156500498320572,0,6.9250417279938
6,7,0,0,14.58202193281775,0,6.109095180727975
9,5,0,0,14.323852580920166,0,4.178395592178501
2,8,0,0,17.227355267025782,1,13.84030294474328
6,3,1,1,17.720562343269243,1,13.720886704250413
0,6,0,1,17.73409251697288,1,14.990917519706118
9,4,1,1,12.162670311555123,0,0.9869035656919672
12,5,0,0,19.92374556431096,1,13.70256272465427
1,8,1,1,18.335186586498125,1,14.71062353715575
8,5,0,1,18.09464023574037,1,14.010454899252926
7,4,0,0,17.328487956146,1,13.416483136834152
2,5,0,1,22.4033621894986,1,17.6891580698581
6,6,0,0,19.208684522997707,1,15.473711096763996
11,5,1,1,19.988490350184787,1,14.479596368041548
9,7,0,0,17.537499842144964,1,13.817129902972578
8,6,1,0,16.18319730235317,0,7.314252538532938
10,5,0,0,16.685006666816065,0,8.537108417976999
9,5,1,0,15.040774632049972,0,5.398698287518484
3,5,1,0,23.45058909236441,1,18.042259090833205
4,5,0,1,19.97670391279872,1,15.291250561921242
10,6,0,0,20.628144750261526,1,15.711235447805718
9,7,0,0,18.556724180726988,1,13.83520708344623
10,6,0,1,15.596845779202566,0,6.392143979043988
13,5,0,0,20.74604066667025,1,15.195995862756066
4,6,1,1,17.23699885921399,1,13.936634972314687
4,6,0,0,16.19154863166188,0,7.86623907162322
11,6,0,0,16.386804318200582,0,7.825852177980062
8,6,0,0,16.539696889247566,0,7.463391929426068
6,7,0,1,16.402911755441735,0,8.707225238541723
12,7,0,0,15.52705605690295,0,6.101922512396755
5,7,0,0,17.068256599540902,1,13.234663687182367
11,4,0,0,15.37309316135019,0,5.533544148156376
15,3,0,0,16.652351420988058,0,6.667111688348524
7,6,0,0,15.35523228877059,0,6.560767669039394
6,6,0,0,18.50969341305021,1,14.0925734474909
8,7,0,0,19.821209988360582,1,15.05670011956343
7,3,1,0,16.335889533928498,0,7.501676571814123
7,6,1,0,17.92428396640855,1,13.71751715110352
2,7,0,0,15.099433401633268,0,7.137611402977129
1,5,0,1,16.02500756706635,0,8.612637355604791
10,4,1,0,16.029563785263353,0,7.195323986116474
8,4,0,0,16.711339549932507,0,7.707087506523143
7,2,1,0,18.386181639826145,1,13.884044948346064
8,4,1,0,18.55527361721892,1,13.841344430800286
15,5,0,0,14.772839911143324,0,5.449517424688516
8,5,0,0,15.407839942058636,0,7.262057768534156
8,2,0,1,16.497608138856176,0,7.662579697873223
9,5,0,0,17.735115743710143,1,13.362439756516112
10,5,0,0,15.940649690367652,0,7.387498239706805
8,7,0,0,23.31825739126289,1,18.28510995496824
10,6,0,1,13.114819725163551,0,2.292320424122841
4,7,0,1,15.725772944166138,0,7.38834398004285
6,4,1,0,18.543953667316845,1,14.220480196279407
7,3,0,0,20.1773971377768,1,15.043320732088237
10,2,0,0,16.519331122002637,0,7.258803869922567
5,6,1,0,17.585152993580405,1,13.4520197294084
1,6,1,0,15.931758560060906,0,8.479253724463593
3,5,0,0,20.4818401159008,1,16.541981790284467
9,5,1,0,18.348186337483664,1,14.805626353015434
7,4,1,0,21.068678437522777,1,16.726680852691043
5,4,1,0,16.575621512111333,0,8.533253524223031
11,6,1,0,18.36401612856143,1,13.221267603836385
9,4,0,0,16.580311989688596,0,8.91651919606465
1,6,0,0,14.904130802220902,0,7.0736220341042655
13,3,0,1,19.469987351663903,1,13.676395322081454
5,6,1,0,18.275591922399347,1,14.510138994606953
11,7,1,0,19.710756270926986,1,14.139456444177917
12,3,1,1,14.929903221543798,0,5.0396479660449485
8,6,0,0,17.46521279387332,1,13.618949204250532
11,5,1,1,18.260170086132817,1,12.2761040953306
11,7,0,0,19.82753395723308,1,14.945992037966748
8,2,0,0,18.51593316996405,1,14.02426691175854
3,4,0,0,16.531504684074626,0,9.24879645215662
12,6,0,0,13.28946956798629,0,2.3990316302326784
10,6,0,1,16.999207706242213,0,8.80074731282614
1,7,0,0,16.725304994316637,0,10.180975982603853
5,5,0,0,16.571482624313425,0,8.572398459115853
15,4,0,0,14.338313333264583,0,3.4889317872069823
-1,6,1,1,14.540821571264416,0,6.077126993587624
6,7,0,1,17.011509634429437,1,12.606662905813211
1,3,1,0,16.44648284379443,0,8.892177368651968
7,5,1,0,19.14486244333849,1,14.953479685098682
11,4,1,0,19.18474588119582,1,14.443965331392231
2,5,0,0,16.707663312483255,0,9.501388500409414
11,5,0,0,17.04930371764171,1,11.70187149008414
7,6,0,0,14.295288551786427,0,5.674323289876668
15,8,0,1,18.413844203149303,1,13.9773456522768
10,4,0,0,16.538618631966067,0,8.629302746149206
14,5,1,1,18.47039601069411,1,12.664449956888571
15,2,0,0,17.148834600181154,1,11.193312128783452
5,7,0,0,17.493545035121823,1,13.8674880872094
6,4,0,1,18.118117155174414,1,13.70886482114976
8,5,1,0,15.787399758853857,0,6.377217282063594
8,7,0,0,17.007747628541125,1,12.530615505783114
12,3,0,0,15.86951546146054,0,7.28934738022455
7,6,1,0,18.1636381995586,1,14.354050877467824
4,7,1,0,13.326443381627808,0,4.213939445830471
8,4,1,0,15.956582631400778,0,7.107287926024317
6,7,1,0,16.118794880683247,0,8.45347879550436
13,5,0,0,18.660968930535194,1,12.975572787991505
5,6,0,1,17.57336973664865,1,13.694191073391224
9,7,0,0,18.776671519145488,1,14.150438381280289
4,4,1,0,19.33511377281406,1,15.211903312798546
10,8,1,1,16.057838586493816,0,6.593918415565318
11,7,1,0,18.74926260948914,1,14.69520885913745
4,8,0,0,14.21319971975934,0,5.392657562267192
7,8,0,0,19.153344950373462,1,15.656390819082736
5,6,0,0,16.397201987758777,0,8.822004719500681
12,4,0,0,15.75462103514047,0,6.624452397200776
12,6,0,0,22.10096987658137,1,16.579081536919283
3,5,0,0,18.06046168968961,1,14.513519711287309
5,6,0,0,16.445060759705225,0,9.451246026160195
6,5,0,1,18.288385236422524,1,13.48598830405823
6,6,0,1,18.740250072085917,1,14.040032617146176
8,5,1,0,13.014424745731883,0,3.673109457269056
5,7,1,0,16.99342738505484,0,9.350337370185745
6,6,0,0,22.37254571354568,1,17.626434860982755
6,9,1,1,16.36924516232743,0,8.42205970399375
7,4,1,0,16.133426140135597,0,7.003209615561592
8,8,0,1,15.72614203456344,0,6.083992129727147
7,5,0,1,15.24795474945899,0,6.211805167608766
6,6,0,0,18.73379709188486,1,14.839642467860372
6,4,1,0,15.473132085862638,0,6.460128339339316
9,5,0,1,17.350951761154672,1,12.564389413027929
12,4,0,0,17.052954323459794,1,12.620041537429074
4,5,0,0,16.44832035213315,0,8.403934595859148
5,5,0,1,19.752545462014705,1,15.33911896710034
3,3,0,0,15.788958190792746,0,8.344890098101144
11,6,1,0,13.40445901773197,0,3.136905125970338
8,7,0,0,14.7973442025076,0,6.303439372294936
8,5,0,1,20.03024705907232,1,14.703209359920365
10,8,1,0,15.27713404108677,0,6.539817602159691
6,5,0,1,19.30428483684357,1,14.465345408972066
6,7,0,0,19.47326405831269,1,15.772326228256771
13,6,0,0,16.823135940448967,0,7.6591385465634145
10,5,1,0,15.649792844240691,0,6.6070795788878
11,4,1,0,14.699397147920886,0,5.259810319763411
7,3,0,0,16.3547272087456,0,7.39676257229522
10,7,0,0,19.338252037342325,1,15.24046546811689
8,7,0,0,19.03606044980296,1,15.49243290421782
6,6,0,0,17.933940246496572,1,14.494773669944106
7,5,0,1,14.944141104703869,0,4.931301947666396
13,7,1,1,16.973100544999248,0,7.586383170563245
11,6,0,0,17.889675658590434,1,14.03495242893658
9,3,0,0,18.5611069113118,1,14.217844467891496
6,4,0,0,18.659659325676543,1,14.606502651563352
7,4,0,1,15.49436263049051,0,6.12260244867257
10,5,0,0,20.06662174468665,1,15.106070143706845
4,5,1,1,16.00641780283197,0,7.497369482918341
4,5,0,1,17.911588876576843,1,13.844199096566305
9,8,1,0,17.743267154205938,1,13.54423254445283
12,6,0,1,16.902626830897695,0,7.178076074851165
4,6,1,1,17.852451171462462,1,14.597001269040398
11,7,0,0,17.1682206467933,1,12.082799688850963
10,7,0,1,17.336554321453434,1,12.458755688954303
12,5,0,1,17.26396581509192,1,12.728224115509152
7,5,0,0,14.65524798735403,0,5.377473829856096
8,3,0,0,14.62225231203195,0,5.594664005050786
13,5,0,0,14.03239864626146,0,3.2643220667863715
11,5,0,0,19.66502611870952,1,14.548164761948216
7,6,1,1,16.528326536314406,0,8.161501888454545
13,7,0,0,15.195171558323043,0,5.346194763351382
7,5,0,0,16.67543935360675,0,8.847148280093734
11,3,0,1,16.89992224472378,0,8.156491951341831
4,5,0,1,18.061411473206626,1,14.69073046359404
15,8,1,0,15.483854320339136,0,4.973410545778892
3,5,0,0,19.310550596464697,1,16.423282118787814
10,6,0,1,17.927966545474952,1,12.391017549709655
5,5,1,0,17.76757773642178,1,13.179138733259142
8,5,1,0,13.87797900517864,0,4.261245762593596
7,5,0,0,15.519991239281987,0,7.456563964231639
9,5,1,0,16.557162481281495,0,8.78937800431158
9,5,0,0,15.78759942355054,0,6.180687709120619
6,6,0,1,14.917947421724726,0,5.830573734030649
9,4,1,1,17.037446847248294,1,12.29145010712694
14,3,0,0,17.61621228738767,1,11.940796624399336
9,6,1,1,16.98609385064001,0,8.242445828096834
8,6,0,0,19.765761639740223,1,15.935526213854256
7,4,0,0,17.299176689351675,1,13.941373402639972
5,7,0,0,14.02871561307044,0,4.577403010206253
10,6,1,1,18.497337182149558,1,14.520256809658107
2,6,0,1,15.141964494824885,0,6.067848534098067
7,6,0,0,19.213515707449407,1,14.389654078389066
5,6,0,1,19.236624761773637,1,15.70628112488835
9,5,1,0,18.5445184778149,1,14.338702699355236
9,7,1,0,21.35326030634813,1,15.730316685330695
12,4,1,1,16.826414549727605,0,8.084170193625654
2,5,0,0,17.41506335850486,1,13.163628467531176
8,4,0,1,16.77279455466735,0,7.597149570439142
6,6,0,0,18.992054660437475,1,15.165780307390085
9,5,1,1,18.17330748064961,1,14.06431461625645
11,4,0,0,15.60189165145865,0,5.706394223584
8,4,0,0,17.67182941536674,1,14.229422049184462
6,6,0,1,14.51891273240442,0,5.8698686169700425
11,4,0,0,15.55442610118625,0,6.316558083683359
11,3,1,1,16.019171735124615,0,5.719070685093758
12,7,1,0,16.941762036059195,0,8.642913241993856
5,5,0,0,17.807171795409843,1,15.08253647673901
11,5,0,0,17.963070774745994,1,13.046478915130391
10,6,0,0,16.605991004147505,0,8.30323083768392
6,7,0,1,16.656381827724868,0,9.386072377989802
8,6,0,1,15.96116013732359,0,6.748877246788769
16,7,0,0,16.410068739529386,0,7.039571440614509
16,6,0,0,16.67342794738893,0,6.223337412700455
9,6,1,0,16.16556070671722,0,7.792577195059617
11,6,1,0,17.07799162441188,1,12.480354232323226
7,5,0,0,17.91459970854789,1,14.057795596038172
4,6,0,0,17.070628290609175,1,14.100313986489828
12,6,0,1,17.59860900530321,1,12.211438982969185
2,5,1,0,16.675311613573484,0,9.420257127292537
3,5,1,1,17.9516946858916,1,14.329068282145004
13,6,1,0,18.26086142022049,1,12.297087070764425
6,7,0,1,18.889487275087944,1,14.517608630592244
9,7,0,0,17.80521676943016,1,13.268212754822413
10,5,0,1,19.067319598014976,1,14.076936580474529
11,4,0,0,19.038613892672764,1,14.497985442016727
10,5,0,1,17.33658852336685,1,12.235621378248162
14,3,0,1,14.524823422893268,0,4.968686292442377
12,7,0,0,18.09566162691022,1,13.942017991901508
7,7,0,1,18.565794157704424,1,14.14121326997491
9,5,0,0,17.290705193306945,1,12.603385011058135
8,7,0,0,15.755939445439235,0,7.280227869089042
6,6,0,1,21.06990668189069,1,16.353737602030105
9,3,1,1,17.870439050260735,1,13.099711652268727
5,6,0,0,14.495721704319676,0,5.24783528186016
13,5,0,1,18.197648060423948,1,13.727882585886066
10,6,0,0,20.058811184238145,1,14.73061462175916
12,6,0,0,16.12913435186088,0,6.45631341349908
7,6,1,1,15.575135286516554,0,6.392164767095549
2,6,0,0,19.361217367639664,1,14.846042236036087
9,4,0,0,16.34631356090777,0,6.902228436015485
14,7,1,0,18.20512903250365,1,12.76148184781056
7,4,0,1,13.3900187732736,0,2.296937008735864
7,5,0,1,17.82596653058646,1,12.807537774668443
1,7,1,0,18.62225800968927,1,15.410936008805672
9,7,1,0,14.18905199592422,0,4.31738781088211
8,4,1,0,15.518727344499611,0,6.303941110958749
7,4,0,1,19.55214085975741,1,14.54595574758886
