household_id,post_policy,loan_received,income_growth,household_income,business_experience_years,rural_location,previous_loan_status
54,0,1,46.837381167737504,3,5,0,1
55,0,1,47.46639185342795,0,7,1,1
56,0,1,46.4556093729538,3,8,1,1
57,0,1,44.67980285602233,1,7,1,0
58,0,1,45.97409661781628,1,8,1,1
59,0,0,47.88536003975815,2,7,0,1
60,0,0,47.47592468622011,4,8,1,0
61,0,0,43.72803522100726,4,5,0,1
62,0,1,46.69871113442989,2,8,1,0
63,0,1,44.49824688758772,3,6,0,1
64,0,1,44.88626621325681,3,6,0,1
65,0,0,46.74230150141337,4,5,0,0
66,0,0,45.43254795716204,4,8,1,0
67,0,1,45.50094425054082,3,8,1,0
68,0,0,46.74915997821894,4,4,0,1
69,0,0,45.85636507722629,1,6,0,1
70,0,0,47.59756852927679,4,4,1,0
71,0,0,44.80902714968547,3,4,0,1
72,0,1,45.88231587644883,2,7,1,1
73,0,1,46.93751965837669,3,8,0,1
74,0,1,43.55433092346685,3,8,0,1
75,0,0,45.46136992507336,2,6,1,1
76,0,0,45.32122691864325,3,6,0,1
77,0,1,45.12287515877988,2,6,1,1
78,0,1,46.46793565552506,3,5,0,0
79,0,0,46.41820118146709,3,7,1,0
80,0,0,46.833608555925856,2,6,1,1
81,0,0,45.62297886423328,1,12,1,1
82,0,1,46.26384553387239,2,4,1,1
83,0,0,44.39738470373767,4,7,1,1
84,0,0,44.09055001051011,4,4,1,1
85,0,1,46.020225893911,1,7,1,0
86,0,1,44.84691484845917,4,6,1,1
87,0,0,45.52196668597573,3,8,0,1
88,0,1,44.91037230653581,3,7,0,1
89,0,0,45.6649376579722,3,10,1,0
90,0,1,45.625276907721535,4,8,0,0
91,0,1,46.89115251266221,2,6,0,1
92,0,0,45.65056853674884,3,7,1,1
93,0,1,44.67908323618174,3,6,1,1
94,0,0,45.73865029995071,2,7,0,1
95,0,0,46.16053232664207,0,6,0,1
96,0,0,45.62568402150669,3,6,0,0
97,0,0,45.99467053542743,4,5,1,0
98,0,1,46.18945674945681,2,6,1,0
99,0,0,44.00626349711175,3,9,0,1
100,0,0,44.66228950460218,4,7,0,1
101,0,1,44.652368876641766,4,4,0,1
102,0,1,44.54590734137217,5,7,1,1
103,0,1,47.66226801923544,2,7,1,1
104,0,0,44.30679351778921,3,4,1,1
105,0,1,45.68389995392221,3,6,0,1
106,0,1,46.1788357403912,2,5,1,1
107,0,0,46.367165256928,2,4,0,0
108,0,0,46.2322314948648,2,7,0,1
109,0,1,46.50446168587659,2,9,1,1
110,0,1,45.37058178597629,4,7,1,0
111,0,1,46.59860222331895,1,6,1,0
112,0,0,45.82364039427807,3,6,0,1
113,0,1,44.69774398128112,3,9,1,1
114,0,1,44.77954920119729,4,8,1,0
115,0,0,46.93148187792672,3,4,1,0
116,0,0,47.109034000494816,2,4,0,1
117,0,1,47.075571568478175,2,8,1,1
118,0,0,46.79228997648382,4,7,0,1
119,0,0,47.097302029282005,2,8,0,1
120,0,0,46.52966617417155,1,7,1,0
121,0,1,47.6015098628321,2,5,0,0
122,0,0,44.72404822160355,2,7,1,1
123,0,1,46.69501842946815,4,3,0,1
124,0,0,45.06510598477615,4,5,0,1
125,0,1,45.08199349234469,5,6,1,0
126,0,0,46.58392758588645,2,5,1,0
127,0,1,46.93352110076018,2,6,1,0
128,0,1,45.06616601820324,5,9,0,1
129,0,1,46.07448936811164,2,5,1,0
130,0,1,44.55716529773004,2,8,0,1
131,0,1,45.29442368078685,2,7,1,1
132,0,0,46.47532017309815,1,6,1,1
133,0,0,44.979712907835385,1,7,0,1
134,0,0,45.76378460708076,3,6,0,1
135,0,0,45.839077417918894,3,7,1,0
136,0,1,47.0120168056132,3,4,1,0
137,0,0,46.81480314054892,2,7,1,0
138,0,1,45.8809071941263,3,8,1,1
139,0,1,45.60641349628149,4,2,0,1
140,0,0,46.88865342991379,2,8,0,1
141,0,1,45.573828942140665,2,7,1,0
142,0,0,46.90266924953262,1,12,0,0
143,0,1,47.69062039499575,1,3,1,0
144,0,1,46.23790444723605,2,6,1,1
145,0,1,46.02313843442242,3,7,0,1
146,0,0,46.34390389425286,1,5,1,0
147,0,0,45.12861920551298,1,6,0,1
148,0,1,44.80223954770298,4,9,1,0
149,0,0,46.778976278562666,2,4,1,1
150,0,0,46.05590650420464,4,6,1,0
151,0,0,46.23724658011218,3,5,1,0
152,0,1,46.835006793778746,2,5,0,1
153,0,1,47.93115731516743,2,7,0,0
154,0,0,47.60733506994756,2,8,1,0
155,0,1,46.441385407844585,2,7,1,0
156,0,1,45.51606297074731,2,4,1,1
157,0,0,45.22979233246542,2,4,0,1
158,0,1,47.34157399551673,2,9,1,0
159,0,1,45.982548943919085,3,6,1,1
160,0,1,45.786424811032376,2,3,1,1
161,0,1,46.562426225334825,4,8,0,0
162,0,1,46.66446272308757,3,5,1,1
163,0,1,45.09978959479792,4,8,0,1
164,0,1,46.64509412874822,2,4,1,0
165,0,0,45.494424648120514,2,7,0,1
166,0,0,46.56644134652223,3,8,0,1
167,0,0,46.41819492936279,1,7,1,0
168,0,0,44.42985814154559,2,8,0,1
169,0,1,45.0225234974886,2,3,1,0
170,0,0,44.826582666755215,3,8,1,1
171,0,1,44.16314472728409,4,5,0,1
172,0,0,46.723383030633,3,5,1,0
173,0,1,46.652064467320194,2,5,0,1
174,0,0,45.41188660988646,3,6,0,0
175,0,1,43.5485236138139,2,6,1,1
176,0,0,47.25135819759236,3,3,0,0
177,0,0,47.55928035780344,2,4,1,0
178,0,0,45.217943948357664,4,5,0,0
179,0,0,47.55816747950556,2,5,1,0
180,0,0,45.80098472754907,2,8,1,0
181,0,1,44.40715753093931,4,7,1,0
182,0,1,47.135810735585615,1,9,1,0
183,0,0,45.80959555959823,4,7,0,0
184,0,1,46.41138054938865,3,8,1,0
185,0,1,44.73316387942637,4,4,0,1
186,0,1,46.40737303069175,3,6,0,0
187,0,0,46.7960125046276,1,6,1,0
188,0,1,45.90306369322705,4,6,1,1
189,0,1,46.917272805871086,2,12,1,0
190,0,0,48.45048431098389,1,8,0,1
191,0,1,47.11140423113853,3,4,1,0
192,0,1,46.170589833636114,2,8,0,0
193,0,1,45.49755402355423,2,7,1,1
194,0,0,46.7014965494808,2,4,0,1
195,0,1,45.0415197908025,4,5,0,1
196,0,0,46.38964927699659,1,2,1,1
197,0,0,46.968828607752016,1,6,1,1
198,0,0,45.97868056167857,2,4,0,1
199,0,1,46.2041945785213,2,7,1,1
200,0,1,46.85240607655823,3,5,1,0
201,0,1,46.467378584563264,3,7,0,1
202,0,1,46.15738169844376,3,3,1,1
203,0,1,44.26365681371266,5,5,0,1
204,0,1,45.67652516806623,4,6,0,1
205,0,0,46.00929547754449,2,5,0,0
206,0,0,47.37117325159801,3,10,0,1
207,0,1,45.7798251762641,2,5,1,0
208,0,1,45.58360131062605,2,6,1,1
209,0,0,45.305353722487,4,8,1,1
210,0,0,45.5854938516471,1,7,1,1
211,0,1,44.55511279482148,0,5,1,1
212,0,0,46.42334237815718,3,7,1,0
213,0,1,45.58790572677914,1,5,1,0
214,0,1,46.06352064457092,1,5,0,1
215,0,0,44.407166127291504,3,5,1,1
216,0,1,48.22920968483937,3,4,0,1
217,0,1,46.67056068728452,1,7,1,0
218,0,0,46.92012410518235,2,6,0,0
219,0,0,45.87721391777959,2,5,1,1
220,0,0,46.58572752790935,1,5,0,1
221,0,0,45.79887390021983,2,8,1,1
222,0,0,45.47139359323671,2,8,1,1
223,0,0,48.11680313798176,2,5,0,0
224,0,1,44.687131848086736,3,4,0,1
225,0,1,46.37249906788522,1,7,1,0
226,0,0,47.31359600780828,2,6,0,1
227,0,0,46.750567735593904,1,9,1,0
228,0,0,46.28770345178703,3,7,1,1
229,0,0,46.48891084659972,4,6,1,1
230,0,1,46.44252537370728,2,6,0,1
231,0,0,46.13452649512288,2,4,1,1
232,0,0,46.92600506917948,2,4,1,0
233,0,0,45.65159304893998,1,7,1,1
234,0,1,47.10052855078154,4,8,1,1
235,0,0,45.49802119340143,3,4,0,0
236,0,0,47.17193812799184,4,5,1,1
237,0,1,45.37958597286691,3,6,1,0
238,0,1,47.640962021651966,2,7,1,1
239,0,0,46.98475015371381,3,5,1,0
240,0,1,47.08218588473756,2,4,1,1
241,0,1,46.37314074331851,1,6,1,1
242,0,1,45.91427777064119,2,7,1,1
243,0,0,46.528093392867,4,5,1,1
244,0,1,46.36438714865239,2,7,1,0
245,0,1,46.5756325162179,3,5,1,1
246,0,1,47.04401800823113,3,6,1,0
247,0,1,46.29366771122184,1,6,1,1
248,0,1,45.58955901205206,2,6,1,1
249,0,0,47.03436270795803,2,6,1,0
250,0,1,46.569795407589325,1,4,0,0
251,0,1,44.61990081909953,4,6,1,1
252,0,0,45.49885897298593,3,8,1,1
253,0,0,46.92368065263788,2,5,1,1
254,0,1,44.99043019297527,4,9,0,1
255,0,1,47.18843067162663,2,6,1,1
256,0,0,47.27326817698862,2,9,0,0
257,0,1,44.26677723786528,5,6,1,0
258,0,0,47.30741087613866,2,2,0,0
259,0,1,46.029919827636,4,5,1,1
260,0,1,45.69683947439066,1,7,0,0
261,0,1,45.25076557418392,4,6,1,1
262,0,0,45.72696180359166,4,7,1,0
263,0,0,46.709341818278446,1,4,0,1
264,0,0,44.58796212752087,3,6,0,0
265,0,1,46.264007753714026,0,5,1,1
266,0,0,45.376642829704096,1,6,0,0
267,0,0,45.63420595587292,3,8,0,1
268,0,1,45.71603029798282,2,6,0,0
269,0,0,46.2486294642486,2,10,1,1
270,0,1,46.31539353094156,2,6,1,1
271,0,1,45.10614420741796,3,5,0,1
272,0,1,45.30428966603564,1,8,1,1
273,0,0,46.05332344026125,3,5,1,1
274,0,1,47.03466060058291,1,6,1,0
275,0,0,46.64566710762356,1,9,1,1
276,0,1,44.42633616532213,3,8,0,1
277,0,0,45.98142875992468,2,6,1,1
278,0,0,46.89781588125208,2,6,1,1
279,0,1,46.98098109049512,4,8,1,1
280,0,1,47.44276357631219,2,8,1,0
281,0,1,46.09689371760148,1,5,0,1
282,0,1,45.343721629969714,1,7,1,1
283,0,1,45.41083122269785,4,5,1,1
284,0,1,48.00520344197678,5,6,0,1
285,0,0,44.16434755447965,3,8,0,1
286,0,0,48.40835846773951,1,9,0,0
287,0,1,45.59917984823139,3,9,0,0
288,0,1,44.8756714939933,3,9,1,0
289,0,0,46.859430535007256,1,5,1,1
290,0,1,47.00471339518166,2,6,1,1
291,0,1,45.85378394376068,3,6,0,1
292,0,1,46.330947933219136,4,4,0,0
293,0,0,46.29054556029102,2,5,1,0
294,0,1,44.80725876314357,2,10,1,1
295,0,1,45.38119100659241,2,8,1,0
296,0,0,45.99440344736376,4,5,0,1
297,0,1,45.28293346319917,3,7,0,1
298,0,1,44.43888355381068,2,6,0,0
299,0,0,46.36965333057824,4,3,1,1
300,0,1,45.43426429204566,4,5,0,1
301,0,0,47.80318486903999,3,5,1,1
302,0,1,47.17798654776359,2,5,1,0
303,0,0,45.130385877780085,4,6,0,1
304,0,1,45.73341442999442,3,7,0,1
305,0,0,46.53112242813531,4,6,1,0
306,0,1,46.127354852626326,2,5,1,1
307,0,0,45.799519808231416,3,9,1,0
308,0,0,47.43081356124352,2,7,1,1
309,0,1,45.67326058703939,2,6,1,1
310,0,0,46.4974435943696,2,7,1,0
311,0,1,45.42148682188547,3,6,0,0
312,0,1,44.50242771265754,4,8,1,1
313,0,0,46.63094698054489,2,5,1,1
314,0,0,46.07241115909251,1,5,0,1
315,0,1,46.862749790363466,3,7,0,0
316,0,1,45.21141258350649,1,10,1,1
317,0,1,46.67864613108523,3,6,1,1
318,0,1,45.77752941878997,5,7,1,0
319,0,0,45.4867979666778,3,7,1,1
320,0,1,46.13343660088204,2,7,1,0
321,0,1,46.99088406904483,2,7,0,1
322,0,0,45.580535670217664,1,9,0,1
323,0,0,46.46975207026701,2,3,0,1
324,0,1,46.7143839553739,4,4,1,0
325,0,1,46.030424297439005,3,5,0,1
326,0,0,45.32736514974437,2,7,0,1
327,0,0,45.41715905794125,0,8,0,0
328,0,1,45.06562575731576,3,5,0,1
329,0,1,47.49670826269836,1,6,1,1
330,0,1,45.59703976196551,2,4,1,0
331,0,0,46.21078983778487,4,5,1,1
332,0,1,44.53409109995531,4,6,1,0
333,0,1,45.056386351847365,3,6,1,1
334,0,0,45.09482692133447,1,6,1,0
335,0,1,46.01848873267382,1,5,1,1
336,0,1,46.15535045531243,2,8,0,1
337,0,1,47.848121332863,2,8,0,0
338,0,0,47.968296524052604,3,6,1,0
339,0,1,45.07778058339528,3,5,1,1
340,0,1,45.43626900606622,3,6,1,0
341,0,1,44.72953488304678,3,6,0,1
342,0,0,47.50312773018676,2,9,1,0
343,0,0,48.35823641902528,2,5,1,1
344,0,0,46.05536644878005,1,5,1,1
345,0,0,46.18321732875643,5,7,1,1
346,0,1,44.736284047312,4,6,1,1
347,0,0,44.42932480402868,3,8,0,0
348,0,1,46.73379152177565,4,5,1,1
349,0,1,44.33986635817453,2,7,1,1
350,0,0,46.30058340733053,2,5,0,1
351,0,1,46.13018121692069,2,6,1,1
352,0,0,48.72689940544608,2,7,1,0
353,0,0,46.24483187067648,3,5,0,0
354,0,1,45.25244542656558,5,7,0,0
355,0,1,46.2418128053648,2,6,0,1
356,0,1,45.69264419427896,4,4,1,0
357,0,1,45.50470112257539,3,6,0,1
358,0,1,46.61850272927854,2,8,1,1
359,0,1,45.73668790961137,3,7,0,0
360,0,1,45.97607961626887,3,6,0,1
361,0,0,46.27074451206828,3,3,1,1
362,0,1,43.90694462616816,3,8,1,0
363,0,1,44.76170983647069,4,7,1,1
364,0,1,47.75048349029075,1,6,1,0
365,0,1,45.60528482677878,3,7,0,1
366,0,1,46.947566626695945,2,4,0,1
367,0,0,46.8658179305066,2,9,0,1
368,0,1,46.486886255579705,1,6,0,1
369,0,1,45.56929403389562,3,6,1,1
370,0,1,46.120306894502285,3,7,1,0
371,0,1,47.08712911004934,3,8,0,1
372,0,0,46.67955834633592,2,6,1,0
373,0,0,47.40981316603614,2,7,1,1
374,0,1,44.66650033110368,1,4,0,0
375,0,1,45.87330623383331,2,6,0,0
376,0,1,46.75706324720842,2,8,1,1
377,0,0,46.08565382806957,4,7,1,0
378,0,1,45.11551173166696,3,8,1,0
379,0,1,46.7881463466424,4,9,0,0
380,0,1,45.06196398505994,1,9,1,1
381,0,0,45.948632431937,1,8,1,1
382,0,0,45.82224458832361,2,6,1,1
383,0,0,46.316328271642746,4,9,1,1
384,0,1,46.25821436173933,3,7,1,0
385,0,0,45.64991513721125,3,6,1,1
386,0,1,47.826774829275216,3,5,0,1
387,0,1,45.0222904302832,2,4,1,1
388,0,0,45.55163886199389,4,8,1,1
389,0,0,45.75711083101064,2,8,1,1
390,0,0,46.240154915182046,4,6,1,1
391,0,0,43.72240256761538,4,5,1,0
392,0,1,46.56397751392034,2,4,1,1
393,0,1,44.97019846431114,3,9,1,0
394,0,1,45.25532202041939,3,6,0,1
395,0,0,46.00945646522694,1,7,0,1
396,0,0,45.79140310500697,3,6,1,0
397,0,0,45.95172918109683,2,9,1,1
398,0,1,46.3278557268501,4,7,0,1
399,0,1,46.625058323040456,3,6,0,0
400,0,1,46.42714825275091,6,8,1,1
401,0,1,44.29152936331226,4,9,0,0
402,0,0,46.26229493517411,1,5,1,1
403,0,1,46.18578722191671,3,7,1,0
404,0,1,45.87329947379728,5,6,0,1
405,0,0,46.57765466645248,3,6,1,0
406,0,0,45.54335727773161,2,4,0,1
407,0,1,47.55136459638175,2,6,0,1
408,0,1,45.7933521403716,3,8,1,1
409,0,0,44.20415721883637,5,7,1,0
410,0,0,45.64676362359038,3,6,1,0
411,0,0,47.02842418769746,3,7,1,0
412,0,0,44.17399233473225,3,5,1,0
413,0,0,44.343965289295,3,8,1,0
414,0,1,46.96816351890679,2,6,1,0
415,0,1,46.34224743041453,2,4,0,0
416,0,0,44.27784971467039,3,9,1,1
417,0,0,46.167789279199006,2,4,1,1
418,0,0,45.41625683767351,2,7,0,0
419,0,1,44.91523026538778,2,11,0,0
420,0,0,46.14186996617198,3,4,1,1
421,0,0,45.857281533905066,1,9,0,0
422,0,1,46.60238053181141,3,6,1,1
423,0,0,45.71925835691596,3,6,1,1
424,0,1,46.86443634925626,2,8,1,1
425,0,0,46.277413778052704,2,10,1,0
426,0,1,45.12896622895188,3,6,1,0
427,0,1,45.38955996456694,1,4,1,1
428,0,1,45.60660223429549,5,7,1,0
429,0,1,47.14406238894279,2,5,1,1
430,0,0,46.8584889517032,3,9,0,0
431,0,1,45.42562651206221,3,6,1,1
432,0,0,46.73661618298685,2,10,1,0
433,0,1,46.42122843187623,1,7,0,1
434,0,0,45.69523636414898,2,8,1,0
435,0,1,47.37303449279635,5,7,1,1
436,0,1,44.71513597938877,4,4,0,0
437,0,0,46.039293951814265,3,9,1,1
438,0,0,47.818477210843945,1,5,0,1
439,0,0,46.838838188329454,3,8,1,0
440,0,1,46.04832204868256,2,8,1,1
441,0,0,45.99578347010048,2,5,1,1
442,0,1,46.78947043159374,4,7,1,1
443,0,1,47.61705779829697,3,7,0,1
444,0,1,46.06984763371188,3,7,0,0
445,0,1,47.934739748427305,0,8,1,1
446,0,0,47.73726295150973,2,6,0,1
447,0,1,44.4458282980408,2,7,1,0
448,0,1,45.06061980829727,3,5,1,0
449,0,0,45.68176617816979,2,6,1,1
450,0,1,46.61518853658082,2,7,0,1
451,0,0,44.80528627159951,3,9,0,0
452,0,1,46.4560586625626,0,4,1,0
453,0,0,45.48115046127739,5,7,1,0
454,0,0,46.10880860519626,3,7,1,1
455,0,1,46.00472893856841,5,9,0,0
456,0,1,45.30932023131772,3,6,0,0
457,0,1,46.36928894239453,1,6,1,1
458,0,0,47.452705485454345,2,5,1,0
459,0,0,46.71709063916716,3,7,1,0
460,0,1,47.332300852552265,3,6,1,1
461,0,1,47.39531854165487,2,7,1,0
462,0,0,47.008507617695926,3,8,0,1
463,0,0,46.67555412867274,3,4,1,1
464,0,0,46.46946473223234,4,4,1,1
465,0,1,46.02228216682714,3,5,0,0
466,0,0,47.15357524030659,3,8,0,1
467,0,0,46.0266164008133,3,5,0,1
468,0,1,45.32477031411022,3,8,0,0
469,0,1,45.49872416062031,2,8,1,0
470,0,0,47.11783423115612,2,7,0,1
471,0,0,47.4724915351299,2,2,1,1
472,0,0,47.15331851973458,3,4,0,1
473,0,1,45.58757216760204,3,5,1,0
474,0,1,47.43339985121596,3,3,1,0
475,0,1,46.80054383853009,3,7,0,1
476,0,0,46.72956417968526,2,5,0,0
477,0,0,46.166434189807504,5,6,0,0
478,0,1,46.06282844705445,3,5,1,0
479,0,1,46.14927290097273,3,3,1,0
480,0,1,45.72185480826356,4,5,1,1
481,0,1,45.275313408741845,2,4,0,0
482,0,1,43.46635607117626,3,8,1,1
483,0,0,45.9020227603579,3,6,0,1
484,0,1,46.29270417633069,3,5,1,1
485,0,1,45.84297216028882,2,8,1,0
486,0,0,46.29563421743565,2,8,1,0
487,0,0,45.096965066683225,4,4,1,1
488,0,1,44.77370883472557,4,7,0,1
489,0,0,47.17193444299629,1,4,0,0
490,0,0,45.27814363138141,0,4,1,0
491,0,1,46.05445415606392,2,5,1,0
492,0,0,44.76576371578404,3,6,0,1
493,0,0,45.01103029609477,3,6,1,0
494,0,0,46.3739376859125,2,8,1,0
495,0,1,45.54452192014057,2,8,1,0
496,0,1,45.51866104665955,4,7,1,1
497,0,0,46.35822381450794,3,6,1,1
498,0,1,45.525539495575,1,7,0,1
499,0,0,45.91212904282567,4,5,1,0
500,0,1,45.123804453817485,1,9,0,0
501,0,1,46.90554139244208,3,8,0,1
502,0,1,45.68855478251525,5,7,1,1
503,0,1,45.992714858746325,2,7,0,0
504,0,1,47.48025636061362,3,8,1,1
505,0,0,44.82956517437373,3,10,1,1
506,0,1,46.71622598914912,1,6,1,1
507,0,0,47.10477929304008,3,6,0,1
508,0,1,44.51484735827683,2,5,0,0
509,0,1,45.41749662861299,4,4,0,1
510,0,0,46.28303691587049,3,8,0,1
511,0,1,45.7257421485212,3,3,0,1
512,0,1,45.76406441882725,2,6,0,1
513,0,1,46.232864149648535,2,7,0,1
514,0,1,44.32354054178102,1,7,1,1
515,0,1,45.124861915463136,4,6,0,0
516,0,1,43.68934111366482,3,10,0,1
517,0,0,45.47054755077362,2,7,1,1
518,0,0,45.98495711265538,2,4,1,1
519,0,1,46.1381485978962,2,5,1,0
520,0,0,46.18709185702249,1,8,0,1
521,0,1,45.18649580121772,4,6,0,1
522,0,0,47.80675539503599,1,7,1,1
523,0,1,45.50911295636261,2,8,0,0
524,0,1,46.86391117760147,1,6,1,0
525,0,1,47.25364130527051,2,5,0,0
526,0,0,44.85520191283054,4,7,1,1
527,0,1,45.73445785615367,1,8,0,0
528,0,1,47.9191687914173,4,4,1,0
529,0,1,45.77978733146931,3,8,0,1
530,0,0,45.84650447880114,1,8,1,1
531,0,1,45.49129880543362,2,6,0,1
532,0,0,44.99794393839731,2,4,1,0
533,0,0,47.808285282354575,1,8,0,1
534,0,1,46.35867955816789,1,4,0,0
535,0,1,45.69842202630798,1,10,1,1
536,0,0,45.81301739530239,2,6,1,1
537,0,1,43.98319118064048,2,6,1,1
538,0,1,47.06310290641723,2,6,1,0
539,0,1,46.40604878396427,2,6,0,1
540,0,0,45.77679553551851,3,7,1,1
541,0,0,45.89038871925874,2,9,1,1
542,0,1,45.43192456933162,3,4,1,1
543,0,1,46.50938006280976,2,8,1,1
544,0,0,47.05066386670941,3,7,1,0
545,0,0,45.35859803796862,3,5,1,1
546,0,0,44.55251696937285,3,7,0,1
547,0,0,45.44044908994608,2,7,0,1
548,0,1,43.26790381486857,4,8,0,1
549,0,1,45.196812364979706,2,5,0,1
550,0,0,46.06119810736854,2,7,0,0
551,0,1,46.53922239081294,2,9,1,1
552,0,1,46.84383819935831,3,5,1,1
553,0,1,42.93981840497526,4,6,0,1
554,0,1,44.30433662521669,1,9,1,1
555,0,0,46.32926442828704,3,5,1,1
556,0,0,46.680555136009296,2,7,0,0
557,0,1,46.1404163905768,3,5,1,0
558,0,0,44.90508956205498,3,7,1,0
559,0,0,45.61295506421231,4,6,0,0
560,0,0,45.02165587619421,2,6,1,1
561,0,0,46.782503569648696,2,8,1,1
562,0,1,45.63721841374554,3,8,0,0
563,0,1,45.53427783548968,3,7,1,0
564,0,1,45.49783280205582,3,6,0,0
565,0,0,47.947784467231294,1,4,0,0
566,0,0,46.15634029919188,1,9,0,1
567,0,0,45.5120314443217,1,8,1,0
568,0,0,45.24792401012717,3,4,1,0
569,0,1,44.88583658617063,2,7,0,1
570,0,1,45.94658927630169,4,7,1,0
571,0,1,44.13398616718948,3,7,1,1
572,0,0,46.72833070793604,1,6,1,1
573,0,1,46.29196216399103,1,7,0,0
574,0,0,45.128564986813984,4,6,0,0
575,0,1,46.176614523299406,3,8,1,1
576,0,0,44.750061597004574,4,6,1,1
577,0,0,46.87350144896092,3,7,1,1
578,0,1,44.46619061559364,3,9,1,1
579,0,1,47.71141382216239,2,7,1,0
580,0,0,45.61261243810523,1,7,0,0
581,0,0,45.82770994422199,2,7,1,1
582,0,1,44.74660252188409,3,9,0,0
583,0,1,47.335823955452526,3,8,0,1
584,0,0,46.40583218333586,3,6,1,1
585,0,1,44.7455592051118,2,6,1,1
586,0,1,44.726260845865255,1,8,1,0
587,0,0,47.035962993645214,2,7,0,1
588,0,1,47.20533260489725,1,7,1,1
589,0,1,44.63556422988891,2,4,1,1
590,0,0,46.1576178511766,3,9,0,1
591,0,1,44.51986494929451,2,10,1,1
592,0,1,45.29096294642367,4,7,0,1
593,0,1,45.86916798418279,2,7,0,0
594,0,1,44.2179843013824,3,7,1,1
595,0,0,46.08718859938161,2,9,1,0
596,0,0,47.74569783799775,2,8,1,0
597,0,0,45.76809767192138,5,6,1,1
598,0,1,47.750799236194325,3,7,1,0
599,0,1,46.01601566953583,3,6,1,1
600,0,0,46.0427184175831,5,7,0,1
601,0,0,45.35826088655635,4,6,0,1
602,0,0,46.56084073664032,3,5,1,1
603,0,0,45.935495735278735,2,6,1,1
604,0,0,46.00620122229672,2,5,1,1
605,0,0,46.55251084806818,3,5,1,1
606,0,1,43.98696913007176,3,8,1,0
607,0,0,46.810903633743976,1,5,0,1
608,0,1,44.72817964760819,2,6,0,0
609,0,1,45.97065142648345,3,8,1,0
610,0,0,45.88981300450337,1,6,0,1
611,0,0,44.78021159218973,2,6,1,0
612,0,1,46.005984939747,3,8,0,0
613,0,1,46.92791206612257,2,7,1,0
614,0,0,45.65544224101627,4,9,0,1
615,0,0,44.93668851499193,2,5,0,1
616,0,1,45.632131717789264,2,5,0,1
617,0,0,46.39994847117565,3,6,1,0
618,0,0,47.68307423515088,5,5,0,1
619,0,1,47.39654852431288,1,5,1,0
620,0,0,45.45001083482229,3,7,0,1
621,0,1,45.40880589128791,3,7,1,0
622,0,1,45.36004197559768,3,7,1,1
623,0,1,47.00079455243707,1,8,0,1
624,0,1,46.7078635493252,3,11,1,1
625,0,0,45.85922439099799,1,5,1,1
626,0,1,46.945396790804246,2,6,1,0
627,0,0,47.276479967321976,2,5,1,0
628,0,1,47.275371911399645,1,5,1,1
629,0,0,45.59225892267997,3,6,1,0
630,0,1,47.06667359761367,3,7,0,1
631,0,0,45.89849917708199,3,9,1,1
632,0,1,44.881181742436496,1,5,1,1
