defendant_id,post_intervention,rehabilitation_program,reoffending_rate,defendant_age,previous_convictions,legal_representation,financial_status
191,0,0,51.67251984820505,1,5,0,1
192,0,1,50.61298613212517,4,6,1,1
193,0,1,50.670349198566505,2,8,0,1
194,0,0,53.1445052992988,1,10,0,0
195,0,1,49.342868543421,2,7,0,1
196,0,1,49.64330035110789,2,5,0,1
197,0,0,50.92355735079525,1,10,1,0
198,0,0,52.03517604379148,3,10,0,0
199,0,1,51.68869917594648,4,5,0,1
200,0,1,49.77450592373506,3,7,0,0
201,0,1,51.59485851653067,3,7,1,0
202,0,0,51.5432159454289,3,9,0,1
203,0,1,51.75459774903331,2,6,0,0
204,0,0,51.97309683365757,1,6,0,0
205,0,1,51.78033485105451,2,6,0,0
206,0,1,49.839625788569954,2,6,0,0
207,0,1,51.76311862513713,3,7,0,1
208,0,1,50.94331945804301,3,6,1,1
209,0,1,52.12307913949298,3,4,1,0
210,0,1,51.25944575423236,3,7,0,0
211,0,1,51.86438608630456,5,3,1,1
212,0,1,51.53988092192766,3,7,0,0
213,0,1,49.77052101371472,2,10,0,0
214,0,1,50.85548445876999,2,5,0,0
215,0,1,51.39134669548639,4,5,0,1
216,0,1,50.93805153363506,1,7,1,1
217,0,1,51.58808281380479,3,6,0,1
218,0,1,53.54854941528195,3,6,0,0
219,0,0,53.32311714331188,4,6,0,0
220,0,1,51.93675961805219,1,6,0,0
221,0,0,50.54276510844983,1,8,0,1
222,0,0,50.87866390204992,2,7,0,0
223,0,1,50.34552243259135,3,6,0,0
224,0,0,53.60942490494374,2,10,0,1
225,0,0,51.85644280285567,3,6,0,0
226,0,0,51.6991263726846,2,7,0,1
227,0,0,52.15174086426365,2,4,0,0
228,0,0,53.244582008709095,3,9,0,0
229,0,1,51.25874569869652,3,3,0,1
230,0,0,52.04483223367777,3,9,0,0
231,0,0,52.10912893560028,2,6,0,1
232,0,1,51.53269639294913,2,8,1,1
233,0,1,51.39563769242332,0,4,0,1
234,0,0,50.69992881512894,4,3,0,1
235,0,0,52.35677691033177,1,4,0,1
236,0,1,50.72294719634926,2,8,1,1
237,0,1,50.73172657084163,2,6,0,0
238,0,0,53.72847022434701,3,7,0,0
239,0,0,53.87650652630965,2,6,1,0
240,0,1,51.30146912737456,1,8,1,0
241,0,1,48.5198869974549,3,5,0,0
242,0,1,52.222595924917584,1,7,1,1
243,0,0,52.79884440186563,2,8,0,0
244,0,1,51.76823378990024,3,7,0,0
245,0,0,52.223290416296805,3,6,0,0
246,0,1,50.16753263437985,4,7,0,1
247,0,0,51.69871906165498,2,10,1,0
248,0,0,52.773673478876354,3,8,0,1
249,0,1,51.96635341229727,3,8,0,0
250,0,0,53.11235012464292,2,6,1,0
251,0,0,52.14776614186884,3,9,0,0
252,0,1,52.768270418484704,1,4,0,1
253,0,0,51.50241058182537,3,7,0,0
254,0,1,51.80242980781615,0,5,1,0
255,0,0,50.58892716951382,4,5,0,0
256,0,0,53.22071333510853,3,6,0,1
257,0,1,51.50262378688984,3,6,0,1
258,0,1,50.845915654354464,2,6,0,0
259,0,0,53.48762317430951,2,7,1,1
260,0,0,51.53783170949482,1,7,1,0
261,0,1,52.43348656309153,4,5,0,0
262,0,1,51.1205172894079,1,5,0,1
263,0,1,51.44320417314165,3,6,0,0
264,0,0,52.31705891880913,1,7,0,0
265,0,1,51.35665209212757,2,7,0,0
266,0,1,50.99066192514819,2,7,0,1
267,0,0,51.52784338666919,2,9,0,1
268,0,0,52.490951053284896,3,3,0,0
269,0,1,50.51022066212128,2,9,0,1
270,0,1,51.62679059779524,1,7,1,0
271,0,1,52.02948143319056,3,6,0,0
272,0,0,51.91651209226516,2,4,0,1
273,0,1,51.42989098672367,2,7,0,0
274,0,0,52.338466789388576,2,5,0,0
275,0,0,52.44969471808186,1,4,0,0
276,0,1,51.2994290502236,3,5,0,0
277,0,0,51.76843721442933,5,6,0,0
278,0,1,52.56465122078981,2,5,0,0
279,0,0,51.56415170473019,3,9,0,0
280,0,0,52.32517399363694,3,5,1,0
281,0,0,50.74589555025055,3,7,0,0
282,0,1,52.02276579699233,2,4,0,0
283,0,1,50.9794509555736,3,11,1,0
284,0,1,50.49617312750082,2,9,0,0
285,0,0,50.77804723143782,2,8,0,0
286,0,0,52.66384293164161,3,7,1,0
287,0,1,53.21290099260879,2,5,1,0
288,0,0,50.6268423515138,3,10,1,0
289,0,0,51.13285263155717,3,5,1,0
290,0,1,51.51285002588818,3,6,0,0
291,0,1,51.77785548279106,1,8,1,0
292,0,1,52.24878988996888,3,6,0,0
293,0,1,51.2745588582288,1,5,1,0
294,0,0,52.21427005665397,3,7,1,1
295,0,0,52.59085020641481,4,7,0,0
296,0,0,53.62039262585969,4,6,1,0
297,0,1,51.95863566915856,2,2,1,0
298,0,1,50.673517993345065,2,7,1,0
299,0,1,51.48349549675853,3,7,0,0
300,0,0,50.5106938527874,2,6,0,0
301,0,1,52.13024884595342,2,6,1,0
302,0,0,51.49643112590231,3,10,0,0
303,0,0,53.3887488413634,2,5,1,0
304,0,0,52.05815805688259,2,9,0,1
305,0,1,52.53080116065743,3,6,0,1
306,0,1,51.51411718244689,3,4,1,1
307,0,1,52.78072615451216,2,7,0,0
308,0,0,51.91552897515612,3,2,0,1
309,0,0,52.75447537304034,3,5,0,0
310,0,1,50.5525728669612,2,8,1,0
311,0,0,53.3381885517568,2,5,0,0
312,0,1,51.97478045200969,4,6,1,0
313,0,1,51.34030615626422,3,7,0,0
314,0,1,52.018422208261896,2,7,0,1
315,0,0,51.6523301910804,1,6,0,0
316,0,1,52.1087769004493,1,5,0,0
317,0,0,52.031067746384494,2,5,0,0
318,0,1,51.0358614143031,3,6,0,0
319,0,0,51.67885859616269,3,4,0,1
320,0,1,51.54607665617393,4,8,0,1
321,0,1,50.51328179005802,2,7,0,0
322,0,0,52.376793202756005,1,7,0,0
323,0,0,52.7657467512437,3,10,0,1
324,0,1,51.72269833615129,3,5,0,0
325,0,0,52.7714431853033,2,6,1,1
326,0,1,51.256912777996845,3,6,1,0
327,0,0,52.13804828783122,3,7,0,1
328,0,0,51.375140915090974,3,6,0,0
329,0,1,52.34073888818687,3,9,0,0
330,0,1,51.63257970323166,2,4,0,1
331,0,1,51.95330561434706,2,5,1,1
332,0,0,51.05881194053388,2,8,0,0
333,0,0,51.636083678994346,3,9,1,0
334,0,1,51.458028280236896,1,5,0,1
335,0,1,50.50797776333162,2,7,1,0
336,0,0,52.12990990542269,3,5,0,0
337,0,1,50.46477418084267,4,6,0,0
338,0,0,50.24177660682732,3,7,0,0
339,0,1,50.925917551475614,4,9,1,0
340,0,1,51.39276226240656,2,10,0,0
341,0,1,50.43139731961528,3,6,1,0
342,0,1,50.52253959114519,3,3,0,0
343,0,0,53.38540390998262,2,6,0,1
344,0,1,50.45861604555503,3,10,0,0
345,0,0,53.273177335882686,3,7,1,0
346,0,1,52.48202520109695,1,7,0,0
347,0,1,51.12756409448473,0,8,0,0
348,0,0,51.18513324770786,2,3,0,0
349,0,1,52.640922822278505,2,5,1,0
350,0,1,51.886606273715614,4,7,0,0
351,0,0,51.01561428935251,1,6,0,0
352,0,1,52.96911615134017,2,3,0,1
353,0,1,50.60477193814381,2,9,0,0
354,0,0,50.10220709181678,1,8,0,1
355,0,0,50.64384335921631,2,8,1,0
356,0,1,51.04021576121445,2,7,1,0
357,0,1,51.58413487790811,2,9,1,0
358,0,0,51.49223890716582,3,6,0,0
359,0,1,50.94738445075207,4,7,1,0
360,0,1,50.996663077769234,2,5,0,0
361,0,0,52.00103597631786,3,9,0,0
362,0,0,51.71647711944014,2,4,0,1
363,0,0,50.3892410819258,2,6,0,1
364,0,0,53.538091031107776,3,2,1,0
365,0,1,53.168370348258335,4,7,0,1
366,0,1,51.23581230351978,1,5,0,0
367,0,1,51.32370336520786,2,6,1,0
368,0,1,52.48287933417012,3,7,0,1
369,0,0,52.01158778650526,1,5,0,0
370,0,0,53.62689886475636,5,4,1,0
371,0,0,51.19455146836129,1,6,0,0
372,0,0,52.9725381541458,2,6,0,1
373,0,1,51.6989149363631,3,6,0,0
374,0,1,50.29401015933188,3,8,1,0
375,0,0,52.61242930064415,3,8,0,0
376,0,0,53.21894541383856,4,4,0,1
377,0,1,51.53764887383116,2,8,1,0
378,0,0,52.38697579433192,3,6,0,1
379,0,1,50.55129679836868,3,6,1,1
380,0,0,51.05157790454193,4,8,0,0
381,0,0,52.76563801823511,1,11,0,0
382,0,0,54.16755321177497,3,7,0,1
383,0,1,50.30660282680056,4,7,0,0
384,0,0,54.04699970631808,4,7,0,0
385,0,0,51.58193852996769,1,7,0,0
386,0,0,52.58402091913472,1,6,0,0
387,0,0,50.374239834567085,3,9,0,0
388,0,0,53.41360755201091,3,5,0,0
389,0,1,51.61072406417002,2,7,0,1
390,0,1,52.36104664138527,3,8,1,0
391,0,1,50.39186495463253,3,9,1,0
392,0,0,52.50711955497336,5,5,0,0
393,0,1,51.79803974930721,2,7,1,0
394,0,0,54.11830052123258,2,4,1,1
395,0,0,53.95716603474295,3,7,0,1
396,0,1,50.99359673269863,2,6,0,1
397,0,1,51.51476891790138,4,9,0,0
398,0,1,52.074019897278056,2,8,0,0
399,0,0,52.51913377675647,2,7,0,0
400,0,0,52.47789629417841,2,5,1,1
401,0,0,50.30736158328006,3,6,0,1
402,0,1,51.60297988181767,4,7,0,0
403,0,1,51.32160079285395,2,8,0,0
404,0,0,52.16225704706319,3,6,0,1
405,0,1,51.74758837228868,2,7,0,1
406,0,0,50.71200505994906,1,3,0,1
407,0,0,52.410700882142166,3,6,0,0
408,0,0,51.11221046740356,2,6,1,0
409,0,0,51.80852583101169,1,5,0,0
410,0,1,52.85768833791569,2,7,1,0
411,0,0,50.926564599600844,3,5,0,0
412,0,0,50.17021742495523,2,6,0,0
413,0,1,50.35413977730626,2,6,1,0
414,0,0,53.06500471702568,3,4,0,0
415,0,1,52.57080653824257,3,10,0,0
416,0,1,50.36013367042921,1,6,0,0
417,0,0,52.83489182926593,1,8,0,0
418,0,0,51.11241110334851,4,4,0,1
419,0,1,51.92702430001084,2,7,0,1
420,0,0,51.84726764411479,3,7,0,0
421,0,0,50.71893524728178,2,7,1,0
422,0,0,51.70168964837238,3,8,1,0
423,0,1,49.84838960414436,2,9,0,0
424,0,0,50.69478048600137,3,2,0,0
425,0,1,52.30586554210357,4,7,0,0
426,0,1,53.25317723596198,2,5,0,0
427,0,1,49.64736486968173,2,6,0,0
428,0,0,50.69711067215928,4,10,1,1
429,0,0,52.978339937846094,2,8,0,0
430,0,1,49.13831291708378,4,8,0,0
431,0,0,52.95917118318073,1,6,0,0
432,0,0,53.104773151788265,4,6,1,1
433,0,1,50.04778160354247,3,8,1,0
434,0,0,51.42004262276642,2,8,1,0
435,0,1,51.71697704433677,3,5,1,0
436,0,1,49.74711103798603,3,6,0,0
437,0,0,51.67059936643452,3,8,0,0
438,0,1,51.70856390292935,2,5,0,0
439,0,0,52.523998749384575,3,6,0,0
440,0,0,51.19849756389098,0,4,1,0
441,0,0,50.77700740920969,1,5,0,1
442,0,1,51.98685214144497,3,6,0,0
443,0,1,51.920092960937,1,10,0,1
444,0,1,50.14099664060483,2,3,0,0
445,0,1,52.70616070423804,3,3,1,0
446,0,1,52.592483636936144,3,5,0,0
447,0,1,52.57434118948808,3,8,0,0
448,0,0,52.4217662874418,4,5,0,0
449,0,1,51.29645125416566,4,5,0,1
450,0,1,51.23010045664796,2,5,1,0
451,0,1,50.22995677615306,1,6,0,0
452,0,1,51.81140437062405,3,4,0,0
453,0,1,51.54589472080504,2,9,0,0
454,0,1,52.03929650821456,3,5,0,0
455,0,0,52.4228651802827,2,7,0,0
456,0,0,50.692379357264585,2,5,0,1
457,0,1,50.83621277737278,3,4,0,0
458,0,1,51.700866523862,3,6,0,1
459,0,0,53.84331926293266,4,8,0,0
460,0,0,53.09598393667585,3,7,0,0
461,0,1,49.30817030784986,2,6,1,1
462,0,1,51.59559901154072,2,5,0,0
463,0,0,51.36215028208085,3,7,1,0
464,0,0,51.99621759232561,3,8,1,0
465,0,1,49.78569998502979,4,7,0,0
466,0,1,52.9598567193153,4,6,0,0
467,0,0,51.51512004519039,3,8,0,0
468,0,1,50.60661192276754,2,5,0,1
469,0,0,52.375092027697605,1,6,0,1
470,0,1,50.17660579461188,4,7,1,1
471,0,1,53.382049350374736,1,6,1,1
472,0,0,53.22205269362108,2,8,0,0
473,0,0,52.6150911003885,1,6,0,1
474,0,0,52.88350200247059,2,5,0,0
475,0,1,50.96702840662375,2,6,0,0
476,0,0,52.608000083043,2,7,0,0
477,0,0,51.788657062362674,4,9,0,0
478,0,0,52.97744322120803,1,8,1,1
479,0,1,51.85525557175863,2,9,1,0
480,0,1,50.29848123879035,4,6,0,0
481,0,1,51.58899241303293,2,7,1,0
482,0,0,52.31715638621088,2,6,1,0
483,0,1,50.88291282256014,3,8,0,1
484,0,0,50.21544840393072,4,6,0,1
485,0,0,52.58822115920986,1,6,0,0
486,0,0,52.3177634368166,3,7,0,0
487,0,0,50.66215968756725,4,4,0,0
488,0,1,51.41300945996945,3,7,0,0
489,0,1,52.12327908121788,3,7,0,0
490,0,1,52.554423734363375,1,10,0,0
491,0,0,53.95100617697701,1,5,1,0
492,0,0,53.342757926814976,1,8,1,0
493,0,1,52.12082118498588,1,6,0,0
494,0,1,49.85209100796915,4,6,1,0
495,0,1,51.57370701480556,3,9,0,0
496,0,1,51.96978853851595,4,8,0,0
497,0,1,50.91394486921773,2,8,0,0
498,0,1,51.0500187542833,1,10,1,1
499,0,0,50.75288157025938,3,6,0,0
500,0,1,50.57354480633109,2,7,0,1
501,0,0,51.71253767365513,1,7,1,1
502,0,0,53.14369083227603,2,5,0,0
503,0,0,51.6985278529186,3,6,1,0
504,0,0,53.445283322516914,3,6,0,1
505,0,1,49.30031997517978,3,7,0,0
506,0,0,53.00185333060575,3,7,0,1
507,0,1,51.51817892687745,2,7,0,0
508,0,0,51.92921190737759,2,7,0,0
509,0,1,51.98147822730454,3,6,1,0
510,0,0,50.65305155333608,2,9,0,0
511,0,1,51.4771944439163,3,6,1,0
512,0,0,52.189603759444815,2,6,0,0
513,0,1,51.97787645449727,2,7,0,1
514,0,0,53.07162074371929,2,6,0,0
515,0,0,52.905094505188025,3,3,0,1
516,0,0,51.37698096068298,1,8,0,0
517,0,0,52.76059731321641,2,6,0,0
518,0,1,50.90133185163548,2,8,0,0
519,0,1,50.28854253689316,2,7,0,0
520,0,1,51.51975130252699,2,8,1,0
521,0,1,51.9297510372044,3,10,0,0
522,0,0,50.35174043285228,3,7,1,1
523,0,0,51.94442698490138,1,5,0,0
524,0,1,53.10712082460195,1,4,0,1
525,0,0,50.77191906345289,2,8,1,1
526,0,1,51.93295731051123,2,10,0,0
527,0,1,53.12635308397067,3,8,0,1
528,0,1,51.66452228496582,3,5,0,0
529,0,0,52.84927826538798,1,6,0,1
530,0,0,51.804300941912885,3,7,1,0
531,0,1,51.15926491686186,5,6,0,1
532,0,1,50.04462042658429,5,7,1,1
533,0,0,52.47052720831031,3,4,1,1
534,0,0,49.94278942990909,5,7,0,0
535,0,0,52.32408950890884,3,8,0,1
536,0,0,51.42997752265056,2,9,1,1
537,0,1,51.40373275593904,2,4,1,0
538,0,1,50.52902775473655,4,10,0,0
539,0,1,51.31306332188625,2,12,0,1
540,0,0,53.745753098577,1,6,1,0
541,0,1,50.61002283922488,4,7,0,0
542,0,1,54.10479964148826,0,7,0,0
543,0,0,52.69527993875422,3,9,0,0
544,0,1,50.77242113409322,3,4,0,0
545,0,0,51.05006435412279,1,5,0,0
546,0,1,50.45166817686164,1,8,1,0
547,0,1,51.56019890542233,1,8,1,0
548,0,0,51.55027584526233,3,4,0,0
549,0,0,51.09144405543446,2,5,0,1
550,0,0,52.11290516969177,2,9,0,1
551,0,1,53.05665553735243,2,8,0,0
552,0,1,51.47855513669272,3,5,1,1
553,0,0,51.48490695649133,1,8,0,1
554,0,1,51.34042414260116,1,5,0,0
555,0,1,51.812563476590654,6,8,0,1
556,0,1,50.65519707448831,2,6,0,0
557,0,1,52.438532562239565,2,6,0,1
558,0,1,50.61800118142748,3,9,1,0
559,0,1,49.26386827172272,2,4,0,1
560,0,1,52.860980355628,3,6,0,0
561,0,0,50.26971468741751,4,9,1,1
562,0,0,51.34140147831612,2,6,0,0
563,0,0,51.898890701704,0,5,0,1
564,0,0,53.04437332015219,2,7,0,0
565,0,1,52.416173389272494,2,4,0,0
566,0,1,51.143814762906125,2,8,1,0
567,0,1,49.17034375862208,3,6,1,0
568,0,0,51.74164931921805,2,8,0,0
569,0,0,53.12387976486388,0,5,0,0
570,0,0,52.02810444748442,2,9,1,0
571,0,1,50.218593477425706,3,9,0,0
572,0,0,50.62022325541141,2,8,1,1
573,0,1,50.275892098109686,3,7,0,0
574,0,1,52.2881988862364,2,5,1,0
575,0,1,51.12869454024881,4,8,0,0
576,0,1,50.27643943573067,2,8,1,1
577,0,1,51.478215807428526,3,9,0,0
578,0,1,50.66016474660629,3,5,1,0
579,0,0,51.55593146159181,1,5,0,0
580,0,0,52.82234653717323,2,6,0,1
581,0,1,50.18648822484463,1,7,1,0
582,0,0,52.92840170203639,3,4,1,1
583,0,0,51.83660744594327,3,9,0,0
584,0,1,50.00279105469503,2,5,0,1
585,0,1,50.29083731325788,2,6,0,0
586,0,0,53.31379620579422,3,6,0,0
587,0,0,52.44255328212111,3,7,0,0
588,0,0,51.74981922183753,4,9,1,0
589,0,0,50.90904601131764,2,6,0,0
590,0,1,51.19516088643613,2,6,0,0
591,0,0,53.04119009339175,4,9,0,0
592,0,0,49.23514323321619,4,8,0,1
593,0,1,51.32463864701677,2,7,0,1
594,0,0,52.85682903303595,2,6,0,1
595,0,0,52.01023287377267,1,4,0,0
596,0,1,51.3742384215623,3,6,1,0
597,0,1,53.99400488856973,2,5,1,1
598,0,1,51.36287494385962,4,7,1,0
599,0,1,50.61451009919129,3,9,0,0
600,0,0,51.56560106849972,3,7,0,0
601,0,1,50.58202924631024,4,9,0,0
602,0,0,53.26927719614535,2,6,1,0
603,0,1,50.79340520891358,3,7,0,0
604,0,0,52.01537306925568,3,5,1,0
605,0,1,51.33456987776265,2,8,0,0
606,0,1,50.61009493604461,3,5,0,0
607,0,0,51.75280131517711,4,6,0,0
608,0,1,52.2694509301764,2,9,0,0
609,0,0,51.39598819872051,2,9,0,0
610,0,1,52.65412088814134,2,7,0,0
611,0,1,51.49113089557849,4,5,1,0
612,0,0,53.895109506822166,2,6,1,0
613,0,1,50.85808635277544,4,6,1,1
614,0,0,53.91490405071544,3,10,1,0
615,0,1,51.38766828972196,3,10,0,0
616,0,0,52.17491860870934,2,8,1,0
617,0,1,52.528871213561125,4,7,0,0
618,0,1,51.78959230693472,2,6,0,0
619,0,0,52.02195541203583,1,8,0,0
620,0,1,50.35357876493443,1,6,0,0
621,0,0,52.14548146619609,3,7,0,1
622,0,1,50.19313056599256,3,7,1,1
623,0,0,53.23811449374148,2,4,1,0
624,0,0,52.52182803126703,3,5,1,0
625,0,0,53.56407278644696,4,6,1,0
626,0,1,51.6227462676232,2,5,0,0
627,0,1,50.143648736264886,2,4,1,1
628,0,0,52.650879825416446,3,6,1,0
629,0,0,52.16797344328335,3,8,0,0
630,0,1,51.50994382174353,4,5,1,0
