student_age,parental_education_level,low_income_status,gender,pre_treatment_gpa,treatment_participation,post_treatment_gpa
4,6,0,0,24.67278759618256,1,13.176895288224657
9,6,0,0,25.738374489802112,1,15.251407801640909
7,5,1,0,25.87031445394354,1,13.270490736435834
11,6,1,1,23.36876499151841,0,11.54404049346828
3,4,0,0,25.35999206820704,1,13.853320902848203
7,5,1,0,21.439735738136672,0,7.203073825219222
3,5,1,1,24.33392648667716,1,12.704164251000869
11,2,1,1,25.54078542884748,1,13.96480048159768
5,4,0,1,24.92474047035107,1,13.59719582457986
8,4,1,0,26.43413313282549,1,14.482693150717877
6,9,1,1,24.1053246719078,1,13.900645400236415
12,4,1,1,24.206443106645175,1,13.29979732267537
6,3,1,1,25.562130011239702,1,14.06217718187232
14,5,1,1,21.39699966202337,0,7.966118582666718
13,6,1,0,22.328574921028167,0,9.272446477162076
10,6,1,1,23.72703255193457,0,10.73435222619704
16,7,0,1,23.11106558303992,0,11.012494050869156
5,6,0,1,21.77134921726001,0,8.3623985365643
7,5,0,1,24.10923644233226,1,13.025446406628117
4,5,1,0,24.405189020329225,1,13.38797293384496
8,6,1,0,26.171582122588497,1,15.346365499114995
2,7,1,1,22.048701508136634,0,8.71875865742418
7,5,1,1,22.79795421486552,0,9.858974421086687
4,3,0,0,26.194986883052927,1,14.074812444115622
7,5,0,1,23.27668887948488,0,10.17494130502716
9,4,1,0,24.220756591596302,1,13.380624779963156
8,7,1,1,22.90967976259032,0,9.466979528061634
9,5,1,0,21.87289897059325,0,8.053631650435268
8,8,1,0,27.984829642000143,1,15.86161277845149
10,9,0,1,25.460239773787546,1,14.776537614703772
5,5,0,0,25.69702723988576,1,14.491889099444288
8,5,1,1,23.33704025228177,0,9.942949429322525
12,6,1,1,22.334673018094133,0,9.13934891668716
10,3,1,1,23.193482323769327,0,9.988090329435282
7,7,0,0,24.801949685900727,1,13.151075679876175
8,6,1,0,25.846678639648943,1,14.657277331465266
4,7,0,0,22.817438769140907,0,9.408422883696383
11,6,1,1,25.125080567952477,1,13.657344370638448
9,6,1,0,21.37281811037009,0,7.323408051981245
7,6,1,1,20.13926438275137,0,5.849560222976785
8,7,1,1,25.417186791036485,1,15.35321330919533
9,1,0,0,23.28650501150077,0,10.227409815235362
6,7,1,1,23.16029665901244,0,9.99816717998674
11,5,1,1,24.520238848066576,1,14.429434483037523
2,6,1,1,24.98158563933152,1,13.396371316924292
9,5,1,0,25.96801384949769,1,14.763656389927217
7,6,1,0,24.81821510711865,1,14.45782328483638
4,3,1,0,25.152612580912752,1,14.355517882955304
8,5,0,0,25.70400872881624,1,15.275901629810178
9,6,1,1,24.271470770092044,1,13.970468507299616
4,5,1,0,22.39162750551766,0,9.184370176579804
12,7,1,1,24.96044869603703,1,15.84868323749904
6,4,0,1,23.99791701089581,0,10.559574552020464
7,4,1,0,26.28377568764056,1,14.355242716313128
16,7,1,0,24.39296740060413,1,13.927990579554946
8,7,0,0,21.281179586713375,0,7.736956962783923
14,6,0,1,26.548129073833,1,15.149141286934134
6,4,1,1,22.83390766829703,0,10.020584081958248
7,4,0,1,25.742253366654847,1,14.546864334279904
0,8,1,1,24.174533538241967,1,13.54219647531768
1,6,1,1,27.054665350616425,1,15.441683051072731
15,6,1,1,25.34300246777567,1,15.004139529227682
16,6,1,0,24.914361593969424,1,15.153348956820146
8,6,1,1,21.742604686037552,0,7.650816219332529
7,4,0,1,27.16118460859573,1,15.079323364987957
10,5,0,1,24.74638031331351,1,13.961740224411558
3,6,1,1,23.606989716787307,0,10.601500698320672
8,7,1,0,20.586856469367387,0,5.849957262817829
1,6,0,0,27.053590692864667,1,14.41705931164873
8,5,1,1,21.43727158699759,0,7.8038511791004606
7,6,0,1,23.76178302179974,0,11.85558167167158
6,6,1,0,25.38062248283591,1,14.082401486436936
6,6,1,1,27.680027297064004,1,16.287741117606295
9,8,1,0,25.612514762341085,1,14.886081546491706
0,4,1,1,22.4196641325477,0,8.170964567845004
5,6,0,0,22.79744036858033,0,9.398798692194983
8,6,0,0,17.03183223424903,0,0.5066157451443021
6,1,0,1,23.754887670518272,0,9.630257599675105
5,5,0,0,23.633576392171,0,10.329336760313575
6,4,1,0,23.774010666902875,0,10.988056766395133
4,4,1,1,23.438463877858958,0,10.298989860593233
5,6,1,0,25.550761248304145,1,14.421362273042837
4,7,1,0,22.467392912974585,0,9.219497693302625
8,8,1,1,28.12050334237387,1,17.06262265781079
11,6,1,1,23.030555601056022,0,11.068454340642395
12,4,1,0,27.388036942933155,1,16.587043570078627
8,6,0,0,23.996240489426476,0,10.766601567933735
8,7,1,1,24.87050657802849,1,14.425674454496791
9,7,1,1,23.148745384344984,0,10.26259582199525
10,5,1,1,26.10646069396428,1,15.139428616524112
5,4,0,1,20.94627990856304,0,6.945286860400742
0,7,0,1,23.638086499524025,0,9.925608570777792
8,5,1,1,23.9849602892804,0,12.141255552074057
11,4,0,0,25.75426644082668,1,14.470101520533342
9,8,1,0,25.061844706663663,1,14.312018168707604
6,5,0,1,24.913007853061973,1,13.427464984045738
7,8,0,0,23.042048499633346,0,10.076889118371303
10,5,0,0,22.67516874434193,0,9.176085782284677
3,4,1,1,26.64650028789046,1,14.646739512168956
8,8,1,1,22.311871312325607,0,9.477387989885314
10,4,1,1,25.321171886820963,1,15.12424921044398
3,5,1,1,22.44250120965116,0,8.771776269425688
9,5,1,0,28.5021031812375,1,17.61584136912063
6,4,1,0,23.637523239256957,0,10.612753676636936
10,7,1,1,24.260580593101945,1,14.168008887189355
7,5,1,1,24.01407915690008,1,13.70210438471624
4,3,0,1,25.43165809409825,1,12.618807023054398
1,5,1,0,25.290369660462723,1,14.05856328098828
3,3,1,1,26.447829815781432,1,14.574713272364145
7,6,0,0,24.142530052151056,1,14.011511453341685
14,4,1,1,25.60479250965739,1,15.768964482000452
8,5,1,1,24.92755860193958,1,13.410305939942146
7,4,0,1,23.18162181310589,0,10.625935038416952
5,4,1,1,23.044370617066225,0,9.357791372438308
8,3,1,1,22.31234874428131,0,8.95543096609435
6,4,1,1,24.451525666935133,1,13.271863606551538
13,6,1,1,27.931632649319305,1,17.071000931253806
6,4,1,1,23.06286209933989,0,10.096896509103049
7,5,0,1,23.097711641433296,0,9.341715265182094
10,4,0,1,25.259162080960785,1,15.136385044060304
8,3,0,1,25.88426759709901,1,14.69146403044366
4,4,0,1,25.53923070589604,1,13.681279293947547
5,5,1,1,27.557323632487915,1,16.14056333107126
12,5,1,1,22.843534056082465,0,10.351665889585137
8,7,0,1,23.2971853117226,0,11.683998730857136
7,6,1,1,27.45134609189816,1,16.0178346578636
7,6,1,1,22.296616339723137,0,9.101995271063611
10,7,1,0,24.10274055909268,1,13.899757237297958
12,8,1,1,19.5421467305085,0,5.346343963593203
9,6,1,0,20.264258625502546,0,5.892226032548906
13,5,1,1,22.52911860362768,0,9.668287334438013
5,5,1,1,22.75634699465049,0,9.392273371813005
7,3,0,1,23.61978621863993,0,10.71085666668013
8,6,1,1,24.53175440879757,1,13.111702806002024
9,4,1,1,24.00266692368727,1,12.70399695017042
11,4,1,0,25.354764616596583,1,13.809716753339236
8,5,1,1,25.441734985575746,1,14.298618329637092
6,6,0,1,22.306376325591025,0,9.980657459891573
9,5,0,1,25.104301621534717,1,14.102388822506684
9,6,1,0,23.79832977315146,0,12.162871856119049
6,5,1,1,25.684119927463566,1,14.828031976627038
4,7,0,1,24.1349454758358,1,12.05191772794509
9,5,0,1,22.444993068956684,0,8.93719456281791
9,7,1,0,26.04769058005324,1,15.21533255877604
3,5,1,1,23.68719949446584,0,10.633016672465615
10,5,0,1,22.28297032210625,0,9.196515189901886
8,7,0,0,24.348237010014454,1,13.843983387169231
7,5,1,1,21.53443626517343,0,7.592370052201263
4,5,1,1,26.07138104210527,1,14.957220841502137
10,6,1,0,26.01343274576692,1,15.684549835660963
7,3,1,1,23.572979492471987,0,10.557858049540728
8,6,1,1,24.231663994805302,1,13.71468253381686
8,6,0,1,27.20067790514893,1,16.218992292210135
9,4,0,1,22.938812429349525,0,8.986103012344726
2,7,0,1,25.731474284017477,1,14.302205399677652
13,7,0,0,21.951654807417185,0,8.043520955790525
11,4,1,1,21.00977985393546,0,6.658635420667753
8,6,1,0,25.283161635143816,1,13.75117621782589
8,6,0,0,24.72550244107046,1,13.3094612902468
7,3,1,0,20.136380755257047,0,5.20091809483256
4,4,1,0,22.662827081778246,0,8.81300762278461
19,6,1,0,25.957071258965776,1,15.41054913905728
10,7,0,1,27.29551932530788,1,16.142757203693424
6,7,0,1,25.81295704202252,1,15.56513417243636
9,4,1,1,22.578792105557604,0,8.931439456094528
4,8,0,1,26.45781812823392,1,15.541684197106877
10,5,0,1,24.380776215470178,1,14.49618035524434
8,3,1,0,19.60211452881397,0,4.949054123297715
8,5,1,1,24.430616136921227,1,13.396763720255308
11,4,1,1,26.829421424297543,1,16.523624032459175
6,4,1,1,27.528063292796013,1,16.361890614516952
3,6,1,0,23.768549228903694,0,10.9098477152165
11,4,0,0,26.111510029727995,1,14.399965790926744
8,7,1,1,23.343428935727776,0,10.953553306258671
5,6,1,1,28.12101299615074,1,16.400162692842095
6,6,1,0,26.754898023781507,1,15.51124492076615
4,5,1,1,29.107734590509946,1,17.07750701541964
4,5,1,1,22.96847138532724,0,8.789388474493848
7,6,1,1,25.74389813767448,1,14.657199116838628
8,4,0,1,28.961749948973264,1,16.47414880362615
9,3,1,1,21.05683789688056,0,7.4151770643431005
2,3,0,1,21.420681557930603,0,7.200359658959943
2,7,1,0,26.49132538714373,1,15.258783993741844
6,6,0,1,27.718510490266464,1,16.17440702194292
11,5,0,0,27.047939992149143,1,15.498426101611251
12,7,1,0,20.68288341548772,0,7.531838506543398
6,7,1,1,20.13644664042177,0,5.752708026857459
6,5,1,0,20.601663774345656,0,5.860124480252643
3,4,1,0,24.653982588488297,1,13.617122194949664
6,7,1,1,24.460867367998507,1,13.51821345848294
15,4,1,0,23.605326345901013,0,10.167027597608428
11,5,0,1,23.670645839936007,0,10.625992691152703
4,7,1,0,21.15207100681213,0,6.389773804682012
6,2,1,0,20.35582099755099,0,5.22555655098173
9,5,1,1,25.889174212572104,1,14.901444462062129
10,5,1,1,23.98932927809468,0,11.928165102300676
5,8,1,1,20.15665178624881,0,5.99929452798053
6,6,0,0,24.159442293811374,1,13.929872873060855
3,7,1,0,23.407296102854616,0,10.267799786429878
11,7,1,1,24.530227034085566,1,14.920293448827271
8,6,1,0,24.115284477853,1,13.65449555700227
6,5,0,0,26.423123429362946,1,15.497853505369244
5,5,1,0,27.46531309084468,1,15.96874258139317
12,8,1,1,25.590148488276636,1,15.392631847551918
6,3,1,0,23.005227874012547,0,9.12364711573344
15,6,0,1,26.320226083184927,1,16.20896665796843
5,9,1,1,25.77340745390386,1,15.233414280605432
6,8,1,0,22.20271997182945,0,9.26121363717627
7,4,0,0,26.22832264798198,1,15.355625518984295
4,7,0,1,26.50228850030893,1,15.336579556769522
10,6,1,0,26.679784070974545,1,15.456477307750982
6,5,1,1,26.910580211594205,1,16.303365635423315
10,5,1,0,24.7467961791554,1,14.202305295995105
6,6,0,1,22.75955558585437,0,10.399614571610025
6,5,1,0,22.899291713454566,0,9.743399153733504
6,6,1,1,21.52605897745106,0,7.777004463784107
8,5,1,0,24.825755604176823,1,14.032832949471684
8,4,1,1,24.51314423582248,1,13.467844873210908
5,10,1,0,25.70161309126138,1,16.31874241456177
4,7,1,1,23.130075581249805,0,8.986392673032901
3,6,0,1,22.6297682620781,0,9.744190575504904
5,6,1,0,22.12162006603668,0,8.080689251944092
10,7,0,0,18.90655250205192,0,4.866264912384041
4,8,1,0,24.078562639161312,1,13.17059922566244
0,7,0,1,22.035781793021727,0,7.677841841068369
8,6,1,1,22.652202191063715,0,9.110387122314943
6,5,1,1,21.338770714291808,0,7.258967114725807
4,6,0,1,24.073572736645996,1,13.674200423977744
6,7,1,1,24.637152695369604,1,14.200744665643086
5,7,1,0,23.9518903372678,0,11.243944405544696
8,4,1,1,26.231241565000214,1,15.3025474424077
1,8,1,1,26.2771302288646,1,14.682434146199878
6,9,1,1,25.003230375455058,1,14.0700159198234
10,3,0,0,24.966828206234933,1,13.44266617877426
7,8,0,0,23.486058234896028,0,10.831103814021068
4,7,1,1,25.851506521490062,1,15.740022791460436
7,7,1,0,21.900325426833717,0,8.417117592890678
13,7,0,1,24.866787683367367,1,14.23706614722657
9,6,1,1,24.54044283811003,1,14.420647465736051
7,5,1,1,23.046094514296545,0,9.52178712521411
8,8,1,1,26.8628034305556,1,16.213663356641618
6,5,0,0,21.491182615399524,0,7.187201258027806
7,7,0,0,22.352846312853814,0,9.152187802922649
5,4,1,1,22.400847458907027,0,8.751541711982261
1,7,0,1,22.49998917062519,0,8.228130652685246
7,4,1,0,23.466564819255,0,10.129034461405276
13,5,1,1,25.48412811660042,1,15.057649260778437
7,5,1,1,22.765191173928883,0,9.648194532293417
7,6,1,1,24.20988976069869,1,14.620875103729098
12,6,1,0,25.762341791629428,1,15.34769712317571
11,5,0,1,26.720322313013828,1,15.24284929097091
4,3,1,0,26.1478993483024,1,14.85555586680366
7,5,1,1,24.73993300260725,1,14.049873242360952
3,4,1,1,23.514778852615493,0,10.987368337163954
8,6,0,0,19.940016999087607,0,5.03487660191082
4,7,1,0,26.605606106848136,1,15.054340499311268
11,5,0,1,25.17854718531548,1,15.016508754898304
6,6,0,0,23.467773860732585,0,10.99581654904188
12,8,1,1,24.4676842245464,1,14.80770654494916
5,3,1,1,24.26728453435889,1,13.51576137615512
12,5,1,0,24.039260174664623,1,14.230374230932998
6,7,0,1,26.048869382420868,1,14.367840875471533
4,6,1,1,21.30814093879435,0,6.420501369492672
4,7,1,0,21.357486711001403,0,7.544603738313319
6,4,1,1,25.39711066877077,1,14.035121199477963
9,5,1,1,20.77546737317692,0,6.196449422017032
8,5,0,0,24.055485626637108,1,13.305951649206763
13,3,1,1,23.327549813870657,0,10.909640611180372
12,5,1,1,27.26770326204884,1,15.935255757833986
11,6,1,1,26.102116914825757,1,14.605879703301191
8,4,0,0,22.63741904689174,0,8.841405809248826
7,8,1,0,26.679170717733538,1,15.527785208763804
10,6,1,0,22.16039363239175,0,9.01993637632292
7,5,0,1,26.165533806659447,1,15.654308602137158
13,6,1,0,24.03610763396804,1,13.404344029999084
6,6,1,1,25.668973307222405,1,15.28121691756744
7,4,0,1,23.361639772842125,0,10.695180978757785
10,4,1,0,25.46277859024409,1,13.936919429549338
5,3,1,0,21.626831088350983,0,7.081527001084679
5,6,1,1,24.467543959472184,1,13.494516975774616
6,7,1,1,24.05557466463071,1,13.214049162595767
8,6,1,1,24.517401050355904,1,13.821473883810546
9,5,1,1,20.477659519671697,0,5.474150274898927
8,4,1,1,28.50074257858708,1,16.830603189347094
5,6,1,0,23.44036836912585,0,11.453419240917649
9,5,1,0,24.1898298733624,1,13.563357707318746
6,6,1,1,21.939714735299425,0,8.407757534301698
7,4,0,0,25.058642264263383,1,13.61159773483966
12,4,0,1,22.01957164194629,0,8.29888531342129
7,6,0,1,23.85167138192413,0,11.063547184485172
1,4,1,1,26.91339163537896,1,15.015218076033282
10,7,1,1,24.889016405615514,1,14.805763102100048
8,8,0,1,20.38005501783364,0,7.420517615125726
11,4,0,1,22.896463800508805,0,10.33985520963863
3,6,1,1,23.4160858032366,0,9.676514873243548
6,2,1,0,22.01669650979133,0,7.734548053671042
10,7,1,1,24.970264312915305,1,14.643380635918415
12,4,1,0,22.657922727107405,0,10.394296021385784
9,6,1,0,24.31305340343548,1,14.000605126450443
5,6,1,1,22.746439769919817,0,9.52098779532134
5,5,1,1,24.45734817956111,1,13.50108180290663
9,7,0,1,20.75476488209876,0,6.588985133216787
11,8,1,1,21.614683491148536,0,8.03840544774309
8,6,0,1,24.11547564276959,1,13.564289076332123
4,3,1,0,20.51689981580199,0,5.798927238119308
4,8,1,1,23.819677915131763,0,11.610981801771135
8,5,1,0,21.229422339918603,0,7.43958907916606
6,6,0,0,26.93315512268669,1,15.392632113085115
8,7,1,0,23.46687668630021,0,10.04140857674246
9,6,1,1,20.757246144589505,0,7.05871904438325
5,5,1,1,22.05764755949835,0,7.977570510737207
6,6,1,1,27.2465871938989,1,15.638177170307053
7,5,1,1,24.528410286554468,1,13.641395072495651
7,4,0,1,26.389927952247916,1,14.327588332290922
2,5,0,1,24.57901921743758,1,12.701361995207654
9,6,1,0,24.074043784551723,1,12.678445494904503
12,6,0,1,23.968947382941955,0,11.06319910208509
12,6,1,1,25.7968968883882,1,14.713036059428958
7,5,1,0,21.7766659957874,0,7.331277701878093
4,4,1,1,21.87936197860865,0,6.927971217740909
7,5,1,1,22.69256061836901,0,9.541575568582786
3,5,1,1,21.77833860546189,0,7.499905383463663
6,5,1,1,23.73207982339728,0,11.435924108472634
13,7,0,1,19.88294260115653,0,6.013509784192148
11,5,1,1,26.727767665507432,1,15.630371961598982
9,6,1,1,24.308140453391925,1,12.464487852345272
5,7,1,1,25.328960226247165,1,13.894351471422503
11,5,1,1,26.500938352000556,1,15.92260800930642
5,6,1,1,24.641030855826305,1,13.422776154868586
12,9,0,0,25.222228439949223,1,15.918772577614115
3,4,1,1,25.518129458546014,1,15.085803630480768
5,5,1,1,25.50736763054996,1,14.727314831524655
8,4,1,0,26.116288431921458,1,14.014785326130694
6,6,1,0,24.01514035058723,1,12.735373215182111
6,4,0,0,24.100558643743383,1,12.247955970670333
3,5,0,0,24.293982831086662,1,13.78080215123061
6,6,1,1,26.098733889338074,1,15.485571827932198
4,5,1,0,26.79252975602169,1,15.317776980721652
6,6,0,0,22.86225856822855,0,10.300383419613825
2,5,1,1,22.173199039308106,0,8.176468988269193
6,6,1,1,24.69737389927677,1,14.34540450386142
12,5,0,1,23.61002252475165,0,10.95678335555355
6,6,1,1,25.688406451573265,1,13.905222896732925
10,8,0,1,20.268380642293675,0,6.648345931964356
1,7,1,0,24.83385633541775,1,13.529078292400133
8,5,0,1,25.02479035625718,1,14.386733008154016
7,4,0,1,23.80755303699581,0,11.046827036318485
10,5,0,0,22.613431236754288,0,8.525950687101462
5,4,1,0,24.132368936865312,1,13.37985269860997
11,7,0,1,23.41838631437201,0,10.803057251460586
5,6,0,1,23.450987537154717,0,10.57209143086393
-6,6,1,1,22.74158410280268,0,8.488699313040726
6,9,1,1,23.827861001886383,0,11.297171977029876
7,6,1,0,22.734639422002697,0,9.422450526821756
9,8,0,0,26.40309175216496,1,15.34466819169104
9,3,0,1,26.12472606220156,1,15.395556030438488
5,5,1,1,23.26510121923265,0,9.625379418784323
11,7,1,0,26.2254101617099,1,14.83793147640204
5,7,1,0,24.066075921016044,1,14.147745878284272
10,6,1,0,23.444782469708457,0,10.699577754500773
8,9,1,1,23.83359012565802,0,12.011465985272617
14,4,0,1,24.97395659399599,1,14.095541999460057
7,6,1,1,22.28784453818336,0,9.62969667078144
7,7,1,1,23.84774777525802,0,11.76242073590358
8,6,1,0,22.696744263495955,0,9.332093296405686
4,4,1,1,25.58266510819517,1,14.18787439195482
9,5,1,0,26.19838399377526,1,14.805212670437832
7,4,0,1,19.923296048873723,0,4.137350168599959
4,7,0,0,23.338785723038,0,10.103482018317784
10,5,1,0,25.55396321770188,1,14.04953234679521
11,5,0,1,22.686601723333983,0,9.4940159837546
3,6,1,1,21.17081081493184,0,7.93027008597032
10,5,1,1,24.007919616391565,1,13.547032193717602
3,7,0,1,21.80242555351674,0,7.299041503266544
12,5,0,0,22.914664648340477,0,10.093142242806747
8,5,1,0,22.04810952926527,0,9.031189430092912
7,8,0,1,23.354819384333695,0,11.474283719571371
7,5,1,0,22.911194214774994,0,8.74000425136993
7,8,0,1,25.373008133925207,1,15.228266732312528
7,4,1,0,27.96098546973756,1,16.052159873199052
4,5,1,1,24.2430441443251,1,13.134702472162603
8,4,0,0,24.94026800421449,1,13.366322337006329
6,5,1,0,24.27891284593402,1,12.750116848878562
12,5,0,1,21.64216199344145,0,8.55798269067897
8,3,1,0,24.606499660459527,1,13.475890650553488
10,3,1,1,23.76616052810576,0,10.735126823293497
4,5,1,1,24.197336177622912,1,13.596548660617689
7,6,1,0,29.727322088487256,1,17.945818090315502
16,2,1,0,22.42101812190058,0,8.889002887582912
8,6,0,0,24.87682216438942,1,13.698437085518394
9,4,0,1,18.20591710873648,0,2.6027060973564247
6,5,0,1,24.28638132932082,1,13.025944235062434
9,4,1,0,21.277135585756515,0,8.07438862857626
6,6,0,0,26.62573924017408,1,14.155503088697458
4,4,0,1,22.98885958869016,0,9.579941411134827
10,5,1,1,21.69587137620508,0,8.048617138878017
9,6,0,0,23.5302477587618,0,11.25349300347528
9,6,1,0,27.578907268150303,1,17.01256721753268
3,8,1,0,23.191742669262958,0,10.562044970744545
6,5,0,1,26.007101476364397,1,14.265489986995986
11,6,0,1,25.62718834360952,1,14.022061882978
7,2,0,1,22.14574946190721,0,7.490400319418699
3,5,1,0,24.631923912132983,1,12.870080637142914
5,4,1,0,23.59456621467333,0,11.065490959809598
1,6,0,1,19.665972828562523,0,4.590963134675222
8,10,1,1,24.25941867687661,1,14.522674885444395
12,7,0,1,24.115662717261717,1,12.965270026000525
7,6,1,0,24.46513629982402,1,14.501388732971854
11,5,1,0,23.741824525237305,0,11.001881485433817
8,4,1,1,22.77863218588067,0,8.654418696238235
1,6,0,1,23.63664359139991,0,10.372964390709283
6,3,1,0,23.987461406578863,0,9.69647233388044
9,5,1,0,24.165402635971237,1,13.623212528194683
9,6,0,1,25.122552334461737,1,13.86961994813405
13,6,0,1,20.755164514990263,0,6.118877658612552
12,5,1,1,24.440730983148168,1,14.055614153598636
6,5,0,0,22.693165329959918,0,8.91812062743261
7,5,0,0,23.628667237737048,0,10.59532100547131
14,7,1,1,21.39367280733994,0,8.537234253247918
8,6,1,0,27.13021846473393,1,14.812825808464192
13,6,0,0,23.046440742244936,0,10.311763748458894
7,5,1,1,22.149066438287083,0,7.76175818360111
12,5,1,0,20.674205566418745,0,6.343331066824352
9,5,1,0,19.54514944710109,0,4.106976866502121
11,5,1,0,25.8517719405294,1,14.737334235794789
12,4,0,1,24.304579631788457,1,13.559416471522288
5,3,1,1,22.143280744280823,0,8.106345337444376
10,6,1,1,25.87014348812741,1,14.91677699751584
3,6,0,0,24.13121296185717,1,12.774904215309226
7,7,1,1,21.65034201786937,0,7.8566233178965375
15,7,1,0,25.43841692738632,1,15.538393569233447
7,6,0,1,21.921863362655703,0,8.870121013100304
3,7,1,1,26.59667241687523,1,14.129267366015467
10,6,0,0,20.049626373124475,0,5.942194542965835
8,7,0,1,24.728455840810444,1,13.689121032511752
13,5,0,1,26.162553953911253,1,16.29031080164138
13,5,1,1,23.926930906740203,0,11.230777614751608
6,5,1,1,25.45723183064848,1,14.641395729980408
10,6,1,0,24.50882047839166,1,14.189734651040135
7,8,0,1,25.12140602345884,1,15.033391070466656
8,7,1,1,19.911231606551524,0,5.545433248603269
8,5,1,1,22.86718312344203,0,9.236330285138248
5,7,0,1,20.86289009757554,0,6.997067252981151
9,4,1,0,25.130318327293026,1,14.58104173713122
8,5,1,1,25.632404373660773,1,13.790641810839873
4,6,1,1,23.456805440585057,0,9.844804224687731
10,5,0,1,20.27863825503808,0,5.351670207637726
13,3,1,0,22.2719662769311,0,9.146763385821393
13,6,1,1,21.16836782412433,0,7.801494391969435
5,7,1,0,24.7375103740507,1,13.389165639305176
8,5,1,1,24.59409525283789,1,13.929571048545286
2,5,0,1,22.37000218148863,0,8.5127323142048
6,5,1,1,24.46878892111532,1,12.824508346532856
4,4,1,1,21.381312151974665,0,6.859214859498553
2,4,1,0,22.34667831687985,0,9.022868610556737
0,3,1,0,21.694598663600885,0,6.524724613536683
4,8,1,1,22.38887445465088,0,8.692937135730345
7,5,0,1,23.235931499203467,0,10.35392269679415
5,6,1,1,20.55261948363432,0,5.537303042902131
6,5,0,1,26.253630244853447,1,14.312323125868492
7,4,1,1,24.879421977667427,1,13.492202575809804
7,6,0,0,24.857113935741666,1,13.738396422937289
10,8,1,0,24.01112654694201,1,13.243051449700031
5,5,1,0,24.766881492666634,1,13.587317719596106
2,5,1,0,24.073723004520804,1,13.695973896100126
8,4,1,1,24.997300254394062,1,13.399538352678366
14,2,1,1,24.876694655208976,1,14.145131454916676
4,7,0,0,20.90010637750575,0,7.871042389831312
4,6,1,1,24.42810482191278,1,13.44992955617302
8,5,1,1,22.338664721287383,0,8.628481134478386
7,5,0,0,25.686961529125256,1,14.999096349894709
6,6,1,1,25.921865269403163,1,15.277277154393795
