defendant_id,post_policy,sentencing_policy,trial_outcome,defendant_age,income_level,prior_convictions,legal_representation
51,0,1,48.093412729974204,0,6,1,0
52,0,1,48.17365946299417,4,7,1,0
53,0,0,48.84786907829507,3,7,0,0
54,0,1,47.9932771195678,3,6,1,0
55,0,0,47.28561329331165,2,5,0,1
56,0,1,47.71160123728804,4,8,1,1
57,0,1,47.0569879974478,3,6,0,1
58,0,1,47.47786843974802,1,5,1,1
59,0,0,47.30082247196916,2,5,1,0
60,0,1,48.05288878111184,2,8,1,0
61,0,1,46.72248269159768,3,8,0,0
62,0,0,48.48901170564992,2,5,0,0
63,0,0,46.07834487906643,4,9,1,1
64,0,1,48.409980974787786,4,8,0,0
65,0,0,47.11505939787182,1,8,0,0
66,0,1,48.98808039019726,4,9,0,0
67,0,1,48.555832058231175,2,5,1,0
68,0,0,47.1008717174108,2,3,0,0
69,0,1,48.78496805810731,3,5,1,0
70,0,1,47.92206419470871,2,8,0,0
71,0,1,48.63722811689024,3,7,0,1
72,0,0,47.72261276223968,1,7,0,0
73,0,0,47.0444958094721,0,5,0,0
74,0,1,48.54950225196923,2,5,1,0
75,0,1,47.92051416977278,2,7,1,1
76,0,1,47.97736934949311,2,8,0,0
77,0,1,46.65545450869403,3,9,0,1
78,0,0,47.43893522798748,1,7,1,0
79,0,1,49.0619835211429,3,7,0,0
80,0,1,48.79727913792022,3,8,1,1
81,0,1,47.8402056906208,2,6,0,0
82,0,1,50.10867670838712,3,6,0,0
83,0,0,47.4062760860464,3,6,0,1
84,0,1,47.56604947439659,3,7,1,1
85,0,0,46.18664507498897,2,6,0,1
86,0,1,50.68391248288443,2,4,0,0
87,0,0,48.3206705006703,2,6,0,1
88,0,1,48.60607518391446,3,6,1,1
89,0,1,49.45555888616072,3,6,1,0
90,0,0,47.82588459236374,1,9,0,0
91,0,1,48.85482291478079,2,4,0,1
92,0,1,47.07793036788794,2,6,1,0
93,0,1,50.57892869450149,3,3,0,0
94,0,1,47.1481228549157,2,8,0,0
95,0,1,48.224691472271374,2,7,0,0
96,0,1,48.32838801361367,2,6,0,1
97,0,1,49.573828860243125,4,5,0,0
98,0,1,48.3669650139883,4,9,0,1
99,0,1,48.729680734318926,3,8,0,0
100,0,1,48.73453066361616,3,8,0,0
101,0,0,49.54078223630329,2,5,0,0
102,0,1,48.759167639633205,2,5,0,1
103,0,1,48.78446006320602,2,3,0,0
104,0,0,46.9804717829834,2,6,0,0
105,0,0,47.38987181946703,2,4,0,0
106,0,1,46.75952191251079,3,9,1,1
107,0,0,47.13849370465368,3,6,1,0
108,0,0,46.01820508892433,3,6,0,1
109,0,0,47.16532332612567,2,7,0,0
110,0,1,47.843016445549495,4,6,0,1
111,0,0,48.01540880354631,1,6,0,0
112,0,0,47.25771783590744,2,3,1,0
113,0,1,47.29943396177974,3,6,0,0
114,0,1,49.23329474243706,2,5,1,0
115,0,0,46.65556354820903,2,5,1,0
116,0,0,45.50264572470567,2,7,1,0
117,0,1,49.04293465660679,2,5,1,1
118,0,1,49.0168611556774,2,9,0,1
119,0,0,46.76783272682575,0,9,1,1
120,0,1,47.67670816391606,4,9,0,0
121,0,0,46.06164816734189,3,8,0,0
122,0,0,45.18382415588506,3,6,0,0
123,0,0,47.726847917040665,3,6,0,1
124,0,0,48.55646730085722,3,5,0,0
125,0,1,48.25888616952351,3,9,0,1
126,0,1,49.69388591910047,3,5,1,0
127,0,0,46.64325036699275,2,7,1,1
128,0,1,50.00957906425656,5,7,1,1
129,0,0,48.13562360955113,2,6,0,0
130,0,1,48.87591525785389,1,11,0,1
131,0,1,47.57868236786602,2,10,0,1
132,0,1,47.95747703621888,2,7,0,1
133,0,0,45.64630997991069,4,6,0,1
134,0,1,48.18508931230569,3,8,0,1
135,0,0,46.60014592757376,2,7,0,0
136,0,1,47.5376159336852,3,6,1,1
137,0,1,49.9725974038256,1,4,0,0
138,0,1,47.316176142366295,2,9,1,0
139,0,0,47.73345843020484,2,5,0,1
140,0,0,47.00526765845951,2,5,0,0
141,0,1,48.10715565184189,4,6,0,1
142,0,0,47.77454182083019,2,4,0,0
143,0,1,48.835916613436495,2,8,0,0
144,0,0,47.59959392360316,3,5,1,0
145,0,0,47.64346862992837,2,3,1,0
146,0,1,48.05303559894584,3,7,0,1
147,0,1,48.9375608517905,2,7,1,1
148,0,0,47.07714145758267,3,3,0,0
149,0,1,49.02556879104841,3,4,1,0
150,0,1,48.92926841210201,3,5,0,0
151,0,1,47.45862628277098,3,7,0,1
152,0,1,47.41226107826068,2,7,1,1
153,0,1,49.589831526270665,3,7,1,1
154,0,1,48.21060791165824,4,8,1,0
155,0,1,47.29567522011181,5,4,0,1
156,0,1,47.76668642605067,3,8,0,1
157,0,1,50.319645467341445,2,6,0,0
158,0,0,47.23920088762069,0,9,1,0
159,0,1,49.47815989241334,3,5,0,1
160,0,0,46.778941299026805,2,4,0,0
161,0,1,48.990591290925,4,6,0,1
162,0,1,48.73287111201139,1,7,0,0
163,0,1,49.48330975221544,2,4,1,0
164,0,1,47.656061128792985,3,6,0,0
165,0,1,50.37394348931876,2,6,0,0
166,0,1,49.17139706070418,2,8,0,0
167,0,0,47.0962770592467,3,7,1,0
168,0,1,49.56205500575809,3,6,0,0
169,0,0,47.19490400404148,2,8,0,1
170,0,1,46.546027469941926,5,8,1,0
171,0,1,47.65579422189777,2,6,0,0
172,0,0,47.70519201403249,3,6,0,0
173,0,1,47.30457176574973,3,5,0,0
174,0,0,48.744902431428976,1,10,0,0
175,0,1,49.12574410884018,3,5,1,0
176,0,1,47.873408848255394,4,7,0,0
177,0,0,46.77370051331043,2,4,0,1
178,0,0,45.89145783667236,2,11,0,0
179,0,1,47.89231331762679,2,7,0,0
180,0,1,47.22313751534795,1,9,0,0
181,0,1,48.230539939037264,3,7,0,1
182,0,1,47.954611915785485,2,6,0,0
183,0,0,46.64668434280158,3,6,0,0
184,0,0,48.2918289866391,2,8,1,0
185,0,0,46.97829335154329,1,7,0,0
186,0,1,47.23251861593422,2,6,0,1
187,0,1,49.74193148245377,2,7,1,0
188,0,1,48.14300581640499,2,10,1,0
189,0,1,47.70509947208857,4,9,1,0
190,0,1,49.08567353196381,3,7,1,1
191,0,1,46.21402769281716,1,9,0,0
192,0,1,48.54808831794473,2,7,1,0
193,0,0,44.88845466114462,3,4,1,0
194,0,1,47.35586269977892,2,4,0,1
195,0,1,48.88924339735783,1,5,0,0
196,0,1,47.84884743798835,4,5,0,1
197,0,0,45.315230590422686,3,7,1,0
198,0,1,49.0280269204636,1,7,1,1
199,0,0,47.53409986216519,0,8,0,0
200,0,1,49.88639709471025,3,7,1,1
201,0,1,47.72925739980114,5,7,0,1
202,0,1,48.07798860990354,4,7,1,1
203,0,0,47.60340651985792,5,5,0,0
204,0,0,45.59442965905743,4,7,0,0
205,0,1,48.39017263841784,1,8,1,1
206,0,1,48.716918378743934,2,4,1,1
207,0,0,46.33527836897802,1,6,1,1
208,0,1,48.224751729125686,2,7,0,1
209,0,1,47.96734464879233,3,8,1,0
210,0,0,46.37215019161742,3,8,1,1
211,0,0,45.93715974010603,4,7,0,0
212,0,0,46.58993098511168,3,5,1,0
213,0,0,44.810453777831,2,6,1,0
214,0,0,47.28233945081819,3,9,0,0
215,0,1,49.780890582607526,2,7,0,0
216,0,0,48.92366479342864,1,4,1,1
217,0,1,47.82312839703657,1,6,0,0
218,0,1,47.86080900971849,3,7,1,0
219,0,1,49.019984575911074,2,7,1,1
220,0,1,47.56328886184542,2,5,1,0
221,0,0,44.99685681611622,1,5,0,0
222,0,0,47.7764154266696,3,6,0,0
223,0,1,45.93663410751882,4,8,0,1
224,0,0,45.32512283615404,2,5,0,0
225,0,1,48.5883253767364,3,9,1,0
226,0,1,48.06928601166896,1,6,1,0
227,0,1,49.190297662909074,1,7,0,0
228,0,1,47.7216204470825,0,9,1,1
229,0,0,46.38073095377449,2,7,0,1
230,0,0,45.45726163298282,2,7,0,1
231,0,1,50.675022695367176,2,3,0,0
232,0,1,47.85336346065684,3,5,1,0
233,0,1,46.92934569784103,5,7,1,1
234,0,1,48.6944802140576,3,7,0,0
235,0,1,49.2271644506374,4,5,1,1
236,0,0,46.31447204051046,2,7,0,0
237,0,1,47.150547926620014,3,9,0,0
238,0,1,48.87910836301765,2,5,1,1
239,0,0,48.91030801047092,2,7,0,0
240,0,1,48.27729577684703,1,5,0,0
241,0,0,46.74409404008944,2,8,0,0
242,0,1,47.90894021970658,5,9,1,1
243,0,1,48.47508259199456,4,4,0,0
244,0,1,48.19417072098243,2,5,1,1
245,0,1,47.60130794267143,1,7,1,0
246,0,1,47.93040873369207,4,10,0,1
247,0,1,49.47472807003731,1,5,1,0
248,0,0,48.20044650112703,3,5,0,0
249,0,1,48.43129972874218,1,5,1,0
250,0,1,48.58921521232687,2,7,0,0
251,0,1,48.0048993532372,3,4,0,1
252,0,0,48.04828477234455,2,7,1,0
253,0,1,47.81984445293118,4,4,0,0
254,0,1,47.26491593095339,2,7,0,0
255,0,0,48.27648943161103,4,8,0,0
256,0,0,46.72835122133587,3,9,0,0
257,0,1,48.14518538238711,3,7,0,0
258,0,1,49.69110095755861,2,10,0,0
259,0,1,48.81126167849753,0,6,0,0
260,0,1,50.358521340555896,1,7,1,0
261,0,0,48.204974188584096,3,9,0,0
262,0,1,46.3779012986212,2,10,0,1
263,0,0,46.94219796749587,3,7,0,0
264,0,1,48.12980881141647,3,6,0,0
265,0,1,48.00669894410189,4,6,0,1
266,0,0,46.77804841100758,3,5,0,0
267,0,0,45.76854841218138,3,9,0,0
268,0,1,48.54726690240143,4,2,0,0
269,0,0,45.458547951315765,2,6,0,1
270,0,1,48.2844456486772,2,8,0,0
271,0,0,47.42679233338273,5,8,0,0
272,0,1,48.96492813641835,3,8,0,0
273,0,0,48.34594208703463,3,6,0,0
274,0,0,46.520359654950376,2,7,0,1
275,0,0,46.37876099643794,3,6,1,1
276,0,0,47.6273032557252,2,5,0,0
277,0,0,47.71313019926804,4,5,1,0
278,0,1,48.86667544209128,2,6,0,0
279,0,0,47.72974266342558,3,5,0,0
280,0,1,47.037409012700365,4,9,0,1
281,0,1,46.85185043433847,3,8,1,1
282,0,1,48.150203921969855,4,4,0,0
283,0,0,46.63733555161359,2,9,0,1
284,0,1,50.373272582545134,3,4,1,0
285,0,0,47.70142439924827,2,5,0,0
286,0,0,46.40825215952167,4,8,1,0
287,0,1,49.71902333314496,2,8,1,0
288,0,0,46.994888116456885,4,5,0,0
289,0,1,49.29352237469725,1,6,0,0
290,0,1,50.94148122184282,3,7,1,1
291,0,0,46.723943465543954,4,5,0,0
292,0,0,47.12318263162595,2,6,1,0
293,0,1,47.85152187013673,3,6,0,1
294,0,1,48.355838264553405,3,6,0,0
295,0,1,47.41962993200322,2,5,0,1
296,0,0,46.80952683005815,3,7,0,0
297,0,0,47.80883260085666,3,7,1,1
298,0,1,47.97980429493792,4,3,1,0
299,0,0,47.29339469843274,2,8,1,1
300,0,0,45.57672439453508,1,9,0,0
301,0,1,48.01000203196773,4,9,0,0
302,0,1,48.80430933766867,2,6,0,1
303,0,1,48.37888543797968,4,7,1,0
304,0,0,47.61187549019766,1,7,0,0
305,0,0,49.24270837973988,3,5,1,0
306,0,0,47.68673195507036,4,7,1,1
307,0,1,48.87192028476868,3,6,1,1
308,0,0,48.862275403101165,2,4,0,0
309,0,1,47.62035468064201,1,7,1,1
310,0,1,47.35283064112112,2,7,0,0
311,0,0,47.94271892970622,3,7,1,1
312,0,0,47.88027481483269,3,2,0,0
313,0,0,47.09317220781848,3,7,0,1
314,0,1,48.733546618300295,4,8,0,0
315,0,1,47.83924340864108,3,6,1,1
316,0,1,49.0520690798678,4,4,0,0
317,0,1,47.77450916794582,3,6,0,0
318,0,1,48.46884901664495,2,6,1,0
319,0,0,46.192069578036346,3,8,0,1
320,0,1,47.279031723955285,1,5,0,0
321,0,1,49.38850650176295,2,5,0,0
322,0,1,49.34801873181102,3,6,0,0
323,0,0,46.25950516980871,3,8,1,0
324,0,1,49.373888805453966,2,5,0,0
325,0,1,49.93940682621226,1,4,0,0
326,0,1,47.91544459435585,2,7,1,1
327,0,1,47.51820348021945,4,6,1,0
328,0,0,49.51845446806498,0,9,0,0
329,0,1,48.33366773430999,0,9,0,0
330,0,0,47.10029924117338,1,7,0,1
331,0,1,50.40068463445834,1,5,0,1
332,0,1,48.81970901660728,3,5,1,0
333,0,1,47.99383119045191,2,9,0,1
334,0,1,48.06166824231422,4,9,1,0
335,0,1,46.542589363950064,2,6,1,1
336,0,0,46.16636221458052,4,7,0,0
337,0,1,46.99090192516028,2,4,1,0
338,0,1,47.85303131637257,3,6,0,0
339,0,1,46.85875058008253,2,9,1,1
340,0,0,47.35655464837319,4,5,0,1
341,0,0,45.95876410613353,4,6,0,0
342,0,1,48.77016703134602,2,6,0,1
343,0,1,48.925927264897126,2,4,0,1
344,0,1,47.47855021262926,1,9,0,1
345,0,0,47.45770531794266,3,6,1,0
346,0,0,45.15053872941883,3,7,0,1
347,0,0,47.92701723134103,2,9,1,0
348,0,0,45.01695331631669,3,6,0,1
349,0,1,49.50148366373816,3,8,0,0
350,0,0,47.11346496423986,1,6,0,1
351,0,0,47.88752057359997,5,9,0,0
352,0,0,49.1077685028076,4,6,0,0
353,0,0,46.386415867064365,4,6,1,1
354,0,1,49.67041983286823,2,5,0,1
355,0,0,46.524196393282985,3,4,1,1
356,0,1,48.32716070991659,2,7,0,0
357,0,1,48.59739178837443,3,7,1,1
358,0,0,46.567981224536354,0,7,0,0
359,0,1,47.26292552291072,3,7,1,0
360,0,1,48.06665422341483,4,6,1,0
361,0,1,49.337420591347126,2,8,0,1
362,0,1,48.53345936654829,3,8,0,0
363,0,0,47.81517740881403,4,6,0,0
364,0,1,47.08968835176123,3,5,0,0
365,0,1,48.905635062250255,2,6,1,0
366,0,1,46.95750678795861,3,7,1,0
367,0,1,46.68034624941497,2,8,0,1
368,0,1,47.76936419895811,2,6,0,0
369,0,0,48.2765254934162,2,4,0,0
370,0,1,48.16319845190969,2,6,0,0
371,0,1,48.23349303470575,3,8,0,0
372,0,0,47.13685206440172,4,5,1,0
373,0,0,47.44843496956883,0,9,0,0
374,0,1,46.2983992237134,3,8,1,0
375,0,1,46.50599312869869,5,8,0,0
376,0,0,46.62344411587265,3,7,1,0
377,0,0,47.031555106141774,4,9,0,0
378,0,1,47.06388077102972,3,4,0,0
379,0,1,47.39345995858316,2,5,1,1
380,0,0,48.17437253755485,1,7,1,1
381,0,0,47.49649109414959,2,8,1,0
382,0,1,50.2178972050002,2,5,1,1
383,0,1,48.745361819234425,2,5,0,0
384,0,0,46.60494864159188,4,5,0,0
385,0,0,47.64378110721049,2,6,0,0
386,0,1,49.80536507707241,0,5,0,1
387,0,1,50.323611818927134,2,7,0,1
388,0,1,48.23794821476806,2,5,0,0
389,0,1,49.123706071145314,1,5,0,0
390,0,0,47.81056052053917,3,5,1,1
391,0,1,49.97450950367507,4,4,0,1
392,0,1,47.6129546466518,3,7,0,1
393,0,1,50.4369429411531,3,4,1,0
394,0,1,48.73302383384959,1,6,0,0
395,0,1,48.61838842017357,4,6,0,0
396,0,1,48.72195840472424,1,6,0,0
397,0,0,45.71725361143645,2,9,0,1
398,0,1,49.64736057700621,3,8,0,0
399,0,1,47.60949251504641,3,7,0,1
400,0,1,48.6928219918758,1,7,1,0
401,0,1,48.85882275381096,1,8,1,0
402,0,0,46.6188960370401,3,5,0,0
403,0,0,48.59196280882205,2,5,0,1
404,0,0,46.19503116281581,3,4,0,0
405,0,1,48.19507413271111,1,9,0,0
406,0,1,47.590237004904544,1,8,1,0
407,0,1,50.19972360401821,4,8,0,0
408,0,0,48.474171024816975,3,3,0,1
409,0,1,47.838393012696,3,11,0,0
410,0,1,47.5545166817151,2,8,1,0
411,0,1,48.93153332926784,3,4,0,0
412,0,1,49.14021753917341,2,7,1,1
413,0,0,47.704346884093454,3,5,1,0
414,0,1,48.10309469281331,3,6,0,1
415,0,1,48.49064745351053,1,13,0,0
416,0,0,48.16986665703382,3,7,0,0
417,0,1,47.55206380696116,3,8,0,0
418,0,0,45.3730276895548,2,6,0,0
419,0,1,50.25150503113228,2,8,0,0
420,0,0,46.31073085205139,4,4,0,1
421,0,1,48.73861152545938,4,7,0,0
422,0,0,47.850163890134965,2,6,0,0
423,0,1,48.75600066286435,3,9,0,0
424,0,1,48.88956224235003,3,6,0,0
425,0,1,47.0797409346131,3,9,0,1
426,0,0,47.60378611736318,3,5,0,1
427,0,1,50.622195846008026,1,5,0,1
428,0,1,49.05839427547337,3,6,1,0
429,0,0,46.89662270341566,2,9,0,0
430,0,1,49.11174134726059,3,6,0,0
431,0,0,49.13109282940222,2,7,0,0
432,0,0,46.675129673985126,5,5,1,0
433,0,0,48.79870206042641,3,4,0,0
434,0,1,47.37940255616344,1,7,0,1
435,0,0,47.335945756929256,1,7,1,0
436,0,1,49.16315384915943,2,4,0,0
437,0,1,49.40287574542738,3,6,0,0
438,0,1,48.44705142172929,3,4,0,0
439,0,1,46.42131930581248,3,7,1,0
440,0,1,47.535959668739046,3,7,1,0
441,0,0,46.814511812670894,3,5,1,0
442,0,0,46.57588210783543,3,10,0,0
443,0,1,50.266028475930966,1,10,0,1
444,0,1,48.818110664996,2,11,0,0
445,0,0,46.295014430195664,2,6,1,0
446,0,1,49.06355381757476,2,6,0,1
447,0,1,47.14941699781101,1,9,1,0
448,0,1,48.16192847001235,2,5,0,0
449,0,0,46.54625976093027,3,6,1,0
450,0,1,48.43815580191572,4,9,0,1
451,0,1,50.02755395951411,2,5,1,0
452,0,0,45.58687172899778,3,5,0,0
453,0,1,48.3979214099505,3,3,0,0
454,0,1,48.07462491000592,3,6,1,1
455,0,1,50.75287942960558,2,5,0,0
456,0,1,48.59255820667549,3,5,0,0
457,0,0,46.9898495052285,0,5,1,1
458,0,0,47.66634306699134,3,7,1,1
459,0,1,48.401689209473936,2,8,1,1
460,0,1,48.31049315983078,1,12,0,0
461,0,1,49.26029546931581,3,7,0,0
462,0,0,48.02286651162492,2,5,1,0
463,0,1,49.82494425362862,4,5,0,0
464,0,1,48.69656446219868,4,6,0,0
465,0,1,48.22709219633317,3,5,1,0
466,0,0,46.81200721469608,4,8,0,1
467,0,0,47.21897737239749,2,4,0,0
468,0,0,47.23146686179032,4,8,0,0
469,0,1,49.650824294719065,2,3,1,1
470,0,0,48.255603023021344,1,5,1,1
471,0,1,48.259720905519984,4,6,0,0
472,0,1,48.61004532611416,2,7,0,0
473,0,1,48.50469459685084,3,7,0,1
474,0,1,47.52006423095834,2,5,0,1
475,0,0,46.76649386894265,2,5,0,1
476,0,1,49.95077410255095,1,9,1,0
477,0,1,49.48049090058082,3,4,0,1
478,0,0,47.54098911664283,1,6,0,0
479,0,1,47.480643242329535,2,11,0,0
480,0,0,47.70761169774143,4,7,1,0
481,0,0,46.867846032507344,2,5,0,0
482,0,1,46.34453468059517,2,8,0,0
483,0,0,46.39896700196806,1,8,1,1
484,0,1,48.5066636598314,2,6,0,0
485,0,1,48.48430792717658,2,8,1,0
486,0,1,49.179708642219296,3,7,0,1
487,0,1,48.84552750168584,3,6,1,0
488,0,1,47.84982882559447,5,8,1,1
489,0,1,47.41394035298065,2,9,0,0
490,0,1,47.5711410564008,2,4,0,1
491,0,1,46.472447055924064,1,7,0,1
492,0,1,47.972368947522334,1,4,1,0
493,0,1,47.73511548110849,2,8,0,1
494,0,0,47.27850962629238,1,3,0,0
495,0,1,49.54770118151831,5,8,1,0
496,0,1,47.81011257653657,2,8,1,0
497,0,1,49.32198962207981,2,7,0,0
498,0,0,46.0669094999983,3,6,1,0
499,0,1,46.47699978812781,3,8,0,1
500,0,0,46.22087973360248,3,8,0,1
501,0,1,49.69579837184292,2,8,0,0
502,0,0,45.9864458246559,3,7,1,1
503,0,1,48.3613556842985,2,7,0,1
504,0,1,49.6735257094964,1,6,0,1
505,0,0,47.53087268939948,3,8,1,0
506,0,1,48.84623471123231,1,7,0,0
507,0,0,46.51734866944204,4,7,1,0
508,0,0,46.44433230581188,2,9,0,0
509,0,0,46.56621454463001,2,7,1,0
510,0,1,48.01440377446013,3,8,0,0
511,0,1,47.90095404820365,2,7,0,1
512,0,1,49.71835453375732,2,8,0,1
513,0,0,49.423784233588165,3,7,0,1
514,0,1,50.65911546324254,2,8,0,1
515,0,1,46.755753914438685,2,8,0,0
516,0,1,48.11127092874035,3,5,1,1
517,0,1,47.68565424520845,2,8,0,0
518,0,0,47.32448985014817,3,5,0,1
519,0,0,48.38740965661024,2,4,0,0
520,0,1,49.41582786856274,2,5,1,1
521,0,0,47.27093468819729,3,7,1,1
522,0,1,50.03085817737294,1,4,0,1
523,0,1,48.11461930264629,2,6,0,1
524,0,1,48.42448440114357,2,5,1,0
525,0,1,48.17321563065075,4,8,0,1
526,0,1,48.79484147776867,1,7,1,0
527,0,1,48.77893345824314,2,3,0,1
528,0,1,47.12352489988286,3,5,1,1
529,0,0,47.71693764745002,1,5,0,1
530,0,1,49.51464431578341,2,5,1,1
531,0,1,48.57898147994175,2,9,1,1
532,0,1,47.28436873890012,2,5,0,0
533,0,0,46.26997711457882,2,7,0,0
534,0,0,46.91870324950731,2,5,1,0
535,0,1,48.38685107654286,3,7,1,1
536,0,1,49.342245007442806,2,6,0,1
537,0,1,48.67862120632272,2,6,1,0
538,0,0,46.17675004750616,1,4,1,0
539,0,0,47.73937290579797,3,8,1,1
540,0,1,50.228169428071176,3,5,0,0
541,0,1,48.59237271092614,3,4,1,1
542,0,0,46.77925716293371,3,5,0,0
543,0,0,48.06980711587995,3,7,0,1
544,0,0,47.28526922307858,1,7,0,0
545,0,0,47.51526853632846,3,3,1,0
546,0,1,49.5444983811516,1,9,0,1
547,0,1,46.915589228854266,1,6,0,0
548,0,1,48.41334325783368,2,5,0,0
549,0,1,49.58410427469145,3,7,0,0
550,0,1,48.585882332520505,1,8,0,0
551,0,1,50.08962007571164,1,9,0,0
552,0,1,49.988944993338464,1,6,0,1
553,0,1,49.0389368768089,2,6,0,0
554,0,1,46.96379393246161,3,4,0,0
555,0,0,45.16572292619574,4,4,0,0
556,0,1,47.200292011392136,2,9,0,1
557,0,1,47.71730914322202,3,6,0,0
558,0,0,47.18637975962769,1,11,0,0
559,0,1,47.395203757953375,6,10,0,1
560,0,1,52.056530701516486,4,6,1,0
561,0,1,48.47671297060597,3,8,1,1
562,0,1,47.55137672745067,3,9,0,0
563,0,1,49.560901629768,4,6,1,1
564,0,0,48.08083465656377,0,7,0,0
565,0,1,49.38809240686872,3,7,1,0
566,0,0,47.44570001631572,4,6,0,0
567,0,1,49.38701510295865,3,7,0,1
568,0,0,49.1308305281533,3,7,0,1
569,0,0,46.86190030555983,1,7,0,1
570,0,1,48.13230392852629,5,6,1,0
571,0,1,48.7284090058647,2,7,0,0
572,0,0,47.86708793012977,3,6,1,1
573,0,0,47.55508238880967,2,10,0,1
574,0,0,46.143067796250925,4,7,1,1
575,0,0,47.99226613526263,3,5,1,0
576,0,1,49.102008759772936,1,8,1,1
577,0,1,49.7712943019087,4,8,0,1
578,0,1,47.75042789355998,1,10,0,1
579,0,1,47.092009391226966,4,8,0,0
580,0,1,48.151543714331126,2,6,1,1
581,0,1,46.9968205301815,4,7,0,1
582,0,1,48.5911583653051,1,7,1,1
583,0,0,45.40767210837432,5,8,1,1
584,0,0,48.5378473688472,2,6,0,1
585,0,1,48.16712472759944,2,5,0,0
586,0,0,46.75645301714472,3,8,0,1
587,0,1,46.91867959450899,2,8,0,0
588,0,1,48.30192866211915,4,5,0,0
589,0,1,46.85564601421556,2,7,0,1
590,0,1,48.84461785093934,2,10,1,1
591,0,1,48.68366042181889,3,3,0,0
592,0,1,46.84263807179256,3,10,0,0
593,0,1,48.36020552075527,1,10,0,0
594,0,1,48.771298093426815,1,8,1,0
595,0,1,47.81548449328744,4,8,1,1
596,0,1,48.11789008485544,2,5,0,1
597,0,1,48.76367957734709,2,9,0,0
598,0,1,52.35515266185399,4,9,1,1
599,0,1,47.81022794770801,2,9,1,1
600,0,1,49.439652359852246,1,5,0,0
601,0,1,47.57159883877623,1,7,0,0
602,0,1,50.060239189375146,2,4,0,1
603,0,0,46.68213454734832,2,7,0,0
604,0,1,47.4442906835787,1,6,1,1
605,0,1,46.52686385124165,3,7,1,1
606,0,1,48.92167239211626,3,8,0,0
607,0,1,48.79259044491389,4,4,0,1
608,0,1,47.84518619184016,4,7,0,0
609,0,0,46.84850918929277,2,7,1,0
610,0,1,47.63723745069893,0,6,0,1
611,0,1,48.60964651769528,1,7,0,1
612,0,1,48.70146200963473,3,5,1,1
613,0,0,45.828502563084015,3,6,1,1
614,0,0,48.26011941999626,0,8,0,1
615,0,1,50.22131436647931,4,4,0,0
616,0,0,49.03729546844339,2,4,1,0
617,0,1,48.72822574549436,2,4,0,1
618,0,1,47.88708078415842,3,7,0,0
619,0,1,47.701182175908365,3,6,0,1
620,0,1,48.4463791721422,2,6,1,0
621,0,1,49.44264886030568,4,5,0,1
622,0,1,48.49568940138982,3,7,0,1
623,0,1,49.43022419819791,1,6,0,0
624,0,1,47.319915067757584,3,10,1,1
625,0,0,47.50229892606576,3,7,0,1
626,0,1,47.96007178166728,3,5,1,0
627,0,1,48.6676300922343,2,7,1,1
628,0,0,46.492873627287,3,5,1,0
629,0,0,46.809735954828525,1,5,1,0
630,0,0,47.46838319036681,3,8,1,0
631,0,1,49.76977657243268,2,6,0,1
