country_id,year,policy_implementation,economic_growth_rate,gdp_per_capita,unemployment_rate,government_type,leader_gender
15,0,0,57.05424806053893,3,10,0,0
15,1,0,55.19799073358554,3,10,0,0
15,2,0,54.92750489141872,3,10,0,0
15,3,0,57.534269470135,3,10,0,0
15,4,0,55.57055191382696,3,10,0,0
15,5,0,54.51766236773383,3,10,0,0
15,6,0,56.88704355332568,3,10,0,0
15,7,0,52.42493428402382,3,10,0,0
15,8,0,56.04204038651589,3,10,0,0
15,9,0,54.33391321253599,3,10,0,0
16,0,0,56.00048958931251,3,8,0,0
16,1,0,55.46084304744868,3,8,0,0
16,2,0,53.70700154657237,3,8,0,0
16,3,0,54.66383119065581,3,8,0,0
16,4,0,53.7229987384068,3,8,0,0
16,5,0,55.0338535282887,3,8,0,0
16,6,0,54.32668598181825,3,8,0,0
16,7,0,51.472861837860805,3,8,0,0
16,8,0,52.17142581522296,3,8,0,0
16,9,0,52.0665496179066,3,8,0,0
17,0,0,55.76614678500486,4,8,0,0
17,1,0,54.976438553677134,4,8,0,0
17,2,0,52.30918043276965,4,8,0,0
17,3,0,56.60025385369386,4,8,0,0
17,4,1,61.25830195122573,4,8,0,0
17,5,1,58.21336559155774,4,8,0,0
17,6,1,58.99741806885309,4,8,0,0
17,7,1,58.98102938626404,4,8,0,0
17,8,1,59.37403215742474,4,8,0,0
17,9,1,58.92998569718745,4,8,0,0
18,0,0,55.522322486480256,3,10,0,1
18,1,0,54.7210490961806,3,10,0,1
18,2,0,51.70541932078831,3,10,0,1
18,3,0,54.42312550804159,3,10,0,1
18,4,0,56.16556819074843,3,10,0,1
18,5,0,52.71831507686241,3,10,0,1
18,6,0,53.93297031171134,3,10,0,1
18,7,0,51.88638537601884,3,10,0,1
18,8,0,52.74812145547374,3,10,0,1
18,9,0,53.40967648879343,3,10,0,1
19,0,0,55.62799635261522,5,11,0,0
19,1,0,53.22062236801024,5,11,0,0
19,2,0,51.91147426473561,5,11,0,0
19,3,0,51.67312992910755,5,11,0,0
19,4,1,57.11050984498516,5,11,0,0
19,5,1,57.9468570054845,5,11,0,0
19,6,1,58.40608207160765,5,11,0,0
19,7,1,57.4741705459515,5,11,0,0
19,8,1,57.31552634502568,5,11,0,0
19,9,1,56.75993792522845,5,11,0,0
20,0,0,55.32308419118036,2,4,0,0
20,1,0,53.13356314593105,2,4,0,0
20,2,0,53.02569981428423,2,4,0,0
20,3,0,52.96189723958909,2,4,0,0
20,4,0,53.635144980365936,2,4,0,0
20,5,0,52.744848929506894,2,4,0,0
20,6,0,54.50725423668701,2,4,0,0
20,7,0,51.90602036236664,2,4,0,0
20,8,0,52.709514286274285,2,4,0,0
20,9,0,52.06753644884234,2,4,0,0
21,0,0,57.03192840441557,5,6,1,1
21,1,0,52.00385282614374,5,6,1,1
21,2,0,51.74557748775467,5,6,1,1
21,3,0,53.44186197944928,5,6,1,1
21,4,0,53.4323738910665,5,6,1,1
21,5,0,53.09871063462733,5,6,1,1
21,6,0,54.43023757876677,5,6,1,1
21,7,0,53.46720824443005,5,6,1,1
21,8,0,51.195727154327706,5,6,1,1
21,9,0,53.353377722824185,5,6,1,1
22,0,0,57.71657945644982,4,6,0,1
22,1,0,56.08560186098402,4,6,0,1
22,2,0,56.191606354703055,4,6,0,1
22,3,0,56.19062380869308,4,6,0,1
22,4,0,55.830401828446334,4,6,0,1
22,5,0,55.279761270582334,4,6,0,1
22,6,0,57.03080009176483,4,6,0,1
22,7,0,54.05782835717316,4,6,0,1
22,8,0,55.09125894082033,4,6,0,1
22,9,0,57.3316874125618,4,6,0,1
23,0,0,56.646604586809765,5,11,0,1
23,1,0,56.91833261420902,5,11,0,1
23,2,0,53.17329185893422,5,11,0,1
23,3,0,57.31695790049741,5,11,0,1
23,4,0,54.94788383608064,5,11,0,1
23,5,0,53.44548305836891,5,11,0,1
23,6,0,53.97607639892086,5,11,0,1
23,7,0,52.340322377461135,5,11,0,1
23,8,0,54.01408321251526,5,11,0,1
23,9,0,54.921684507134415,5,11,0,1
24,0,0,58.27662971568419,2,5,0,1
24,1,0,51.90928845883793,2,5,0,1
24,2,0,53.92709284970307,2,5,0,1
24,3,0,55.515172284393486,2,5,0,1
24,4,0,53.32663466137996,2,5,0,1
24,5,0,50.94852688072961,2,5,0,1
24,6,0,56.25765175807407,2,5,0,1
24,7,0,53.1549342846656,2,5,0,1
24,8,0,52.182423022154126,2,5,0,1
24,9,0,53.7964183106219,2,5,0,1
25,0,0,56.63701851389543,5,8,0,0
25,1,0,53.58345756188835,5,8,0,0
25,2,0,55.84831592104572,5,8,0,0
25,3,0,53.945109270767176,5,8,0,0
25,4,0,51.92129034730127,5,8,0,0
25,5,0,53.03080423214039,5,8,0,0
25,6,0,52.95930027752305,5,8,0,0
25,7,0,51.44604569759133,5,8,0,0
25,8,0,52.19621101151617,5,8,0,0
25,9,0,52.67504732904538,5,8,0,0
26,0,0,54.9433107052548,3,11,0,0
26,1,0,54.64243667890583,3,11,0,0
26,2,0,51.325552126979424,3,11,0,0
26,3,0,55.07689595898907,3,11,0,0
26,4,0,54.42774108080483,3,11,0,0
26,5,0,51.44687140778889,3,11,0,0
26,6,0,53.969413167285815,3,11,0,0
26,7,1,57.79424185028853,3,11,0,0
26,8,1,59.61716095727873,3,11,0,0
26,9,1,59.74903360102505,3,11,0,0
27,0,0,56.497061985400286,2,8,0,0
27,1,0,54.69258537880259,2,8,0,0
27,2,0,54.414841616445216,2,8,0,0
27,3,0,55.41929304391323,2,8,0,0
27,4,0,56.13209322085832,2,8,0,0
27,5,0,53.64018480020992,2,8,0,0
27,6,0,55.38179409549838,2,8,0,0
27,7,0,53.30887521472488,2,8,0,0
27,8,0,54.346725758440144,2,8,0,0
27,9,0,53.56799606046891,2,8,0,0
28,0,0,54.32407870475041,4,8,0,1
28,1,0,55.255206115999584,4,8,0,1
28,2,0,53.08831911688418,4,8,0,1
28,3,0,54.06596209060443,4,8,0,1
28,4,0,54.056465289789685,4,8,0,1
28,5,0,51.32048685825087,4,8,0,1
28,6,0,53.04447198501277,4,8,0,1
28,7,0,52.91290711704696,4,8,0,1
28,8,0,53.09019372231237,4,8,0,1
28,9,1,56.99048451920372,4,8,0,1
29,0,0,58.04923074344763,5,13,0,0
29,1,0,55.03036541935507,5,13,0,0
29,2,0,55.32508741946632,5,13,0,0
29,3,0,55.44310258398101,5,13,0,0
29,4,0,55.02271347272095,5,13,0,0
29,5,0,54.17651316605615,5,13,0,0
29,6,0,53.66253978465448,5,13,0,0
29,7,0,53.945652164906924,5,13,0,0
29,8,0,54.1826199789181,5,13,0,0
29,9,0,54.45259764304904,5,13,0,0
30,0,0,55.8869984238188,1,8,1,0
30,1,0,54.66938201008595,1,8,1,0
30,2,1,58.04990330351554,1,8,1,0
30,3,1,60.75191256377984,1,8,1,0
30,4,1,58.86805589167434,1,8,1,0
30,5,1,58.7839544786584,1,8,1,0
30,6,1,59.4209684108696,1,8,1,0
30,7,1,58.044863099287696,1,8,1,0
30,8,1,58.87680116946636,1,8,1,0
30,9,1,58.90125060471991,1,8,1,0
31,0,0,56.45386551243047,3,9,1,0
31,1,0,55.26161844325915,3,9,1,0
31,2,0,55.69149433754081,3,9,1,0
31,3,0,56.08764896934152,3,9,1,0
31,4,0,52.61897174544664,3,9,1,0
31,5,0,55.03373045271958,3,9,1,0
31,6,0,55.91499375498074,3,9,1,0
31,7,0,54.2215104006181,3,9,1,0
31,8,0,52.94330425382541,3,9,1,0
31,9,0,54.00689551499511,3,9,1,0
32,0,0,57.29473210908675,7,9,0,0
32,1,0,56.74911470988334,7,9,0,0
32,2,0,52.633408709425055,7,9,0,0
32,3,0,56.5375219070652,7,9,0,0
32,4,0,54.37266449936298,7,9,0,0
32,5,0,51.58041555876775,7,9,0,0
32,6,0,53.93899474651798,7,9,0,0
32,7,0,52.40136194082333,7,9,0,0
32,8,0,54.72146993408685,7,9,0,0
32,9,0,54.70353098653272,7,9,0,0
33,0,0,58.65757600867519,4,9,1,0
33,1,0,57.29877083172348,4,9,1,0
33,2,0,55.12466841032383,4,9,1,0
33,3,0,58.86001624282269,4,9,1,0
33,4,0,56.21579623624096,4,9,1,0
33,5,0,56.51743624872504,4,9,1,0
33,6,1,61.69391891442322,4,9,1,0
33,7,1,62.71086373578429,4,9,1,0
33,8,1,60.86822885791005,4,9,1,0
33,9,1,62.63431389624211,4,9,1,0
34,0,0,57.39770430898096,1,13,1,0
34,1,0,55.24406617885606,1,13,1,0
34,2,0,55.75652469378289,1,13,1,0
34,3,0,55.83305116594066,1,13,1,0
34,4,0,55.28763753063591,1,13,1,0
34,5,0,56.39405802114688,1,13,1,0
34,6,0,57.80614681283176,1,13,1,0
34,7,0,53.07176184750626,1,13,1,0
34,8,0,53.33918050395858,1,13,1,0
34,9,0,54.875413122108,1,13,1,0
35,0,0,57.08239820836883,2,8,1,0
35,1,0,53.66071681706564,2,8,1,0
35,2,0,53.45150187556343,2,8,1,0
35,3,0,57.22506870964515,2,8,1,0
35,4,0,55.34453052968262,2,8,1,0
35,5,0,56.304812100807005,2,8,1,0
35,6,0,54.986015014800486,2,8,1,0
35,7,0,53.29310070948935,2,8,1,0
35,8,0,52.95972150526983,2,8,1,0
35,9,0,51.98632083638424,2,8,1,0
36,0,0,54.9764224924647,7,11,1,0
36,1,0,55.29088589413925,7,11,1,0
36,2,0,52.00120486669721,7,11,1,0
36,3,0,56.34671779495777,7,11,1,0
36,4,0,56.03129520213594,7,11,1,0
36,5,0,53.60919065430567,7,11,1,0
36,6,0,54.82236157239949,7,11,1,0
36,7,0,50.8817444317243,7,11,1,0
36,8,0,53.07788553347022,7,11,1,0
36,9,0,54.212119567931126,7,11,1,0
37,0,0,57.9564243818115,3,7,0,0
37,1,0,54.82342410105947,3,7,0,0
37,2,0,52.53791086512036,3,7,0,0
37,3,0,56.1194635786841,3,7,0,0
37,4,0,52.56529325521402,3,7,0,0
37,5,0,53.88590266567352,3,7,0,0
37,6,0,54.047967777319975,3,7,0,0
37,7,0,53.06111355994762,3,7,0,0
37,8,0,53.88776358145203,3,7,0,0
37,9,1,60.0119073695358,3,7,0,0
38,0,0,56.1875485683453,2,4,0,0
38,1,0,52.42520726907163,2,4,0,0
38,2,0,52.396578709283446,2,4,0,0
38,3,1,58.24218961394092,2,4,0,0
38,4,1,57.9666072959195,2,4,0,0
38,5,1,57.52330541010023,2,4,0,0
38,6,1,57.81467254881811,2,4,0,0
38,7,1,56.58079369102148,2,4,0,0
38,8,1,55.900814308379495,2,4,0,0
38,9,1,57.41238909509586,2,4,0,0
39,0,0,56.73985977194546,3,7,1,0
39,1,0,55.5239067052867,3,7,1,0
39,2,0,53.84340545593133,3,7,1,0
39,3,0,55.25549067289882,3,7,1,0
39,4,0,56.26519145269364,3,7,1,0
39,5,1,58.7989385957663,3,7,1,0
39,6,1,61.35099625741503,3,7,1,0
39,7,1,58.87199860235779,3,7,1,0
39,8,1,58.20489751160043,3,7,1,0
39,9,1,57.25386138078275,3,7,1,0
40,0,0,54.48304622335069,5,10,0,0
40,1,1,61.31529282603763,5,10,0,0
40,2,1,58.69799376273642,5,10,0,0
40,3,1,59.17116266951658,5,10,0,0
40,4,1,59.759307938362205,5,10,0,0
40,5,1,58.668177775272696,5,10,0,0
40,6,1,56.947445901269056,5,10,0,0
40,7,1,55.88649191636915,5,10,0,0
40,8,1,59.354448378892215,5,10,0,0
40,9,1,60.53191459701124,5,10,0,0
41,0,0,59.174507175821454,5,8,0,0
41,1,0,55.98131289756599,5,8,0,0
41,2,0,55.78263036498488,5,8,0,0
41,3,0,55.45918468147875,5,8,0,0
41,4,0,55.30477757692413,5,8,0,0
41,5,0,56.85632017177047,5,8,0,0
41,6,1,61.69078822097742,5,8,0,0
41,7,1,61.66155013892483,5,8,0,0
41,8,1,62.706230705019344,5,8,0,0
41,9,1,59.05967458903513,5,8,0,0
42,0,0,54.73807231726077,3,5,0,1
42,1,0,53.336191328151656,3,5,0,1
42,2,0,52.86799689085508,3,5,0,1
42,3,0,53.32570872157374,3,5,0,1
42,4,0,52.702695472188665,3,5,0,1
42,5,0,51.78007570118466,3,5,0,1
42,6,0,52.74115145266075,3,5,0,1
42,7,0,51.43782223327752,3,5,0,1
42,8,0,51.672077749899465,3,5,0,1
42,9,0,52.926946678007056,3,5,0,1
43,0,0,58.935693267100056,4,14,1,1
43,1,0,55.56318807389416,4,14,1,1
43,2,0,54.39036277973212,4,14,1,1
43,3,0,57.62876630629902,4,14,1,1
43,4,0,53.92692657587772,4,14,1,1
43,5,0,55.49706873800721,4,14,1,1
43,6,0,55.725468295050746,4,14,1,1
43,7,0,54.47513958236273,4,14,1,1
43,8,0,56.00880348674344,4,14,1,1
43,9,0,54.7802724095485,4,14,1,1
44,0,0,57.34514934580084,2,7,0,0
44,1,0,54.246183253938426,2,7,0,0
44,2,0,54.47393928828857,2,7,0,0
44,3,0,55.81435565618727,2,7,0,0
44,4,0,55.083682191615495,2,7,0,0
44,5,0,53.471737999607456,2,7,0,0
44,6,0,55.82526246227187,2,7,0,0
44,7,0,54.72495221115428,2,7,0,0
44,8,0,52.83987557164321,2,7,0,0
44,9,0,51.20998635540553,2,7,0,0
45,0,0,54.93878232515028,5,8,1,1
45,1,0,53.37444901504042,5,8,1,1
45,2,1,58.24107609592101,5,8,1,1
45,3,1,58.672318170365344,5,8,1,1
45,4,1,58.23795674622207,5,8,1,1
45,5,1,56.877686291477126,5,8,1,1
45,6,1,59.259290716223575,5,8,1,1
45,7,1,56.59186158286609,5,8,1,1
45,8,1,57.7587497511204,5,8,1,1
45,9,1,56.14194410639308,5,8,1,1
46,0,0,53.85417652999774,4,10,1,0
46,1,0,52.73416013469969,4,10,1,0
46,2,0,51.84747697462596,4,10,1,0
46,3,0,54.305047981894,4,10,1,0
46,4,0,54.39439502440867,4,10,1,0
46,5,0,53.14277057594003,4,10,1,0
46,6,0,52.41386691275856,4,10,1,0
46,7,0,52.36874893668752,4,10,1,0
46,8,0,52.242699291941406,4,10,1,0
46,9,0,51.70337630280356,4,10,1,0
47,0,0,59.28574920043782,3,9,0,1
47,1,0,56.22117853003721,3,9,0,1
47,2,0,54.25695624364195,3,9,0,1
47,3,0,53.95984787873055,3,9,0,1
47,4,0,54.82806831129818,3,9,0,1
47,5,1,59.58600515424296,3,9,0,1
47,6,1,61.52448825085068,3,9,0,1
47,7,1,58.97708405458791,3,9,0,1
47,8,1,59.54219447424277,3,9,0,1
47,9,1,58.94006707054716,3,9,0,1
48,0,0,53.80041638008539,3,8,0,1
48,1,0,50.505848076931024,3,8,0,1
48,2,0,50.20039656021811,3,8,0,1
48,3,1,58.00569165249088,3,8,0,1
48,4,1,55.65019620550687,3,8,0,1
48,5,1,54.88675967362457,3,8,0,1
48,6,1,56.85992516219288,3,8,0,1
48,7,1,56.357940266726935,3,8,0,1
48,8,1,56.56644087668053,3,8,0,1
48,9,1,56.671036121382926,3,8,0,1
49,0,0,58.59176539264549,4,11,0,0
49,1,0,57.4117291482171,4,11,0,0
49,2,0,55.73668775923706,4,11,0,0
49,3,0,56.7076709193923,4,11,0,0
49,4,0,55.67691554978843,4,11,0,0
49,5,0,57.59189114919697,4,11,0,0
49,6,1,63.41003221129403,4,11,0,0
49,7,1,59.89644904811105,4,11,0,0
49,8,1,60.79029664530886,4,11,0,0
49,9,1,61.06879932755309,4,11,0,0
50,0,0,56.70966210094882,5,9,0,0
50,1,0,53.61204355025569,5,9,0,0
50,2,1,58.93214098484396,5,9,0,0
50,3,1,59.49591474444636,5,9,0,0
50,4,1,60.083316823332375,5,9,0,0
50,5,1,58.52937704962879,5,9,0,0
50,6,1,58.9758482672152,5,9,0,0
50,7,1,57.459691445698695,5,9,0,0
50,8,1,58.917350686306,5,9,0,0
50,9,1,57.95338326218684,5,9,0,0
51,0,0,56.27887878993533,6,8,0,1
51,1,0,54.25981735912966,6,8,0,1
51,2,0,52.88515493909104,6,8,0,1
51,3,1,59.30298352752536,6,8,0,1
51,4,1,59.06800249637294,6,8,0,1
51,5,1,57.39405067872262,6,8,0,1
51,6,1,60.81818986853151,6,8,0,1
51,7,1,56.008068771518296,6,8,0,1
51,8,1,57.61687262128791,6,8,0,1
51,9,1,57.29956064065812,6,8,0,1
52,0,0,55.22565454763164,0,6,0,0
52,1,1,58.87811969608087,0,6,0,0
52,2,1,59.87877470447816,0,6,0,0
52,3,1,59.209652375987496,0,6,0,0
52,4,1,58.35849492863041,0,6,0,0
52,5,1,56.80557593991102,0,6,0,0
52,6,1,58.91262236498023,0,6,0,0
52,7,1,56.71283718904199,0,6,0,0
52,8,1,57.04519863595805,0,6,0,0
52,9,1,57.721559669126144,0,6,0,0
53,0,0,56.32798596831595,6,8,1,0
53,1,0,53.46254337933009,6,8,1,0
53,2,0,56.44250778684615,6,8,1,0
53,3,0,57.79997596434193,6,8,1,0
53,4,0,54.98249179460728,6,8,1,0
53,5,0,53.13252719459861,6,8,1,0
53,6,1,60.97951303409291,6,8,1,0
53,7,1,58.81712340814013,6,8,1,0
53,8,1,58.98547663514541,6,8,1,0
53,9,1,59.64038378737644,6,8,1,0
54,0,0,58.58225020924044,6,15,1,0
54,1,0,54.95416239406424,6,15,1,0
54,2,0,55.63274056609228,6,15,1,0
54,3,0,55.09085006745181,6,15,1,0
54,4,0,54.89445114138693,6,15,1,0
54,5,0,55.03551153926284,6,15,1,0
54,6,0,55.44764867199277,6,15,1,0
54,7,0,53.40440627300492,6,15,1,0
54,8,0,54.358979323552,6,15,1,0
54,9,0,53.90511131077056,6,15,1,0
55,0,0,57.23965640148363,6,9,0,0
55,1,0,55.75919356520302,6,9,0,0
55,2,0,54.610527229046,6,9,0,0
55,3,0,55.193665711053605,6,9,0,0
55,4,0,55.33754258044784,6,9,0,0
55,5,0,55.47743919881793,6,9,0,0
55,6,0,56.66349383490265,6,9,0,0
55,7,0,54.10300663864874,6,9,0,0
55,8,1,59.270653780682565,6,9,0,0
55,9,1,59.62661837750107,6,9,0,0
56,0,0,56.41719700896139,3,8,0,0
56,1,0,54.70367495367451,3,8,0,0
56,2,0,51.98534413197999,3,8,0,0
56,3,0,55.8001307943382,3,8,0,0
56,4,0,55.42112218254905,3,8,0,0
56,5,0,54.851487194302486,3,8,0,0
56,6,0,55.5080544715561,3,8,0,0
56,7,0,52.87521755127549,3,8,0,0
56,8,0,53.05307437756449,3,8,0,0
56,9,0,52.27426207368581,3,8,0,0
57,0,0,53.92568327647304,3,9,0,0
57,1,0,52.24579644716247,3,9,0,0
57,2,1,58.541599607870936,3,9,0,0
57,3,1,60.56771672085468,3,9,0,0
57,4,1,58.62290429062513,3,9,0,0
57,5,1,59.02134916849782,3,9,0,0
57,6,1,58.944825374590046,3,9,0,0
57,7,1,54.79196096860671,3,9,0,0
57,8,1,57.45156969839974,3,9,0,0
57,9,1,56.322948858256815,3,9,0,0
58,0,0,57.66101171165335,5,11,1,0
58,1,0,55.25975115990947,5,11,1,0
58,2,0,53.80254092612269,5,11,1,0
58,3,0,55.21283682987223,5,11,1,0
58,4,0,55.35689848701025,5,11,1,0
58,5,0,53.81707966051263,5,11,1,0
58,6,0,53.235625715399415,5,11,1,0
58,7,0,54.235733513815816,5,11,1,0
58,8,0,53.708739607391095,5,11,1,0
58,9,0,55.52991623724862,5,11,1,0
59,0,0,58.10736144930431,2,2,1,0
59,1,0,53.861740771253245,2,2,1,0
59,2,0,53.66292419127538,2,2,1,0
59,3,0,54.74950605511991,2,2,1,0
59,4,0,54.359396082764185,2,2,1,0
59,5,0,52.62009798477454,2,2,1,0
59,6,0,54.85553222711147,2,2,1,0
59,7,0,51.929897717661845,2,2,1,0
59,8,0,52.97484221628174,2,2,1,0
59,9,0,54.20364297206504,2,2,1,0
60,0,0,54.97994533277264,2,12,0,1
60,1,0,55.29491143189991,2,12,0,1
60,2,1,57.1153374898642,2,12,0,1
60,3,1,57.85951788840667,2,12,0,1
60,4,1,56.48137401453034,2,12,0,1
60,5,1,57.41933407629032,2,12,0,1
60,6,1,60.59293293867562,2,12,0,1
60,7,1,57.71023531204215,2,12,0,1
60,8,1,56.42843274786677,2,12,0,1
60,9,1,57.87570876861364,2,12,0,1
61,0,0,57.91341935568059,5,6,0,1
61,1,0,53.81828266558891,5,6,0,1
61,2,0,53.867161558267576,5,6,0,1
61,3,0,57.46821525504534,5,6,0,1
61,4,0,52.95448292508258,5,6,0,1
61,5,0,53.75337822866296,5,6,0,1
61,6,0,53.11457167819338,5,6,0,1
61,7,0,52.34839128381739,5,6,0,1
61,8,0,54.511712153612855,5,6,0,1
61,9,0,53.29522938229984,5,6,0,1
62,0,0,58.06796490498181,5,12,1,1
62,1,0,56.3658853687116,5,12,1,1
62,2,0,55.27349538137388,5,12,1,1
62,3,0,58.04069415068822,5,12,1,1
62,4,0,55.268441922995066,5,12,1,1
62,5,0,53.657940198470975,5,12,1,1
62,6,0,55.89370658544224,5,12,1,1
62,7,0,52.92845845945818,5,12,1,1
62,8,1,62.020670902625234,5,12,1,1
62,9,1,62.82092866631204,5,12,1,1
63,0,0,55.8301273338218,4,5,0,0
63,1,1,60.41925334294565,4,5,0,0
63,2,1,58.65641425509432,4,5,0,0
63,3,1,59.26289868745214,4,5,0,0
63,4,1,60.36665269402488,4,5,0,0
63,5,1,57.30772107579007,4,5,0,0
63,6,1,59.66334720366004,4,5,0,0
63,7,1,56.531028501874125,4,5,0,0
63,8,1,56.56573278735012,4,5,0,0
63,9,1,57.264961260253074,4,5,0,0
64,0,0,54.905240113492304,5,10,0,0
64,1,1,60.76680820604414,5,10,0,0
