hospital_id,year,telemedicine_implementation,patient_recovery_rate,staff_size,hospital_budget,in_rural_area,has_specialized_department
9,5,0,54.12794079523904,4,11,1,0
9,6,0,53.79496044882672,4,11,1,0
9,7,1,61.12216320060533,4,11,1,0
9,8,1,60.35012345733037,4,11,1,0
9,9,1,61.87193360871628,4,11,1,0
10,0,0,52.90289237989138,1,6,1,0
10,1,0,54.83209324738159,1,6,1,0
10,2,0,51.06500754048113,1,6,1,0
10,3,0,51.791567100465976,1,6,1,0
10,4,1,60.45233480703425,1,6,1,0
10,5,1,60.28296016129492,1,6,1,0
10,6,1,62.54977911820138,1,6,1,0
10,7,1,61.80284186589578,1,6,1,0
10,8,1,57.680645093587394,1,6,1,0
10,9,1,61.543387206360485,1,6,1,0
11,0,0,49.33760629246874,4,5,0,1
11,1,0,55.71440774913574,4,5,0,1
11,2,0,51.833120642086456,4,5,0,1
11,3,0,54.57608847666743,4,5,0,1
11,4,0,52.49849326836122,4,5,0,1
11,5,0,52.77267021384773,4,5,0,1
11,6,0,55.148345608846455,4,5,0,1
11,7,0,54.44089874462577,4,5,0,1
11,8,0,51.89092102281253,4,5,0,1
11,9,0,53.41125391254475,4,5,0,1
12,0,0,50.15316437654301,3,7,1,1
12,1,0,52.139545902125406,3,7,1,1
12,2,0,51.06219623717901,3,7,1,1
12,3,0,50.82020453036048,3,7,1,1
12,4,0,51.43128531871047,3,7,1,1
12,5,0,53.5894657507012,3,7,1,1
12,6,1,64.84030582966462,3,7,1,1
12,7,1,62.131668708910624,3,7,1,1
12,8,1,60.4809099480689,3,7,1,1
12,9,1,63.05235086398832,3,7,1,1
13,0,0,49.33758602466168,4,10,1,1
13,1,0,51.8442327034746,4,10,1,1
13,2,0,49.68290226960228,4,10,1,1
13,3,0,50.22621225849211,4,10,1,1
13,4,0,51.43528053520829,4,10,1,1
13,5,0,51.63450420934362,4,10,1,1
13,6,0,50.5790420225168,4,10,1,1
13,7,0,52.26544516370772,4,10,1,1
13,8,0,49.8792456620037,4,10,1,1
13,9,0,51.84627910143169,4,10,1,1
14,0,0,52.75056232078196,3,5,0,1
14,1,0,52.59649648564049,3,5,0,1
14,2,0,51.68584266336723,3,5,0,1
14,3,0,54.29353201004031,3,5,0,1
14,4,0,52.964916989620335,3,5,0,1
14,5,0,53.16248471811355,3,5,0,1
14,6,0,53.959803253108255,3,5,0,1
14,7,0,52.685183858346456,3,5,0,1
14,8,0,53.73929047395725,3,5,0,1
14,9,1,62.36769208990842,3,5,0,1
15,0,0,53.69424098798456,2,9,1,0
15,1,0,52.40334581987898,2,9,1,0
15,2,0,52.26350417890083,2,9,1,0
15,3,0,52.34436274211174,2,9,1,0
15,4,0,53.45850599932458,2,9,1,0
15,5,0,54.05309263050221,2,9,1,0
15,6,0,54.201750718503504,2,9,1,0
15,7,0,53.78286119212809,2,9,1,0
15,8,0,53.45678071508793,2,9,1,0
15,9,0,53.57874347025958,2,9,1,0
16,0,0,52.5894081778394,6,10,0,1
16,1,0,53.06224295808349,6,10,0,1
16,2,0,51.84945081906644,6,10,0,1
16,3,0,52.63063742060829,6,10,0,1
16,4,0,54.04815215669619,6,10,0,1
16,5,0,52.3584285160821,6,10,0,1
16,6,0,54.33254118918782,6,10,0,1
16,7,0,56.41872774371561,6,10,0,1
16,8,0,52.59614778355956,6,10,0,1
16,9,0,53.85898718464868,6,10,0,1
17,0,0,48.70133879284487,3,9,0,0
17,1,0,50.9420684794419,3,9,0,0
17,2,0,48.932094086732434,3,9,0,0
17,3,0,49.75032897791832,3,9,0,0
17,4,0,49.5237925553246,3,9,0,0
17,5,0,51.31695151699579,3,9,0,0
17,6,0,49.5114312917325,3,9,0,0
17,7,0,53.0808600531165,3,9,0,0
17,8,1,59.245436613016736,3,9,0,0
17,9,1,60.36710735514425,3,9,0,0
18,0,0,48.78697284891316,5,8,1,0
18,1,0,51.35778965371188,5,8,1,0
18,2,0,49.59176408238234,5,8,1,0
18,3,0,50.71864200514929,5,8,1,0
18,4,1,60.76060036128671,5,8,1,0
18,5,1,62.0156319442407,5,8,1,0
18,6,1,60.349252702709215,5,8,1,0
18,7,1,64.66952086421436,5,8,1,0
18,8,1,61.79523726440177,5,8,1,0
18,9,1,63.30801567128121,5,8,1,0
19,0,0,49.99919805383756,2,7,1,0
19,1,0,50.70635950325864,2,7,1,0
19,2,0,49.59686626842201,2,7,1,0
19,3,0,50.13162632091722,2,7,1,0
19,4,0,51.92695747813702,2,7,1,0
19,5,1,60.29552110104788,2,7,1,0
19,6,1,61.41809558053727,2,7,1,0
19,7,1,62.40408136385615,2,7,1,0
19,8,1,57.71117279162327,2,7,1,0
19,9,1,60.469189369962606,2,7,1,0
20,0,0,50.11821912311165,0,11,1,0
20,1,0,51.82156771925849,0,11,1,0
20,2,0,49.748534870842064,0,11,1,0
20,3,0,50.60503742476682,0,11,1,0
20,4,0,52.62293127584521,0,11,1,0
20,5,0,52.86794091409957,0,11,1,0
20,6,0,53.73965593575882,0,11,1,0
20,7,0,53.18875166372296,0,11,1,0
20,8,0,50.94820699373646,0,11,1,0
20,9,0,52.39607579823791,0,11,1,0
21,0,0,48.680662529567066,3,1,0,1
21,1,0,50.59690682894859,3,1,0,1
21,2,0,47.15774229204693,3,1,0,1
21,3,0,49.447545600816206,3,1,0,1
21,4,0,49.4728061290173,3,1,0,1
21,5,0,49.105112368776936,3,1,0,1
21,6,0,51.12866322240473,3,1,0,1
21,7,1,64.09652847090877,3,1,0,1
21,8,1,59.46139136376267,3,1,0,1
21,9,1,59.94339848570683,3,1,0,1
22,0,0,53.83407634083596,1,4,1,1
22,1,0,53.09686863555856,1,4,1,1
22,2,0,48.4615459189501,1,4,1,1
22,3,0,51.50089049300709,1,4,1,1
22,4,0,53.078311390682906,1,4,1,1
22,5,1,63.52443568772605,1,4,1,1
22,6,1,61.69835879680873,1,4,1,1
22,7,1,63.99913092701193,1,4,1,1
22,8,1,61.49117562710186,1,4,1,1
22,9,1,65.25738903208287,1,4,1,1
23,0,0,53.65177442503914,4,11,0,1
23,1,0,52.20308948229851,4,11,0,1
23,2,0,50.0555369336399,4,11,0,1
23,3,0,52.56522584505179,4,11,0,1
23,4,0,53.10993807687846,4,11,0,1
23,5,0,54.05416169071837,4,11,0,1
23,6,0,54.20798737634038,4,11,0,1
23,7,0,53.10299853185622,4,11,0,1
23,8,0,52.25125494282575,4,11,0,1
23,9,1,61.85625702039968,4,11,0,1
24,0,0,53.54309497259109,1,13,1,1
24,1,0,52.37005779077598,1,13,1,1
24,2,0,53.39035418606322,1,13,1,1
24,3,0,51.38814666055921,1,13,1,1
24,4,0,53.66817427259249,1,13,1,1
24,5,0,54.14035628163868,1,13,1,1
24,6,0,53.61028263171429,1,13,1,1
24,7,0,54.69829336230437,1,13,1,1
24,8,0,54.43486569141122,1,13,1,1
24,9,1,62.75374881706811,1,13,1,1
25,0,0,51.6891437115576,1,7,0,0
25,1,0,50.24270715148366,1,7,0,0
25,2,0,48.89797097027958,1,7,0,0
25,3,0,51.91964059418803,1,7,0,0
25,4,0,52.26480667609303,1,7,0,0
25,5,0,52.52184319475231,1,7,0,0
25,6,0,53.54063608806072,1,7,0,0
25,7,0,51.47536632413111,1,7,0,0
25,8,0,51.87923395593678,1,7,0,0
25,9,0,54.06170314357242,1,7,0,0
26,0,0,51.45666862939789,2,7,0,0
26,1,1,61.911426952682326,2,7,0,0
26,2,1,60.14973018236995,2,7,0,0
26,3,1,60.91620744004514,2,7,0,0
26,4,1,60.82633140002493,2,7,0,0
26,5,1,62.65606611529231,2,7,0,0
26,6,1,62.1398993517493,2,7,0,0
26,7,1,60.94145837560669,2,7,0,0
26,8,1,58.979842042113816,2,7,0,0
26,9,1,61.21612703437662,2,7,0,0
27,0,0,52.65656062674891,3,11,0,0
27,1,0,51.34481371355812,3,11,0,0
27,2,0,52.05279797968215,3,11,0,0
27,3,0,53.5090953798218,3,11,0,0
27,4,0,51.76496656697202,3,11,0,0
27,5,0,51.93411988313672,3,11,0,0
27,6,0,53.47124071675584,3,11,0,0
27,7,0,54.053261085663486,3,11,0,0
27,8,1,59.91014098195486,3,11,0,0
27,9,1,62.41904272631843,3,11,0,0
28,0,0,50.1326546469128,6,10,1,1
28,1,0,50.77642532030757,6,10,1,1
28,2,0,48.75318390092532,6,10,1,1
28,3,0,49.83794183901887,6,10,1,1
28,4,0,49.91345183907575,6,10,1,1
28,5,0,51.99393872618035,6,10,1,1
28,6,0,52.58127855971225,6,10,1,1
28,7,0,52.76154322870156,6,10,1,1
28,8,0,49.80114700568679,6,10,1,1
28,9,1,60.70086300008955,6,10,1,1
29,0,0,48.57638359683308,3,8,0,0
29,1,1,58.43529787199768,3,8,0,0
29,2,1,57.62421338965765,3,8,0,0
29,3,1,59.56456237367328,3,8,0,0
29,4,1,59.58865398173258,3,8,0,0
29,5,1,59.60760288813065,3,8,0,0
29,6,1,59.5170663639606,3,8,0,0
29,7,1,59.715270173964136,3,8,0,0
29,8,1,59.10452473076794,3,8,0,0
29,9,1,63.02444122027326,3,8,0,0
30,0,0,51.58503713252648,3,12,1,1
30,1,0,53.51010294414544,3,12,1,1
30,2,0,52.44315074103566,3,12,1,1
30,3,0,50.809529952332205,3,12,1,1
30,4,0,51.89595846712893,3,12,1,1
30,5,0,51.67258181676891,3,12,1,1
30,6,0,53.1950816939512,3,12,1,1
30,7,1,63.51247901200099,3,12,1,1
30,8,1,62.38961202735879,3,12,1,1
30,9,1,64.16162463531342,3,12,1,1
31,0,0,54.22451357934707,3,14,0,0
31,1,0,52.908020817728,3,14,0,0
31,2,0,53.69691196110615,3,14,0,0
31,3,0,55.50952336288605,3,14,0,0
31,4,0,54.69047756207752,3,14,0,0
31,5,0,54.20304588963163,3,14,0,0
31,6,1,65.45442655058497,3,14,0,0
31,7,1,64.80508295660722,3,14,0,0
31,8,1,63.35674953305053,3,14,0,0
31,9,1,65.77816211453055,3,14,0,0
32,0,0,53.16149730315087,6,8,1,0
32,1,0,54.244790184364696,6,8,1,0
32,2,0,51.6857985376263,6,8,1,0
32,3,0,53.398119962757534,6,8,1,0
32,4,0,54.65498223626941,6,8,1,0
32,5,0,53.87923921968055,6,8,1,0
32,6,0,53.59500750831973,6,8,1,0
32,7,0,54.52414529220079,6,8,1,0
32,8,0,53.14089219107167,6,8,1,0
32,9,0,53.31453144030238,6,8,1,0
33,0,0,50.79149262453257,3,3,1,1
33,1,0,50.897735991459854,3,3,1,1
33,2,0,49.32404485869049,3,3,1,1
33,3,0,51.022251295823736,3,3,1,1
33,4,0,51.49179862614041,3,3,1,1
33,5,0,50.8005263674002,3,3,1,1
33,6,1,62.70650021542085,3,3,1,1
33,7,1,59.42316893123517,3,3,1,1
33,8,1,59.37224083203652,3,3,1,1
33,9,1,58.94668414722966,3,3,1,1
34,0,0,49.14768557951811,3,10,1,1
34,1,1,61.30413844881332,3,10,1,1
34,2,1,58.07778819120999,3,10,1,1
34,3,1,59.4380328840494,3,10,1,1
34,4,1,60.55146414677171,3,10,1,1
34,5,1,60.09792292840126,3,10,1,1
34,6,1,61.15534136497984,3,10,1,1
34,7,1,62.438438205729895,3,10,1,1
34,8,1,62.05743092378755,3,10,1,1
34,9,1,60.66536528458688,3,10,1,1
35,0,0,52.72394091044709,3,9,0,0
35,1,0,53.63392162631158,3,9,0,0
35,2,0,50.42082745772459,3,9,0,0
35,3,0,53.44844666335383,3,9,0,0
35,4,0,52.24296539481817,3,9,0,0
35,5,1,62.07790659386503,3,9,0,0
35,6,1,63.35215631628015,3,9,0,0
35,7,1,63.15826941906815,3,9,0,0
35,8,1,62.64702643006677,3,9,0,0
35,9,1,62.17039472843451,3,9,0,0
36,0,0,52.33227745524345,3,6,0,0
36,1,0,53.52789408133079,3,6,0,0
36,2,0,50.97053263668332,3,6,0,0
36,3,0,53.83339417319632,3,6,0,0
36,4,0,52.15395654842212,3,6,0,0
36,5,0,53.67457968820775,3,6,0,0
36,6,0,53.01212368468864,3,6,0,0
36,7,0,55.26274026024426,3,6,0,0
36,8,0,51.45565395531776,3,6,0,0
36,9,1,61.35076655210425,3,6,0,0
37,0,0,53.192410939261286,3,9,0,1
37,1,0,52.7986056648384,3,9,0,1
37,2,0,51.3031093769423,3,9,0,1
37,3,0,51.919243846998896,3,9,0,1
37,4,0,51.63249412310755,3,9,0,1
37,5,0,52.7107390393016,3,9,0,1
37,6,0,52.84282248010437,3,9,0,1
37,7,0,54.62718708014364,3,9,0,1
37,8,0,51.22395411930847,3,9,0,1
37,9,0,53.75666878161556,3,9,0,1
38,0,0,51.91415183392086,3,5,1,0
38,1,0,52.2290785239168,3,5,1,0
38,2,0,51.27785018306096,3,5,1,0
38,3,0,52.047164291704654,3,5,1,0
38,4,0,54.02176396144697,3,5,1,0
38,5,0,54.9920775974516,3,5,1,0
38,6,0,55.65166069738178,3,5,1,0
38,7,0,54.21544761251669,3,5,1,0
38,8,0,52.92239789615696,3,5,1,0
38,9,0,55.587453238894255,3,5,1,0
39,0,0,50.5867422610574,6,7,1,1
39,1,0,50.31050149853005,6,7,1,1
39,2,0,51.51419495363433,6,7,1,1
39,3,0,51.38281127453232,6,7,1,1
39,4,0,50.6021210198988,6,7,1,1
39,5,0,51.23396737049362,6,7,1,1
39,6,0,50.99756174159797,6,7,1,1
39,7,0,54.88079967662624,6,7,1,1
39,8,0,49.79515076795185,6,7,1,1
39,9,0,53.53939155347497,6,7,1,1
40,0,0,51.00773728829762,5,8,1,0
40,1,0,52.88819487131022,5,8,1,0
40,2,0,50.77423383475006,5,8,1,0
40,3,0,52.06946177034378,5,8,1,0
40,4,0,52.05615922378282,5,8,1,0
40,5,0,50.57661197430538,5,8,1,0
40,6,0,53.80277835059415,5,8,1,0
40,7,0,53.919759391702186,5,8,1,0
40,8,0,50.70703920673115,5,8,1,0
40,9,1,64.02533164895804,5,8,1,0
41,0,0,51.506955049248425,0,9,1,0
41,1,0,53.936659149954174,0,9,1,0
41,2,0,52.063301292052486,0,9,1,0
41,3,0,49.92156960920116,0,9,1,0
41,4,0,51.698165639902506,0,9,1,0
41,5,0,54.54663669882729,0,9,1,0
41,6,0,53.536976400564825,0,9,1,0
41,7,0,51.80219289393929,0,9,1,0
41,8,0,51.72525771715281,0,9,1,0
41,9,0,53.163857636678095,0,9,1,0
42,0,0,50.16225143127851,3,10,0,1
42,1,0,52.48660306120944,3,10,0,1
42,2,0,48.05753797744214,3,10,0,1
42,3,1,60.82401157722045,3,10,0,1
42,4,1,60.23892554142778,3,10,0,1
42,5,1,59.53438056749565,3,10,0,1
42,6,1,58.89226012285034,3,10,0,1
42,7,1,60.7795777737075,3,10,0,1
42,8,1,58.83261253852172,3,10,0,1
42,9,1,61.33317925573526,3,10,0,1
43,0,0,51.99636398389357,1,7,1,0
43,1,0,51.36430289797365,1,7,1,0
43,2,0,50.5367418613409,1,7,1,0
43,3,0,52.47457411516658,1,7,1,0
43,4,0,53.43999294548755,1,7,1,0
43,5,0,49.98937511200005,1,7,1,0
43,6,0,54.37644505339971,1,7,1,0
43,7,0,53.16352240855269,1,7,1,0
43,8,1,61.58258563629372,1,7,1,0
43,9,1,61.86528305331099,1,7,1,0
44,0,0,52.705901775457406,6,9,1,1
44,1,0,51.45862836345351,6,9,1,1
44,2,0,50.42449216623084,6,9,1,1
44,3,0,51.304470987917306,6,9,1,1
44,4,0,50.77405261014918,6,9,1,1
44,5,0,52.7347139822989,6,9,1,1
44,6,0,52.88762687178947,6,9,1,1
44,7,0,54.79223046997613,6,9,1,1
44,8,0,50.70666108988864,6,9,1,1
44,9,1,62.28028752675003,6,9,1,1
45,0,0,51.67379892040533,0,7,1,1
45,1,0,53.29945697181606,0,7,1,1
45,2,0,50.7284705512872,0,7,1,1
45,3,0,51.36918875134688,0,7,1,1
45,4,0,52.74761617134072,0,7,1,1
45,5,0,52.23543335454502,0,7,1,1
45,6,0,55.243894274833735,0,7,1,1
45,7,0,53.6231378696544,0,7,1,1
45,8,0,51.7216445316308,0,7,1,1
45,9,0,53.14572954341367,0,7,1,1
46,0,0,51.90246097271968,6,9,0,0
46,1,0,52.76673439348481,6,9,0,0
46,2,0,49.9271915783561,6,9,0,0
46,3,0,50.653180646960266,6,9,0,0
46,4,0,53.65715886806421,6,9,0,0
46,5,0,51.63053090375509,6,9,0,0
46,6,0,53.07180008205668,6,9,0,0
46,7,0,51.68394854755712,6,9,0,0
46,8,0,51.61520691058431,6,9,0,0
46,9,0,53.73195554139314,6,9,0,0
47,0,0,49.0186834341378,1,14,1,1
47,1,1,61.248956555240014,1,14,1,1
47,2,1,58.4902985194868,1,14,1,1
47,3,1,60.09501411033615,1,14,1,1
47,4,1,61.80429531634866,1,14,1,1
47,5,1,59.05035549041485,1,14,1,1
47,6,1,59.78851261401937,1,14,1,1
47,7,1,61.03000271066519,1,14,1,1
47,8,1,60.688659818175125,1,14,1,1
47,9,1,60.94750122768839,1,14,1,1
48,0,0,49.53534848775966,4,6,0,1
48,1,0,52.6988526818988,4,6,0,1
48,2,0,48.03530809279133,4,6,0,1
48,3,0,51.78713515811251,4,6,0,1
48,4,0,49.99050324175106,4,6,0,1
48,5,0,51.16734859990347,4,6,0,1
48,6,0,53.45117724897754,4,6,0,1
48,7,0,54.76023821101357,4,6,0,1
48,8,0,49.37951980484127,4,6,0,1
48,9,0,52.09539261471036,4,6,0,1
49,0,0,51.32397776648057,1,9,1,0
49,1,0,53.67879403799845,1,9,1,0
49,2,0,50.12851161455817,1,9,1,0
49,3,0,52.30169198526457,1,9,1,0
49,4,0,52.899125561864686,1,9,1,0
49,5,0,52.62769278376938,1,9,1,0
49,6,0,50.23914952420131,1,9,1,0
49,7,0,52.71235793207652,1,9,1,0
49,8,0,50.83690169618438,1,9,1,0
49,9,0,52.71020682537272,1,9,1,0
50,0,0,52.27673297391976,5,7,1,1
50,1,0,51.918555175013616,5,7,1,1
50,2,0,49.93926165014283,5,7,1,1
50,3,0,51.4142678095197,5,7,1,1
50,4,0,52.18752885022352,5,7,1,1
50,5,0,50.9908632374082,5,7,1,1
50,6,0,51.10263731025085,5,7,1,1
50,7,0,52.77437822757578,5,7,1,1
50,8,0,50.92475947965396,5,7,1,1
50,9,0,51.92143687276608,5,7,1,1
51,0,0,50.7577418505989,2,7,0,0
51,1,0,50.72084250950526,2,7,0,0
51,2,0,50.03234130538041,2,7,0,0
51,3,0,51.78371191827426,2,7,0,0
51,4,0,51.71982009617685,2,7,0,0
51,5,0,52.66643366107469,2,7,0,0
51,6,0,52.483036886310686,2,7,0,0
51,7,0,51.54479253762415,2,7,0,0
51,8,0,51.25260543048272,2,7,0,0
51,9,0,52.00357079169056,2,7,0,0
52,0,0,50.4897769488243,8,9,0,0
52,1,1,61.69995446117116,8,9,0,0
52,2,1,58.90772864282014,8,9,0,0
52,3,1,59.9311083088791,8,9,0,0
52,4,1,59.41277008851052,8,9,0,0
52,5,1,62.42047866886429,8,9,0,0
52,6,1,63.99480559644552,8,9,0,0
52,7,1,62.12083319969352,8,9,0,0
52,8,1,60.10618977085628,8,9,0,0
52,9,1,60.951299792150266,8,9,0,0
53,0,0,51.15345289867049,3,9,1,1
53,1,0,52.59195969862163,3,9,1,1
53,2,0,49.36188977813702,3,9,1,1
53,3,0,50.96589401422551,3,9,1,1
53,4,0,51.190014571242095,3,9,1,1
53,5,0,53.41885332859703,3,9,1,1
53,6,0,52.79059782201061,3,9,1,1
53,7,0,54.2560531044076,3,9,1,1
53,8,0,52.41189271632752,3,9,1,1
53,9,0,52.88449805578202,3,9,1,1
54,0,0,51.88661069300439,1,13,0,0
54,1,0,52.86731545831287,1,13,0,0
54,2,0,49.52353341606859,1,13,0,0
54,3,0,53.34879586069721,1,13,0,0
54,4,0,51.66902562461965,1,13,0,0
54,5,1,61.64476740797775,1,13,0,0
54,6,1,62.42535056929252,1,13,0,0
54,7,1,63.10155079921978,1,13,0,0
54,8,1,61.38246520239234,1,13,0,0
54,9,1,60.67629198489234,1,13,0,0
55,0,0,50.51861235270405,5,10,1,1
55,1,0,51.67308810484239,5,10,1,1
55,2,0,50.34633183446673,5,10,1,1
55,3,0,52.25198183139622,5,10,1,1
55,4,1,61.62364173351583,5,10,1,1
55,5,1,61.40123557659221,5,10,1,1
55,6,1,61.08076756299133,5,10,1,1
55,7,1,62.158956114878485,5,10,1,1
55,8,1,59.78685409955636,5,10,1,1
55,9,1,61.22455301143631,5,10,1,1
56,0,0,53.24870995708263,1,8,0,0
56,1,0,52.77835617933851,1,8,0,0
56,2,0,51.36401245084136,1,8,0,0
56,3,1,62.26673717816519,1,8,0,0
56,4,1,62.453652331258944,1,8,0,0
56,5,1,65.45772219199395,1,8,0,0
56,6,1,62.67855511451791,1,8,0,0
56,7,1,63.16515520705943,1,8,0,0
56,8,1,61.53903574230206,1,8,0,0
56,9,1,62.99360578440896,1,8,0,0
57,0,0,53.07157713597849,4,7,1,1
57,1,0,52.47490285697639,4,7,1,1
57,2,0,51.91948769242195,4,7,1,1
57,3,0,53.663568287515965,4,7,1,1
57,4,0,52.697624790044834,4,7,1,1
57,5,0,53.733868615333904,4,7,1,1
57,6,1,63.89300300393556,4,7,1,1
57,7,1,62.3436344450333,4,7,1,1
57,8,1,60.81750940263595,4,7,1,1
57,9,1,64.76039836433422,4,7,1,1
58,0,0,51.90595867490845,4,9,0,1
58,1,0,52.10313735031887,4,9,0,1
58,2,0,50.74440376956128,4,9,0,1
58,3,0,50.74400919267666,4,9,0,1
58,4,0,51.32855677431017,4,9,0,1
58,5,0,52.81241450397119,4,9,0,1
58,6,0,53.3493157699065,4,9,0,1
58,7,0,51.716704418892,4,9,0,1
58,8,0,49.91239734081009,4,9,0,1
58,9,0,51.17091830986184,4,9,0,1
59,0,0,49.58134776973677,4,11,0,1
59,1,0,49.93840891832591,4,11,0,1
59,2,0,49.91489072248139,4,11,0,1
59,3,0,50.90220835199457,4,11,0,1
59,4,0,50.97351158665417,4,11,0,1
59,5,1,60.21764503256789,4,11,0,1
59,6,1,60.45759573369596,4,11,0,1
59,7,1,59.49380217938845,4,11,0,1
59,8,1,59.89150463332519,4,11,0,1
59,9,1,62.08070537063397,4,11,0,1
60,0,0,50.71576669654886,4,6,0,1
60,1,0,52.42104139096436,4,6,0,1
60,2,0,50.148311090216914,4,6,0,1
60,3,0,49.67236595736511,4,6,0,1
60,4,0,52.93921741667086,4,6,0,1
60,5,0,52.04074460128182,4,6,0,1
60,6,0,53.798978540059615,4,6,0,1
60,7,1,64.48886420742397,4,6,0,1
60,8,1,60.502494270799566,4,6,0,1
60,9,1,62.67312637694625,4,6,0,1
61,0,0,51.91352507573822,2,9,0,0
61,1,0,54.21913765766581,2,9,0,0
61,2,0,49.59164529809254,2,9,0,0
61,3,0,51.0215132487588,2,9,0,0
61,4,0,52.4708947638951,2,9,0,0
61,5,0,53.96009867872731,2,9,0,0
61,6,0,54.47486591546918,2,9,0,0
61,7,1,62.707346972092274,2,9,0,0
61,8,1,61.40797758966547,2,9,0,0
61,9,1,61.12782874880666,2,9,0,0
62,0,0,51.13478669514532,2,11,1,0
62,1,1,62.85807387214435,2,11,1,0
62,2,1,60.99331579600058,2,11,1,0
62,3,1,60.57784771585352,2,11,1,0
62,4,1,60.08953814692029,2,11,1,0
62,5,1,62.609936847262205,2,11,1,0
62,6,1,62.64629183916687,2,11,1,0
62,7,1,62.5522330013488,2,11,1,0
62,8,1,61.94249851596603,2,11,1,0
62,9,1,61.82244677824973,2,11,1,0
63,0,0,50.18655123044222,3,11,0,1
63,1,0,51.61944284164857,3,11,0,1
63,2,0,50.63292873109657,3,11,0,1
63,3,0,52.50585484068885,3,11,0,1
63,4,0,50.222271604336456,3,11,0,1
63,5,0,53.03841599397232,3,11,0,1
63,6,0,53.201874497877526,3,11,0,1
63,7,0,53.211283997002816,3,11,0,1
63,8,0,49.88413679863281,3,11,0,1
63,9,0,53.96919309856549,3,11,0,1
64,0,0,52.582131092923504,3,5,1,0
