employee_id,year_of_observation,minimum_wage_increase,current_year_income,previous_year_income,education_years,gender,union_membership
6,4,0,48.47544863845263,3,12,0,0
6,5,0,46.71314627432648,3,12,0,0
6,6,1,51.22425411747298,3,12,0,0
6,7,1,49.7595468817736,3,12,0,0
6,8,1,50.61478572796756,3,12,0,0
6,9,1,52.78529666512538,3,12,0,0
7,0,0,48.46804689751688,3,9,1,1
7,1,0,46.38551310682339,3,9,1,1
7,2,0,47.346714261760006,3,9,1,1
7,3,0,46.1444490321452,3,9,1,1
7,4,0,46.48783455340542,3,9,1,1
7,5,0,46.15785242362652,3,9,1,1
7,6,0,46.56798311661226,3,9,1,1
7,7,0,46.34897787666923,3,9,1,1
7,8,0,46.97366982374326,3,9,1,1
7,9,0,47.50090592413546,3,9,1,1
8,0,0,45.44017198851347,4,9,0,1
8,1,0,46.68654968004982,4,9,0,1
8,2,0,47.20635958847827,4,9,0,1
8,3,0,45.59832002263894,4,9,0,1
8,4,0,45.87644539696912,4,9,0,1
8,5,0,45.58635792507205,4,9,0,1
8,6,0,47.71439454135309,4,9,0,1
8,7,0,45.08415712270883,4,9,0,1
8,8,0,46.30158335007272,4,9,0,1
8,9,0,46.91456808860799,4,9,0,1
9,0,0,48.93823786912085,2,11,1,0
9,1,0,48.07880502237125,2,11,1,0
9,2,0,49.326467961942,2,11,1,0
9,3,0,49.74286844602302,2,11,1,0
9,4,0,48.57508375775727,2,11,1,0
9,5,0,47.53119420918338,2,11,1,0
9,6,0,47.00700660979419,2,11,1,0
9,7,1,52.52292576843892,2,11,1,0
9,8,1,53.94651885360653,2,11,1,0
9,9,1,52.71829222301168,2,11,1,0
10,0,0,49.099303216254185,4,5,1,0
10,1,0,48.85237968573338,4,5,1,0
10,2,0,50.45345630846671,4,5,1,0
10,3,0,48.32904218191819,4,5,1,0
10,4,0,49.88583304506973,4,5,1,0
10,5,0,46.82015520864464,4,5,1,0
10,6,0,48.792150591104814,4,5,1,0
10,7,1,50.75088297961131,4,5,1,0
10,8,1,54.06606469131662,4,5,1,0
10,9,1,51.7915963278248,4,5,1,0
11,0,0,51.20132100188063,2,8,1,0
11,1,0,48.25214236694062,2,8,1,0
11,2,1,52.90742697250205,2,8,1,0
11,3,1,52.45335738044808,2,8,1,0
11,4,1,54.01287175814281,2,8,1,0
11,5,1,53.353616875438725,2,8,1,0
11,6,1,52.093702783055,2,8,1,0
11,7,1,51.31381172162123,2,8,1,0
11,8,1,54.50068499381758,2,8,1,0
11,9,1,54.007200463582194,2,8,1,0
12,0,0,47.90837212738299,4,8,1,1
12,1,0,44.40340241162421,4,8,1,1
12,2,0,46.27832484586815,4,8,1,1
12,3,0,46.449045561882095,4,8,1,1
12,4,0,47.79824387630389,4,8,1,1
12,5,0,46.86971576147703,4,8,1,1
12,6,0,46.082723527990574,4,8,1,1
12,7,0,45.705864633972325,4,8,1,1
12,8,1,51.20092453813555,4,8,1,1
12,9,1,52.75138655066473,4,8,1,1
13,0,0,48.85948087309136,5,6,1,0
13,1,0,50.80215025871739,5,6,1,0
13,2,0,48.62996277301591,5,6,1,0
13,3,0,48.643486739858425,5,6,1,0
13,4,0,48.51850949155968,5,6,1,0
13,5,0,47.64765507497682,5,6,1,0
13,6,0,46.82041263451152,5,6,1,0
13,7,0,46.95203661589703,5,6,1,0
13,8,0,49.670042784105775,5,6,1,0
13,9,0,47.79800523066973,5,6,1,0
14,0,0,46.70143636261866,3,6,1,1
14,1,0,48.28384252698165,3,6,1,1
14,2,0,48.066149439584194,3,6,1,1
14,3,0,47.563910940523,3,6,1,1
14,4,0,48.020884054130704,3,6,1,1
14,5,0,48.20106807525072,3,6,1,1
14,6,0,46.78858978770827,3,6,1,1
14,7,0,46.95831232890054,3,6,1,1
14,8,1,52.872925049228165,3,6,1,1
14,9,1,52.40374377834288,3,6,1,1
15,0,0,48.53609682893143,4,11,0,0
15,1,0,47.99194235058564,4,11,0,0
15,2,0,47.83337196537605,4,11,0,0
15,3,0,47.07865348387106,4,11,0,0
15,4,0,47.71316683989236,4,11,0,0
15,5,0,45.64235890637383,4,11,0,0
15,6,0,45.68402859378339,4,11,0,0
15,7,0,47.26213589401226,4,11,0,0
15,8,0,48.73248539753353,4,11,0,0
15,9,0,47.69924839328843,4,11,0,0
16,0,0,48.70377556978968,5,14,0,1
16,1,0,47.50224377229996,5,14,0,1
16,2,0,46.92727312158088,5,14,0,1
16,3,0,47.82542445719516,5,14,0,1
16,4,0,46.44628727344265,5,14,0,1
16,5,0,48.5258411521423,5,14,0,1
16,6,0,47.419235838138334,5,14,0,1
16,7,0,47.0937284355285,5,14,0,1
16,8,0,48.16720095005079,5,14,0,1
16,9,0,48.29593025614522,5,14,0,1
17,0,0,48.70678347414378,3,11,0,0
17,1,0,47.897956446189184,3,11,0,0
17,2,0,46.5538019458755,3,11,0,0
17,3,0,43.99534702082971,3,11,0,0
17,4,0,47.62031670505875,3,11,0,0
17,5,0,45.30568446314799,3,11,0,0
17,6,0,45.26565997310673,3,11,0,0
17,7,0,45.51154985502284,3,11,0,0
17,8,0,48.05130695904455,3,11,0,0
17,9,0,49.15967402326884,3,11,0,0
18,0,0,47.677296377976575,2,9,1,1
18,1,0,46.356286545361485,2,9,1,1
18,2,0,47.83044781223057,2,9,1,1
18,3,0,45.69566231190224,2,9,1,1
18,4,0,47.384223930920406,2,9,1,1
18,5,0,46.176523601846256,2,9,1,1
18,6,0,46.66926262888568,2,9,1,1
18,7,0,45.77804909177564,2,9,1,1
18,8,0,49.08632410189343,2,9,1,1
18,9,0,49.951017445831134,2,9,1,1
19,0,0,48.27401236343333,2,10,0,1
19,1,0,47.33740069261357,2,10,0,1
19,2,0,47.55081250852155,2,10,0,1
19,3,0,48.99767316230323,2,10,0,1
19,4,0,49.05897722721697,2,10,0,1
19,5,0,47.73716393491387,2,10,0,1
19,6,0,48.07912602882908,2,10,0,1
19,7,0,47.20648138747016,2,10,0,1
19,8,0,48.36723299172361,2,10,0,1
19,9,0,50.40476982596493,2,10,0,1
20,0,0,49.53629400341544,3,7,0,1
20,1,1,52.78577228866867,3,7,0,1
20,2,1,51.76336682896557,3,7,0,1
20,3,1,52.983282483850985,3,7,0,1
20,4,1,53.1288665042451,3,7,0,1
20,5,1,51.67016857304331,3,7,0,1
20,6,1,51.77580443889098,3,7,0,1
20,7,1,52.871446482248295,3,7,0,1
20,8,1,53.94154552821028,3,7,0,1
20,9,1,55.39846282170555,3,7,0,1
21,0,0,50.8177175228918,1,3,0,1
21,1,0,48.951589779438535,1,3,0,1
21,2,0,50.60052841565581,1,3,0,1
21,3,0,50.31434660709807,1,3,0,1
21,4,0,50.3675818708926,1,3,0,1
21,5,0,47.60486751856962,1,3,0,1
21,6,0,48.27129179286022,1,3,0,1
21,7,0,50.21012319011791,1,3,0,1
21,8,0,52.07925203800598,1,3,0,1
21,9,1,54.47285649222779,1,3,0,1
22,0,0,47.612250440415046,5,11,0,1
22,1,0,48.52045334661752,5,11,0,1
22,2,0,48.0707511016018,5,11,0,1
22,3,0,47.01946201158935,5,11,0,1
22,4,0,50.04629122971405,5,11,0,1
22,5,0,48.13753599242481,5,11,0,1
22,6,0,47.46904489494597,5,11,0,1
22,7,0,47.72812374645492,5,11,0,1
22,8,0,49.79804456930325,5,11,0,1
22,9,0,50.230864789467816,5,11,0,1
23,0,0,49.44232498357744,5,6,1,0
23,1,0,48.08553201590093,5,6,1,0
23,2,0,49.13655303465646,5,6,1,0
23,3,0,48.3098036355197,5,6,1,0
23,4,0,50.52020021230267,5,6,1,0
23,5,0,46.94469830228739,5,6,1,0
23,6,0,48.96374591910835,5,6,1,0
23,7,0,48.1544417428836,5,6,1,0
23,8,0,49.96698423747247,5,6,1,0
23,9,0,51.1285880907356,5,6,1,0
24,0,0,47.01125616108466,0,4,0,0
24,1,0,47.63045338415578,0,4,0,0
24,2,1,49.81779864587821,0,4,0,0
24,3,1,51.02014050361807,0,4,0,0
24,4,1,50.83267171998954,0,4,0,0
24,5,1,50.10298074272167,0,4,0,0
24,6,1,50.11141650821564,0,4,0,0
24,7,1,51.63648833237447,0,4,0,0
24,8,1,50.64133051753238,0,4,0,0
24,9,1,51.72273650133722,0,4,0,0
25,0,0,47.85672756639391,4,11,1,0
25,1,0,47.56198604696986,4,11,1,0
25,2,0,46.278260505354,4,11,1,0
25,3,0,47.425743373535646,4,11,1,0
25,4,0,47.90889444377728,4,11,1,0
25,5,0,47.91026701847745,4,11,1,0
25,6,0,46.03527410870576,4,11,1,0
25,7,0,45.64221269368024,4,11,1,0
25,8,0,46.622011476783904,4,11,1,0
25,9,0,47.94379529874481,4,11,1,0
26,0,0,49.18256634537552,5,5,0,0
26,1,0,46.99202945814376,5,5,0,0
26,2,0,47.28069997289676,5,5,0,0
26,3,0,48.46203377368863,5,5,0,0
26,4,0,47.08032221071204,5,5,0,0
26,5,0,46.30374495215115,5,5,0,0
26,6,0,47.03146796775441,5,5,0,0
26,7,0,48.17538128091736,5,5,0,0
26,8,0,47.78022569346962,5,5,0,0
26,9,0,50.30913359054064,5,5,0,0
27,0,0,49.36706949307917,2,9,1,1
27,1,0,48.57503465840928,2,9,1,1
27,2,0,49.47170894990362,2,9,1,1
27,3,0,48.70377860420997,2,9,1,1
27,4,0,50.80386530662047,2,9,1,1
27,5,0,46.25281016244338,2,9,1,1
27,6,0,47.37311024151379,2,9,1,1
27,7,0,48.0386152030372,2,9,1,1
27,8,0,48.79642092589718,2,9,1,1
27,9,0,50.47304860347905,2,9,1,1
28,0,0,49.43556124385801,3,9,1,1
28,1,0,48.59120681981345,3,9,1,1
28,2,0,49.59681137614072,3,9,1,1
28,3,0,48.11406112880173,3,9,1,1
28,4,0,49.89074035535808,3,9,1,1
28,5,1,50.52583570476183,3,9,1,1
28,6,1,52.33389195405405,3,9,1,1
28,7,1,51.43994569275458,3,9,1,1
28,8,1,53.48682641353052,3,9,1,1
28,9,1,52.79357802120466,3,9,1,1
29,0,0,47.9990046947828,5,7,1,0
29,1,0,47.54803369365294,5,7,1,0
29,2,0,48.97730513261767,5,7,1,0
29,3,0,45.00381082176505,5,7,1,0
29,4,0,47.26837736474168,5,7,1,0
29,5,0,46.94194466034326,5,7,1,0
29,6,0,46.20856632628726,5,7,1,0
29,7,1,50.7220190779024,5,7,1,0
29,8,1,52.41499846535306,5,7,1,0
29,9,1,52.46064860193004,5,7,1,0
30,0,0,50.19257362469512,0,7,1,0
30,1,0,48.357659047681466,0,7,1,0
30,2,0,48.057007967017874,0,7,1,0
30,3,0,46.88632289957748,0,7,1,0
30,4,0,48.501381244479205,0,7,1,0
30,5,0,45.03952317146822,0,7,1,0
30,6,0,45.687233083237125,0,7,1,0
30,7,0,47.27716953207722,0,7,1,0
30,8,0,49.66691922652095,0,7,1,0
30,9,0,51.82885062541088,0,7,1,0
31,0,0,50.376309438829686,3,7,1,1
31,1,0,49.71530305214473,3,7,1,1
31,2,0,48.23463707992047,3,7,1,1
31,3,0,49.33151475798093,3,7,1,1
31,4,0,48.87474969458714,3,7,1,1
31,5,0,48.04274931966376,3,7,1,1
31,6,0,48.768218907592846,3,7,1,1
31,7,0,47.94376986105578,3,7,1,1
31,8,0,50.985817930293706,3,7,1,1
31,9,0,48.7372857548921,3,7,1,1
32,0,0,49.2158767605504,5,6,1,1
32,1,0,49.45857443665504,5,6,1,1
32,2,0,48.00107751662837,5,6,1,1
32,3,0,48.99537952344204,5,6,1,1
32,4,0,47.18973956856826,5,6,1,1
32,5,0,47.12395382058166,5,6,1,1
32,6,0,46.803925788028494,5,6,1,1
32,7,0,48.4560595051407,5,6,1,1
32,8,0,49.5449668666582,5,6,1,1
32,9,0,50.55721425937542,5,6,1,1
33,0,0,48.38200547907668,5,9,1,1
33,1,0,48.01185410846074,5,9,1,1
33,2,0,48.94777290298883,5,9,1,1
33,3,0,46.27847945187659,5,9,1,1
33,4,0,48.53784227515166,5,9,1,1
33,5,0,46.23817392010295,5,9,1,1
33,6,1,50.24376366806426,5,9,1,1
33,7,1,52.68058118528042,5,9,1,1
33,8,1,52.61146602983039,5,9,1,1
33,9,1,51.57862852162311,5,9,1,1
34,0,0,48.66314890535467,6,6,1,1
34,1,0,47.62378286411335,6,6,1,1
34,2,0,47.453033737810735,6,6,1,1
34,3,0,49.38738204112466,6,6,1,1
34,4,0,47.92442079639408,6,6,1,1
34,5,0,46.85693617926827,6,6,1,1
34,6,0,45.91374371484584,6,6,1,1
34,7,0,48.07502072955488,6,6,1,1
34,8,0,48.04058436755573,6,6,1,1
34,9,0,50.5332522204253,6,6,1,1
35,0,0,48.18022235552392,5,8,0,1
35,1,0,46.91818666587552,5,8,0,1
35,2,0,48.08228368469765,5,8,0,1
35,3,1,51.24409232296002,5,8,0,1
35,4,1,51.87323783267985,5,8,0,1
35,5,1,48.64347076559226,5,8,0,1
35,6,1,49.78492842421692,5,8,0,1
35,7,1,53.25152218239421,5,8,0,1
35,8,1,52.489198270071824,5,8,0,1
35,9,1,52.11432079337919,5,8,0,1
36,0,0,50.09099506941392,7,9,0,0
36,1,0,48.56975931847473,7,9,0,0
36,2,0,47.62770024602322,7,9,0,0
36,3,0,45.58967890834602,7,9,0,0
36,4,0,48.68789902179214,7,9,0,0
36,5,0,47.51714304113166,7,9,0,0
36,6,0,46.808612829884034,7,9,0,0
36,7,0,46.44922187427944,7,9,0,0
36,8,0,51.13793357112286,7,9,0,0
36,9,0,50.63922298790778,7,9,0,0
37,0,0,49.33113686247738,3,11,1,0
37,1,0,46.6333741504447,3,11,1,0
37,2,0,45.72106006286536,3,11,1,0
37,3,0,47.55045024821403,3,11,1,0
37,4,0,46.70419014774623,3,11,1,0
37,5,0,47.1302172868448,3,11,1,0
37,6,0,46.123032823611496,3,11,1,0
37,7,1,50.57821776483831,3,11,1,0
37,8,1,52.70866541774374,3,11,1,0
37,9,1,50.20888050733944,3,11,1,0
38,0,0,48.08383130887562,1,6,1,1
38,1,0,48.587380177073214,1,6,1,1
38,2,0,47.94487473448122,1,6,1,1
38,3,1,51.351411308313466,1,6,1,1
38,4,1,52.13678533521624,1,6,1,1
38,5,1,50.669059228682805,1,6,1,1
38,6,1,51.01082917516088,1,6,1,1
38,7,1,52.52884577995748,1,6,1,1
38,8,1,51.936643498358336,1,6,1,1
38,9,1,52.94582488313471,1,6,1,1
39,0,0,44.74353338402755,6,12,1,0
39,1,0,45.01946888519382,6,12,1,0
39,2,0,44.77562747486717,6,12,1,0
39,3,1,48.04491801674264,6,12,1,0
39,4,1,47.71002459115164,6,12,1,0
39,5,1,47.7159414338268,6,12,1,0
39,6,1,47.85476161096881,6,12,1,0
39,7,1,49.094373432969256,6,12,1,0
39,8,1,48.71096745864023,6,12,1,0
39,9,1,49.70744426787861,6,12,1,0
40,0,0,48.25311178969077,3,9,0,0
40,1,0,46.04654153427931,3,9,0,0
40,2,1,50.59702268850816,3,9,0,0
40,3,1,50.94655502038097,3,9,0,0
40,4,1,52.35729643419361,3,9,0,0
40,5,1,51.1451353393336,3,9,0,0
40,6,1,50.29674773322627,3,9,0,0
40,7,1,50.96028704952804,3,9,0,0
40,8,1,51.30068814444561,3,9,0,0
40,9,1,54.99135111489652,3,9,0,0
41,0,0,48.70094670029143,6,11,1,1
41,1,0,46.39186432375292,6,11,1,1
41,2,0,47.97424418077093,6,11,1,1
41,3,0,46.910465746247766,6,11,1,1
41,4,0,46.941526229996185,6,11,1,1
41,5,0,46.780725996641216,6,11,1,1
41,6,0,46.688615230836845,6,11,1,1
41,7,0,46.24629227377474,6,11,1,1
41,8,0,48.544730760353,6,11,1,1
41,9,0,50.10945865205325,6,11,1,1
42,0,0,48.774627481617685,7,4,0,1
42,1,0,46.34706889206348,7,4,0,1
42,2,0,46.87497537389085,7,4,0,1
42,3,1,48.81850253393094,7,4,0,1
42,4,1,50.82658813093449,7,4,0,1
42,5,1,49.807056320239326,7,4,0,1
42,6,1,49.70813531417616,7,4,0,1
42,7,1,48.31465405988028,7,4,0,1
42,8,1,51.78089814325277,7,4,0,1
42,9,1,51.50945125967127,7,4,0,1
43,0,0,50.946271656483816,7,3,1,1
43,1,0,46.89587422382224,7,3,1,1
43,2,0,47.34961033952424,7,3,1,1
43,3,0,49.008009544380286,7,3,1,1
43,4,0,48.97688702708043,7,3,1,1
43,5,0,47.260904737450815,7,3,1,1
43,6,0,48.99520411020415,7,3,1,1
43,7,0,50.69285319818401,7,3,1,1
43,8,0,48.95476303526706,7,3,1,1
43,9,0,49.12518570074114,7,3,1,1
44,0,0,47.709785896536026,6,5,1,1
44,1,0,48.00428743195262,6,5,1,1
44,2,0,47.58483404619795,6,5,1,1
44,3,0,47.74282204241929,6,5,1,1
44,4,0,48.54698402514878,6,5,1,1
44,5,0,48.35595100227554,6,5,1,1
44,6,0,46.8770924017642,6,5,1,1
44,7,0,47.30746650849352,6,5,1,1
44,8,0,48.9500793364471,6,5,1,1
44,9,1,52.0591988182847,6,5,1,1
45,0,0,46.18795985673999,3,8,1,1
45,1,0,48.244519423273005,3,8,1,1
45,2,0,47.80260715143984,3,8,1,1
45,3,0,48.154895195030726,3,8,1,1
45,4,0,47.92960450024114,3,8,1,1
45,5,0,48.02501164579144,3,8,1,1
45,6,0,47.7996742357023,3,8,1,1
45,7,0,47.22681469570239,3,8,1,1
45,8,0,48.44303536419512,3,8,1,1
45,9,0,48.38682165032803,3,8,1,1
46,0,0,50.672073509611465,3,8,1,1
46,1,0,48.15473872518475,3,8,1,1
46,2,0,49.12728223236289,3,8,1,1
46,3,1,50.23400748405757,3,8,1,1
46,4,1,52.013299099625456,3,8,1,1
46,5,1,50.599050688685146,3,8,1,1
46,6,1,52.57832830164888,3,8,1,1
46,7,1,51.48164817269668,3,8,1,1
46,8,1,52.40324576985306,3,8,1,1
46,9,1,53.18209969859529,3,8,1,1
47,0,0,45.4502660282693,4,10,0,0
47,1,0,46.67911522060643,4,10,0,0
47,2,0,46.71555917259728,4,10,0,0
47,3,0,46.14526881500278,4,10,0,0
47,4,0,46.7770593617771,4,10,0,0
47,5,0,47.15804336538511,4,10,0,0
47,6,0,46.589110983973264,4,10,0,0
47,7,0,47.65494349680941,4,10,0,0
47,8,0,48.37782037803975,4,10,0,0
47,9,0,48.494672820855264,4,10,0,0
48,0,0,46.50675225247492,3,5,0,0
48,1,0,47.55119240156573,3,5,0,0
48,2,0,46.41607514007852,3,5,0,0
48,3,0,45.016140123929794,3,5,0,0
48,4,0,44.52029433988052,3,5,0,0
48,5,0,45.0692133561604,3,5,0,0
48,6,0,46.07897219315021,3,5,0,0
48,7,0,46.92974342916786,3,5,0,0
48,8,0,47.70821533388338,3,5,0,0
48,9,0,46.1015496172346,3,5,0,0
49,0,0,50.279434070177714,1,8,1,1
49,1,0,49.88831115016996,1,8,1,1
49,2,0,49.99346472531363,1,8,1,1
49,3,0,49.399361202490326,1,8,1,1
49,4,0,51.92775712604239,1,8,1,1
49,5,0,48.7992905224461,1,8,1,1
49,6,0,49.59303794106956,1,8,1,1
49,7,0,50.19816259848284,1,8,1,1
49,8,0,53.21300393028461,1,8,1,1
49,9,0,52.32664938336497,1,8,1,1
50,0,0,50.47096698149823,4,10,1,0
50,1,0,46.99926640923744,4,10,1,0
50,2,0,49.18886176021549,4,10,1,0
50,3,1,51.94694878827793,4,10,1,0
50,4,1,54.51564077902658,4,10,1,0
50,5,1,52.54416211014866,4,10,1,0
50,6,1,52.21794504512616,4,10,1,0
50,7,1,51.756924811018806,4,10,1,0
50,8,1,54.056367487667046,4,10,1,0
50,9,1,53.5901676009454,4,10,1,0
51,0,0,47.50529442045222,0,9,1,1
51,1,0,48.758063863045074,0,9,1,1
51,2,0,47.13213657261869,0,9,1,1
51,3,0,47.54304701278996,0,9,1,1
51,4,0,47.221948483585685,0,9,1,1
51,5,0,47.11805661908928,0,9,1,1
51,6,0,49.27638606044921,0,9,1,1
51,7,0,45.01947465486288,0,9,1,1
51,8,0,49.77450405637354,0,9,1,1
51,9,0,50.84608905423364,0,9,1,1
52,0,0,49.88881684002524,0,11,0,1
52,1,0,48.65736509074684,0,11,0,1
52,2,0,49.23302912679914,0,11,0,1
52,3,0,49.6188269404254,0,11,0,1
52,4,0,49.13070560617338,0,11,0,1
52,5,0,47.62712446878353,0,11,0,1
52,6,0,47.85409649367296,0,11,0,1
52,7,0,49.08351218009603,0,11,0,1
52,8,0,50.494267513222375,0,11,0,1
52,9,0,51.19704032338708,0,11,0,1
53,0,0,48.8883416031172,4,5,0,0
53,1,0,48.52086830170364,4,5,0,0
53,2,0,49.68946206700123,4,5,0,0
53,3,0,48.21364595610044,4,5,0,0
53,4,0,49.15293181656033,4,5,0,0
53,5,0,47.719285658422926,4,5,0,0
53,6,0,48.9196571010713,4,5,0,0
53,7,0,48.827088099556136,4,5,0,0
53,8,0,49.48100495124884,4,5,0,0
53,9,0,50.3014239047795,4,5,0,0
54,0,0,48.88271748960176,2,6,1,0
54,1,0,47.363971588779066,2,6,1,0
54,2,0,47.39213289061408,2,6,1,0
54,3,0,45.10449147779482,2,6,1,0
54,4,0,48.79214798064784,2,6,1,0
54,5,0,48.56533663167197,2,6,1,0
54,6,0,48.00020911269834,2,6,1,0
54,7,0,47.0285795269405,2,6,1,0
54,8,0,50.71807833071391,2,6,1,0
54,9,0,49.39166365419904,2,6,1,0
55,0,0,48.73646262095033,7,7,0,1
55,1,0,49.62310240254852,7,7,0,1
55,2,0,49.70435863727963,7,7,0,1
55,3,0,48.85277944241863,7,7,0,1
55,4,0,48.23427365017545,7,7,0,1
55,5,0,47.30192112096826,7,7,0,1
55,6,0,46.63332826343694,7,7,0,1
55,7,0,46.58206076060372,7,7,0,1
55,8,0,48.05755728641552,7,7,0,1
55,9,0,48.960021508277066,7,7,0,1
56,0,0,47.19027899150679,6,7,0,1
56,1,0,47.49283163259243,6,7,0,1
56,2,0,45.5987037783448,6,7,0,1
56,3,0,45.88900347261306,6,7,0,1
56,4,0,48.81127405625816,6,7,0,1
56,5,0,47.03015787179084,6,7,0,1
56,6,1,50.126843897398594,6,7,0,1
56,7,1,48.11722507006368,6,7,0,1
56,8,1,51.98533801003352,6,7,0,1
56,9,1,51.76523107987999,6,7,0,1
57,0,0,49.1285553749517,6,7,1,1
57,1,0,47.43390500456138,6,7,1,1
57,2,0,48.36283824194836,6,7,1,1
57,3,0,45.65349056932598,6,7,1,1
57,4,0,47.39644389945521,6,7,1,1
57,5,1,48.95951069428205,6,7,1,1
57,6,1,49.65553486972096,6,7,1,1
57,7,1,49.51292204213759,6,7,1,1
57,8,1,50.69400406152685,6,7,1,1
57,9,1,52.28456944626072,6,7,1,1
58,0,0,50.70832147285142,4,5,1,1
58,1,0,47.712304526823445,4,5,1,1
58,2,0,48.36948113543839,4,5,1,1
58,3,0,48.82230795669215,4,5,1,1
58,4,0,47.313667189698336,4,5,1,1
58,5,0,47.14697886711431,4,5,1,1
58,6,0,47.0859310946067,4,5,1,1
58,7,0,47.587013056377934,4,5,1,1
58,8,0,49.42657065252515,4,5,1,1
58,9,0,48.8358047203505,4,5,1,1
59,0,0,49.38366780003213,5,11,0,0
59,1,0,49.13195740847753,5,11,0,0
59,2,0,47.88562593709916,5,11,0,0
59,3,0,48.8765222005861,5,11,0,0
59,4,0,46.33546552962489,5,11,0,0
59,5,0,47.26526638934632,5,11,0,0
59,6,0,46.57706597998898,5,11,0,0
59,7,0,47.642551726713165,5,11,0,0
59,8,0,49.8045621089963,5,11,0,0
59,9,0,49.509900558035085,5,11,0,0
60,0,0,50.76382413338814,4,6,1,0
60,1,0,48.264457259103885,4,6,1,0
60,2,0,50.31785056191909,4,6,1,0
60,3,0,48.94413720871562,4,6,1,0
60,4,0,47.59809022328173,4,6,1,0
60,5,0,49.68804474676082,4,6,1,0
60,6,0,49.11380664684526,4,6,1,0
60,7,0,49.73800946164889,4,6,1,0
60,8,0,50.6638070311157,4,6,1,0
60,9,0,50.65013541184289,4,6,1,0
61,0,0,48.65942071638724,6,9,0,1
61,1,0,49.3134371622259,6,9,0,1
61,2,0,49.134075020299605,6,9,0,1
61,3,0,47.0617668326792,6,9,0,1
61,4,0,48.34639661318145,6,9,0,1
61,5,0,47.95891123658549,6,9,0,1
61,6,0,48.13446075365204,6,9,0,1
61,7,0,47.92032010461271,6,9,0,1
61,8,0,49.3277096673088,6,9,0,1
61,9,0,49.584581686461775,6,9,0,1
62,0,0,50.468593028546245,3,7,1,1
62,1,0,49.48037216454924,3,7,1,1
62,2,0,47.78691851591369,3,7,1,1
62,3,0,49.01483754353549,3,7,1,1
62,4,1,53.14123885609636,3,7,1,1
62,5,1,52.21743320592788,3,7,1,1
62,6,1,49.67100385932935,3,7,1,1
62,7,1,51.08467407500093,3,7,1,1
62,8,1,53.94657291326666,3,7,1,1
62,9,1,55.12421638277111,3,7,1,1
63,0,0,49.88150426482375,2,7,0,1
63,1,0,48.26236886108663,2,7,0,1
63,2,0,47.81775870895253,2,7,0,1
63,3,0,47.93588852963966,2,7,0,1
63,4,0,49.81255055252039,2,7,0,1
63,5,0,47.366516084640494,2,7,0,1
63,6,0,48.744954959638434,2,7,0,1
63,7,0,46.978809004596926,2,7,0,1
63,8,0,48.525198585577016,2,7,0,1
63,9,0,50.74894049769105,2,7,0,1
64,0,0,47.94404720429692,4,10,1,1
64,1,0,47.55141780884148,4,10,1,1
