household_id,post_policy_period,microloan_policy,business_growth_rate,income_level,job_experience_years,rural_residence,previous_loan_status
54,0,1,47.51012188227296,3,7,0,0
55,0,1,48.58343028714789,3,8,0,0
56,0,0,48.87188900421048,2,5,0,0
57,0,1,49.38480332012367,2,7,1,0
58,0,1,47.04468357195692,3,2,1,1
59,0,1,49.57851271885461,3,9,1,1
60,0,1,48.0775291933171,2,8,1,1
61,0,1,48.01922787979178,1,5,0,0
62,0,1,47.66507609205765,2,11,0,1
63,0,0,49.4222539139387,3,8,0,0
64,0,1,49.63893253640358,2,8,0,0
65,0,0,48.86722938167391,3,9,0,0
66,0,0,48.670737364561525,3,9,1,0
67,0,1,47.6548431646907,2,5,0,0
68,0,1,48.42983632879002,2,5,1,0
69,0,1,48.04448469078309,2,5,0,0
70,0,0,47.32058671507971,3,7,0,0
71,0,0,47.296785947665306,3,8,0,1
72,0,1,49.21197917964681,2,5,1,0
73,0,1,46.841176780849615,2,8,0,1
74,0,1,48.45256744623425,3,7,0,1
75,0,1,48.85803917926151,3,6,1,0
76,0,1,48.044637974124775,2,7,0,1
77,0,1,47.901913468566086,3,7,1,1
78,0,1,49.59221141282834,3,7,1,1
79,0,0,47.74158709539214,0,6,0,0
80,0,1,46.16856988992103,3,7,1,0
81,0,1,47.71780195528801,4,9,1,0
82,0,1,48.209107712951976,4,8,0,0
83,0,1,48.14729975689172,3,7,1,1
84,0,0,48.34687807828972,5,7,0,1
85,0,1,47.91868163482221,3,6,0,0
86,0,1,47.8225034906022,1,9,0,1
87,0,1,46.45905659375967,2,6,0,0
88,0,1,46.48263580121704,3,1,1,0
89,0,1,48.360163375806266,2,7,0,0
90,0,1,47.894017411822055,1,5,0,1
91,0,1,47.53982339242979,2,4,1,0
92,0,1,46.09739725220361,4,5,0,0
93,0,0,47.45390878261349,0,7,1,1
94,0,1,47.96431747886434,2,8,1,1
95,0,0,47.13215020900245,1,7,0,0
96,0,0,47.39234119664069,3,6,1,0
97,0,1,48.20903325313208,2,6,0,0
98,0,0,48.80984660527201,3,7,1,0
99,0,1,47.78159552251816,2,8,0,0
100,0,0,49.550902150850085,3,7,0,1
101,0,1,48.29717780097297,2,5,1,1
102,0,0,48.05290080767251,1,5,0,0
103,0,0,50.26309777731668,3,4,1,0
104,0,0,49.56166631322016,3,6,1,0
105,0,0,47.4511705263249,1,6,1,0
106,0,0,48.92331946321133,3,6,0,1
107,0,1,49.05596406392879,3,10,1,0
108,0,1,46.60320932793956,2,9,0,1
109,0,1,47.808404756328585,0,8,1,0
110,0,1,47.5715201821996,2,8,1,0
111,0,1,49.243231174907095,1,8,0,1
112,0,1,48.125229988369504,2,4,1,0
113,0,0,51.04288722933194,3,9,0,1
114,0,1,49.43096974831696,2,2,1,1
115,0,0,48.609326085798735,2,5,0,0
116,0,1,48.500568793648,1,10,0,0
117,0,1,46.50377220249897,2,6,0,0
118,0,1,46.91184478233812,4,7,1,1
119,0,1,48.467894330417856,3,10,0,0
120,0,1,49.917026445631,3,8,0,1
121,0,0,48.46773800105086,3,6,1,0
122,0,1,49.93017532159973,3,6,0,0
123,0,1,48.66205640174003,4,7,0,0
124,0,1,47.16626920682933,2,9,1,0
125,0,1,46.73490154534619,1,4,0,0
126,0,1,47.423040371938114,2,8,1,1
127,0,1,45.61026181532901,4,8,1,0
128,0,1,48.75133946807699,1,6,1,1
129,0,0,48.23666693100121,4,8,0,0
130,0,1,47.04047883511404,4,6,0,1
131,0,1,48.35394466280608,1,5,0,0
132,0,1,46.23061186396666,4,8,0,0
133,0,1,48.90099076606202,3,7,1,0
134,0,0,46.67542516426734,1,6,1,0
135,0,0,48.71432870785991,2,7,0,1
136,0,0,48.20372258475168,2,7,0,1
137,0,0,48.52560757820956,2,6,1,1
138,0,0,47.29741247117244,4,7,0,1
139,0,0,49.76604781351053,4,6,1,0
140,0,1,48.11137393468014,2,9,0,1
141,0,1,46.07010906561418,3,10,0,0
142,0,1,48.011728041693736,2,7,1,0
143,0,0,47.85622923135377,3,6,0,0
144,0,0,48.181538739186976,2,7,1,0
145,0,1,49.44804176176959,2,7,0,1
146,0,0,49.29878799474433,1,8,0,1
147,0,1,48.948088684741286,4,9,0,0
148,0,1,47.95022104347287,3,6,0,0
149,0,1,46.92964857708564,1,6,1,0
150,0,1,47.83709440679144,4,4,1,0
151,0,1,47.957503813663465,4,6,1,0
152,0,1,48.17277229803007,2,3,0,0
153,0,1,47.64239044225282,3,9,0,0
154,0,1,48.602838820406255,2,8,0,0
155,0,1,48.66993696017688,2,8,0,1
156,0,1,48.723498466272666,4,4,1,1
157,0,1,47.07814766378715,3,5,0,1
158,0,0,49.7122915532854,3,7,0,0
159,0,0,47.48157715951229,3,5,0,1
160,0,0,49.4510828263648,3,6,0,0
161,0,1,48.14323877546786,5,4,1,0
162,0,1,48.26864560028298,3,6,0,0
163,0,1,46.380860806212745,1,3,0,0
164,0,1,48.31875771228298,0,7,1,0
165,0,1,46.74914397887093,3,9,1,0
166,0,0,47.36802460883919,2,8,1,0
167,0,1,47.99702057068308,3,6,1,1
168,0,1,49.377260057425,2,7,1,1
169,0,0,50.04057321307627,3,9,0,0
170,0,0,48.26040181649726,2,6,0,1
171,0,1,48.05258496633706,0,7,1,0
172,0,1,48.05371698277538,3,6,0,1
173,0,1,48.036870141183584,3,2,0,0
174,0,1,47.54980313676027,4,7,1,0
175,0,1,47.94553668752162,1,6,0,0
176,0,0,48.00634389397855,3,6,0,1
177,0,0,49.63257293664947,3,7,0,1
178,0,0,50.33194848439584,2,7,0,0
179,0,0,49.50123667793416,1,4,0,1
180,0,1,46.42092725410163,4,7,0,0
181,0,0,49.73701132461231,3,6,0,1
182,0,1,47.06928522100719,2,7,1,1
183,0,1,47.05092376834584,2,6,1,1
184,0,0,47.86853487131894,0,5,1,0
185,0,1,49.44169744333441,4,7,1,1
186,0,1,48.08354214369908,2,8,1,1
187,0,0,49.11374212282156,2,5,1,1
188,0,1,47.84492665548967,2,7,0,0
189,0,1,49.17214370834124,2,7,0,1
190,0,1,47.54044206442235,1,8,1,1
191,0,1,47.08717324392141,2,6,0,1
192,0,1,47.20214847617192,3,3,0,0
193,0,1,46.669734734670925,2,5,0,1
194,0,1,48.80118711037674,3,7,0,0
195,0,0,49.92907730312293,2,8,1,1
196,0,1,46.51121785908974,3,9,0,1
197,0,1,47.03066501322012,4,6,0,1
198,0,0,48.60204527616527,3,7,1,0
199,0,1,46.29940106057914,3,7,0,0
200,0,1,47.020297515610416,2,9,0,1
201,0,1,47.40617541965692,2,8,1,1
202,0,1,47.61120234318141,2,8,1,0
203,0,1,48.94833756667367,2,5,0,1
204,0,1,46.51069046924325,1,7,1,0
205,0,0,48.23540450840765,2,5,0,0
206,0,1,47.00272433646976,4,7,1,1
207,0,1,46.2696972041405,4,8,1,0
208,0,0,50.21109671562132,3,7,0,0
209,0,0,47.97364677173327,3,8,0,1
210,0,1,48.16795903807335,3,7,1,1
211,0,0,50.43364635191492,3,8,1,0
212,0,1,48.42721954431117,3,7,0,1
213,0,0,48.68472101025888,2,4,0,0
214,0,1,46.21477932046416,3,5,0,0
215,0,0,48.307991436278215,2,9,0,0
216,0,1,46.07435520331184,3,5,1,1
217,0,0,49.83230852098655,4,7,0,0
218,0,0,49.239530731407335,3,6,0,1
219,0,0,49.95817534598304,3,7,0,1
220,0,1,47.61289535279578,2,9,1,0
221,0,1,48.33178469706681,3,8,0,0
222,0,1,49.71574571887797,2,4,1,0
223,0,0,48.78527817922055,3,6,0,1
224,0,1,48.00142284178256,2,8,0,0
225,0,1,48.17880039617249,1,6,1,0
226,0,1,45.904318142255306,2,5,1,0
227,0,1,48.798318082164265,2,5,0,0
228,0,1,46.63590841614371,2,6,1,0
229,0,0,47.6513696580142,3,5,0,0
230,0,1,47.38729330642851,2,6,1,0
231,0,0,48.7671797227573,2,6,0,0
232,0,0,47.795350615760114,3,7,1,0
233,0,1,46.77932654921989,3,8,0,1
234,0,0,50.0721885790167,4,9,0,0
235,0,0,48.90123378309045,2,3,1,1
236,0,1,47.28813389940704,3,9,1,0
237,0,1,47.87273339401887,3,7,1,0
238,0,1,47.33030075743714,2,5,0,0
239,0,1,49.20443412356744,0,9,0,0
240,0,1,48.9264634144162,3,6,0,0
241,0,1,47.388193352921846,1,7,0,0
242,0,0,49.26074251975979,5,5,0,0
243,0,1,46.926558457027056,3,5,1,0
244,0,0,48.69066050578955,2,4,0,0
245,0,1,46.70796835484644,2,7,0,0
246,0,0,47.60811046581438,2,6,1,0
247,0,1,47.169240752769205,2,6,1,0
248,0,1,48.306682740422666,2,8,0,0
249,0,1,47.43841479095759,2,3,1,0
250,0,1,45.64994808012467,2,10,0,0
251,0,1,47.57580401706449,4,7,1,0
252,0,0,48.9418945643005,2,5,0,1
253,0,1,47.29267417457044,4,6,0,1
254,0,1,48.346730692194605,0,8,1,0
255,0,1,47.69894520452815,2,6,0,0
256,0,0,46.7243329928141,1,8,1,0
257,0,1,48.591329670826845,2,5,0,1
258,0,0,47.55234555961212,1,6,0,0
259,0,1,47.80278364962047,3,7,0,0
260,0,1,46.256194723916046,2,9,1,0
261,0,1,47.59612124953934,3,7,1,1
262,0,1,47.93453270799723,3,5,1,1
263,0,1,48.68905563967427,3,4,1,0
264,0,0,47.71900777704085,1,6,0,0
265,0,1,48.56206846715321,3,7,0,1
266,0,1,46.18793070551663,2,7,0,0
267,0,1,48.60573735875538,0,6,0,0
268,0,1,48.1938171671118,3,8,1,1
269,0,0,48.60360818071329,2,5,0,0
270,0,0,48.91390895092195,4,6,1,1
271,0,1,48.36159696949149,1,6,1,0
272,0,1,49.07142783080067,1,7,0,0
273,0,0,47.64374917055856,2,9,0,1
274,0,1,48.13268650612741,2,6,0,0
275,0,0,47.65062554467265,1,6,1,0
276,0,1,47.54943044757648,1,6,1,0
277,0,0,48.99204202913749,3,6,0,0
278,0,0,49.1072115644865,3,7,1,0
279,0,1,46.53664275966074,3,7,1,0
280,0,1,48.930561371067256,3,4,0,0
281,0,0,49.78582244860321,2,7,0,1
282,0,1,46.53469100076862,1,8,1,0
283,0,0,47.6060874233465,2,7,1,1
284,0,1,46.52094093003896,4,6,1,0
285,0,0,47.72278170460625,3,8,1,0
286,0,0,49.58612129902584,3,6,0,1
287,0,0,47.85468764116823,2,6,1,1
288,0,1,48.21012689597922,3,5,1,1
289,0,1,49.0932189071392,2,7,0,1
290,0,1,47.84863783087029,2,7,0,1
291,0,1,47.30192128075241,3,8,0,0
292,0,0,49.11023603021688,3,6,0,0
293,0,1,47.64757715464985,1,7,1,1
294,0,1,47.89329466138918,4,6,1,0
295,0,0,48.863947321205615,2,5,1,0
296,0,1,49.1299624397406,3,4,0,0
297,0,1,47.06943600906365,2,9,1,0
298,0,0,49.30906317000171,2,4,0,0
299,0,1,46.71946492027116,2,5,0,0
300,0,1,47.68488425772603,2,5,1,0
301,0,1,47.97350250513298,1,9,0,0
302,0,1,47.1684524577684,3,6,0,1
303,0,0,47.24579335164525,3,6,1,0
304,0,1,45.61222038784483,2,9,1,1
305,0,1,49.2921771360981,3,5,1,0
306,0,1,47.89491131304367,1,7,0,0
307,0,0,48.20003388025276,4,5,0,0
308,0,0,48.46575935205337,4,4,0,0
309,0,1,47.21716699518686,2,7,0,0
310,0,0,49.50682931110701,2,4,0,1
311,0,1,47.61593031978936,2,6,0,0
312,0,1,49.6048848576248,3,4,1,1
313,0,0,49.44186544177065,3,7,0,0
314,0,1,47.45123116350327,4,8,1,0
315,0,0,49.64942178834966,4,7,1,0
316,0,1,48.59918251352432,3,8,0,1
317,0,1,48.66342765974907,3,5,1,1
318,0,0,48.77869252870698,3,7,0,1
319,0,1,48.372397362828416,3,6,0,1
320,0,0,46.96816987730704,2,9,0,1
321,0,0,48.36669661936266,2,5,1,0
322,0,0,48.06901892390982,3,4,0,0
323,0,1,47.661872099932594,3,5,0,0
324,0,1,47.14766678154582,2,4,0,0
325,0,1,46.93461113421304,3,6,1,1
326,0,1,47.703395533625326,3,5,0,1
327,0,0,49.90443349105375,2,7,0,0
328,0,1,47.9241821048518,3,8,1,0
329,0,0,47.223495828598594,2,6,1,1
330,0,0,48.62242585989264,1,4,0,0
331,0,0,48.8479931378506,2,6,0,0
332,0,0,48.88422396405002,3,7,0,0
333,0,1,46.26171548383994,4,4,0,1
334,0,0,49.01454971153082,0,6,1,0
335,0,1,47.308548255724375,3,9,1,0
336,0,1,47.67183807306732,3,8,1,0
337,0,0,50.01143162506256,2,3,1,1
338,0,1,47.39215350328147,4,9,0,1
339,0,1,48.12314403980765,3,2,0,0
340,0,1,48.58784646391898,3,6,0,0
341,0,1,49.37742551514068,2,7,1,1
342,0,1,47.86765328143002,3,9,0,1
343,0,1,47.69492181787164,2,9,0,0
344,0,0,48.71842503708899,4,7,0,0
345,0,1,49.102598123789896,3,5,0,0
346,0,1,47.59641854546159,3,7,0,1
347,0,1,48.78621555988771,4,6,0,1
348,0,1,46.32624617754495,2,6,0,0
349,0,0,48.50681178489223,3,7,1,1
350,0,1,45.65700948302009,3,5,0,0
351,0,0,51.84207498753976,2,5,0,0
352,0,1,49.60814028434752,3,6,1,0
353,0,1,46.40225562098505,3,9,1,0
354,0,1,48.494912150806165,3,7,0,1
355,0,0,48.87536747988192,1,8,0,1
356,0,1,49.08221085408545,4,8,1,1
357,0,0,48.68873999178227,2,8,0,1
358,0,1,47.68766066380787,1,8,1,0
359,0,0,48.91704429918295,2,5,0,1
360,0,1,49.06579339046163,2,11,0,1
361,0,0,49.56764716247837,2,7,0,1
362,0,1,47.51751985311165,4,9,0,1
363,0,0,48.966788069944535,1,6,0,1
364,0,0,49.54379145019252,2,6,1,1
365,0,0,49.78069277537352,3,6,0,0
366,0,1,48.73995864070287,2,6,0,0
367,0,0,49.46364030993568,3,3,1,1
368,0,1,47.95476504367277,4,8,0,0
369,0,1,46.68405508948707,4,4,1,0
370,0,1,47.38079599363503,4,8,1,0
371,0,0,49.28790369707664,2,8,0,1
372,0,1,48.81261083311773,4,6,1,0
373,0,1,46.21460911254996,4,4,0,0
374,0,1,48.75981299917771,3,6,0,0
375,0,1,47.85452630526728,3,6,0,1
376,0,1,49.15095227056694,4,3,0,1
377,0,1,48.02811046258526,2,8,0,1
378,0,1,46.90103348918635,1,7,0,1
379,0,1,49.36782599524969,2,5,0,0
380,0,1,48.65276314819374,3,7,0,1
381,0,1,48.70189061757792,2,6,0,0
382,0,1,47.453156545102665,2,3,1,1
383,0,1,47.205502816541255,0,7,0,1
384,0,0,46.84166290934876,2,9,0,0
385,0,0,50.28508534929001,2,5,0,1
386,0,1,48.95606784266756,3,6,0,0
387,0,0,49.67623813838566,2,6,0,0
388,0,1,48.70434681675548,3,10,0,1
389,0,1,48.052662499155005,1,7,0,1
390,0,1,47.77102257682301,1,7,0,0
391,0,1,48.11982124129092,2,5,0,0
392,0,1,48.70098357101087,4,5,1,1
393,0,0,47.42185617884829,1,7,1,1
394,0,1,48.17077924751648,2,7,1,0
395,0,1,47.40247892344469,2,7,0,0
396,0,1,47.40442736759491,3,7,0,0
397,0,1,47.53130200553064,2,4,0,0
398,0,1,46.359334718173656,3,4,1,1
399,0,0,48.02253097512635,2,6,0,0
400,0,1,50.59661008602108,1,6,0,1
401,0,1,48.40722520822959,2,7,1,1
402,0,1,48.93237534575268,3,7,1,1
403,0,1,48.75735511481173,3,8,1,0
404,0,1,48.39624671421928,2,8,1,0
405,0,1,48.69616005344392,3,5,1,0
406,0,1,46.75492071879865,3,4,1,0
407,0,1,48.13750041729215,2,4,0,1
408,0,0,49.01227127270912,2,8,1,0
409,0,1,48.90112856930816,2,6,0,0
410,0,0,49.94083424734629,2,5,1,1
411,0,1,48.60998989125464,3,6,1,0
412,0,1,49.16158919417968,3,5,1,1
413,0,1,48.87177562442923,5,5,0,1
414,0,1,47.60706507614867,3,6,0,1
415,0,0,49.1336465577607,3,4,1,0
416,0,1,46.63253874585927,3,5,0,1
417,0,0,48.49617133295381,2,7,1,1
418,0,1,47.26741919626754,3,7,1,0
419,0,1,46.4207027089354,3,8,0,1
420,0,0,47.93037013049337,2,5,0,1
421,0,1,48.53796158607399,2,5,0,0
422,0,1,47.87894402423942,1,6,0,1
423,0,0,49.13887434850975,3,3,1,1
424,0,1,47.20532118677702,5,6,1,1
425,0,1,48.39963821183558,1,4,1,0
426,0,1,48.58931514107876,1,6,1,0
427,0,0,50.5267279426399,4,6,1,0
428,0,0,48.683134349508485,4,7,1,1
429,0,0,50.94206956110392,2,7,0,0
430,0,1,49.82819228694321,3,3,0,0
431,0,0,48.68741969355175,3,7,0,0
432,0,1,47.526875825372514,4,6,0,0
433,0,0,48.80664292277942,3,7,0,0
434,0,0,47.64125631511226,3,7,0,1
435,0,0,49.04210188997781,1,3,0,0
436,0,1,47.580719765149546,4,8,0,0
437,0,1,46.84565675549906,4,8,0,0
438,0,1,49.21588468914649,3,6,1,0
439,0,0,49.817095233370615,2,8,1,0
440,0,1,46.206941269530105,1,7,1,1
441,0,0,50.28386787885484,1,6,1,1
442,0,0,48.02478789104958,3,5,1,1
443,0,1,47.1459374778268,4,8,1,0
444,0,0,48.13931673783989,3,4,0,0
445,0,1,48.47696981869732,3,5,1,0
446,0,1,48.15480249029544,3,8,0,1
447,0,0,47.902928394735554,0,8,1,1
448,0,1,46.98325892848821,3,10,0,0
449,0,0,47.60436731434061,2,7,1,1
450,0,0,48.642609161263486,3,5,0,0
451,0,1,48.0294130485858,3,6,0,1
452,0,1,48.389689992114334,3,5,0,0
453,0,1,47.9888168025476,1,6,0,0
454,0,0,49.77884651811125,5,5,0,0
455,0,1,47.12286163040096,0,4,0,1
456,0,0,48.859595693363545,1,4,0,0
457,0,0,50.47615499359513,2,7,1,0
458,0,0,48.04026884260789,1,9,0,1
459,0,0,48.22999740813151,2,6,1,0
460,0,1,46.09672481196715,4,2,1,1
461,0,1,47.398452536973856,3,5,0,1
462,0,1,46.3720862720422,2,9,0,0
463,0,1,47.52974348433433,4,6,0,0
464,0,1,48.90053057697884,2,5,0,0
465,0,0,49.34291636466251,2,4,0,0
466,0,1,48.61213874789344,2,3,1,0
467,0,1,48.70121436636597,3,6,0,0
468,0,0,47.64005028133699,4,6,1,1
469,0,1,47.46482864337795,3,6,0,1
470,0,1,47.13424735485524,2,6,0,1
471,0,1,48.712233314624754,2,9,1,1
472,0,1,47.516092945750586,3,9,1,0
473,0,1,46.90787785386591,2,6,1,0
474,0,0,49.20055947309706,3,7,0,1
475,0,0,49.43986872334423,1,7,0,1
476,0,1,48.88321422249522,3,5,1,1
477,0,0,47.454351354904766,3,5,1,0
478,0,0,50.32571052532938,2,3,0,1
479,0,1,47.92569083497784,3,6,1,1
480,0,1,48.87684540548165,3,3,0,0
481,0,0,48.80458756926772,4,9,0,1
482,0,1,46.87715144617264,1,9,1,1
483,0,1,47.51042122603528,0,7,1,0
484,0,1,47.880795680936025,2,6,1,0
485,0,0,50.54062981395574,3,4,1,1
486,0,0,50.03079266299645,2,8,0,0
487,0,1,49.19432028882737,5,3,0,0
488,0,0,47.63293621246045,2,4,0,0
489,0,0,48.01836527510801,2,6,0,0
490,0,1,50.31291001101461,2,5,1,0
491,0,1,47.27032352192452,2,3,1,1
492,0,1,47.369836773302666,4,10,1,0
493,0,1,49.585598011420274,2,3,0,0
494,0,1,46.395635979191546,3,10,1,1
495,0,1,47.818431770454914,4,8,1,1
496,0,1,45.79095917663674,1,3,1,0
497,0,0,47.923802432500864,3,5,0,1
498,0,0,47.79176120367544,2,8,0,0
499,0,0,48.19185545884112,2,7,0,0
500,0,1,47.82254705219102,2,4,1,0
501,0,0,48.69277857349457,3,7,1,0
502,0,0,49.94844503198334,2,5,0,0
503,0,1,47.32595078641101,2,10,1,0
504,0,0,49.8222955483359,3,4,1,1
505,0,0,49.08218744427638,1,8,0,0
506,0,0,49.667395874482445,2,5,0,0
507,0,1,48.50179015955674,4,9,0,0
508,0,0,49.55029740714234,4,7,1,1
509,0,1,46.603434122717694,1,4,1,0
510,0,1,47.95770166032231,4,4,0,1
511,0,0,48.245515379888296,2,3,0,1
512,0,0,51.01096947474709,2,7,1,0
513,0,0,49.23243039105384,4,7,0,0
514,0,0,48.97080175743482,2,9,1,0
515,0,1,46.70827117974897,4,8,0,0
516,0,0,48.65700027249281,2,5,0,1
517,0,1,48.676967342505485,3,8,0,1
518,0,1,46.46574335374748,2,6,1,0
519,0,1,46.680854104486,3,8,1,1
520,0,1,48.50274035034317,2,7,0,0
521,0,0,46.82450140925224,3,6,0,0
522,0,1,48.0353489655445,2,6,1,1
523,0,1,47.83460449770538,3,7,0,1
524,0,1,47.73824443858566,0,7,1,0
525,0,1,48.81650175833936,2,7,1,1
526,0,0,50.225740065106514,4,7,1,0
527,0,0,47.789710970012784,1,7,1,0
528,0,1,48.338671581157776,2,3,1,1
529,0,1,45.74152727268021,3,7,1,0
530,0,1,47.499116845189874,2,7,1,1
531,0,0,46.44473103760986,3,7,0,0
532,0,0,47.532138281236,4,9,0,0
533,0,1,48.11941741116977,5,7,0,0
534,0,0,48.12665132193316,2,6,1,0
535,0,1,46.67956346933645,3,5,0,1
536,0,0,49.53528131648089,3,4,1,0
537,0,1,49.59956395449042,2,3,1,0
538,0,1,45.77636077572612,3,7,0,0
539,0,1,46.01453166049363,2,7,0,0
540,0,0,46.92564345654733,3,8,0,1
541,0,0,49.50874043983675,2,6,0,0
542,0,0,47.47167012963229,5,5,0,0
543,0,1,49.51611345402153,2,5,0,1
544,0,0,47.62292866513445,3,8,0,0
545,0,1,48.74422884916296,3,5,1,1
546,0,1,46.58233459170175,2,6,1,0
547,0,1,48.46644550916105,2,4,1,0
548,0,0,48.60214764533382,2,5,0,1
549,0,1,47.62250224757621,3,4,0,0
550,0,0,49.57473902011446,3,5,1,0
551,0,1,48.22077093602309,2,7,1,1
552,0,1,47.09422531227796,4,7,0,1
553,0,0,48.26939196263167,1,7,0,0
554,0,0,47.18878831481838,4,6,0,0
555,0,1,47.1430016030906,2,5,0,0
556,0,1,49.264182856747446,0,8,0,0
557,0,1,47.80025826856305,3,7,1,1
558,0,0,47.78448255477762,3,9,0,0
559,0,1,48.360962216885184,3,3,1,0
560,0,1,49.20000568388383,3,8,0,1
561,0,0,47.94940131177168,0,8,0,0
562,0,1,48.23845020225389,4,9,1,1
563,0,1,47.636790635383065,2,6,1,1
564,0,1,46.38700709347655,4,5,1,1
565,0,0,48.46180747448456,2,7,0,0
566,0,1,47.57166786352598,3,5,1,1
567,0,1,47.55554124119411,4,4,1,0
568,0,0,48.21001234084276,4,7,1,0
569,0,0,50.31078988241843,3,6,0,0
570,0,1,47.82347914598405,3,9,0,0
571,0,1,47.43101418844286,5,5,1,0
572,0,0,49.23562826407132,2,7,1,0
573,0,0,46.342471093232966,3,7,0,1
574,0,1,47.55335526584481,1,8,0,0
575,0,1,50.12901283341481,3,4,1,0
576,0,0,48.6421748070227,3,8,1,0
577,0,1,47.97616989647866,2,5,1,0
578,0,1,50.02323781153969,3,4,0,0
579,0,1,48.07496618227847,3,3,0,1
580,0,1,48.53600640629237,2,5,0,0
581,0,1,47.800531372509546,4,9,0,1
582,0,1,48.20487985902548,2,5,1,1
583,0,0,49.97486503359504,3,6,0,1
584,0,1,48.21862299309336,4,9,1,1
585,0,1,48.71845794715434,3,5,0,1
586,0,0,47.69369124442228,2,8,1,0
587,0,1,49.33550291450639,3,6,0,0
588,0,1,47.792155346229606,1,1,0,1
589,0,0,48.66314627551607,3,7,0,0
590,0,0,48.552142481491806,2,6,0,0
591,0,1,46.85899550850761,3,7,0,0
592,0,0,48.49057649772199,4,3,0,1
593,0,0,48.36219607154806,4,7,0,0
594,0,0,49.39108146763839,3,5,1,0
595,0,0,47.53926313459748,4,3,0,1
596,0,1,48.304688890607146,4,5,1,1
597,0,0,49.32847965813764,2,5,0,0
598,0,0,48.468396887824746,5,8,0,0
599,0,0,49.84232702908695,2,5,1,0
600,0,1,49.29698388525834,2,4,0,1
601,0,1,47.83913985441361,3,7,1,0
602,0,1,50.4913497778637,3,4,0,1
603,0,0,48.99600172498592,3,5,0,1
604,0,0,50.26674931526885,0,9,0,1
605,0,0,47.5292771093642,2,8,1,1
606,0,1,48.1866417150514,2,3,1,0
607,0,1,49.53230953183258,3,7,0,0
608,0,1,48.35272909666139,1,7,0,1
609,0,0,48.46469502157804,2,10,1,0
610,0,1,45.54116800370577,1,8,1,0
611,0,1,47.7248074084063,3,5,1,0
612,0,1,49.30130072578151,3,4,1,0
613,0,1,47.344093331201805,4,6,0,1
614,0,1,47.68019397275288,2,5,1,0
615,0,0,48.500146856908685,3,8,0,0
616,0,0,49.790400487643545,2,8,0,1
617,0,1,48.55794422765957,3,5,0,0
618,0,1,49.36452353312218,1,7,0,1
619,0,1,47.03867136121698,3,8,0,1
620,0,1,49.61638082122487,1,4,0,0
621,0,0,48.83197634364593,2,7,0,1
622,0,1,47.45352943603944,3,7,0,0
623,0,0,49.77546269747453,1,8,0,0
624,0,1,49.33634900875589,2,6,0,0
625,0,1,48.10068229673247,3,9,0,0
626,0,1,49.24038496788537,2,6,0,1
627,0,0,47.632075524687686,3,7,1,0
628,0,0,51.4014499941007,2,7,1,1
629,0,1,48.63645398666558,3,7,0,0
630,0,1,48.858666581832935,3,6,0,1
631,0,0,49.23845245155988,2,6,1,0
