age,years_in_current_job,gender,rural_residence,skills_training_participation,new_skills_acquired,annual_income
32,18,1,0,1,33.400585279530056,172.82618167735012
39,25,0,1,1,48.366367411052266,219.73197437631336
34,29,0,1,1,47.46190807602152,216.01631956906476
27,24,1,1,1,39.4082215082089,189.31109168969795
44,26,0,1,1,50.11883619533007,229.612361785104
32,5,0,0,1,22.111033960332517,135.712422444421
18,13,1,1,1,24.83376982687837,136.37870874761524
31,25,0,0,1,42.03036931805515,198.5842048428628
29,5,1,0,1,22.759474195948645,130.97075167678497
21,25,1,0,1,33.44165784307128,171.7101017464392
26,18,0,1,1,32.34803050357214,165.24975139228758
24,21,1,1,1,34.7657599055746,172.21931293227635
27,25,1,0,1,39.65547148762581,189.41747321104893
32,15,0,0,1,33.156648310656514,170.10897954984523
20,15,1,0,1,27.81676366643903,146.40191422565573
15,21,1,1,1,30.648615161541496,155.6831062344922
24,21,0,0,1,34.24692914684863,168.2445479957271
37,22,0,0,1,41.00997823565402,200.37045781130857
21,24,0,0,1,34.7374085967593,169.95562098280752
32,19,0,0,1,35.050551201435646,176.70728366832785
35,12,1,0,1,31.753261296433315,167.95205392648433
46,12,0,0,1,37.91883128503966,188.98674295053075
30,26,1,0,1,42.78799388365327,202.680679203884
34,12,0,0,1,32.87394386174341,166.3318456283138
20,7,0,0,1,18.333148214934603,117.1954067536076
25,35,0,0,1,46.07867630623078,211.5844104597057
25,23,0,1,1,36.23294236090235,179.17877495505056
32,19,1,1,1,37.859283784853,185.2468696933916
34,17,1,1,1,37.57429400110206,180.00832177091755
18,8,0,0,1,19.72890675384486,120.26759628001092
31,21,0,0,1,38.68719542895993,185.16792521583048
29,23,0,1,1,38.83603758768548,188.1032267810331
18,25,1,1,1,36.35818182806329,177.52295981815942
31,21,0,0,1,36.73711928640705,180.9432431545085
35,16,0,1,1,35.99622464664619,181.9926475728208
28,24,1,1,1,39.78652320946918,190.23178552961107
16,14,0,0,1,21.6289416836032,123.76069344540367
20,14,1,1,1,27.84264162794288,146.65663328492468
35,20,0,0,1,37.858539235297016,187.7765062609696
17,25,1,1,1,33.950771700538844,171.9790770955165
23,21,1,0,1,35.10759534615007,170.79340549396267
21,22,1,0,1,32.93596031315808,169.85668247527457
35,19,0,1,1,39.47760525515054,191.3068642868912
46,17,0,0,1,41.31645344005895,202.15996459535404
29,24,0,0,1,38.80797162792973,189.88564758505265
29,16,1,0,1,31.378133339810955,165.76557503359956
35,23,0,0,1,40.161314084656674,197.4036968483747
36,4,1,1,1,25.768445286909785,147.1367091106842
32,21,0,0,1,38.61050365635185,186.7180658324256
34,13,0,0,1,32.18964373933931,166.0027032777092
27,7,1,1,1,24.201648571702293,137.66558855959371
26,19,0,0,1,32.90820029920538,167.01613151861312
18,20,0,0,1,30.198763887381,154.70554036521884
31,12,1,0,1,29.11032031573089,155.07103532018476
22,10,0,0,1,21.461528170493462,127.76516997050332
33,24,0,0,1,39.937427061356274,196.96879932179868
30,10,1,1,1,29.09679690082348,151.83204790676123
15,18,0,0,1,26.37347893533132,141.24680737800267
26,27,0,0,1,39.15597279302333,188.75175522543896
35,10,0,0,1,26.869795763959832,150.936107273144
29,31,0,0,1,43.744845636846975,206.9448050631444
38,15,0,0,1,34.99361487985403,180.25897009232665
32,12,1,1,1,31.827819277139422,164.59099979520553
37,20,0,0,1,39.23471189118478,191.96637887366745
22,18,1,0,1,28.712631915474496,155.42194949021055
21,24,0,0,1,35.76616859923479,173.95490075173743
32,14,0,0,1,30.711116444968045,163.70619499529968
29,6,0,0,1,21.63448482913749,130.90969496652636
50,9,1,1,1,39.03664290679065,192.67751335611808
21,19,1,0,1,31.58367472168196,159.13454795671504
25,26,0,0,1,39.25230119520084,187.14079190013555
29,31,0,1,1,45.63205670893385,211.85337435003257
42,19,0,0,1,42.020659728195874,201.4695826268573
28,26,1,0,1,41.05371910924444,195.87442307880977
37,22,0,1,1,42.81492332259159,201.0465613446857
40,27,1,0,1,49.4003422863816,225.64996883878305
35,18,1,0,1,36.024393143975466,180.49716831125056
15,13,1,1,1,23.57451414123651,129.78618212542673
33,20,0,1,1,39.560431528057926,188.72382199220783
29,16,1,0,1,33.27888453510808,165.94102068229748
20,32,1,0,1,41.66334739900442,194.67652577682503
39,26,1,0,1,45.76264619993853,215.5204754974817
34,30,1,0,1,45.26599213624127,214.9673767980694
38,16,0,1,1,37.60932184152493,183.31523258022736
28,11,0,1,1,29.056770426965905,149.51253771366555
36,27,1,1,1,47.332421469327606,215.83070619131152
21,34,1,0,1,42.68638380916722,199.83165955380207
44,17,1,0,1,42.38782816770521,202.66046491969348
38,16,0,1,1,37.19102519147789,184.17026339450936
34,13,0,0,1,32.72170879076407,166.7690501974703
18,25,1,0,1,33.41394416484064,169.8705436678469
39,19,1,0,1,40.29894276960248,198.02625034556377
18,22,1,0,1,33.47955352293305,165.94849594995844
17,20,1,1,1,30.70704847022896,157.77146063451505
35,19,1,0,1,37.89369402516116,186.0627010831794
36,21,0,1,1,41.93023464138035,198.89447264250387
42,23,0,1,1,46.2256489188274,214.5810213149712
25,10,0,1,1,26.79076612960449,143.69396789512902
30,17,1,1,1,34.91449670577025,173.24314837873754
36,18,0,0,1,38.943588409066585,188.32706487023077
24,25,0,1,1,38.72421544079964,184.72491217806984
27,13,1,1,1,29.67925718457744,152.65430375387265
27,21,0,1,1,36.64685071846883,177.63503937892176
25,13,0,0,1,28.30341830351722,151.59904771856267
15,9,0,1,1,19.488397664584262,117.74210147011291
28,20,0,1,1,35.682038418389595,173.97819884383725
27,22,1,0,1,36.81626485023156,181.89171998632605
36,19,1,1,1,39.43207264795549,191.39075728490135
35,28,0,0,1,44.0413317914201,208.366637335643
31,15,1,1,1,32.28107005649339,167.45265909430037
37,20,0,1,1,40.43275214091319,195.8813145842532
27,23,1,0,1,35.93184248808161,181.596135471946
29,33,1,1,1,48.27881625608613,222.0263603185508
46,13,1,0,1,39.41875416192519,192.7590688553593
19,18,1,1,1,31.407537717987832,155.65832375806852
23,8,1,0,1,21.807150484063506,129.5349782084356
19,26,1,0,1,36.69731763236343,176.72267086515816
23,27,1,0,1,38.50624118489223,186.0372646909857
33,27,1,1,1,45.42238231249127,210.6538595937774
20,13,1,0,1,23.169866805879,135.63804001741454
37,31,0,0,1,52.27473963039596,231.75220389778477
24,12,0,0,1,26.194583195185803,140.46949085142336
31,15,1,0,1,31.826340641028267,166.2546603484191
28,14,1,1,1,33.21435029497861,165.86214150368804
22,22,0,0,1,32.90585032515343,163.36431720652882
44,16,1,1,1,41.78111389823261,201.79664787725935
33,9,1,0,1,27.88772397443301,152.0512327706843
38,22,0,0,1,43.5227504382991,203.08509059615324
33,2,0,1,1,22.000338808865628,132.3245495356576
28,11,0,1,1,25.896971874523874,145.2145854837032
27,9,0,0,1,23.60557284041224,135.5528985825051
30,32,0,1,1,48.21726749298465,216.5591613703443
34,14,0,0,1,32.2073980271377,166.55670995963294
24,22,0,1,1,34.30996232843892,171.5948602219885
36,28,0,0,1,47.1212402024801,216.17152215247063
13,23,0,0,1,28.866740897703227,149.01069998542542
18,11,0,0,1,22.167602640420345,125.7460999727642
36,20,1,1,1,42.14536379624927,198.33531574389224
33,21,1,0,1,39.36540154231047,190.51566265939792
39,31,0,1,1,52.37964944793205,237.4010592413886
36,20,0,0,1,38.67414003008033,189.83742930777376
28,20,1,1,1,36.19906287325826,180.7659527875836
16,25,0,1,1,33.42363615216126,167.6906700500997
39,12,0,1,1,35.33944277066976,173.3841277841051
36,18,0,1,1,36.01439082003051,182.8024239233956
30,7,0,0,1,23.630614108119687,137.1274297154892
18,25,1,1,1,36.10481219496332,175.68454031183197
22,28,0,0,1,39.19171957127647,185.6468404090629
11,23,0,1,1,30.701192150836857,155.4852176365298
35,27,0,0,1,43.82780910601037,208.3784514021218
32,17,0,0,1,34.03725437586562,172.08883236185247
39,16,0,1,1,38.2987572031944,190.68404700163683
33,26,0,1,1,43.67118095131481,203.38381524760857
21,27,0,1,1,38.38314781936261,185.3458787224721
34,12,1,0,1,30.52462634055276,163.48810482210746
47,15,0,0,1,39.73954176496695,197.7218536535576
22,25,0,0,1,34.27465328347055,171.85722355241083
45,15,0,0,1,41.025553636407786,196.50080500565795
27,17,0,1,1,32.000949451153794,163.1746098347599
15,21,0,1,1,28.932489392920765,152.0681077830001
30,23,1,1,1,40.527199306886885,190.32358633809
31,29,0,1,1,44.590366402689305,208.85389978997756
31,12,0,1,1,30.847015115754346,158.9554963447216
21,19,0,0,1,29.664290002776436,153.44593690735175
25,31,0,1,1,44.66055799119832,205.55885156161972
25,26,0,1,1,39.96562993014099,191.15147987482095
39,15,1,1,1,38.76844631140808,186.8831808014077
40,29,0,0,1,49.34380918705364,226.6852360716688
46,17,1,1,1,43.151867573038416,207.76160250917417
15,21,0,0,1,29.469426925299903,149.65055332321108
25,26,1,1,1,41.38221421374696,196.9529191249343
25,12,0,1,1,27.02469866407621,147.41685961681506
33,22,1,0,1,41.00029791499275,193.2878024698953
38,14,1,1,1,36.64056905107991,182.60106924613655
24,19,1,1,1,34.01603762295499,169.0799308212928
29,11,1,0,1,27.52490027804872,150.41935297259857
32,12,0,0,1,27.94979053926664,155.59433527474673
29,29,1,0,1,44.62308956563309,203.9145866470234
25,16,1,0,1,28.569698866637435,155.91351432704073
11,28,0,0,1,32.057056113572,162.68926706545983
45,20,0,0,1,43.1447510944531,209.2305539886062
34,16,0,1,1,34.46752800013843,175.25611475814236
34,14,1,0,1,32.58881572333193,169.6790486309384
42,19,0,1,1,42.04207117907559,200.5122440801326
29,23,1,0,1,38.389084970793526,185.64310582641136
32,14,0,1,1,33.65838114472776,170.40675807585933
33,17,0,1,1,35.93809507970971,180.49831726495765
32,19,0,1,1,36.96541502198925,181.69580351119384
18,20,0,1,1,31.25777339359553,159.29963503313198
26,15,1,1,1,29.80115133659431,159.56675810764307
29,33,0,1,1,47.82719043138236,216.45147010433823
32,18,0,1,1,36.6906611947775,181.21651193707703
26,16,0,0,1,30.457995373383355,158.50133897647905
21,20,0,1,1,32.36749476694217,164.35774204023548
29,20,0,1,1,37.60346759458103,182.26536398982367
19,14,0,0,1,25.110759577065014,136.4222526364307
30,12,0,1,1,29.10093050108236,155.40754150177617
17,25,1,1,1,35.09288914065916,172.7877822244472
42,30,0,1,1,51.50286491887616,234.2689930287637
32,11,1,1,1,30.492340887918647,162.23327669585314
41,18,1,0,1,41.27112628935922,198.75486503862265
26,18,0,0,1,32.559468571425235,164.82925248046274
30,12,0,1,1,28.703749695509,155.79602139048237
26,11,0,0,1,27.472677174097267,146.58475236879642
29,20,1,0,1,34.87291150182318,176.5400698447647
26,20,1,0,1,33.689615725557864,169.09414958539293
39,22,1,0,1,43.193941292744704,204.61558018126385
36,19,0,1,1,38.15310993763888,189.46967574626115
20,26,0,0,1,35.78181623651171,171.28774350340515
33,15,0,1,1,33.48629927908135,171.56335257486907
40,13,1,0,1,36.410003377440304,180.77439063433235
39,22,0,1,1,43.09816481321148,205.30471443144657
30,20,0,0,1,35.472721265110145,179.0077247751919
34,19,1,0,1,36.54770806185803,184.27162379484665
38,4,0,0,1,24.81441231500284,144.37365705835606
38,20,1,0,1,41.71026014838426,200.1280121191538
22,21,1,0,1,34.4702980515143,169.559411798315
24,29,0,1,1,43.84773796939531,200.18678358723432
28,17,0,0,1,31.54012042902278,164.94993135080753
23,26,1,1,1,38.69550171661143,187.630226440788
13,30,0,0,1,35.6007851062968,174.2734810361171
32,17,0,0,1,33.689835754928545,172.38305179255232
19,15,0,0,1,25.699863306201213,141.23228555679756
16,22,1,1,1,31.84773868863495,160.99771635444003
33,19,0,0,1,38.29009136197521,182.96687812719696
40,30,0,0,1,49.419345364262206,224.8359374340108
26,25,0,0,1,36.67200646864287,179.42088556979846
34,17,0,0,1,33.14457116194381,175.05845101245134
27,12,0,0,1,27.63202205605826,149.53197817952815
39,16,1,0,1,36.32206812316762,184.72907686985883
41,24,1,0,1,45.803088588735456,215.345915855689
28,14,0,0,1,29.798959096599567,155.6647569362801
20,19,1,0,1,30.237020947943577,156.20420493039398
35,13,0,0,1,31.698256015904654,167.2847940645513
20,25,1,1,1,38.326244482711616,181.94950057404284
28,24,1,0,1,38.3535956001168,187.44570782741425
40,14,0,1,1,35.91417450853811,180.16099913673017
23,18,1,0,1,31.25134281109981,158.41052940617922
23,14,0,0,1,25.556032292749748,142.2131055568428
14,19,0,1,1,27.603390851700198,147.42976452950313
24,15,0,0,1,26.825156944516344,147.3518100708909
30,18,1,1,1,37.19947063377644,181.55614195198095
37,21,1,0,1,41.35018571211122,197.57177908190303
21,23,0,1,1,36.520086916438586,172.23719428379394
23,18,1,1,1,31.10259047972372,159.2836954679374
25,15,0,0,1,26.769500838052927,146.91011505300062
30,17,0,0,1,32.997722414812095,169.98983929188927
25,17,0,1,1,31.268424387736815,161.13510200867805
30,13,1,0,1,29.98505591983444,159.11512800715295
40,21,0,0,1,43.39184852965086,202.7152726228665
41,22,1,1,1,45.747440621798624,214.04439180732572
38,17,1,1,1,39.433876300390885,190.50564473167384
46,24,1,1,1,50.24800639613032,230.0379764076315
33,18,0,0,1,36.643325274109486,180.09416051874663
16,26,0,1,1,34.05064492292656,169.57809898828168
29,25,1,0,1,39.90272206610443,190.80673718515416
23,19,0,1,1,31.88164915440693,163.97550788146674
29,18,1,0,1,35.48784182282396,175.67560984388783
34,22,0,1,1,41.7523388739916,196.7238774839317
32,11,0,1,1,29.08893439384504,152.00091081212997
32,27,1,0,1,42.40675282628285,204.11053382673197
26,30,0,0,1,43.64745781395134,204.1590701520062
23,16,0,0,1,27.9479855680282,150.57742327878657
23,13,1,1,1,28.28912022730891,145.3768026997619
33,16,0,0,1,34.277742577006634,169.28043158677602
35,26,0,0,1,42.417748912661246,204.30649616458155
26,20,1,0,1,35.25261008243963,172.70210828102725
19,20,0,0,1,28.882218467217616,151.86205394479254
22,16,1,1,1,28.822980371254204,152.20511341835845
19,15,1,0,1,25.407227113650755,138.61036229561466
45,16,0,0,1,40.69043589042076,197.1353285743242
28,7,0,0,1,24.56659657347058,138.63414682115177
26,25,0,1,1,38.18164287287565,185.64751070797664
37,15,1,0,1,37.1251786855693,183.00681589647056
30,16,0,0,1,32.27812580194484,164.50917669693928
30,22,1,1,1,40.7698192616438,193.47255328905717
24,22,0,0,1,32.24492064566437,166.41370630088275
33,24,0,0,1,40.08650021214774,196.76913032651328
36,27,1,0,1,43.76342240641249,209.7047558357151
21,21,1,1,1,33.015949080929296,165.42448055610217
26,20,0,1,1,35.03349370932879,173.89579934151126
33,15,0,1,1,33.2413296879268,170.3169756257784
32,21,0,1,1,38.95522019307336,186.85392320715889
32,32,0,0,1,47.96253253016624,219.3023961617209
32,19,1,0,1,38.11595290893533,185.42112574091624
15,12,0,0,1,20.722233131799893,122.06844847574278
30,28,0,0,1,41.47204450535932,199.97812788333164
38,23,1,0,1,43.666544254194605,204.1030924461112
24,28,0,0,1,40.603816468861005,189.88949877308775
31,20,0,1,1,37.350856606601376,183.21309640208304
5,20,0,0,1,21.23613030065267,124.63817562351846
29,20,0,0,1,34.41704686288709,174.94912341717352
32,22,1,0,1,41.086859645524925,193.65030368534005
20,10,1,0,1,21.654456762804134,124.2978536887205
31,19,1,0,1,35.519066550474925,178.25677155705247
33,19,1,0,1,37.162973953532266,184.6167078475692
36,26,1,0,1,45.24711400744952,212.70711550987104
23,23,0,1,1,37.043665409915285,177.26675614551635
27,12,1,0,1,27.925954265945133,149.00292732890412
27,24,1,0,1,38.19406212204715,184.7922217281145
21,18,0,0,1,29.31337914850094,150.55157309942643
37,23,0,1,1,42.81028949603524,205.88136752692645
19,21,0,1,1,30.66924394426317,156.50222428211782
44,15,1,1,1,40.4229270737584,195.18136740811664
31,13,0,0,1,30.2746442353049,159.23475413575773
22,13,1,1,1,27.43412840591201,147.07543429603152
37,23,0,1,1,43.7829002336021,205.50768044655084
23,31,0,0,1,41.71191901450436,195.1691108094115
39,26,0,0,1,44.45216436728061,214.27451436620424
31,15,0,0,1,33.57778219620675,167.66574988214964
25,9,0,0,1,21.965474328489968,129.3448471738598
33,19,0,0,1,38.21927206026747,182.80167425120305
19,14,0,0,1,24.572512933910144,137.5051490972683
29,23,0,1,1,39.60681800971058,189.37144568152945
43,17,1,1,1,43.00199586476445,205.515487201176
37,8,1,1,1,29.897244660367424,158.8498649149696
30,13,0,0,1,28.58272025696593,154.88163952952507
34,20,0,1,1,39.45117339352286,189.4341938673972
28,17,1,0,1,33.04982590883455,167.31604991595927
32,21,0,0,1,37.03852537613795,183.6708068391864
35,18,1,0,1,37.0396616701264,184.87484224416968
16,26,0,0,1,34.912639724233706,169.56358636451662
37,17,1,0,1,35.98847134311655,179.85388022742606
36,22,0,0,1,40.64535209224957,196.3825000486303
24,20,0,0,1,32.465931741785234,165.35030104766076
17,18,0,0,1,26.51800573524924,142.5393935059723
25,34,0,0,1,44.35061893583332,205.66165281632124
28,28,0,0,1,41.974570767487485,197.68882136036652
40,26,0,0,1,45.55584654775538,214.5663803663174
23,15,0,1,1,28.489001225712546,150.43558743742156
36,18,1,1,1,39.54593941237332,189.80988226274616
31,16,0,0,1,32.734045846635354,166.5453475121043
16,30,1,0,1,38.07294256085996,183.29580449836325
46,24,0,1,1,48.4108549016403,224.9433201813741
5,21,1,0,1,22.109436852523604,126.70831877202068
21,21,1,0,1,32.59130936798492,166.33143513295596
16,29,1,1,1,37.44644107604514,178.69956367300384
28,13,1,1,1,30.54646879080689,158.99123858626177
32,17,0,0,1,33.98128248010528,173.4947144653122
41,26,0,0,1,45.56611264410802,214.3692271938989
35,28,0,1,1,47.49488699732756,217.32992081980905
29,19,1,0,1,34.05973853033534,173.34870549011225
40,14,1,1,1,38.29075094725488,189.8205605807152
27,21,1,0,1,36.44553629996117,175.5505218704706
19,24,1,1,1,37.546686813235006,176.0989380838141
32,22,0,1,1,39.5867371375228,187.33623805131947
27,23,0,0,1,37.86154701712608,179.69962716948243
35,12,0,1,1,33.66459506952286,168.5063506617598
36,18,0,0,1,35.218437795080405,179.41142287405813
34,14,0,0,1,30.71808898145958,164.71508729426697
39,9,0,1,1,30.90942825490432,162.34601260906987
13,15,0,1,1,23.672193684102503,131.3253431116863
35,7,1,0,1,25.98282111111212,146.53749867207563
32,28,1,0,1,43.69182047009058,207.9508055419264
31,19,0,0,1,34.23803498914059,173.09695398522686
38,15,0,1,1,36.91488153876266,183.19209083671484
31,19,0,0,1,35.364123741987555,176.1991232167895
26,22,0,0,1,34.47861259593223,174.4441005181404
12,36,0,1,1,42.152200485840446,192.95734618010397
48,28,1,0,1,52.63719968808865,241.779328463089
25,26,0,0,1,40.01598458747208,189.5026349045974
23,26,0,0,1,36.75370560381386,180.91877869033695
48,31,1,1,1,55.929191378915945,252.2834898306631
26,30,1,1,1,44.97237639707528,209.0658979523817
14,21,0,1,1,29.627238990160272,148.61991457184246
27,13,1,1,1,28.549580115720477,153.5769613231374
13,18,1,1,1,25.96594157588813,141.64323060355025
34,29,0,0,1,46.34523342897437,216.8835295486017
35,17,1,0,1,34.911531579666246,181.3762961288073
22,21,0,0,1,32.04719399857331,165.25462206657352
32,24,1,1,1,42.479410164760345,198.17037550246107
20,21,1,0,1,32.14152335257796,163.83669264877588
30,20,0,0,1,36.75148867126514,177.72578764781417
29,12,1,0,1,27.218621622162,149.82969514304432
20,24,1,1,1,37.207048439126126,177.19150120827703
28,22,0,0,1,35.94801252057066,177.18201795676606
26,19,0,0,1,32.51413824065006,162.64445924856034
39,26,0,1,1,47.224511418028825,219.2657808215908
20,15,0,0,1,25.33507756016504,139.31184491441434
38,16,0,1,1,37.63527484288707,187.73757092380328
29,18,1,1,1,37.252634150016114,179.53063265936075
28,25,0,0,1,39.46088132521347,191.46603245093985
30,23,1,1,1,40.42441676631071,191.8724791572133
36,15,0,0,1,33.469482379667795,172.2235071976637
30,23,1,1,1,40.7248136398617,193.65222790148428
41,21,1,1,1,44.88783241648744,208.4502531136369
30,12,1,0,1,27.70213397747455,153.31985663369227
35,11,1,0,1,29.06580743938825,158.0054661001978
36,16,0,0,1,34.01603853716838,173.91528978806863
25,14,0,0,1,26.412942003400687,146.91291686595295
34,20,0,0,1,37.49503503404781,185.6072560420108
28,19,1,0,1,33.9466208249265,170.90004582370628
32,11,1,0,1,27.435481695219984,150.91134383607852
35,14,1,1,1,34.88585500272216,176.6463463433645
39,16,1,0,1,38.313341118475776,185.92131081330223
25,12,0,1,1,26.683613059024182,144.65399464928586
16,8,1,1,1,18.921815594879355,118.78886851370176
39,11,0,1,1,36.66578887106476,178.44389588177123
31,17,0,1,1,35.12883611221951,176.23638704498237
37,26,1,1,1,45.18731055049486,213.01861237261
35,10,1,1,1,31.19819280972328,162.22363725841137
33,18,0,1,1,37.74786682025756,183.2978837075055
23,15,0,1,1,31.22447142372884,155.96929095797535
45,13,0,0,1,37.03731651934682,187.25576876174435
30,27,0,1,1,43.16213878866107,203.32774843608144
19,19,1,0,1,29.345809154883465,154.32666783629386
40,23,0,0,1,42.71707206690349,203.78708074759948
33,26,0,0,1,41.44110938524678,197.73117291357977
49,18,1,0,1,43.81506657764772,211.2635674403975
20,13,0,1,1,25.483361806659254,140.53087347089377
28,10,1,0,1,26.78672416622573,145.49494637689534
30,27,0,1,1,42.27609501178918,197.04436573130505
34,7,0,1,1,26.8350428072741,146.886448774743
33,26,1,0,1,40.81228480986899,200.95745463302688
30,15,1,0,1,31.985583230540865,165.642049850602
21,21,0,0,1,32.03337532850754,161.71787495801317
30,29,0,0,1,43.63269315747921,203.73333097636413
17,20,1,0,1,28.499808980324104,152.2853707276778
31,19,1,0,1,35.58109596670109,178.60969788953
25,14,0,0,1,28.761450621879728,150.6329841536969
36,14,1,0,1,34.41912615125522,176.823925595746
20,13,0,0,1,24.26607951016072,137.14208880761
16,29,1,0,1,34.342544728749395,173.34555951317344
24,18,0,1,1,33.67611424102747,164.8372075620755
37,14,0,1,1,35.02994208756113,176.0698345626521
26,14,0,0,1,29.295189031966306,152.36500234518712
30,15,1,0,1,33.577580950363455,168.0082203259437
25,20,1,0,1,33.67559393333405,167.57552655964196
31,25,1,1,1,41.851997475551634,199.6919160952349
25,20,1,0,1,33.59041542271378,171.26217266026347
32,14,0,0,1,29.709589858469663,157.8215602745001
30,17,0,0,1,30.49355996959936,162.52069267891343
33,18,0,0,1,36.68643054331751,179.28004499836865
31,21,0,0,1,36.12918946257268,179.96005199871945
25,21,0,0,1,32.47765899311125,166.1243601521801
34,27,0,1,1,45.45970330324048,212.7582947229572
36,18,1,1,1,38.16593496481544,187.1499723363021
39,22,1,0,1,42.98523472752195,205.62272310405305
31,10,0,0,1,27.79238670833896,150.4072826310138
18,18,1,0,1,28.031675980142897,149.65754414509234
25,15,1,1,1,31.13961708541114,156.5979131859174
29,11,0,0,1,27.667627880482264,149.2726690432915
22,10,1,1,1,25.29009066125063,137.3376288754635
29,31,1,1,1,48.56074221899967,217.9493581100054
26,3,1,0,1,19.341343093430133,119.66107984087476
37,17,0,0,1,36.77309187094882,183.2377929991804
28,14,1,1,1,32.05028363443179,162.32712003941882
27,21,0,1,1,37.43128079428068,179.22894564081366
49,16,0,0,1,41.256797172947216,204.94431912376848
31,29,1,0,1,44.87477872985071,209.95502725563037
34,14,0,0,1,31.813362192936687,165.67151888650926
39,29,1,1,1,48.25510476060471,226.59813041330364
39,31,0,0,1,50.77619009472193,230.47184017850049
23,15,1,0,1,26.404683717634143,144.24108475811542
34,10,0,0,1,28.078766139776597,154.06627406056955
28,15,0,0,1,30.47357749163769,154.83875219030588
26,17,0,1,1,32.56405840043037,164.47828777250993
16,12,1,1,1,23.23582589609101,132.09782510882724
32,21,0,1,1,39.66331383066284,189.0051396532846
22,25,0,0,1,35.948639072376594,180.45946787725785
25,20,1,1,1,37.456202934647415,179.71961794939727
27,18,1,0,1,32.69685338010552,167.28817787144746
40,20,0,0,1,40.59533965803406,197.86898865733312
33,15,0,0,1,32.267529843763114,168.4570576388371
24,10,1,0,1,24.70085672958974,138.1580572895987
36,27,0,0,1,47.94950231182673,216.24901954987155
33,15,0,1,1,32.50718407177571,169.94183123934002
7,23,0,1,1,26.62255936002439,137.79966658639827
33,18,1,1,1,39.20131948088501,187.8993546454778
35,10,1,1,1,31.83802073337123,163.3062530809443
22,21,0,1,1,34.899718654726705,168.025081917744
44,24,0,0,1,47.360809100785104,222.77480459440525
37,15,0,1,1,38.672534018047365,181.871991115462
30,17,0,0,1,34.11640816264028,170.0317910434116
39,21,0,0,1,40.0434127431461,197.5314218113358
25,22,0,1,1,37.045194630904426,181.4659490867024
31,27,0,1,1,44.68528336617414,205.6120624122452
15,20,0,0,1,26.555542491631304,143.3436279942316
33,17,0,0,1,34.378093942187945,173.83822251085851
32,21,1,1,1,41.46712122149747,196.4216612150691
16,18,0,0,1,25.017691320727657,137.608857216022
44,22,0,0,1,43.1434716036925,206.0595578415684
28,16,0,1,1,31.6478523700427,161.7095900844954
33,13,0,0,1,31.595153209456463,163.44811769752414
47,15,0,1,1,40.20571466962808,200.11890849225884
28,12,0,0,1,26.676467000599885,145.330833249737
25,15,1,0,1,30.215549020983712,155.5576501509389
26,18,1,1,1,33.43764478769483,169.15597582848736
26,14,1,1,1,31.58882341165839,158.9203810366527
28,11,0,1,1,26.55321041973431,145.54690760031772
42,18,1,0,1,41.67876578087389,201.44658335702024
38,35,1,1,1,55.11782766425372,248.323447395727
42,12,1,1,1,38.16322146805477,187.348113840502
35,20,1,0,1,38.61038522048453,187.6900680786738
21,35,1,1,1,44.6042134448511,207.030027847771
42,12,1,0,1,35.80006403092507,182.7323998207605
