defendant_age,prior_convictions,gender,minority_status,offense_severity_score,public_defender_assigned,sentence_length
7,4,1,1,22.294941744391156,1,14.77174783605371
9,4,1,0,20.642455844504425,0,6.888657218467433
5,3,1,1,22.724984859997267,1,14.894506417782903
11,4,1,1,21.1132994034172,0,7.175414477938913
6,7,0,1,20.77541549504378,0,7.09958588379131
6,6,1,0,23.258642203361028,1,14.648460340011692
7,5,1,1,16.467063958491135,0,0.7082268690552177
9,7,0,1,25.544660209626137,1,16.80149114911097
0,4,0,1,21.3041717322781,0,8.222361412753273
7,7,1,1,22.51732977401056,1,13.152402132926545
12,6,1,0,20.863334098323847,0,6.027535961048197
5,5,1,0,21.77434753961673,0,10.081804918150526
8,4,1,1,22.723469639243557,1,14.19328369293336
6,4,1,1,22.562402411105225,1,14.056736524741014
8,10,1,0,23.378812643137795,1,14.75549666733589
13,6,1,0,20.474065312377327,0,6.151095733445699
6,6,1,1,20.61253351093972,0,6.6697451886339145
9,4,1,1,20.590565117246364,0,7.294408189162852
9,7,1,0,20.65440509818052,0,6.661969909410374
2,7,1,1,21.210915670928436,0,8.589676486365022
12,6,0,1,19.357461652698216,0,4.5045855026172505
9,9,1,0,19.448742266434834,0,4.926572365210505
7,7,1,1,23.21527516802023,1,14.8751206067017
5,4,1,0,21.6282890803129,0,8.60835451818768
7,5,1,1,20.21484006315329,0,6.300196601801275
10,6,1,1,21.919415219078203,0,8.47297662240885
6,5,1,0,22.629334253441087,1,14.739491795639749
9,6,0,1,22.94251492316377,1,15.484424297068378
9,4,1,0,21.15205195898059,0,8.565000455309502
5,8,0,1,22.492503711231645,1,14.899278946847655
11,7,1,1,22.98989364494464,1,13.929152091979748
11,6,1,1,19.99891114861141,0,5.511250125384887
8,7,1,1,20.173457422404653,0,5.651767140478478
10,6,1,1,22.682686205455543,1,14.99990589066606
12,7,0,1,24.64378625742844,1,15.187704745520705
9,5,1,1,23.60969631714626,1,14.173675305145451
5,5,0,1,22.77888248616623,1,15.44688644938454
5,5,1,1,23.14030832190126,1,14.058643390195424
5,6,0,0,21.774813258764784,0,8.630860315426078
10,4,1,1,19.494443860681248,0,4.675894671067439
2,4,1,1,20.96426792845133,0,8.218334570702144
7,5,1,0,21.70009126073291,0,8.713325277991567
6,6,1,0,22.489294188638475,1,14.199777395601146
7,8,1,1,24.43540576606509,1,16.322407612314162
6,4,1,1,20.9133181693585,0,6.937297716251898
7,6,1,0,22.318613173993413,1,14.514372411408177
14,5,1,1,22.14682075629049,1,13.801708657645344
6,4,0,1,20.102776320317123,0,5.992594521408354
1,7,1,1,22.522581256295,1,14.831081224344182
13,8,1,1,22.099914386682972,1,14.26676564315698
4,8,1,0,24.53294989573331,1,16.292875874314298
13,5,1,1,20.067338040045374,0,5.537791362022923
9,8,1,0,20.33888659099824,0,5.687047953380844
13,6,1,0,24.988468543088413,1,15.60630973107675
11,6,1,1,22.8696211272043,1,13.253839519068764
3,5,1,1,23.891054396253665,1,16.292208448781533
1,5,1,1,19.794499896452525,0,6.437600246616258
8,4,1,0,17.296567925039223,0,2.1317167966916206
4,4,1,1,21.347823995252973,0,8.605224576250837
7,5,1,1,22.25993714557803,1,14.50335399172646
9,6,1,1,17.2909511618892,0,1.8430980395838128
8,6,1,1,21.911458796053783,0,8.127819740516877
12,4,1,1,25.22130080748889,1,15.829518751690776
5,6,1,0,26.032927161363663,1,17.187053108957876
1,4,1,1,22.755155067912742,1,15.22254935883355
11,5,0,0,21.84183902667348,0,8.94025871614861
5,6,0,0,22.85524339329245,1,14.897929809387165
8,6,1,1,23.4281068561806,1,15.297374218858204
1,5,0,1,20.43335039807689,0,8.203290252999405
8,7,1,1,19.51837150890551,0,5.74363500568584
12,6,1,1,18.293767495066856,0,2.6972643086379016
12,7,0,1,21.90905710549686,0,8.942400996566082
12,2,1,1,21.506608599048278,0,8.02970850710097
7,5,1,0,22.0324084571376,1,14.417826317102492
5,6,1,0,21.165006366737305,0,8.748941776008957
8,3,1,0,20.396715050996644,0,6.19597561798925
9,7,1,1,19.71664060027646,0,5.159546427726798
9,6,1,1,24.441482963770085,1,15.628429674810452
6,5,1,1,21.55401961126368,0,8.09565309712901
4,4,1,0,23.13402653129579,1,17.06176152355782
9,5,1,1,20.44318217808576,0,5.969877677038229
10,6,1,0,20.104509375601232,0,5.434817164510269
7,5,0,0,23.253556395061302,1,15.780134038437712
4,6,0,0,23.566385900543292,1,15.852896809737004
7,6,0,1,23.674461554767586,1,15.181271573324969
7,7,0,0,22.05956297828797,1,14.258971293611314
11,5,0,1,21.7102183949427,0,9.137553642641777
10,6,0,1,23.13502966659292,1,14.447053337029931
5,7,1,1,21.833653896887764,0,8.793863237196959
5,5,1,1,22.80382480158004,1,14.757022837266422
13,7,0,1,23.745898343557656,1,14.404149630268035
6,2,1,0,20.45422249996658,0,6.639203076032578
7,4,1,1,19.76901237487581,0,5.912456594519759
11,7,0,1,20.02095785353501,0,6.558979265823494
7,9,0,1,19.003954190840435,0,5.374064139342776
11,6,1,1,23.72489487554384,1,14.58411793547084
15,6,1,0,22.308894276226717,1,13.985324424368462
5,4,1,1,22.1192325385286,1,15.126901340306226
2,6,1,1,22.139439500805487,1,14.268489573796264
10,5,0,0,21.540570789572275,0,8.687821130997982
7,5,0,1,24.26856153721677,1,15.483766167194576
3,5,1,1,23.60468677371921,1,15.777206499003093
9,6,1,0,22.670585662512547,1,14.503395179632928
6,5,0,0,19.425234605803627,0,5.58694804892252
12,3,1,1,20.54379255784573,0,6.182829557976855
5,6,1,1,24.07623961725711,1,16.337092296605082
7,5,1,1,22.596268526211556,1,14.347338373404304
6,7,0,1,19.87888274545695,0,5.760932539416581
8,6,0,0,23.980745618063,1,15.479014135337293
14,6,1,1,20.656174474465196,0,6.570298110804504
11,5,1,1,24.73401819487427,1,16.630061924270606
11,6,1,1,21.155935433802583,0,7.077568469059117
9,4,1,1,19.92695894222265,0,5.197717772722653
6,6,0,1,23.333201035700355,1,14.98211112976227
13,6,1,1,19.79556212232295,0,4.896305201845731
8,8,0,0,23.594031282227192,1,15.010339874023764
10,6,1,0,22.2110110467832,1,13.729228793455752
10,5,1,0,22.00689504121394,1,14.299413408648832
10,6,0,0,21.66886210004517,0,8.576291548828966
12,5,0,0,22.33310815825236,1,12.889298890612588
5,4,1,0,24.7817697224106,1,16.18521253644101
7,4,0,1,18.82839164786829,0,4.266035415948572
8,6,1,1,21.17562260006836,0,7.543351055700286
10,5,1,0,21.21928925118501,0,8.140935409314686
7,6,1,1,23.42975372335742,1,15.999026680202167
5,6,1,0,19.29200867826805,0,5.266924303492032
5,2,1,0,20.870446244284047,0,6.954630323802308
8,5,0,1,21.63321382401832,0,7.954509986293639
6,5,1,1,20.99991223590301,0,7.711668869602263
12,7,0,1,20.79319860880639,0,6.905245820885306
4,5,1,1,22.87639357715799,1,14.361598461997978
9,6,1,1,20.558958251003165,0,7.357174613765568
4,6,1,1,26.24396324133112,1,18.06796408526382
2,5,1,0,20.57387899387125,0,7.886582178002783
7,8,1,1,20.593244123369068,0,6.73522940940413
7,8,1,0,20.45672334741516,0,7.162140493233536
7,7,1,0,21.66165755177673,0,8.979330844995483
12,6,1,0,19.403480104008004,0,5.231594260971837
5,4,1,1,16.19309904937333,0,0.7577535646554623
4,5,1,1,23.098530707725743,1,15.17880566526409
8,7,1,1,21.684461589194346,0,8.170625824620378
4,6,1,1,24.889607153426216,1,15.757092553109583
8,6,1,1,17.107595087673605,0,0.641902784655253
5,5,1,0,21.43189713770119,0,8.552459204998248
7,6,1,1,20.153167818612506,0,6.81017514253524
11,4,1,0,23.491775069273928,1,14.808655850427913
5,3,0,0,19.313244094803917,0,5.677659743215175
10,5,1,1,22.28132516790797,1,13.816961990402412
9,5,1,1,23.9474683729979,1,15.525781741577768
7,8,0,1,19.22443756462082,0,4.540977939261363
4,8,0,0,19.739439571627205,0,5.873169750303017
8,7,0,0,24.77583250771904,1,15.418846005447058
6,3,1,0,20.50457858157112,0,7.27659257048504
10,6,0,1,21.213901475451998,0,8.120011250449721
10,5,1,1,22.698660263273048,1,13.80981641392033
8,3,1,1,22.24286398505152,1,13.706230058850648
7,5,0,1,23.838010719783963,1,15.372618857597049
9,7,0,0,18.464339314377987,0,4.924351379711537
6,5,1,1,20.9457695721745,0,7.618140329926466
6,5,0,1,21.404147557413097,0,8.343931825815615
10,8,1,1,24.887680118529182,1,15.672606387161728
10,5,1,0,20.84545346003373,0,7.41667038990322
8,6,1,1,23.32511573766401,1,14.922260310910406
10,6,1,0,16.68888422542642,0,0.2231930845999716
8,7,1,1,24.19347748566674,1,16.44056367065592
4,5,0,0,21.427193239057384,0,9.695991729857871
9,2,1,0,21.422396372949127,0,7.10006780646845
9,6,1,1,19.10592838984159,0,4.532885219969969
6,6,0,0,24.55992156396636,1,16.48038265143251
3,7,1,0,25.363435217900005,1,16.303293364173776
8,5,1,1,22.82953871572605,1,14.382341636074893
8,7,0,1,22.678060404962665,1,14.564057188669643
6,5,1,0,21.98009886983524,0,8.801090008002436
1,7,1,0,22.38904828885486,1,15.41250777254806
8,8,0,0,22.69370314267622,1,14.107547283798462
5,5,1,1,23.45136077445745,1,15.450115933016772
9,7,1,1,23.254404142153888,1,14.564082864042303
4,3,1,1,25.041693729126727,1,16.607147263549077
6,5,1,1,23.00905383584047,1,14.676602531617
5,5,1,1,21.650523836826636,0,8.667535351235431
8,4,0,0,19.4408179343483,0,5.36436535989574
7,6,1,1,25.9302947595124,1,16.52875175060462
9,7,0,1,24.85929998617632,1,16.064198841778502
10,6,1,0,23.743993810592197,1,14.342840939383954
3,6,1,1,21.45494303599649,0,8.962119646965416
10,7,0,1,24.000177100586555,1,14.560582739400962
6,6,1,0,21.347457768507287,0,8.158807926705345
7,6,1,1,20.92441951806564,0,7.536481956466211
8,5,1,1,20.61231929314307,0,7.5294413273137
7,8,1,0,24.14805863424812,1,16.270539296898576
4,7,1,1,21.019342140261397,0,7.3665489336449586
4,6,1,1,25.922182978506417,1,16.811648738590314
6,3,1,1,18.72289043415695,0,4.741389706398507
10,8,0,1,21.55622214847252,0,8.021881962932186
10,4,1,0,25.6727513509531,1,16.917039359754487
10,6,0,1,23.342015027619013,1,14.682364307412028
11,7,1,1,18.42415034293919,0,3.3954354431149096
4,3,1,1,23.20548858905448,1,16.007078576193422
5,7,1,1,19.922229764639336,0,6.648861303458512
5,6,1,1,25.342026803285712,1,17.049629416642304
7,8,1,1,24.81291018477517,1,16.896853254661803
13,7,1,1,26.40008264509457,1,16.65055122945242
1,4,1,1,20.642116735790303,0,7.458563668609722
10,8,1,0,19.86361148058765,0,5.261125157688157
10,6,1,1,20.01958068335516,0,6.204808495946609
6,5,1,0,24.31157590335589,1,16.427212547523848
5,5,1,1,22.101775434778578,1,14.844302621268138
0,6,1,0,23.951333710595904,1,16.095897326382886
6,6,1,1,23.066557558157783,1,15.618971784800852
9,4,1,1,18.37087525456004,0,4.17737655972343
10,7,0,0,22.80332353048505,1,14.405955422422274
8,2,0,1,20.29587463302303,0,6.496414305459699
9,5,1,0,21.72831873959514,0,8.471672562294511
10,3,0,0,22.657951337824507,1,14.812707677794998
13,5,0,0,23.63422660375669,1,15.124802454275471
15,6,1,0,22.034046092133792,1,13.71282371833521
7,4,1,1,19.68196416919514,0,5.1464745808084
13,5,0,0,19.690527352936297,0,5.6607009140086895
8,9,0,1,20.75996981360621,0,7.53931180348445
4,3,1,0,19.44310132743967,0,5.25926555833618
9,6,0,0,23.243991774277937,1,14.584349055305967
8,6,1,0,19.522359013033764,0,5.319159595544164
9,8,0,1,22.964369191249155,1,15.487111840438358
7,6,1,1,22.55663740525594,1,13.397974178071
6,5,1,1,19.10327273738368,0,4.4342411600731495
9,6,0,0,19.02922098211667,0,4.844875496320443
4,5,1,0,20.58942397207077,0,7.754238715943472
8,5,0,1,21.19216947541653,0,7.357163873547248
8,4,1,1,21.885803742800285,0,8.416855629149905
2,4,1,1,21.568320196020245,0,9.64828273052678
9,6,1,1,22.08954580219772,1,13.507212106834409
4,5,1,1,22.66222376061069,1,14.61160346660442
9,7,0,1,20.872777586352477,0,7.411109065691363
11,6,1,0,22.85275988330324,1,14.198942404502093
0,5,1,0,19.30419988885573,0,7.007074332853352
6,5,0,1,19.0635469506844,0,5.088035703722338
3,3,0,0,21.456111443486225,0,8.229823189336688
9,6,1,1,20.885993368171327,0,6.888589632977469
7,7,1,1,24.42140725056573,1,16.453674355769323
6,4,1,0,26.511084515659302,1,17.91104353854623
4,7,1,1,22.04151901480248,1,14.699803751964753
1,5,1,1,27.585565658474835,1,18.731143634518197
3,6,1,1,24.52904676814757,1,17.136534510480036
-1,6,1,0,20.84683566557056,0,7.827868524839771
5,7,1,0,19.13476465094494,0,4.828284396490831
9,7,1,0,22.426194367049817,1,13.81656502264694
4,4,0,1,22.52604030172065,1,15.34951352317821
8,5,1,0,19.14947899628762,0,4.700833871770414
11,5,1,1,22.72547704724828,1,14.759331966358692
10,4,0,0,23.828688594868986,1,14.947267116220756
9,6,1,1,21.27289693371903,0,8.175948224133853
6,5,1,0,22.66464748197377,1,14.889033625575248
9,5,1,0,18.273934517104884,0,3.0509335284845407
6,6,0,1,22.711289181506285,1,14.2531758254659
13,5,1,1,23.18071708876799,1,13.728842808487078
12,5,1,0,23.50939012851853,1,14.80338045402321
3,3,1,1,17.917205770252657,0,3.595597072175081
9,6,1,0,19.18814855121288,0,5.698222956635042
7,6,1,1,18.62076597964295,0,4.602532660236171
6,4,1,1,25.13774677377207,1,16.281782191513493
3,3,0,1,21.702752888384616,0,8.749373617566885
10,6,1,1,19.448172708267972,0,4.175669939131865
5,6,1,0,19.70402614213772,0,6.448544624810967
14,7,1,0,23.687098581316924,1,14.151666762701252
5,4,1,1,24.865238732633088,1,16.17178245954167
4,6,1,1,22.462371517555823,1,14.729525654196353
12,7,1,1,20.72216182086165,0,6.943554901859003
6,4,0,1,22.338114542238426,1,14.191511601029886
9,8,0,1,19.20759875165736,0,4.405317929717787
7,4,1,0,23.546695295926057,1,15.589744891031962
5,3,0,1,25.180325613183264,1,16.64408676509529
11,7,1,1,20.36059884134975,0,5.964909103488078
10,6,0,1,24.58817551894484,1,16.6026542846338
7,6,1,0,20.80635224110677,0,7.03033930118347
3,5,1,1,22.52004481343272,1,14.52648297153437
10,7,1,1,19.461895992629408,0,4.431871342501669
5,4,1,1,22.86890410654177,1,15.21913030318773
7,3,0,0,16.705407156407816,0,1.4838998768641087
13,6,1,1,18.648147064379447,0,4.378487383986428
8,5,1,1,22.643171811791746,1,14.323426275277445
12,6,1,0,20.496054520525007,0,6.70691475525708
15,5,1,0,24.04123015510441,1,16.082095354769958
1,6,1,0,22.924911391000418,1,15.067019646480988
12,8,1,1,22.32602995124557,1,13.38666011359678
9,4,0,1,19.083978727847928,0,4.319404930819824
10,6,0,1,23.6003169920568,1,13.987478823918568
9,6,0,1,23.569444651190462,1,15.263729286918537
10,5,0,0,24.18441190097361,1,15.726601352605014
10,7,1,0,19.8208398141269,0,6.8329114039390735
3,5,1,0,24.723221328929448,1,16.500977331165963
10,5,1,1,17.19449568839841,0,1.0541845316316736
4,7,0,1,24.38848570139702,1,16.12343932033697
10,5,1,1,22.722766722345717,1,13.7834003283484
1,7,0,0,22.10969053470196,1,14.445090889055042
1,5,1,1,22.502760441648796,1,14.124733643904383
3,7,1,0,22.48182453985669,1,13.823692540694296
8,5,0,1,23.727640579116837,1,14.769665421538631
10,6,0,0,18.00416300558235,0,2.85462823716649
2,5,1,1,22.950885662805,1,14.912462046484151
3,8,0,0,21.48847424277673,0,8.362099977384348
11,5,1,0,19.569439788951605,0,5.845177703806584
2,4,1,0,21.63186343014105,0,8.502472220426624
7,7,1,0,20.71777933978372,0,7.035557304388562
7,6,0,0,20.309886059281368,0,6.965651095175085
9,5,1,1,21.983206009935916,0,7.820438658553077
7,8,0,0,24.312240150632483,1,16.259638425496327
5,5,1,1,21.824759134832888,0,8.713100238754384
13,6,1,1,25.08662825984082,1,15.244736902830448
12,4,1,1,19.76686667490933,0,5.370861623181918
2,7,0,1,20.06921668047797,0,6.941328905118877
11,6,1,1,23.404283687302783,1,14.046822837615156
1,4,1,1,23.58914643783227,1,15.112253229901842
5,4,1,0,20.74815569373,0,8.259232807580819
10,6,1,0,21.877677538717705,0,8.380250993882198
7,8,1,1,19.052121764098345,0,4.240495253839328
5,7,0,0,22.835825924747013,1,14.663934860391088
2,8,1,0,22.979970734481444,1,15.269335291162683
8,4,1,0,19.061775569868335,0,4.522690121625039
5,6,1,1,18.56070729802134,0,3.440311705927648
11,8,1,1,22.95492687009485,1,14.118277665537107
9,9,1,1,21.528663334017057,0,8.676537642051267
5,5,1,0,20.28537626915153,0,6.618563562752692
4,4,1,0,22.929241205526385,1,15.003030173455246
6,6,1,1,20.33113454364015,0,6.086129290515349
9,4,1,1,20.26297511986682,0,6.206945994693952
8,3,1,1,24.294514753272367,1,15.51630594405347
13,6,1,0,22.772804259548003,1,13.819866603425483
8,5,1,1,19.058900764648342,0,4.492879676257588
11,4,1,0,21.277844725122648,0,7.786036911197128
10,7,1,1,24.545568379898214,1,16.12817210050743
8,7,1,0,23.66014224600527,1,15.021734279133126
10,6,1,1,21.765332947272583,0,8.37055140363344
8,6,1,1,24.15454425831799,1,15.054691044226317
7,5,1,0,21.524861233005957,0,7.842699686136701
10,8,1,0,20.71036138537489,0,7.05605488764897
5,4,0,0,23.0780017411086,1,14.986091980922703
5,6,1,1,23.023529259362924,1,15.630739593327638
7,6,1,1,18.36688877016416,0,3.818592046781612
2,4,1,0,22.102600714987737,1,14.612184389895358
12,7,1,1,18.749069695826325,0,3.420334968071296
5,6,1,0,19.995596718130773,0,6.37380905879753
8,8,0,1,19.52342988159301,0,4.831197094554864
5,3,1,0,20.118874188173937,0,6.101830321105817
6,4,0,0,15.26830262586514,0,-0.5145123564243366
13,8,0,1,19.53695840584165,0,4.062305907544427
7,4,1,0,22.451973627078456,1,14.269711312156462
1,3,1,1,22.60780438742799,1,15.612079686235877
8,6,1,0,17.84956922580583,0,3.183864762373878
10,6,1,1,22.265098462280942,1,13.764352376715165
14,4,1,0,16.926529218425383,0,0.7431658458973429
12,6,1,1,22.08623096891237,1,13.58711995675063
10,5,0,1,19.241137648168117,0,4.450167682944448
7,3,1,1,23.68555960806367,1,15.04936197759496
2,4,1,1,22.6216960239774,1,15.000422553221062
5,5,1,1,16.851974599029077,0,1.6383964720413264
5,3,0,1,22.10167133087573,1,14.842130977972907
6,5,0,0,22.79839388526022,1,15.05788994084196
10,5,0,1,22.353981485835725,1,14.165240399592609
9,5,0,1,21.443826349995355,0,8.58532292245303
10,8,1,1,22.08511437539605,1,12.98259995328066
5,8,1,1,24.08682450023396,1,15.732557595859422
