household_id,post_policy_period,received_subsidy,affordable_housing_availability,years_of_experience,income_level,residential_status,gender
324,0,0,50.02943434193533,1,7,1,1
325,0,0,52.56354693407296,4,6,0,0
326,0,0,51.94832223296498,2,7,1,1
327,0,1,49.666508683088814,3,7,0,1
328,0,0,49.24303686817575,2,7,1,0
329,0,1,51.41260996426615,3,7,1,0
330,0,0,50.3926246652353,2,5,1,1
331,0,0,52.31808926605002,2,5,0,1
332,0,1,50.66691309200893,2,4,0,0
333,0,0,50.39910360228851,1,9,1,1
334,0,0,52.58371945602854,2,5,0,0
335,0,0,49.58702058837813,3,9,1,1
336,0,0,50.80759248688983,3,10,0,1
337,0,1,50.42874352024136,2,4,0,0
338,0,1,52.73159172036481,1,5,0,0
339,0,1,49.43486886082677,3,6,1,1
340,0,0,50.135325962740886,3,7,0,0
341,0,1,51.49987610429417,2,8,0,1
342,0,0,48.73322615548215,3,7,0,1
343,0,0,51.16349597275667,3,6,0,0
344,0,0,50.6919653658827,3,6,1,0
345,0,1,48.25451324225766,3,7,1,0
346,0,0,50.60357982328781,2,7,0,1
347,0,0,47.4955360278713,2,10,1,1
348,0,1,51.28241406760778,1,6,0,0
349,0,1,50.38458074244805,1,8,0,0
350,0,0,50.97537786697913,3,5,0,0
351,0,0,49.72774334626793,3,7,0,1
352,0,0,49.48571432636511,2,7,1,0
353,0,1,51.51414455082933,3,7,0,0
354,0,1,49.05138050488021,3,4,0,0
355,0,1,52.83831879856994,2,5,0,1
356,0,0,50.871913812742505,0,4,0,1
357,0,0,49.15401474471852,2,10,1,1
358,0,0,51.31361775251635,4,5,1,1
359,0,1,50.82818736593684,1,3,0,0
360,0,1,51.87057087957894,3,6,0,0
361,0,1,50.082523241361336,5,9,1,0
362,0,0,51.85483780794952,4,6,0,1
363,0,1,50.93806842585175,2,5,1,0
364,0,1,50.12251515287931,4,5,1,0
365,0,1,51.30013218750202,4,6,1,0
366,0,0,50.21055787327714,4,5,1,0
367,0,1,51.75840425411131,4,2,0,1
368,0,0,49.66586450051825,0,6,0,1
369,0,0,50.54925565930249,1,7,0,0
370,0,0,51.7779123708222,2,6,0,0
371,0,0,51.66049298809346,3,7,0,0
372,0,1,49.83352885883787,2,7,1,1
373,0,1,50.80641478811255,2,4,0,0
374,0,0,51.65281614023424,1,4,0,0
375,0,0,50.80053968503445,4,7,1,0
376,0,1,51.82460427193617,4,5,0,1
377,0,0,51.53332500848358,3,8,0,0
378,0,0,49.128169080654935,3,9,1,0
379,0,0,52.04166475459062,1,6,0,0
380,0,1,50.27379419267125,2,5,1,0
381,0,1,50.5312036486823,4,8,0,1
382,0,0,48.5188340723696,3,7,0,0
383,0,0,50.176804154128725,2,7,1,0
384,0,0,49.81600772501954,3,8,1,0
385,0,0,49.789605192515324,2,5,0,1
386,0,0,49.400428474094056,2,10,0,0
387,0,0,49.55938489516955,2,5,1,0
388,0,0,50.4783624604355,2,7,1,1
389,0,0,50.75716175200623,3,6,0,0
390,0,0,50.74146490938622,4,6,1,1
391,0,1,50.65227746938441,5,7,0,1
392,0,1,51.82130716093625,5,8,0,1
393,0,1,49.54890603279206,4,8,1,0
394,0,0,50.34899956610344,2,8,1,0
395,0,0,50.22362911830546,2,6,1,0
396,0,1,49.21756779094027,2,7,1,0
397,0,1,50.07308560868444,2,6,0,1
398,0,0,51.03428928570489,2,8,1,0
399,0,0,50.80199574932247,2,8,1,0
400,0,0,51.99590147187491,2,3,0,1
401,0,1,49.70590906863199,1,10,1,0
402,0,0,49.923947651774775,1,5,0,0
403,0,0,51.6623728972452,2,8,0,0
404,0,0,53.01652820293532,4,5,0,0
405,0,0,52.22974072512918,3,3,0,0
406,0,0,51.17476333558663,2,7,1,0
407,0,1,51.33903209104999,2,7,1,1
408,0,1,52.82741800341306,5,6,0,0
409,0,0,50.543905573931255,1,7,0,0
410,0,0,52.412123081713325,1,4,0,0
411,0,1,49.49668261997106,3,5,0,0
412,0,0,51.76453986629572,3,5,1,0
413,0,1,49.67051053060034,4,5,0,1
414,0,1,48.480615021107006,2,10,1,1
415,0,1,51.33490121699162,2,8,0,0
416,0,1,51.86069415989203,2,3,0,1
417,0,1,50.225993311595005,2,6,0,1
418,0,1,51.04994440608832,2,8,1,1
419,0,0,48.62549723314132,3,11,0,0
420,0,1,51.58941288314883,2,6,1,0
421,0,0,49.94027586597014,2,7,1,0
422,0,1,51.02470128008256,1,8,0,0
423,0,0,51.063077674343134,3,4,1,0
424,0,0,52.63790768704384,3,5,1,0
425,0,1,51.92746220564098,0,8,1,0
426,0,1,50.48935853258463,1,6,1,0
427,0,1,50.389681438056506,3,6,1,1
428,0,0,51.28884644035759,2,7,0,1
429,0,1,50.54493669812972,1,6,0,0
430,0,1,50.97896917118283,3,7,0,1
431,0,0,50.007227557365965,2,10,0,0
432,0,0,50.39024825269416,2,6,0,1
433,0,0,49.43156589675454,4,8,0,1
434,0,1,51.75971617291995,2,9,0,1
435,0,1,50.9983846763031,3,7,0,1
436,0,1,49.54326016608304,4,6,1,1
437,0,1,50.42093096095485,2,6,0,0
438,0,0,52.05577099524568,2,7,0,0
439,0,1,49.41776184656651,2,6,0,1
440,0,1,48.864956526650175,3,7,0,0
441,0,1,49.72927717096103,0,8,1,0
442,0,0,50.18483367430652,2,6,1,0
443,0,0,49.26852973110481,2,7,0,1
444,0,0,50.78276364036938,3,6,1,0
445,0,0,51.26769878643566,2,7,0,1
446,0,0,49.18889808983256,1,6,0,1
447,0,1,51.61506165499587,3,6,1,1
448,0,0,51.27770054818028,2,6,1,0
449,0,1,48.52604459606746,2,8,1,1
450,0,0,50.53683883769868,3,3,1,0
451,0,1,51.03932792650774,1,7,0,0
452,0,0,50.35461629621604,2,11,0,0
453,0,1,50.656905571050665,3,5,0,0
454,0,0,51.86796159879485,3,3,1,0
455,0,0,51.18318355565631,1,7,1,0
456,0,0,50.963741392535766,4,10,0,0
457,0,0,50.03502974325917,4,6,0,0
458,0,0,49.982176556583006,1,8,0,0
459,0,0,50.39854245459832,3,4,0,0
460,0,0,52.72609404141112,1,6,0,1
461,0,0,51.49814985596694,0,6,1,1
462,0,1,49.765311454187874,2,5,1,1
463,0,1,51.120802453908325,3,7,1,0
464,0,1,50.827204998147465,3,9,1,1
465,0,1,50.54128563164483,5,8,0,0
466,0,0,51.76746045644611,2,6,0,0
467,0,1,52.09464765657833,1,4,0,1
468,0,0,49.88448129543057,2,7,1,1
469,0,1,49.938198069142494,1,8,0,0
470,0,0,51.61432902137777,2,6,1,0
471,0,0,49.47651244138563,2,6,0,0
472,0,1,49.112255279001054,2,10,0,0
473,0,1,49.408389853276894,3,8,0,1
474,0,1,49.83841199905321,3,5,0,0
475,0,1,49.52850762958032,4,7,1,0
476,0,0,49.321339384666906,2,6,1,0
477,0,1,51.916147777935365,1,4,0,1
478,0,0,49.64299451295695,2,9,0,0
479,0,1,50.33858844695642,1,7,0,1
480,0,1,51.543333274914815,1,7,0,0
481,0,1,49.446062962012455,2,6,1,1
482,0,1,50.08056281498894,2,8,0,1
483,0,0,51.92685614921566,1,5,1,0
484,0,1,50.05861872621864,2,4,0,1
485,0,1,49.14903182573982,0,8,1,0
486,0,0,51.7267907594215,3,5,0,1
487,0,0,48.94233508015766,3,9,1,1
488,0,1,49.87778502422285,4,7,0,1
489,0,0,52.17526531614675,2,6,0,0
490,0,1,49.37165224930916,3,10,1,0
491,0,0,50.40644942713233,0,6,1,0
492,0,0,50.108369934811975,3,7,1,0
493,0,1,50.44202360715738,3,6,0,1
494,0,1,50.54814818646798,3,8,1,0
495,0,1,49.66832069633695,1,7,1,1
496,0,1,49.14228812719881,2,7,0,0
497,0,1,51.37610253889447,1,4,1,1
498,0,0,49.25543873329664,3,11,1,0
499,0,1,51.96200215282895,2,7,0,0
500,0,0,49.98108121938289,2,4,0,1
501,0,1,50.618139555945696,2,5,1,1
502,0,0,50.64270339708531,4,2,1,1
503,0,0,50.72484051275609,2,7,0,1
504,0,0,50.68396337148897,3,6,1,1
505,0,0,49.66368650331112,2,7,1,0
506,0,0,53.61546898677124,4,9,0,0
507,0,0,50.882428706159246,5,6,1,0
508,0,0,50.29044431020684,4,4,1,0
509,0,0,49.68098314598829,3,8,1,0
510,0,0,51.40444456467039,1,7,1,0
511,0,1,50.62721374884014,3,8,0,1
512,0,0,51.3824744747188,2,6,1,0
513,0,1,50.37603870062594,5,6,0,0
514,0,1,51.16870396601512,3,8,0,0
515,0,0,49.05272953551805,2,8,1,0
516,0,0,49.60514274330432,3,6,0,0
517,0,0,51.22811234924225,3,9,0,1
518,0,0,52.76805577453367,4,6,0,1
519,0,0,51.32670345554904,3,6,1,1
520,0,0,50.36574705228456,4,9,1,0
521,0,1,51.39973509631237,2,6,1,1
522,0,1,51.58809362636988,3,5,0,0
523,0,0,48.53053527290449,2,7,1,0
524,0,0,50.43712489324288,2,4,0,1
525,0,0,51.01489279390013,4,7,0,0
526,0,1,51.38248591090996,2,8,1,1
527,0,1,50.12765319986232,1,5,0,0
528,0,0,49.70167774034158,2,7,0,0
529,0,1,49.632156564660434,3,6,0,1
530,0,0,51.17028886378778,2,3,1,0
531,0,0,49.99457058963178,2,6,1,1
532,0,1,50.96425270339465,1,5,0,0
533,0,0,50.979537052266494,3,9,0,0
534,0,0,51.57764895992726,3,5,1,0
535,0,1,49.80053083679097,3,5,0,1
536,0,0,52.48434919705662,3,5,1,0
537,0,0,49.96142260826346,3,8,1,1
538,0,0,50.64635920170314,2,5,0,0
539,0,1,51.67740760469256,0,3,1,0
540,0,0,51.53919434578544,1,7,0,0
541,0,1,49.84711444789674,3,5,1,0
542,0,0,51.53297439613559,0,5,0,1
543,0,1,48.45558459163936,4,4,0,1
544,0,1,51.82647176490092,5,4,0,1
545,0,0,51.09479503154277,2,5,1,1
546,0,0,51.09527113008857,3,8,0,0
547,0,0,51.43080467257928,2,6,0,1
548,0,0,50.80948139165034,1,8,1,0
549,0,1,50.34265976999512,2,9,0,1
550,0,1,49.54770427254756,3,6,0,0
551,0,1,49.57698606836399,3,5,0,1
552,0,1,51.3742438630844,3,6,0,1
553,0,0,52.24258948378635,1,8,1,0
554,0,1,50.48372507098747,2,2,0,1
555,0,0,51.56840962196723,2,5,0,1
556,0,0,51.542865768863805,1,7,1,1
557,0,0,51.51100071969216,3,6,1,1
558,0,1,50.43010743158053,2,9,0,0
559,0,1,50.79623512439196,0,12,0,0
560,0,1,51.29551458085199,4,8,1,1
561,0,0,51.34921934013431,1,5,0,0
562,0,1,51.94358358953664,2,4,1,1
563,0,0,50.56603465165056,4,5,1,1
564,0,1,51.03844095424593,3,4,0,1
565,0,0,49.15758155880778,1,8,1,0
566,0,1,51.01265768171951,4,9,0,0
567,0,1,50.072443570289416,3,6,1,1
568,0,1,50.382466249192085,1,7,1,1
569,0,0,49.713768005495055,2,8,0,0
570,0,0,50.68627949320427,2,6,1,0
571,0,0,50.63401093454095,2,6,0,1
572,0,0,49.60398036015138,3,5,1,0
573,0,1,51.01298643692187,3,7,0,1
574,0,1,51.16714960866801,1,12,0,0
575,0,1,48.95754084339036,0,7,1,0
576,0,0,51.38898307894168,2,5,0,0
577,0,1,51.595688673195525,2,6,1,0
578,0,1,50.469788855416034,3,6,0,0
579,0,0,50.95810014931624,2,7,0,0
580,0,1,49.71439115027279,3,9,1,1
581,0,1,49.528742307964094,3,6,0,1
582,0,0,49.50049923374837,2,9,0,0
583,0,0,50.84145811733281,2,5,0,1
584,0,0,48.734584329173416,2,8,0,1
585,0,1,51.85598406941895,2,8,0,0
586,0,1,50.45061031342397,2,5,1,1
587,0,1,50.15806536638063,4,7,0,0
588,0,1,50.24586210808851,3,4,1,1
589,0,0,52.36423762519888,3,5,0,1
590,0,0,52.09198071542273,2,5,1,0
591,0,1,51.05019441135017,3,4,0,0
592,0,1,51.15105360351404,1,11,0,0
593,0,1,52.47400841645576,2,2,1,0
594,0,0,50.86377590822158,1,4,0,1
595,0,1,50.00545957416359,2,5,0,0
596,0,1,47.601077997590046,3,4,1,0
597,0,1,50.61464182583539,2,10,1,1
598,0,0,52.01251642219111,1,8,0,1
599,0,0,48.49404721924433,2,6,0,0
600,0,0,49.47223067008408,4,9,0,1
601,0,1,51.062555680109774,2,4,1,1
602,0,1,50.40280190715568,1,4,0,0
603,0,1,48.738954422507135,2,8,1,0
604,0,0,51.5122850431934,3,6,1,1
605,0,1,50.28060783852465,3,9,1,1
606,0,0,51.85835096551519,3,4,0,0
607,0,0,52.57105583591432,4,5,0,0
608,0,1,51.28421019089463,3,5,1,1
609,0,0,53.06100304636685,3,6,0,1
610,0,1,47.63883150186701,2,10,0,0
611,0,0,49.76282229502178,2,8,1,0
612,0,0,51.12664033929023,1,7,1,1
613,0,0,53.28456922936941,1,7,0,0
614,0,0,49.57665643230309,2,7,0,0
615,0,0,49.63263302756821,3,6,1,0
616,0,1,50.90365252657373,3,7,0,1
617,0,1,48.28791635926581,4,5,1,1
618,0,1,52.69965975656875,2,3,0,0
619,0,1,50.50519782700562,2,7,0,1
620,0,1,51.8609604615765,2,10,0,0
621,0,1,48.85687440587945,3,4,1,0
622,0,0,50.867248142560165,4,6,0,0
623,0,0,52.07115986237836,5,5,1,0
624,0,1,51.62588187585864,4,3,1,0
625,0,0,50.59689524773619,2,6,1,0
626,0,0,51.12927661138253,4,11,0,1
627,0,1,50.13491045660263,3,6,0,1
628,0,0,50.36114023858197,4,4,0,1
629,0,0,49.52940044817147,1,8,1,0
630,0,0,50.81987275756418,0,6,1,0
631,0,1,49.18710094517031,2,6,0,1
