age,income_level,gender,minority_status,credit_score,automatic_enrollment,saving_rate
10,9,1,1,10.056570525648027,0,5.010996067350692
12,9,1,1,11.127146991512742,0,6.0661975703519095
4,7,1,1,12.108096423401769,0,9.667065689805048
6,4,1,1,12.972842441034183,0,9.738401944242328
6,3,0,1,12.341086674723686,0,8.799835321402913
10,8,1,1,13.20062712443206,1,15.725013626156915
6,4,1,1,13.107225165774432,1,16.48800703018928
5,4,1,0,12.76258742528175,0,8.310685710076342
6,5,0,1,11.29474322001966,0,6.153736638319665
2,7,1,0,14.94095427139508,1,18.872656355138616
9,6,1,0,13.401473730707844,1,16.31725016606562
9,4,0,1,12.273016249766783,0,7.675580633777369
5,7,1,0,14.348978647351489,1,17.655022327378973
12,5,1,1,13.105871586772194,1,15.173479576933516
12,5,1,1,11.356296485684997,0,6.805924845635703
12,9,1,1,9.676489764107998,0,4.183917209415779
8,4,1,1,13.713664575280395,1,16.623627447578396
11,6,1,1,13.34072415523005,1,16.759337186327315
9,3,1,1,14.628698253853404,1,17.39263684543137
9,6,0,1,13.391448904113844,1,15.983863009255808
8,4,0,1,14.277867816666488,1,16.049635019695764
7,4,0,1,11.42333947545372,0,7.117122328762616
7,6,0,0,11.98522028147888,0,8.072881861531744
6,5,0,1,15.414373032434526,1,17.572583770603664
6,4,0,1,12.819044774977971,0,9.19405118629894
8,7,0,1,9.455722308404251,0,3.3485014042786245
5,3,0,1,11.798283664945076,0,8.037540916968998
13,5,0,1,12.802000976316874,0,8.196581479301194
8,5,0,1,12.649619644775818,0,8.569460470716903
7,5,1,1,11.549324678700517,0,6.581066481792007
16,5,1,0,14.102226406840336,1,15.674667413355078
10,6,0,1,13.443599884059084,1,16.41161000353403
9,6,1,1,10.152018235981611,0,4.029525166291944
6,10,1,1,15.337078428093758,1,18.09105214698076
5,6,1,1,12.704760586212831,0,9.22140996956584
3,6,0,1,14.332607214324598,1,17.822158825506726
12,5,1,0,12.308070787308,0,8.128758038993226
5,5,1,0,14.421900153436926,1,18.124111827895213
5,7,1,1,14.167560818474453,1,17.870624864918334
11,6,1,1,12.172541717859104,0,7.326031566942516
13,7,0,1,8.126965799959194,0,0.3709562903414594
2,5,0,1,13.982224252915604,1,18.231685365269325
8,7,0,1,14.56260256969794,1,16.785914655498743
7,4,1,1,15.90268707664245,1,18.41918240797948
7,6,0,1,11.067456919253264,0,5.861216570054716
5,8,1,1,14.559349019228035,1,18.338654404167595
12,6,0,1,12.285065967365924,0,7.999874203420622
8,4,0,1,11.497665303563275,0,5.901336995788997
12,7,1,1,14.415612265494854,1,17.3773163301952
12,7,0,1,10.872870763956826,0,5.41740132667371
9,6,1,1,12.684437672041296,0,8.60912191111267
2,7,1,1,14.114642314822392,1,17.910141166314894
1,6,1,0,12.3242670168072,0,9.383365938498333
10,5,1,1,17.038111373817788,1,19.41098485875616
8,6,0,1,9.863017245339528,0,3.1723758464072978
11,5,0,1,12.660763724138302,0,7.947088806563458
6,5,1,1,11.919963373107782,0,7.825051190139949
3,5,1,0,12.494004072881332,0,8.806492422822666
2,6,1,0,9.940501915763052,0,6.309357491911633
8,6,1,0,14.040359601691687,1,16.684229558811428
3,6,1,1,13.158415816960796,1,16.355347898650336
10,4,1,0,12.136388693015387,0,6.344782628715965
3,7,0,1,13.634700951178091,1,17.63285349516645
2,7,0,1,16.242584102885985,1,20.480535204441875
7,6,0,1,11.185661565243212,0,5.834962994650554
7,4,1,1,15.442310993639762,1,18.57069932655331
5,4,0,1,12.062775014035958,0,7.665371923095694
10,8,1,1,16.07943383899861,1,18.16922672846817
11,5,1,0,14.662196658988805,1,17.166810482937347
8,5,0,1,12.868321688444189,0,8.855506148931926
8,5,1,1,11.155417743640175,0,5.909996453966213
8,5,1,1,11.75442873797066,0,7.492094606617576
12,5,1,1,12.138124068605244,0,7.344982044037806
12,8,1,1,16.47251892686475,1,17.94796494420618
8,5,1,1,13.320868303014212,1,16.065079205343284
8,8,0,1,17.13052095358743,1,19.620931329015768
5,4,1,0,15.602924960391698,1,18.04967496169238
7,7,1,1,14.709164714994015,1,17.453907342513684
4,6,1,1,17.64229159233722,1,20.671945520619207
5,5,1,1,12.26228359012857,0,8.46950196034081
5,9,1,1,12.207981281914732,0,8.644318346306434
6,4,1,1,14.164481540045376,1,16.32432331828806
7,3,1,1,15.836968101381654,1,18.73735250445653
9,5,0,0,12.582743496430384,0,8.236864572300178
9,6,0,1,12.97111227862814,0,8.32674928406108
8,4,1,1,10.021080051773213,0,4.066844330903277
1,5,1,1,10.37416338649064,0,6.956791885369057
10,7,1,1,15.697235473892876,1,17.77855694789958
6,6,0,1,11.5662034169072,0,7.026427229634049
9,5,1,1,12.591263748468617,0,7.691476482381474
5,5,1,1,11.163607841834612,0,6.2028954612838
17,5,1,0,11.74886562584988,0,6.228868648880238
5,4,0,0,9.367856508464024,0,3.317852062650394
8,6,1,0,10.880340196439366,0,6.0597377354431545
3,5,1,1,12.301456415168508,0,9.454423215721404
6,5,1,1,14.16610533587089,1,16.605443119681393
9,6,0,1,11.340503082065707,0,5.809218227161497
11,6,0,1,14.923291368717283,1,16.860682163418375
9,7,1,0,10.685793393618471,0,6.559724307677891
6,5,1,1,11.999127631287056,0,7.62486933776118
7,5,1,0,12.32585137426887,0,8.695967670232614
12,4,0,1,10.789105565474037,0,5.859121074100966
0,6,1,0,13.088527941654585,1,17.904657687717968
10,4,0,1,12.242083094604263,0,7.8641024061536
7,6,1,1,13.195808198711513,1,16.17990280505315
9,4,1,1,13.32977505798049,1,15.891974318526106
4,5,0,1,11.928215558656152,0,8.425652294963022
2,3,1,0,13.775953737621672,1,18.459918123580703
4,5,1,1,11.638793745162204,0,7.70276911808632
9,8,1,1,11.64997061431126,0,6.642671075206528
7,4,1,0,9.452557032718484,0,3.89910916165912
5,4,1,1,12.150086720823108,0,8.016784062927414
9,3,0,0,13.083151353315612,1,16.42412550173233
7,6,1,0,13.630350368140208,1,17.129098433045275
9,4,0,0,13.123969957616511,1,15.087740056883252
9,6,1,1,11.966046662560004,0,7.997960545463648
4,5,1,0,11.306296144799546,0,7.891078201625975
13,5,1,1,13.090623347387034,1,15.943264485951811
3,4,1,0,11.690414634094443,0,8.584229907813416
7,6,1,1,11.475826838529514,0,6.7839952499375205
9,6,1,1,13.588697133137126,1,16.21009282528037
9,7,1,1,12.02344736218398,0,7.967020481682473
7,6,0,1,16.879387432051818,1,19.016064627541564
14,3,1,1,12.088948851741163,0,6.383468407750145
5,6,0,1,16.959805467894206,1,20.17598002258575
5,7,0,1,10.88231758097295,0,5.877743000870003
7,7,0,1,12.442035819239951,0,8.540287076552685
7,7,1,0,15.747424748750602,1,19.570533521743425
7,6,1,1,14.250795834884402,1,17.09600777895021
7,8,0,0,13.884336557114274,1,17.13844558173726
7,5,1,1,12.106439131710768,0,8.956735634113308
10,7,1,1,11.83669981341364,0,7.351316779730288
6,6,0,1,14.112490618777487,1,17.4516586073651
4,5,1,1,12.616932472801484,0,9.398402169667778
9,3,0,0,14.68905365961106,1,17.001239406634888
4,5,1,0,13.379614399927494,1,16.895865565709645
8,6,0,1,12.422122264107822,0,7.937638651927411
13,5,1,1,15.045203905635027,1,16.61732557661909
7,4,1,1,13.527421552366883,1,15.807372688928227
9,3,1,1,13.920746805656178,1,15.859309837667322
10,5,0,1,11.562457080837184,0,6.49035683872357
12,6,0,1,12.515024703182386,0,8.055925906027873
5,7,0,0,12.104661679141389,0,8.588305528073022
1,4,0,1,9.46551185651168,0,4.965524206272767
4,6,1,0,14.421951123495148,1,18.19350011852161
6,5,1,1,13.353936412640252,1,16.68261874883096
10,7,0,1,12.684805830685756,0,9.00690290184959
7,3,0,0,9.504366265044226,0,3.7840266693627456
5,6,1,1,15.398472993213057,1,17.94509247813237
11,5,0,0,12.730838282001674,0,8.156028828481267
4,2,1,1,13.942035595602684,1,15.99931446171829
2,5,1,1,15.56973507006414,1,19.51309018104305
4,4,0,1,13.404792182684211,1,17.1969453455765
10,3,0,1,15.617833582727611,1,18.015208235973773
10,6,1,0,13.227863684677253,1,16.10267466902291
5,6,1,0,13.146584222913171,1,16.524353426482314
5,6,0,0,13.575089691862578,1,16.149840718069385
10,8,1,1,10.416281014364598,0,5.500845352053142
10,5,0,0,13.833256620879505,1,16.077012188786785
4,3,1,1,14.427386839086006,1,16.832474048815243
7,6,1,0,13.167987890758932,1,17.648068873723833
9,3,1,0,12.30069581142716,0,7.879272683211311
11,6,0,0,12.83492824421104,0,8.998381420003817
9,5,1,0,12.22881176737488,0,8.947801465781392
7,6,1,0,15.154419339433362,1,17.908523152783697
15,6,1,1,13.877302949554563,1,15.803459070549662
4,8,0,1,13.461076356906624,1,16.641268136248932
7,5,1,1,13.326382682062492,1,16.32799341547017
9,3,1,1,14.959917539257686,1,16.282839687418157
6,4,1,1,12.89351584499597,0,8.942976972577485
8,7,1,1,17.770313789204284,1,20.343883123111667
10,4,1,1,14.450066492861374,1,15.44077929079726
6,5,1,0,12.271156318910911,0,8.297535186429785
11,5,1,1,14.548916307188646,1,16.740286323312063
0,4,1,0,10.30460300829621,0,6.540401625625578
3,4,0,0,11.870192415268074,0,7.644138873434467
5,7,0,1,10.815543519295865,0,6.007432894830283
6,5,0,1,11.264117418468306,0,6.303343227266863
10,6,1,1,14.56819456704662,1,17.383727695481934
4,7,0,1,13.49789512113817,1,17.157196873824375
4,4,0,0,10.314186945023549,0,6.062513099738029
11,4,0,0,13.501719842897058,1,16.433253454465863
15,6,0,0,15.987560298217463,1,16.87054903825102
7,3,1,1,15.338865639240524,1,17.82389349333861
3,5,1,1,11.97577076428347,0,8.283823574697134
11,6,0,0,18.065084295832712,1,19.193005245916464
8,3,1,1,10.046715832074732,0,4.06573802111109
5,5,1,1,11.420849145089871,0,6.34101304856567
19,5,0,1,12.796172106992625,0,7.52141224258403
12,7,1,1,13.218670338998589,1,15.148453393804996
9,6,0,0,11.4196409891351,0,5.305544470360021
6,2,0,0,15.038264898946585,1,18.37474805772116
5,8,1,1,12.934258312366987,0,9.65782845135633
6,8,1,1,12.647847042269447,0,8.999166753272746
13,6,1,1,14.411071728346784,1,16.18603228317781
8,5,1,1,12.817720085566982,0,8.588003740484956
4,6,1,1,10.943189992824738,0,7.93523136815274
10,6,1,0,8.584860153849284,0,2.61866327834182
12,4,1,1,15.040956976459418,1,16.019120038550565
6,3,1,1,13.483795399651706,1,15.795744591070529
5,6,1,1,10.014511882965593,0,4.712719650815003
6,7,1,1,10.428075999974553,0,5.709356628823621
4,7,1,1,12.64797153806112,0,9.40876389323265
4,2,1,0,11.708143999133016,0,7.930522566559508
6,7,1,0,14.655533441121836,1,18.779652104211905
9,5,0,1,11.622769498642988,0,6.546480043659171
9,8,1,1,13.2600268288915,1,16.386441873397395
7,5,1,1,12.223710402245056,0,7.653364386688491
10,5,1,0,8.965171418293561,0,3.405630137550856
7,4,0,1,11.690188132385956,0,7.664257456237275
4,5,0,1,11.585485917818447,0,7.033923071339386
2,4,0,1,12.22542178676292,0,8.192201411224547
5,2,1,1,13.593410727017634,1,16.80562531078697
10,5,0,1,12.666986833005062,0,8.022074193976454
2,3,0,0,15.457216196204769,1,17.53120917829081
8,7,1,1,16.258218569886623,1,18.718469878248783
7,6,0,1,14.420775861379642,1,16.083327387318864
7,5,1,1,13.11953815246542,1,16.22197282716549
8,5,1,0,16.32216444071615,1,19.117133543526585
8,4,1,1,13.539265578322068,1,16.833245201738833
10,5,1,1,14.564391603761155,1,17.24143722754608
7,5,1,0,15.606402025067652,1,17.207881124599716
3,6,1,0,12.790154783314769,0,9.412571001230958
4,3,1,0,11.973791393935649,0,8.113870479779463
4,4,1,0,11.017282791339,0,7.327407714275056
9,4,1,1,11.977312180009076,0,6.895694394127276
10,8,1,0,14.14903364070554,1,17.11747760369314
10,6,0,1,13.690968424639337,1,16.345262101257962
5,8,1,1,14.053093612361913,1,17.71299303303553
4,7,0,1,9.522445282721934,0,4.61088762152737
4,7,1,0,13.632859303174634,1,17.22098794692885
6,6,1,0,16.586748638120522,1,18.856381060640096
10,5,1,0,13.227708237218527,1,16.27174297804171
8,5,0,0,13.439063993314708,1,16.16480080311806
7,7,0,1,15.85699631011462,1,18.71611018514737
7,5,1,1,13.158853502066057,1,16.982029426458062
7,7,1,0,14.561384718814322,1,17.880581392855717
9,6,1,1,9.868914765911024,0,3.857711994207926
7,7,1,1,12.784175339416262,0,10.063176901482512
2,3,1,0,12.69178933662105,0,9.73245873836739
8,7,1,0,10.50586548309087,0,5.72211386350276
0,7,1,1,13.329000202144162,1,17.65126409972654
5,3,1,1,15.819084390300947,1,17.705204508334297
7,3,1,1,13.03653357664601,1,15.917083808532118
4,6,1,1,14.07833466301353,1,17.3639695354675
-1,7,1,1,14.645991673014011,1,19.958852387863484
10,5,0,1,11.210438097487426,0,6.238257566901639
8,6,1,0,14.702428713421778,1,17.741852053862686
9,4,0,1,11.104150961362704,0,6.615220263550119
5,7,1,1,10.083357448835596,0,4.035806829471795
7,5,0,1,13.91955685409176,1,16.280111744747998
11,7,0,1,13.58851578282048,1,15.617472875244122
6,4,1,1,12.237970119667771,0,8.143695878552926
5,7,1,1,15.723427650167826,1,18.41158522791203
4,5,0,0,13.245455770160516,1,16.75095809740369
5,3,1,1,12.204723708933418,0,8.714920419157046
9,4,1,1,13.245841625134156,1,15.968837540766415
11,5,1,1,13.385206517065956,1,16.449769826835283
4,5,1,1,13.929841197081846,1,17.536376909722772
7,6,1,0,14.612439383208091,1,17.777170022517858
7,7,0,1,18.19958749474874,1,19.83878226934197
5,7,0,1,17.81074545478082,1,20.947527779201263
13,5,0,0,15.46281472568228,1,17.02313988151906
10,7,1,0,12.548668747354297,0,7.34770511327698
7,5,1,1,16.343013468861507,1,19.303847174500888
5,5,1,0,10.655694808898271,0,6.1547539132493165
5,5,1,1,12.618299771982386,0,9.595039468611496
4,6,0,1,15.015745527610132,1,17.99502787793746
4,5,1,1,7.790258064380903,0,2.0552824101632723
8,4,1,1,12.915142184886632,0,7.7283867471359855
5,6,1,1,14.203344011391923,1,17.982027674224117
9,7,0,0,10.897212096758112,0,6.025945604685005
11,5,1,1,14.857346242499396,1,16.385551798157646
0,5,1,1,13.276297651302784,1,17.091342855214837
12,4,1,1,11.162739596037206,0,6.321473056023405
8,6,1,0,12.189508638584064,0,8.356461202550513
4,6,1,1,10.049553808886367,0,5.435234741838973
13,5,1,1,14.972348935006808,1,17.408847424662657
4,5,0,0,14.548672863543567,1,18.04867498718024
2,5,0,1,14.545233842737645,1,17.12060867596459
3,6,0,1,12.998953874026803,0,9.65550615236516
8,5,1,1,13.97446345483934,1,16.183544955938853
10,6,1,0,13.972529590957745,1,17.131098515108953
10,5,1,1,15.057269666343135,1,18.03860556838167
0,6,1,0,15.614670131252648,1,19.728806791875336
10,6,1,1,12.426381629264906,0,8.201895528369759
9,6,0,0,15.157151273907678,1,17.292501007909365
2,7,0,1,10.48695217072378,0,7.624212468670323
9,5,1,1,13.983162894914887,1,15.872695199039416
7,5,0,1,12.64886375758867,0,8.670186846787166
0,3,0,1,14.521810586208378,1,18.57098086979721
10,4,1,1,11.252792947229766,0,6.415270381469387
10,8,1,0,13.16394218838566,1,15.34724553232912
9,7,1,1,11.061774074402326,0,6.245747516738367
12,6,1,1,13.844606121642665,1,15.450738214221763
9,6,0,1,10.061158036992488,0,4.402659700085472
14,5,0,1,11.610573920807004,0,6.139248866641766
1,6,1,1,13.795882336253786,1,17.055419156460328
7,3,1,1,14.158826533206412,1,16.465555061595172
13,7,1,1,12.135844907709924,0,7.376780453209506
5,8,1,0,12.22910368870748,0,8.194694714612982
2,5,1,1,15.456758453764962,1,18.604516159133503
7,6,1,1,12.655586008345358,0,9.414856348651266
7,6,1,0,13.088833471901571,1,15.952893816614123
7,6,0,1,15.61630936108929,1,18.47268265178508
5,6,1,1,12.890378257942182,0,9.366557733277968
8,5,1,0,13.74920839228475,1,16.216824877565543
7,5,1,1,10.988653367824888,0,6.92718873490699
6,7,0,1,12.846689816688093,0,9.094895986215606
7,6,1,1,10.417042759810348,0,6.7454447912169
5,4,1,1,16.65933828101343,1,18.99844774102392
3,6,0,0,8.718761875239373,0,4.07150245677886
8,7,1,0,11.997683866486708,0,8.334686079741545
7,4,1,1,14.081754813379735,1,16.63663947744633
8,4,1,1,13.461100831125451,1,17.044119006803125
8,5,0,1,9.848308953872134,0,3.787898642502717
11,4,0,0,14.11907818258126,1,16.73499038041267
5,6,1,1,10.344748396219888,0,5.846680235226217
7,8,1,1,14.402324822739672,1,17.48280749739575
12,5,0,1,13.035974607710928,1,15.11323735882578
12,6,1,0,15.324154484746328,1,16.920421697062984
10,5,0,1,14.939800632707836,1,18.1960700851174
10,5,1,0,11.133522894262194,0,5.887102473296368
13,8,1,1,12.599066315711095,0,8.507958980759586
4,3,0,1,11.441884864728854,0,7.183166850622411
2,7,1,1,12.02767259652006,0,8.070236464968525
10,4,1,1,9.839018171223266,0,4.516531312735801
10,5,1,0,17.142928956114595,1,19.21726450692617
7,7,0,1,12.183774701111645,0,8.302800040453674
9,6,1,1,9.796061661229029,0,4.41860309131717
9,7,1,1,7.213327817065928,0,1.0134156599346409
8,6,1,1,16.327692931192992,1,18.957564108511423
7,6,1,0,10.185143381776236,0,6.056185800612588
5,5,1,1,9.459733665873104,0,4.758013425188612
8,7,0,1,15.448333300448308,1,17.454320995531475
7,8,1,0,16.27139815528601,1,18.964942099148256
6,6,1,1,15.106680402745155,1,17.41648972938488
6,7,1,1,13.284887638734014,1,17.34724958118791
10,5,1,1,9.89346975998082,0,3.7033597549453736
11,9,1,1,10.6845297714611,0,5.436471596533603
4,7,1,1,15.1397107561971,1,19.09789559947611
13,7,1,1,12.956041181429557,0,7.923084796894228
5,7,1,1,10.34814957481701,0,5.967389040454327
5,3,1,0,11.408550051433984,0,6.933171628832379
7,3,1,1,14.00601394495127,1,16.80125164610301
5,5,1,1,9.181321623146106,0,3.4809936644817854
6,7,1,1,10.193974551798568,0,6.247750754722752
5,6,1,1,13.194692491428224,1,16.970941741374954
14,7,1,0,15.567400900796166,1,17.228286245850757
10,7,1,0,13.24270830784819,1,16.26086429631441
6,6,1,1,10.99621414957533,0,6.448195554103617
9,6,1,0,13.816479251926197,1,16.922189890574135
8,8,1,0,13.654834032394056,1,16.84057222416866
8,7,1,1,10.715386029397456,0,5.529106818713703
13,11,0,0,15.67178916207564,1,19.313332999814573
6,4,0,0,10.261213458820412,0,5.08900371196171
8,4,1,1,11.306235477842256,0,6.77474296288839
3,2,1,0,13.277293168464231,1,16.748721582749656
6,4,1,1,13.181259374627883,1,16.766444548129964
4,7,1,1,14.358128308194829,1,19.100746875918805
8,5,0,1,9.415857100196682,0,4.088525520871765
1,6,1,1,13.565647257570753,1,16.86501535795431
11,6,0,0,14.271099701924769,1,16.487057236156215
5,7,0,0,13.793540197652876,1,17.308988766362802
10,5,1,1,14.757935087378712,1,17.90451811310857
5,6,1,1,15.453295806314369,1,18.471970374763647
11,4,1,1,12.262230420247407,0,7.532560596775033
8,6,1,0,14.86683257388584,1,16.661896819450998
5,6,1,0,15.57796319060797,1,18.91971919562129
4,3,0,1,14.83925260916548,1,17.433338089211453
3,5,0,1,10.215800989057351,0,5.901441653416155
9,4,0,1,14.069821392813283,1,15.8183783301844
7,9,1,1,15.645186055582323,1,18.567541332645863
1,5,1,1,11.471244815291143,0,7.976319087906793
5,4,0,1,13.711724305921086,1,16.88290876870675
10,6,1,0,14.784741264694748,1,16.518949447498553
11,5,1,0,9.80443694024352,0,4.010268507121931
9,4,1,0,11.618140913689182,0,7.439016985663442
5,5,0,1,12.559025059907505,0,8.80725471201385
6,7,1,1,14.471896844053914,1,18.38844045267197
9,9,1,0,13.45128682779912,1,16.760672036470694
8,4,1,0,11.236311659106743,0,6.483502397334768
15,8,0,1,11.4272078869563,0,5.346001688966129
10,5,1,1,13.915320797839216,1,16.22702359073729
10,7,1,1,13.01430449576457,1,15.936605985873816
6,4,1,1,18.433505904195428,1,19.916227432011944
8,5,1,1,8.880967678075883,0,2.731736734436012
4,5,1,1,10.49727553916604,0,5.696989134933992
9,5,1,1,12.243343860311866,0,7.7174947614437
10,5,1,1,11.34943223585174,0,5.71725014736507
10,5,0,1,12.730810463857832,0,9.250279828081686
9,6,0,1,14.355286260888535,1,16.664060265621803
8,7,1,1,12.156922224966245,0,6.922648676426046
8,5,1,1,13.539853556040956,1,16.355491429962886
11,8,1,1,14.235325568576377,1,16.784229245478897
12,4,0,0,11.375232696833358,0,6.141931304015602
9,5,1,1,13.814507797205096,1,16.36736911742784
9,8,1,1,13.484698766933516,1,16.112119916427325
9,6,0,0,15.58471968250553,1,18.42360765653161
13,6,1,1,11.280171927583812,0,5.881611998988792
10,6,1,1,13.647180499836372,1,16.59300418538984
12,3,1,1,11.743899432724907,0,6.318862941864919
12,7,1,1,13.223684461240502,1,14.924029824978556
10,4,1,1,12.56653633943696,0,7.844357844775334
11,4,1,0,12.293901080694374,0,8.316535042613104
7,5,0,1,13.751819347477884,1,17.31014006342471
8,5,1,1,12.857575832593175,0,8.958549473295884
4,5,0,1,10.311448156639116,0,5.336852477948716
7,4,1,1,11.36027005125611,0,8.076822785387703
6,4,1,0,9.71216122727088,0,5.033231582719123
6,6,1,1,12.821822353052768,0,9.53532946695726
4,4,1,1,13.481949003923429,1,17.38414638452591
15,4,0,1,16.420107589702756,1,17.679761736761083
9,4,1,1,14.78475768897906,1,17.151851715488068
12,6,0,1,14.148119820401297,1,16.278823117864313
2,6,1,0,10.95864104760619,0,7.555013353586917
4,7,1,1,10.105645120159238,0,6.491997271977786
6,4,1,1,11.401095748908489,0,6.185287730413064
3,6,1,1,15.809409790798622,1,18.56365616734497
10,5,0,0,12.36202201020632,0,7.321271033999733
6,5,1,1,13.101553039042702,1,16.396538171450032
6,5,1,1,11.888795081138316,0,7.547499447839645
14,5,1,0,10.264020362598606,0,4.426407844272543
