student_age,parent_education_level,low_income_status,private_tutoring,online_program_enrollment,study_hours_per_week,student_performance_index
36,22,1,0,1,73.60707456041857,259.5088164808574
33,11,0,1,1,55.375454290727085,211.4962261801176
43,23,0,1,1,82.26262051421955,284.95278076086936
11,21,1,0,1,43.69804242375948,169.76126651433802
23,29,1,0,1,67.91177708299348,238.7321618066813
44,26,1,1,1,89.54578681742747,307.8216070695156
33,13,1,1,1,58.3397224653455,222.2349197222622
42,27,1,0,1,86.93469550827963,299.0554024969324
37,23,1,0,1,75.58496444414764,267.7605157105176
26,13,1,1,1,52.01901896659038,199.24584191172264
30,18,1,1,1,63.77651405507427,232.8471159376161
23,16,0,1,1,49.55836155873526,189.11801933200567
30,33,1,1,1,82.15841393527568,279.80566640052336
29,16,0,1,1,56.99434034965811,211.06990190816856
32,27,1,1,1,76.51008119273423,264.6292047884816
25,23,1,0,1,63.06064627156088,227.33644641016937
36,20,1,1,1,72.14206510717838,255.40584526104095
33,17,1,1,1,65.84756162716934,239.20661631714563
22,18,0,0,1,50.94090297907453,192.4367574615475
41,18,1,0,1,72.1850648756075,259.27544507670905
26,15,1,1,1,54.455162148161634,208.1399631049136
23,17,1,1,1,56.08943595383537,209.22143030397837
33,11,1,1,1,57.18100497948035,214.52619607163325
36,28,0,1,1,83.04370225736882,285.2187488189005
27,13,1,1,1,51.77151382644252,199.9203467792453
25,20,1,1,1,59.54605378865109,217.6563530180011
24,26,1,0,1,65.75362041481985,233.79774521306803
25,20,0,1,1,60.33290177376927,218.91259047919053
33,31,1,1,1,81.76922554961702,281.45340128745653
20,18,1,1,1,51.92921719732367,194.12601453254308
36,20,1,1,1,72.3240594604817,259.2393570462871
30,10,0,1,1,51.519233445658784,200.84642731407183
25,17,1,1,1,54.38012403536757,206.15541896772703
18,13,0,0,1,38.6896614542605,159.43190389131354
30,29,1,0,1,76.79476611690829,265.3582537582645
22,19,1,1,1,55.32663350821077,204.61424182180343
29,32,1,1,1,80.18961898010349,271.0721659536454
11,20,1,1,1,43.06467931639875,167.80671691312767
20,29,1,1,1,66.37765797450609,234.19312058589747
37,15,0,1,1,64.83994852231918,235.75672018507956
38,18,1,1,1,72.29905565872527,255.2723630881312
36,15,0,1,1,64.40937658796437,236.9031276946517
32,23,1,0,1,71.73896161371054,255.4438477162544
29,23,0,1,1,67.04341534149633,238.4874682648233
26,20,1,1,1,60.50657656104749,219.8805640438816
27,21,1,1,1,64.97955466051926,233.10387324763727
33,19,0,1,1,67.51636450453637,239.7241329395221
25,11,0,0,1,44.66935812981245,179.15586370336055
22,7,1,0,1,38.57783745069067,161.7722035334059
31,26,1,1,1,75.54987983487705,259.7759517092832
34,20,1,1,1,70.0104950460319,251.57041357357505
37,15,0,1,1,66.57608640585919,240.8120542552303
21,7,0,1,1,35.577060043155925,153.69587674695524
30,19,1,1,1,63.98831509474408,232.8401802292765
30,20,1,1,1,64.0026320225543,233.6873489627132
24,12,1,1,1,48.777951491697706,188.47228184191505
31,27,1,0,1,75.16309806451768,264.7197605292056
30,20,1,1,1,65.57202234529406,237.02766194032685
28,17,1,0,1,59.105856533309165,217.1183425654457
34,24,1,1,1,76.59341106580725,265.267862157949
22,19,0,1,1,52.81968431844084,201.64502148938803
39,22,1,0,1,77.0854734534954,273.9873094317069
28,22,1,1,1,64.99763161426993,233.89811186892285
35,21,1,1,1,73.12045669457606,258.6410685548717
38,24,1,0,1,77.61553128473884,272.1351043876787
36,28,1,1,1,83.9401302290444,289.4348469865654
32,19,1,1,1,65.42688759479435,237.6123003384467
19,28,1,0,1,62.03660082928902,222.28899323691533
38,13,0,1,1,65.56434334124042,239.08389215464248
38,8,0,1,1,56.8580442936504,216.0574958227596
39,20,1,1,1,75.59444693330423,268.0918955524242
22,12,1,1,1,46.37391299833895,180.9907985055676
29,32,1,1,1,80.49038484067785,270.2912370682997
25,18,1,1,1,56.60434802071502,213.19821815145548
21,35,1,1,1,76.87448807125334,260.46849837651536
22,21,1,1,1,56.30439603597683,208.7642060334361
31,13,1,1,1,57.30370910503762,213.2119061156808
34,13,1,1,1,59.66344868547642,225.3550855640684
36,22,1,0,1,72.36327111925108,260.0528446409289
27,28,1,1,1,72.48151146649536,253.7779189659101
33,24,0,1,1,71.95508040568194,254.27199859855168
23,26,0,1,1,63.0931383246852,226.82293971542856
33,10,1,0,1,53.89447656070788,209.71086477666023
26,14,1,1,1,53.04998811634401,199.2766054131868
30,24,0,0,1,70.28496990030506,249.61941680001075
22,33,0,1,1,71.61852131172064,244.9197053082661
21,19,0,0,1,50.80038590786731,192.27035196746223
24,17,1,1,1,56.13948443311845,210.0306806523037
30,11,1,0,1,52.72490569447426,201.58761864600424
38,21,0,0,1,75.1200148444984,265.0207262804604
25,16,1,1,1,53.70180784138872,203.4250645797648
33,22,0,0,1,68.71986217726932,243.76944802230145
19,15,1,1,1,46.28836954010585,184.0332113536081
23,19,1,0,1,54.70417391927999,202.83925785415977
27,13,0,1,1,49.619668062226445,195.5377793178633
27,21,1,1,1,65.35618449333401,233.5173886334637
33,22,0,0,1,67.95345733050213,244.5656074545861
14,25,1,0,1,53.968235368749305,197.3727584090307
28,21,1,1,1,63.827838172411,231.36303611457623
42,18,1,1,1,76.41358441759998,270.2401178455545
25,27,1,1,1,71.40746827456812,244.76635525550765
29,15,1,1,1,56.29000056622164,212.6075057028665
33,23,0,1,1,71.11466125173595,252.76183074866955
25,18,1,1,1,56.24848641213145,211.32297005354107
33,11,1,1,1,57.3860193527296,219.1488488261045
22,24,1,0,1,61.830846346779374,221.02283173790624
39,20,1,1,1,76.25627763112622,267.52586361177816
37,21,0,1,1,74.5960130048336,263.64980027332933
32,22,1,0,1,68.56699602151667,248.53533748989344
19,17,0,1,1,47.30230688264108,181.361870873726
22,21,1,1,1,57.50424030734308,212.236514835285
36,18,1,1,1,69.7734278834462,251.1631253539298
11,23,1,0,1,46.67587443764055,175.17773534419825
18,13,0,1,1,41.505169745816886,166.75683311275074
37,24,1,1,1,77.08510123659485,272.6995850585003
39,10,1,1,1,61.35785873351112,232.1874156624126
28,21,1,0,1,63.466236272283616,228.769810937434
15,24,1,0,1,51.85058719682362,196.6607411533396
40,23,1,1,1,80.11887848782304,278.677758678705
23,19,1,1,1,55.70472551668515,206.70982875699988
33,27,1,1,1,78.3743220725783,269.4932420841298
39,21,1,1,1,77.30571953307718,271.64483237897724
23,23,1,1,1,63.371669906483824,224.26476261878915
31,20,0,0,1,64.498227720521,232.3718767071162
27,25,1,0,1,68.21884038864754,241.87266295825933
33,20,1,0,1,67.12461553059629,240.7249960727818
27,8,1,0,1,46.383954012780855,180.7597051765281
11,28,1,1,1,55.59372337692953,199.5578689575817
31,27,0,1,1,75.6699187423755,263.885302917138
40,33,1,1,1,93.8421037501446,313.78166451390376
29,13,1,1,1,55.76304699380408,210.8346111732496
34,22,1,0,1,71.47839429691773,251.74291587648565
20,9,1,0,1,38.30511133399394,159.84826870239272
32,34,1,1,1,87.03115496727916,290.7975636893688
23,11,1,1,1,44.71694072730199,178.62441935175102
32,19,0,0,1,63.67888538421428,232.2970018305701
31,5,1,0,1,43.80760811208564,179.7307189357998
20,20,1,0,1,53.49364055142932,198.4741734983845
29,18,1,1,1,62.8762245037897,227.1140397236855
29,13,0,1,1,52.70125767124463,202.7922483116396
10,17,1,0,1,38.92841052978409,153.4940257920263
22,18,1,0,1,50.47875264310988,193.82867623712937
39,22,0,0,1,77.44004716928734,272.0313171932731
38,15,1,1,1,68.42515272608979,249.0000625726276
31,23,0,1,1,69.30968221250576,245.7168945280888
28,20,1,1,1,63.35861085861162,230.14102304260885
36,21,1,0,1,74.71362394158776,262.18604358863183
21,31,0,1,1,69.32723272463458,239.8400005705374
33,21,1,1,1,69.54414829348859,248.35352465778087
31,22,1,1,1,69.5859508391382,245.9311222843728
22,27,1,1,1,64.8106419472335,229.98744916466552
27,19,1,1,1,59.30799931311884,219.0256783531785
22,23,1,0,1,60.43328140033569,217.94476785880948
23,23,0,1,1,60.03998793028316,215.7935730523916
8,27,1,0,1,46.11407421338029,175.87934356025875
23,17,0,0,1,51.11014758212448,193.38405869464464
31,20,1,0,1,66.81172493891167,239.17815395223985
29,19,1,1,1,63.33561425584433,230.75545944082825
21,13,0,1,1,44.19706245033494,174.25377039177474
30,24,1,1,1,71.035914745919,249.49958175267884
33,14,1,0,1,60.27523600673503,226.19155057728773
28,22,1,1,1,65.88492495729173,235.0553276293178
30,12,1,0,1,52.89172373131105,203.34137901941432
38,30,1,0,1,88.7067032407862,297.53523848134665
20,12,1,1,1,43.04320063474012,172.66097616853358
32,27,1,1,1,77.34270339606532,264.6825573890486
29,9,1,0,1,47.07646378369703,187.7079468812564
29,22,1,0,1,67.40669349463603,237.8443494236914
26,31,0,1,1,74.00707038225843,255.44970829304685
31,24,0,0,1,68.86242713676336,243.74781303379015
33,17,0,0,1,63.32321212542841,230.5642577035133
39,12,1,0,1,64.18100767255436,235.22407451950295
16,13,1,0,1,38.65759029778132,158.53859294904575
42,16,1,1,1,73.82166766791632,264.5553858098528
30,22,1,0,1,67.85071775540234,242.04967122396744
37,20,1,1,1,73.54495777917485,263.45461691502175
40,26,1,1,1,86.30693889963685,294.9761985941165
29,14,0,0,1,53.83396538575997,203.3215034564793
27,10,1,1,1,48.65781753756616,189.8275660316536
29,32,1,1,1,80.62568945364643,273.9951125602293
22,28,1,1,1,67.42256982207707,236.51966092574855
32,17,1,1,1,63.92966622556127,235.91573351294437
31,24,1,1,1,70.44942657106475,250.88463095670213
33,13,0,0,1,54.766647615905526,208.6469712542804
32,21,0,0,1,66.90293292257299,238.3429191428328
29,0,1,1,1,36.79137170045451,161.20351867187944
23,17,1,1,1,53.1816545796779,201.5349268898883
38,26,1,0,1,81.99778755676307,279.7059925867676
26,13,1,1,1,51.81385457596236,195.614118523792
20,16,1,1,1,46.765173819272576,185.05497148325372
31,14,1,0,1,58.4730478305902,218.15426047393908
20,23,1,1,1,56.811101045356224,209.1611827326314
30,11,0,0,1,51.24504857774117,197.3733606038828
16,24,1,0,1,53.35791203567932,194.5996646129753
30,15,0,1,1,56.202077150069066,212.27483354389108
39,5,1,1,1,54.87124943638474,213.6086109536088
40,14,1,1,1,69.38403902338804,251.1811458606452
25,7,1,1,1,42.548216594245645,173.71368723300665
24,24,0,0,1,62.36773405799156,224.01674787508523
42,15,1,0,1,71.19999056988254,256.662825855191
30,23,0,0,1,66.06715978214689,239.838147018152
22,25,1,1,1,64.3178994385488,225.1108435135072
32,25,1,1,1,76.03860484399435,262.3055601179001
34,17,1,0,1,65.66237608042438,239.15848357123724
11,18,1,0,1,39.47099687135029,158.59987221648646
26,22,1,1,1,61.94122507649482,227.2568535900011
34,25,0,1,1,74.80787805357805,262.76478550328034
34,17,1,1,1,65.23019163452979,237.5974984406135
20,18,1,0,1,49.99818942301403,189.86780894752988
26,17,0,1,1,56.30830808652494,208.527558757024
22,10,1,1,1,41.05368977802558,172.2039135657352
43,29,1,0,1,92.04181241785862,311.1500261810411
23,24,0,0,1,59.60980260460399,214.77325298808495
42,13,0,1,1,67.50137911331596,245.752483492584
41,22,1,1,1,80.51859063010288,282.4731845442369
18,25,1,1,1,58.86224891704673,212.0613588191542
32,21,1,1,1,68.23991455954109,246.16697074044356
36,26,1,0,1,79.96691685332199,275.9039233695583
31,11,1,0,1,53.150724648105225,204.64244662741527
25,23,0,1,1,62.21979282767301,224.12531878388404
25,21,1,0,1,60.77009633491821,219.3910265624934
44,15,1,0,1,73.47761149820488,264.5453874988257
30,18,1,0,1,60.34236435060865,223.72323329127315
26,12,0,0,1,47.51152089918949,184.81045033791116
43,35,0,1,1,99.09264649977236,331.3079776177227
24,18,1,1,1,56.78468076732497,210.652973341476
36,15,0,1,1,62.620298437349575,234.2884072308725
23,23,0,1,1,59.87669692296449,218.7769191444248
20,19,0,0,1,49.54627824195545,190.07347616153424
32,9,0,0,1,50.6739724231055,199.943563696
26,22,1,1,1,62.42706228930879,226.29080380309765
19,26,1,1,1,61.48284801678412,218.4863183396196
10,26,0,1,1,48.66080737282404,183.57225088582612
27,26,0,1,1,68.78023530788325,242.523139373922
28,23,1,1,1,66.73915034321318,236.54565621778207
36,32,1,1,1,87.68934605244355,298.637537867984
23,14,0,1,1,48.88099926677834,188.87185200558173
23,16,1,1,1,51.32246379496813,195.0890286105192
32,18,1,1,1,64.14316146260411,235.24659230160344
43,10,1,1,1,67.11789542339984,247.09323152011092
36,31,0,1,1,86.67880039275744,293.0529279475072
44,17,1,1,1,78.90472027653654,280.7815872851032
29,7,1,1,1,46.54001230237033,185.82629290562252
15,21,0,1,1,46.63077194077324,180.45900208429956
18,14,0,1,1,43.61330434737092,170.95524782995085
23,33,1,0,1,71.57794100651167,248.4787958330872
24,16,1,0,1,50.00920023489872,194.5842640149688
35,13,0,1,1,60.35837276140168,224.219435113734
31,15,0,1,1,57.776572994711465,215.94151418176372
34,22,1,1,1,72.06717093067228,254.7520533500076
39,15,0,1,1,66.116688800128,241.4839415853817
28,16,1,1,1,57.32114146351991,213.59943372436777
36,14,0,0,1,62.63570984066348,230.33908526552432
44,19,1,1,1,81.47071742520257,284.9133814390814
33,25,0,0,1,72.3589729109973,256.96514045212734
33,25,1,0,1,74.22153431533954,260.8701361523993
33,15,1,1,1,61.60804196238179,227.8699312972637
33,18,0,1,1,65.009198294106,235.93872817122792
34,18,1,0,1,67.37705729274953,245.45735217619492
40,26,1,0,1,83.92981497505025,288.7225038484577
26,26,0,1,1,68.34270697633573,240.8934019225489
27,29,0,0,1,72.38339725709551,249.5502191670964
26,27,1,0,1,68.74692386119463,241.9723158971724
52,25,1,0,1,96.61276592172052,328.8940547231033
23,13,1,1,1,48.25648526836103,187.3090176028834
20,11,0,1,1,41.354100227138574,166.14830380681468
31,33,0,1,1,84.15136309419042,282.36520334882096
42,26,0,1,1,87.19253444112864,297.0616679785044
24,13,1,1,1,48.44060887647947,190.1250566169572
32,24,1,0,1,72.44964983489447,254.1249485069968
44,4,0,1,1,58.058696494046906,224.05944908890672
34,24,1,0,1,73.48209599978726,259.0514628726703
26,18,0,1,1,57.63872568612947,211.83310442276849
33,6,1,0,1,49.76599902534518,193.68366347509203
41,15,1,1,1,69.3355546717503,251.4272065857856
29,11,1,0,1,51.90486077708841,198.6820444471489
27,9,1,0,1,44.347094766513045,180.7143312651413
18,18,1,0,1,48.36629383961399,185.1632656805539
32,17,1,1,1,62.85580395127519,232.01962213711064
33,22,1,1,1,71.49406540968533,254.41087974367304
31,21,1,0,1,67.15359320515628,242.719229804434
34,21,1,1,1,70.85718872482104,251.97969672004805
44,16,1,0,1,73.37124080130373,264.559552584234
45,26,1,0,1,90.6137211652676,307.87631993848805
29,26,1,0,1,71.70495580679845,249.80027750759672
25,24,1,1,1,66.88785371087997,234.45248958897093
30,26,1,0,1,71.20687902283566,250.91744553647683
31,28,1,0,1,76.40229305421462,265.86527931113034
31,18,1,1,1,63.93527225217065,232.6003215282216
33,19,1,1,1,65.86255614654495,237.49018641049025
20,27,0,1,1,63.20269645865928,223.20276269005305
26,28,1,1,1,71.80635060348176,250.55715419616527
25,37,0,0,1,80.91955103620359,271.8666883609684
28,22,0,1,1,64.58796472564195,231.04420622604755
36,36,1,1,1,94.70341079368195,315.24953545161173
35,27,1,1,1,79.99524979698057,279.3492396114904
26,11,1,1,1,47.570433170046975,189.48533472498883
23,29,1,0,1,70.00757490310801,241.9084036961625
23,21,0,1,1,57.46362771429906,208.9201526986298
42,8,1,1,1,64.62516305965555,237.36155443588785
33,17,0,1,1,63.69293527736246,232.5650177455739
30,32,1,0,1,79.37951683522513,271.4663043346501
29,23,1,0,1,67.42855570430567,238.47145995335185
36,25,1,1,1,77.71316241356308,274.3647217368767
34,22,1,1,1,73.61070483735121,256.1214699453329
28,5,1,1,1,39.74376626199272,171.75094220855323
39,34,0,0,1,91.56787481435168,306.248557441363
37,11,0,1,1,60.222034618545024,222.69100595486915
14,17,1,1,1,44.574577974657984,173.33288160125855
37,16,1,0,1,66.65123698736527,243.5658423618184
26,10,1,1,1,45.86755799003383,181.8229940559665
25,19,0,1,1,56.03379692104538,210.7113786832644
34,28,1,1,1,80.00450611710647,275.1794678918261
32,17,1,1,1,62.56412042007359,231.5649090934268
24,17,1,0,1,53.20149174951732,199.09597467957357
33,12,1,1,1,57.56612772290534,221.0461563482404
28,23,1,1,1,67.15003463926672,238.28911228684655
28,9,1,0,1,48.416648536354174,191.2610656068069
28,21,1,1,1,64.20429866434286,232.3359336590718
39,24,0,0,1,77.80415567043721,270.75812380698
25,26,1,0,1,63.27064541211536,230.9214467066921
20,20,0,0,1,51.33585002538651,191.1578986223836
31,33,0,1,1,81.8341259033144,277.77038065292703
32,14,0,1,1,57.14260752731882,212.78053622386412
43,21,1,1,1,81.12774708719519,286.3967249506251
28,23,1,0,1,64.91325171250978,234.2370774412616
30,25,1,0,1,70.21683134500941,248.6914449638556
18,13,1,1,1,40.81027638269071,166.86949599367344
22,13,0,1,1,44.59559021217918,177.89257871366917
32,19,1,1,1,66.5420671695997,239.79697488760937
33,10,0,1,1,53.51147430508605,203.9252009931651
28,29,1,1,1,76.46780218374774,260.6388150390167
27,25,1,0,1,68.96351157364354,243.54408797915983
28,27,1,1,1,73.97026572761422,257.9875012479015
34,15,1,1,1,64.20706845075728,233.29773665786365
26,21,0,0,1,60.21929597528232,220.627077113116
37,18,1,1,1,69.60583248928594,253.16525644615015
28,31,1,1,1,78.67892158651976,268.6662020019829
28,12,0,1,1,51.99475873238527,198.9592139663093
22,22,1,0,1,59.24386430007529,214.7023345409354
23,23,0,0,1,58.87213764190084,214.1098472683109
30,13,0,0,1,52.570721345082326,203.26884298516265
25,15,1,0,1,53.072699345153815,198.05464804120075
9,16,1,0,1,36.16241985276295,147.02367950418133
28,19,1,0,1,61.07767160767186,221.22811007865732
28,23,0,1,1,64.37328007469223,233.89195211064543
35,28,1,1,1,82.26301289525144,280.888492215054
31,22,1,0,1,67.21558646149944,242.5334643996134
13,22,0,1,1,46.04511482269522,177.53513858287752
17,19,1,1,1,49.58280012429337,187.3112705461498
28,21,0,1,1,63.080632350730006,231.02745168874708
35,14,1,1,1,62.33416869706069,235.7871450088365
29,12,1,1,1,54.919921916539415,210.9669589979403
53,20,1,1,1,91.30550890151336,317.2154905918993
23,27,0,0,1,63.73527291210852,226.13847645915047
22,16,1,0,1,49.26680727372874,190.92432872150732
30,23,1,1,1,70.0096949136417,249.18880811720888
41,19,1,1,1,76.56807645805881,270.6839358855084
37,22,0,0,1,73.71913423914323,260.57881003160685
34,15,1,1,1,64.69393552558564,234.57242090166025
27,26,1,0,1,67.39338163253448,236.71297038713743
43,27,1,0,1,88.16355222523624,301.24220356704257
22,30,1,1,1,71.73832201849835,246.86439487432887
26,23,1,1,1,65.2646506633956,231.4474294485958
32,12,1,1,1,58.20986634345339,217.8932730743094
24,27,1,1,1,68.58523157036578,239.3418368851288
35,19,1,0,1,68.9845122086773,246.18684204580904
28,21,0,0,1,61.84670632459211,224.66377658510945
32,19,1,1,1,67.58900961900214,244.04724324483973
33,16,1,1,1,63.12387905733725,231.82419131363395
40,19,1,0,1,72.49783065815201,259.59629418705657
31,17,0,1,1,60.58023663192342,225.00829805591076
34,20,1,1,1,68.30687751573376,246.9291933466881
33,22,0,1,1,69.9528295956587,248.6998754277766
19,15,1,1,1,45.38998938641075,178.21583749366135
33,14,1,1,1,60.15356221185003,222.28508305451223
22,22,1,1,1,58.62521363100293,214.38767167682172
39,23,1,1,1,80.1331557457189,281.5865179626141
33,23,1,1,1,72.88800425810648,259.15623384300017
23,12,0,1,1,44.50607902408796,177.86285176129843
27,14,0,1,1,52.29371144425265,200.60079678646312
28,16,0,1,1,58.822937171391104,214.5338661161809
35,5,0,1,1,49.26635718584519,198.1268568649919
21,18,1,1,1,51.777457264827824,195.1225287276449
23,13,1,1,1,47.31362916820454,183.47604683914508
25,14,0,0,1,49.154403858402375,189.20802325884736
30,17,1,1,1,63.384759924323454,229.83930991260675
25,11,1,0,1,47.36801152743936,187.87617728124667
34,0,0,0,1,42.58782792904815,177.7729446724884
33,19,0,1,1,64.23591825372074,233.6046016736923
22,15,1,0,1,46.665777167722965,182.8261202955813
37,22,0,0,1,74.0999668681698,262.01731097736314
48,16,1,0,1,78.87111838416395,282.6122988671285
25,16,1,1,1,53.37736585868241,202.46393864808363
25,19,1,1,1,54.94585127977811,210.49657920692133
22,13,1,1,1,45.54448777926678,180.046017613162
18,9,0,1,1,36.05795429537768,151.58603625337872
19,16,1,1,1,47.55374694525759,183.65381460914116
40,10,0,1,1,62.68934351939343,231.9469116036567
25,15,1,1,1,54.41188458654985,205.6761191890484
45,27,1,1,1,92.42478831413555,314.3413174827192
31,1,0,1,1,39.4164349253488,169.10927693409974
28,26,1,1,1,70.8390193597263,248.1241711598276
33,16,0,1,1,61.33900148519682,225.5202881845794
23,23,1,1,1,61.70652301053293,223.42775974465687
33,28,1,1,1,79.36824959129227,273.31918347545724
25,21,1,1,1,61.17631406995109,225.95084056448945
27,27,1,1,1,71.20301488392896,249.6348798143692
36,21,0,1,1,70.48735233634403,254.0519393404479
25,25,0,1,1,65.76100275775134,234.26253635167413
32,24,1,1,1,71.50728346089272,252.80551954746863
29,20,1,1,1,63.97950736638258,230.51340540538888
30,24,0,1,1,70.00333914325842,245.6425928614524
25,28,1,0,1,67.94914334938684,239.1222328607241
21,25,1,1,1,61.06756853279008,221.39659821036585
22,7,0,0,1,35.524136964156895,152.21215821646686
36,18,0,0,1,68.86676697136384,246.6065652990151
34,24,0,1,1,72.17676344684646,257.0321681624504
35,24,0,0,1,73.94050591712973,259.84856846416625
28,11,1,1,1,51.48889549069591,199.70229270352428
32,17,0,1,1,62.18668372694079,228.5764379425592
24,28,1,0,1,68.83983291149136,240.6465936759942
18,27,0,0,1,60.409470736675566,213.42303924606043
25,21,1,1,1,59.775058703472816,219.8979318805885
28,18,1,0,1,57.823875932309896,216.89894739244616
28,19,1,0,1,59.648760465175314,218.93857073560207
34,23,1,1,1,73.27370525070262,259.04814397873656
15,26,1,1,1,54.631339530287065,201.8281257990656
24,14,1,1,1,50.85742454990159,193.7443735883749
26,28,1,1,1,71.31855661811584,250.04299195805527
17,18,1,0,1,46.29727691388824,178.17763546172313
26,10,0,1,1,44.66795457358364,181.27488980035832
28,21,1,0,1,63.87628534412099,233.1538476694872
39,18,1,1,1,73.23255625993559,263.5500653594847
25,17,0,1,1,52.83754077569952,201.5169512852903
34,12,1,1,1,59.14690437888764,220.12878437548167
33,13,0,1,1,57.37100454705737,215.8628927641308
30,23,0,0,1,67.68259610708816,239.28211326898557
23,13,1,0,1,45.40605688700621,180.63262976890505
41,15,1,1,1,72.22833632904485,260.44959425627314
16,17,1,1,1,44.02357304576432,175.2834296485351
37,22,1,1,1,76.16537992806434,268.50225943372124
32,28,0,1,1,76.6901847535428,265.0413429882421
34,16,0,0,1,60.35190846625768,224.14603241275876
11,23,1,1,1,47.87005193586618,180.46851808420035
21,24,1,1,1,58.62482705686274,211.51610247223348
31,16,0,1,1,59.95543520196086,221.20452642885863
33,13,1,0,1,57.35640508038189,218.49371456893735
29,26,0,1,1,71.02820318552148,249.19927019510936
19,30,0,1,1,64.80658896237442,227.9079916770472
16,16,1,1,1,44.77796593842455,175.3607383766691
29,30,1,0,1,76.8866816683679,264.27897667258657
37,28,1,0,1,83.52619962434837,283.8455269512044
24,11,0,0,1,42.64080460003363,175.47750839935443
37,26,0,0,1,79.47732567324404,276.3447634128955
