step,1,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,actor/entropy,actor/kl_loss,actor/kl_coef,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/pg_clipfrac_lower,actor/grad_norm,perf/mfu/actor,perf/max_memory_allocated_gb,perf/max_memory_reserved_gb,perf/cpu_memory_used_gb,actor/lr,training/global_step,training/epoch,critic/score/mean,critic/score/max,critic/score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,response_length_non_aborted/mean,response_length_non_aborted/max,response_length_non_aborted/min,response_length_non_aborted/clip_ratio,response/aborted_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/start_profile,timing_s/generate_sequences,timing_s/generation_timing/max,timing_s/generation_timing/min,timing_s/generation_timing/topk_ratio,timing_s/gen,timing_s/reward,timing_s/old_log_prob,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_s/stop_profile,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_per_token_ms/adv,timing_per_token_ms/gen,perf/total_num_tokens,perf/time_per_step,perf/throughput,timing_s/testing,timing_s/save_checkpoint,eval_pass,call,causci/control_acc,causci/effect_acc,causci/method_acc,causci/mre,causci/outcome_acc,causci/treatment_acc,cladder/overall_acc,cladder/rung1_acc,cladder/rung2_acc,cladder/rung3_acc
13.0,,25410.0,33740.0,8330.0,28573.0,29351.0,29155.5,0.02824288234114647,0.0003642460014089011,0.01,0.0003700091689825061,0.0,0.0,0.0,0.05876874923706055,0.12401667545307474,87.83809566497803,89.712890625,364.3409423828125,2e-05,13.0,0.0,-0.862500011920929,0.75,-1.0,-0.862500011920929,0.75,-1.0,0.0030719947535544634,1.499993920326233,-1.499993920326233,0.0030719947535544634,1.499993920326233,-1.499993920326233,305.17498779296875,2000.0,113.0,0.03750000149011612,305.17498779296875,2000.0,113.0,0.03750000149011612,0.0,1152.5999755859375,1283.0,1097.0,0.0,3.583799843909219e-05,11.220724105834961,19.276092529296875,2.874422073364258,0.25,29.480886798002757,0.9534748619989841,2.316920012999617,1.6876409219985362,0.0018438769984641112,12.36476111200318,46.80800974599697,2.82239998341538e-05,0.014471033955844833,0.106024258819118,1.581071323132952e-05,1.2075402145491423,116622.0,46.80800974599697,622.8741653023046,,,,,,,,,,,,,,
14.0,-0.5515326451106816,27495.0,33134.0,5639.0,29543.0,29556.0,29547.0,0.03407285362482071,0.00041176567592629,0.01,0.001923781037330628,0.0,0.0,0.0,0.04403390362858772,0.12107170497072903,87.83809566497803,89.712890625,334.66021728515625,2e-05,14.0,0.0,-0.8010714650154114,1.0,-1.0,-0.8010714650154114,1.0,-1.0,-0.02401225082576275,1.499993920326233,-1.499993920326233,-0.02401225082576275,1.499993920326233,-1.499993920326233,274.5,836.0,96.0,0.0,274.5,836.0,96.0,0.0,0.0,1202.8499755859375,2010.0,1101.0,0.0,3.5486998967826366e-05,7.295080661773682,8.294650077819824,6.494024276733398,0.25,18.494756758998847,1.051541407003242,2.504925873996399,1.612862693000352,0.0019141789962304756,12.81933974000276,36.48799890399823,3.158299659844488e-05,0.013646585888587267,0.10846566267305277,1.6196052020767555e-05,0.8422020382057762,118188.0,36.48799890399823,809.7731004032216,395.0208894899988,,,,,,,,,,,,,
15.0,,25907.0,32396.0,6489.0,28572.0,29594.0,29338.0,0.024592667818069458,0.00041591741279262357,0.01,-8.230801671743406e-05,0.0,0.0,0.0,0.035362984985113144,0.12395932173745812,87.83809566497803,89.712890625,353.8209533691406,2e-05,15.0,0.0,-0.8218749761581421,0.75,-1.0,-0.8218749761581421,0.75,-1.0,-0.006956544239073992,1.423269271850586,-1.499993920326233,-0.006956544239073992,1.423269271850586,-1.499993920326233,303.29998779296875,2000.0,116.0,0.02500000037252903,303.29998779296875,2000.0,116.0,0.02500000037252903,0.0,1163.5999755859375,1282.0,1097.0,0.0,3.571100387489423e-05,12.031242370605469,19.274885177612305,3.6464741230010986,0.25,29.68593689300178,1.6346839739999268,2.3431908459970145,1.6747011499974178,0.0019393000038689934,12.443627665001259,47.786705247999635,2.8800001018680632e-05,0.01427075081802967,0.10603677538517672,1.652549597679625e-05,1.2234560209776533,117352.0,47.786705247999635,613.9364462928337,,,,,,,,,,,,,,
16.0,,28450.0,34922.0,6472.0,30673.0,30675.0,30674.0,0.027985570952296257,0.00045765489398036146,0.01,0.003010896258056165,0.0,0.0,0.0,0.03458819165825844,0.12972750708364633,87.83809566497803,89.712890625,363.0069580078125,2e-05,16.0,0.0,-0.7250000238418579,1.0,-1.0,-0.7250000238418579,1.0,-1.0,-0.0771465003490448,1.499993920326233,-0.8660245537757874,-0.0771465003490448,1.499993920326233,-0.8660245537757874,345.54998779296875,2000.0,97.0,0.05000000074505806,345.54998779296875,2000.0,97.0,0.05000000074505806,0.0,1188.1500244140625,1896.0,1100.0,0.0,3.327899321448058e-05,10.178120613098145,19.38641357421875,5.18084192276001,0.25,30.38460890299757,0.9936224350021803,2.30824759099778,1.6488913469947875,0.0018736069978331216,12.481362489997991,47.821147193004435,2.844700065907091e-05,0.013438835389864278,0.10172591192865287,1.5270318493130352e-05,1.0991393757414836,122696.0,47.821147193004435,641.4317054377813,,,,,,,,,,,,,,
17.0,,26010.0,35236.0,9226.0,28317.0,29177.0,28961.75,0.020139260217547417,0.0003171771657980571,0.01,0.0,0.0,0.0,0.0,0.002549737459048629,0.11964966881320349,87.83809566497803,89.712890625,354.6775207519531,2e-05,17.0,0.0,-0.949999988079071,-0.5,-1.0,-0.949999988079071,-0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,296.7875061035156,2000.0,108.0,0.03750000149011612,296.7875061035156,2000.0,108.0,0.03750000149011612,0.0,1151.300048828125,1281.0,1099.0,0.0,3.657499473774806e-05,8.30264949798584,19.584203720092773,3.692535400390625,0.25,30.750342417006323,0.9341207850011415,2.398136189003708,1.623785694995604,0.0018881320065702312,12.726073213001655,48.43692075000581,2.806299744406715e-05,0.014016640007903562,0.1098524192512681,1.6298497212445995e-05,1.2951329830689602,115847.0,48.43692075000581,597.9271504371286,,,,,,,,,,,,,,
18.0,,27445.0,32234.0,4789.0,29325.0,29914.0,29477.25,0.023054562509059906,0.0007407524876180104,0.01,-0.0006298249959945677,0.0,0.0,0.0,0.026633933186531067,0.1228939539655074,87.83809566497803,89.712890625,343.8644714355469,2e-05,18.0,0.0,-0.8999999761581421,0.75,-1.0,-0.8999999761581421,0.75,-1.0,-0.002308717928826809,0.8429262638092041,-1.1239017248153687,-0.002308717928826809,0.8429262638092041,-1.1239017248153687,301.2124938964844,2000.0,78.0,0.012500000186264515,301.2124938964844,2000.0,78.0,0.012500000186264515,0.0,1172.6500244140625,1284.0,1097.0,0.0,3.5806995583698153e-05,10.470647811889648,19.267963409423828,4.165524482727051,0.25,30.458816554993973,1.0806928669990157,2.4191838140031905,1.644452510998235,0.0018628530015121214,12.601530455001921,48.20911158299714,2.7038993721362203e-05,0.01394679380707355,0.1068750515652064,1.5799073874870633e-05,1.2640086548115521,117909.0,48.20911158299714,611.4456174794211,,,,,,,,,,,,,,
19.0,,25894.0,31056.0,5162.0,28869.0,29183.0,28948.0,0.03474755957722664,0.0005045921303099022,0.01,-0.001516836024820805,0.0,0.0,0.0,0.04542938619852066,0.12048159665244082,87.83809566497803,89.712890625,346.2811279296875,2e-05,19.0,0.0,-0.796875,1.0,-1.0,-0.796875,1.0,-1.0,0.008127951994538307,1.499997615814209,-1.499993920326233,0.008127951994538307,1.499997615814209,-1.499993920326233,263.75,2000.0,96.0,0.012500000186264515,263.75,2000.0,96.0,0.012500000186264515,0.0,1183.6500244140625,1879.0,1095.0,0.0,3.235099575249478e-05,8.009328842163086,19.18766975402832,2.70735764503479,0.25,30.2354780559981,0.9563097739955992,2.384526474001177,1.673349696000514,0.0019137950002914295,12.618548093996651,47.87261438800488,2.8351001674309373e-05,0.014451341163469964,0.10897599224468574,1.6527868939921837e-05,1.4329610453079669,115792.0,47.87261438800488,604.6880950636636,,,,,,,,,,,,,,
20.0,,26709.0,33616.0,6907.0,29665.0,29873.0,29717.25,0.024065736681222916,0.0005120106396498158,0.01,0.0009329424425959583,0.0,0.0,0.0,0.04145877808332443,0.11184798190296413,87.83809566497803,89.712890625,356.7518005371094,2e-05,20.0,0.0,-0.8343750238418579,0.75,-1.0,-0.8343750238418579,0.75,-1.0,-0.006714315619319677,0.8660224080085754,-1.4999982118606567,-0.006714315619319677,0.8660224080085754,-1.4999982118606567,290.11248779296875,1690.0,107.0,0.0,290.11248779296875,1690.0,107.0,0.0,0.0,1195.75,2101.0,1095.0,0.0,3.628700505942106e-05,8.631856918334961,16.472183227539062,3.800183057785034,0.25,27.347265342003084,0.9344916019981611,3.053654638999433,1.697557321000204,0.0019064350053668022,13.981032351999602,47.018549493004684,2.82869950751774e-05,0.014280908571622576,0.11761714452043512,1.603811763678337e-05,1.1783043363351753,118869.0,47.018549493004684,632.0324705980406,,,,,,,,,,,,,,
21.0,,25267.0,30657.0,5390.0,27482.0,27565.0,27515.0,0.033395640552043915,0.0006816419193637558,0.01,-5.6841783225539295e-06,0.0,0.0,0.0,0.06626921892166138,0.1155283780113698,87.83809566497803,89.712890625,317.9282531738281,2e-05,21.0,0.0,-0.8500000238418579,0.75,-1.0,-0.8500000238418579,0.75,-1.0,0.009544181637465954,1.499993920326233,-1.499993920326233,0.009544181637465954,1.499993920326233,-1.499993920326233,232.9499969482422,950.0,84.0,0.0,232.9499969482422,950.0,84.0,0.0,0.0,1142.800048828125,1282.0,1093.0,0.0,3.6158999137114733e-05,5.413733959197998,9.487874031066895,2.759059429168701,0.25,20.423480715995538,1.0850606169988168,2.3644735170018976,1.4978757680000854,0.0018775399948935956,12.452882907993626,37.82826317400031,2.7135007258038968e-05,0.013609629002363123,0.1131463102670691,1.705924036792291e-05,1.0959154709162662,110060.0,37.82826317400031,727.3661990094034,,,,,,,,,,,,,,
22.0,,28219.0,29917.0,1698.0,29080.0,29181.0,29105.75,0.028873763978481293,0.0006254953706229572,0.01,-0.0003298087418079377,0.0,0.0,0.0,0.026533029973506927,0.10942431469268901,87.83809566497803,89.712890625,336.2774658203125,2e-05,22.0,0.0,-0.893750011920929,-0.5,-1.0,-0.893750011920929,-0.5,-1.0,0.0013533775927498937,1.499993920326233,-0.49999797344207764,0.0013533775927498937,1.499993920326233,-0.49999797344207764,290.9375,1124.0,110.0,0.0,290.9375,1124.0,110.0,0.0,0.0,1164.3499755859375,1278.0,1093.0,0.0,3.478299913695082e-05,7.5896100997924805,10.970157623291016,4.917524337768555,0.25,21.642724176999764,0.936007217002043,2.325074164000398,1.660955560997536,0.0018672049991437234,13.948664278999786,40.51783194500604,2.745499659795314e-05,0.014266558678246876,0.11981021171933197,1.603811101881693e-05,0.9298699968635774,116423.0,40.51783194500604,718.3442105072304,,,,,,,,,,,,,,
23.0,,27043.0,29802.0,2759.0,28827.0,29057.0,28985.75,0.03321296349167824,0.00042563373179291367,0.01,0.0,0.0,0.0,0.0,0.0020388246048241854,0.11887066847609104,87.83809566497803,89.712890625,330.96832275390625,2e-05,23.0,0.0,-0.8999999761581421,-0.5,-1.0,-0.8999999761581421,-0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,292.3374938964844,1218.0,136.0,0.0,292.3374938964844,1218.0,136.0,0.0,0.0,1156.949951171875,1277.0,1103.0,0.0,3.548600216163322e-05,7.804268836975098,11.835115432739258,4.049549579620361,0.25,22.550463993997255,0.9404932010002085,2.4619405459961854,1.5577576170035172,0.00188621199777117,12.782478802000696,40.2975682910037,2.767999831121415e-05,0.013435546923949849,0.11024795634062165,1.6268442232572645e-05,0.9642307262153015,115943.0,40.2975682910037,719.2927819039387,,,,,,,,,,,,,,
24.0,,25377.0,33911.0,8534.0,31014.0,31015.0,31014.75,0.04187600314617157,0.0005382660036411835,0.01,0.00017360029742121696,0.0,0.0,0.0,0.04807695001363754,0.1287410652310531,87.83809566497803,89.712890625,354.95233154296875,2e-05,24.0,0.0,-0.6932500004768372,1.0,-1.0,-0.6932500004768372,1.0,-1.0,0.004629298113286495,1.499993920326233,-1.499993920326233,0.004629298113286495,1.499993920326233,-1.499993920326233,294.4375,2000.0,112.0,0.02500000037252903,294.4375,2000.0,112.0,0.02500000037252903,0.0,1256.300048828125,2152.0,1097.0,0.0,3.4942997444886714e-05,8.336769104003906,19.20644187927246,2.381535053253174,0.25,30.03278650900029,0.9568245409973315,2.3771117700016475,1.7677325769982417,0.0019524180024745874,12.721387413999764,47.860476232999645,2.7518995921127498e-05,0.014249128051961097,0.10254304334227879,1.573781831608015e-05,1.2750068566758772,124059.0,47.860476232999645,648.0242663907183,,,,,,,,,,,,,,
25.0,,29295.0,31224.0,1929.0,29961.0,30629.0,30461.75,0.019959809258580208,0.0004526145687850658,0.01,-0.0007180199306458232,0.0,0.0,0.0,0.02223353274166584,0.12596738089237378,88.43683576583862,90.810546875,364.54833984375,2e-05,25.0,0.0,-0.9750000238418579,-0.5,-1.0,-0.9750000238418579,-0.5,-1.0,0.01996043510735035,1.499993920326233,-1.499993920326233,0.01996043510735035,1.499993920326233,-1.499993920326233,348.1875,2000.0,116.0,0.03750000149011612,348.1875,2000.0,116.0,0.03750000149011612,0.0,1174.9000244140625,1282.0,1100.0,0.0,5.9837999287992716e-05,13.453664779663086,19.18903160095215,5.732372283935547,0.25,30.290818788998877,0.9726557160029188,2.4015630919966497,1.7768949429955683,0.0019430429965723306,12.74593798800197,48.192409295996185,2.8990994906052947e-05,0.014583001165359577,0.10460608786430499,1.5946580519605164e-05,1.087446375480125,121847.0,48.192409295996185,632.08605763835,,,,,,,,,,,,,,
